@relation 'Ant16-Arrond5-weka.filters.unsupervised.attribute.Remove-R1-6,8-17,29'

@attribute #Normal numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute Risk1 numeric

@data
0,4252.01423,380,392.18491,240.43502,220,4240.71044,4235.14463,4240.65868,103.12129,239.52035,0
0,4230.37327,383,395.09239,256.08202,237,4219.66089,4213.13719,4219.66089,102.78619,256.08202,0
0,4136.6756,382.00001,392.68944,256.67294,240.00001,4125.98606,4119.14032,4125.98606,97.14422,256.67294,0
0,3772.08828,379.00007,390.00641,258.89766,242.0001,3760.7942,3753.1632,3760.72998,98.43272,257.96318,0
0,3942.35666,380.00001,390.28323,255.9707,240.00001,3931.3326,3924.15609,3931.27168,95.63472,255.03333,0
0,4169.53571,382.00001,393.87815,258.48791,240.00001,4158.93063,4152.14752,4158.87304,102.18121,257.5597,0
0,4038.29865,384.00074,394.17889,251.28868,235.00121,4026.86292,4020.09751,4027.15781,93.30059,255.9707,0
2,3438.35222,345.00145,352.43297,228.63289,217.0023,3427.87544,3421.06445,3428.39117,75,236.23929,12
0,3908.90726,384.00007,394.63527,252.93675,236.00012,3897.15229,3890.11568,3897.39657,95.81753,256.67294,0
0,3798.0653,370.00134,378.76246,242.90327,229.00216,3786.93029,3780.08267,3787.48518,84.77028,251.40605,4
1,3330.74781,380.00131,386.39358,238.50367,228.00219,3316.84564,3309.07313,3317.54804,73.37575,248.08063,3
0,4185.56006,383.00001,394.84807,255.70491,237.00001,4174.73269,4168.11528,4174.90407,100.88112,258.48791,0
0,4150.24975,378.00002,389.51252,252.17454,234.00004,4139.61894,4133.10888,4139.84698,98.67117,255.8906,0
0,3890.40718,378.00003,389.0347,249.57564,232.00005,3878.94419,3872.1086,3879.24645,96.46243,254.23021,0
0,4056.74278,379.00112,388.8573,247.77611,232.00184,4045.65755,4039.09705,4045.94736,91.39475,252.46386,0
0,3323.90809,381.00055,389.93589,251.11352,237.00088,3310.49437,3302.17504,3310.49437,89.69392,251.11352,0
0,4252.55464,386,398.00126,258.86097,240,4241.79502,4235.13648,4241.79502,102.78619,258.86097,0
0,4231.7331,387,394.39194,232.75738,220,4219.73885,4214.0267,4220.77209,77.46612,250.79274,0
0,4057.30773,385.00046,396.07323,247.16391,229.00078,4045.48662,4039.08368,4045.94736,96.56604,254.59379,0
0,4203.39387,382.00026,394.12308,256.08202,237.00042,4192.70378,4186.13007,4192.70378,102.45975,256.08202,0
0,4218.0614,379.00015,391.21605,255.15681,236.00024,4207.62368,4201.12187,4207.67988,102.14206,256.08202,0
0,4203.30311,381.00026,393.15391,255.15681,236.00042,4192.64737,4186.13007,4192.64737,102.45975,255.15681,0
0,4020.47622,385.00002,394.92911,256.56383,241.00002,4009.24993,4002.14443,4009.24993,94.33981,256.56383,4
0,3596.8122,377.00015,385.81472,236.66009,222.00025,3583.88239,3577.05046,3584.84281,84.17244,250.78477,4
0,4210.82154,387,398.72923,260.34592,242,4199.97774,4193.13785,4199.97774,101.84302,260.34592,4
0,4231.7331,387,398.97118,260.71632,242,4220.94302,4214.14535,4220.88581,103.12129,259.78838,4
0,4045.45733,386,397.04534,257.38881,240,4034.14539,4027.13521,4034.205,98.68131,258.32151,4
0,4248.57117,386,397.04534,258.32151,241,4237.85819,4231.14476,4237.80143,99.368,257.38881,4
0,4253.55052,386,398.24616,259.23734,240,4242.79342,4236.14459,4242.73697,104.06248,258.31183,4
0,4116.94753,384.00045,395.10125,250.87447,233.00075,4105.61688,4099.08892,4106.02009,96.84007,257.38881,0
0,4172.5231,382.00026,393.87815,255.70491,237.00043,4161.75372,4155.13104,4161.75372,101.51355,255.70491,0
0,4254.36541,384,396.55643,247.64895,227,4243.07648,4237.13642,4243.07648,104.67569,247.64895,0
0,4057.64513,378.00007,389.0347,250.50549,233.00011,4046.71336,4040.11138,4046.94564,96.76776,254.23021,0
0,4003.45863,384.00104,394.40588,243.26118,226.00177,3991.40339,3985.06637,3992.04133,92.89241,253.51331,0
0,4255.63309,387,399.71115,259.07721,239,4244.7338,4238.12848,4244.79022,105.30432,260,0
0,4164.02269,387,398.97118,255.15681,236,4152.7114,4146.12349,4152.82554,102.14206,257.00778,0
0,3992.93238,378.00003,389.2724,251.80349,234.00004,3981.88159,3975.12088,3982.05902,98.03061,254.59379,0
0,4179.95371,387,398.97118,253.30811,234,4168.5729,4162.11545,4168.74238,101.8332,256.08202,0
0,3862.54061,378.00006,388.33619,247.55201,231.00009,3850.93456,3844.10198,3851.29913,93.30059,253.16003,0
0,3957.09553,378.00003,389.0347,249.57564,232.00005,3945.82628,3939.10675,3946.12341,96.46243,254.23021,0
0,4031.75892,378.00004,389.51252,247.54192,229.00006,4020.52696,4014.0842,4020.99055,97.52948,254.96078,0
0,4050.84152,369.00027,375.95877,231.48218,220.00046,4039.99455,4034.01785,4040.89743,72.99315,246.73873,0
0,4215.446,372,383.69259,243.84626,225.00001,4205.0239,4199.12193,4205.13139,99.29753,245.6929,0
0,4237.07446,380,391.93877,250.15395,231,4226.31766,4220.11386,4226.4827,100.88112,252.92687,0
0,4203.39387,382.00026,394.12308,256.08202,237.00042,4192.70378,4186.13007,4192.70378,102.45975,256.08202,0
0,4208.46409,383,394.12942,255.52495,238,4197.75237,4191.14614,4197.6958,99.368,254.59379,0
0,4254.63723,387,399.46214,257.76928,238,4243.67918,4237.13642,4243.67918,104.67569,257.76928,0
0,4117.5721,380.00004,389.61006,250.24188,235.00007,4106.72923,4100.14939,4106.67213,92.84934,249.30303,0
0,4128.17987,387.00002,398.01759,253.66316,236.00004,4116.77009,4110.09538,4117.05975,97.12363,258.32151,2
0,4159.94712,386,397.75872,255.70491,237,4148.77488,4142.10152,4149.0053,100.2846,259.41665,0
1,4160.57364,382.00004,393.39548,250.3198,232.00007,4149.49069,4143.09462,4149.83048,98.0816,255.8906,3
0,4199.97762,366,378.12829,228.66788,208.00001,4189.16698,4184.13014,4189.21675,100.56838,229.57787,4
0,3789.6075,385.00115,393.84515,238.88282,224.00198,3776.64878,3770.06419,3777.37951,85.86617,250.16994,0
0,3889.80269,382,392.0051,252.81021,237.00001,3878.24832,3871.12413,3878.37105,93.30059,254.68608,0
0,3581.43058,382.00049,389.88203,243.81345,231.00081,3568.48455,3561.11808,3568.74572,83.21658,247.60654,0
0,3014.5673,296.00166,304.16443,204.36242,192.00255,3006.13772,3000.08067,3006.79298,73.37575,213.78494,0
0,4254.54639,386,398.49341,257.76928,238,4243.67918,4237.13642,4243.67918,104.67569,257.76928,0
0,4212.72133,386,397.04534,237.92856,219,4200.71256,4195.146,4200.66054,99.368,237.00844,0
0,3964.58548,373.00122,383.47099,243.82371,227.00201,3953.52223,3947.08563,3953.98963,92.72001,251.28868,0
0,4236.71217,387,398.97118,261.6448,243,4225.99219,4219.14517,4225.93481,103.12129,260.71632,0
0,4186.64747,384,395.57679,255.33116,237,4175.73107,4169.13864,4175.73107,100.90094,255.33116,0
0,3560.55108,382.0002,390.28707,245.40579,232.00034,3547.59411,3540.11878,3547.79157,85.09407,248.24383,0
0,4067.3575,386.00002,393.21877,223.93303,211.00005,4054.49405,4049.0079,4055.93023,75.42546,248.58399,0
0,4231.56011,374.00085,386.37417,232.22834,211.0015,4220.27795,4215.114,4220.42901,101.8332,234.95744,0
0,4075.22686,385.00045,395.83961,249.57564,232.00074,4063.62806,4057.11092,4063.85839,96.76776,253.29824,0
0,4208.28255,381,393.15391,255.15681,236,4197.63946,4191.12992,4197.6958,102.45975,256.08202,0
0,4163.78157,326,338.73293,205.71825,184,4155.07605,4151.13924,4155.07605,98.0816,205.71825,0
0,4251.64968,387,399.46214,261.46702,242,4240.91028,4234.13651,4240.91028,104.67569,261.46702,0
0,4232.45567,384.00082,396.06186,253.30811,234.00134,4221.49038,4215.114,4221.65773,101.8332,256.08202,0
0,4119.03217,385,396.5476,252.54901,234,4107.67051,4101.08242,4108.07522,98.49365,259.04826,0
0,4085.24871,364.00002,373.79272,234.91701,219.00003,4074.8892,4069.11809,4075.05153,90.47652,237.71622,0
0,3769.30259,371.00134,376.65103,239.97083,231.00215,3758.10617,3751.07678,3758.67011,69.28925,248.64634,0
0,3617.47979,312.00024,319.75616,223.2577,212.00035,3610.22991,3604.13332,3610.28877,76.55717,224.20749,0
0,4031.29322,373.00003,383.24013,248.129,232.00006,4020.69894,4014.07785,4021.16849,91.48224,255.62472,0
0,4090.25427,386.00101,396.35338,250.71099,234.00167,4078.71794,4072.09627,4079.06656,94.25497,256.32011,0
0,3340.2229,367.00136,370.39033,194.53534,188.00265,3325.31863,3320.00377,3327.08416,50.24938,222.68588,0
0,4250.20152,382,393.63562,254.40322,236,4239.57368,4233.13654,4239.57368,100.90094,254.40322,0
0,2037.93155,381.00106,386.01166,220.88006,212.0019,2013.19348,2002.01224,2016.21551,62.39391,246.91092,0
0,3310.08308,373.00134,379.51153,234.68276,224.00223,3296.61903,3289.03892,3297.81776,71.80529,250.96016,2
0,4254.54639,386,398.49341,260.54174,241,4243.84849,4237.13642,4243.84849,104.67569,260.54174,0
0,4254.54639,386,398.49341,260.54174,241,4243.84849,4237.14456,4243.79182,105.00476,259.61703,0
0,4254.54639,386,398.49341,260.54174,241,4243.84849,4237.12851,4243.84849,104.35516,260.54174,0
0,4251.55877,386,398.00126,259.78838,241,4240.85333,4234.14466,4240.79662,103.12129,258.86097,0
0,3482.23736,384.00125,390.69169,247.69538,237.00203,3469.10507,3461.12149,3469.45024,77.62087,252.48366,0
0,4035.31226,384.00112,394.86707,254.23021,237.00181,4023.98534,4017.10468,4024.28292,96.46243,258.89766,0
0,4090.96786,383.00021,393.43233,249.7779,233.00035,4079.65905,4073.07672,4080.18296,93.40771,258.19373,0
0,4117.22844,387,398.01759,254.59379,237,4105.84583,4099.10258,4106.13748,97.41663,259.2547,0
0,3924.83019,384.0009,394.17889,245.68679,229.00151,3912.70712,3906.06196,3913.42778,91.67879,256.90854,0
0,4131.07311,386,397.75872,253.85232,235,4119.708,4113.08862,4120.11323,99.72462,260.34592,0
0,4094.04836,384.00003,394.40588,252.5787,236.00005,4082.82647,4076.1104,4083.05964,94.86833,256.32011,0
0,4251.64968,387,399.46214,259.61703,240,4240.79662,4234.13651,4240.79662,104.67569,259.61703,0
0,4121.83272,383,394.36658,254.96078,237,4110.83751,4104.10246,4111.07006,98.37174,258.6832,0
0,4251.64968,387,399.46214,261.46702,242,4240.91028,4234.13651,4240.91028,104.67569,261.46702,0
0,3926.8206,384.00008,394.86707,250.50549,233.00013,3914.93972,3908.07996,3915.48567,95.33625,258.89766,0
0,4180.76476,385.00002,396.30922,255.8906,238.00004,4169.79772,4163.10809,4170.02794,98.67117,259.6151,0
0,4188.82287,386,398.00126,260.71632,242,4178.01448,4171.13857,4178.01448,102.78619,260.71632,0
0,4218.78774,387,399.21548,260.16341,241,4207.90708,4201.12961,4207.96447,103.40696,261.09002,0
0,3571.70226,384.00006,393.95431,242.52835,226.00011,3558.18451,3551.04562,3559.23658,89.82205,257.5034,0
0,3793.38292,373.00096,382.56241,249.89998,235.00152,3782.3075,3775.09656,3782.68503,89.1852,255.55039,0
0,3717.09631,386.00124,393.60513,240.6512,228.00209,3704.02389,3697.0541,3704.91201,79.55501,253.95472,0
0,4102.82208,382.00001,393.63562,259.97885,242.00001,4092.1619,4085.14994,4092.10288,101.24228,259.04826,0
2,3364.8682,383.00009,391.26589,243.51591,230.00015,3350.90271,3343.07239,3351.6757,82.96987,253.93109,6
0,4123.91707,384,394.40588,257.25668,241.00001,4113.06662,4106.13261,4113.12533,95.85927,258.19373,0
0,3753.69311,384.00041,392.45,246.67793,233.00067,3741.26249,3734.08369,3741.83378,84.77028,255.196,0
0,4223.5839,385,397.03148,258.86097,240,4212.8418,4206.12173,4212.95621,102.14206,260.71632,0
0,4245.67462,387,399.21548,261.09002,242,4234.92007,4228.13671,4234.92007,103.73042,261.09002,0
0,4126.18868,387.0011,398.48965,250.69703,232.00183,4114.5459,4108.07607,4115.06318,98.23441,259.04826,0
0,4104.28617,387.0011,398.97118,254.23218,235.00181,4092.75225,4086.09594,4093.10115,100.96039,259.78838,0
0,4167.82017,385,397.03148,255.15681,236,4156.70495,4150.10132,4156.99182,101.24228,259.78838,0
0,4251.55877,386,397.75872,255.70491,237,4240.6279,4234.11348,4240.74015,100.88112,257.5597,0
0,4162.93418,386.00125,398.00126,255.15681,236.00204,4151.71302,4145.10145,4152.00024,101.24228,259.78838,0
0,3884.82689,382.00131,391.12658,242.98148,228.00219,3872.71739,3866.06842,3873.31899,87.09191,252.38859,0
0,3440.16308,381.00126,384.53218,224.11604,218.00221,3425.94294,3419.0329,3427.06668,54.12024,240.68444,0
0,3433.54045,384.00003,391.8418,246.65766,234.00005,3420.01462,3412.09906,3420.43038,82.21922,252.35689,0
0,4155.87163,385,396.5476,256.25963,238.00001,4144.83872,4138.10875,4145.07033,99.62429,259.97885,0
0,3735.37896,380.00015,388.12498,243.18923,230.00024,3723.11106,3716.0775,3723.7422,82.56513,252.66777,0
0,3891.09355,385.00016,394.0571,251.44582,237.00027,3879.24645,3872.11622,3879.49288,89.19641,255.21951,0
0,4042.28054,384.00001,394.63527,251.0717,234.00001,4030.79794,4024.084,4031.27027,94.64143,258.544,0
0,4085.33964,376.00001,385.488,249.89998,235.00001,4074.78208,4068.13385,4074.83987,91.18114,250.84059,0
0,3444.1385,381.00113,386.50485,238.04621,229.00188,3430.65154,3423.09129,3431.26405,69.64194,246.71644,0
0,3987.5327,384,394.86707,257.96318,241,3976.3101,3969.14563,3976.24961,98.0816,257.02918,2
1,4154.06608,387.00101,398.72923,251.07768,232.00168,4142.50166,4136.06963,4143.07374,98.95454,260.34592,3
0,3772.59394,384.00095,393.08014,244.85914,230.00158,3760.04109,3753.06448,3760.72998,86.83317,255.21951,0
0,4006.54078,385.00007,395.15313,248.48541,232.00012,3994.74254,3988.07222,3995.33578,92.17917,257.84685,0
0,3734.7933,384.00002,392.45,248.5679,235.00003,3722.42528,3715.09811,3722.74428,85.3815,253.30022,0
0,4086.89185,382,392.68944,254.80385,238.00001,4075.95449,4069.12583,4076.07176,96.46243,256.67294,0
0,3572.80408,385.00004,396.07323,251.80349,234.00007,3559.69943,3552.09516,3560.23426,96.56604,259.2547,0
0,4156.68257,383,394.84807,258.48791,240,4145.95236,4139.1237,4146.06862,101.19289,260.34592,0
0,3924.84153,341.00142,345.89738,212.08489,204.00237,3915.31812,3910.00627,3916.81771,58.42089,238.17011,0
0,4006.54078,385.00006,396.07323,251.80349,234.0001,3994.8592,3988.08475,3995.33578,96.56604,259.2547,0
0,4250.47221,385,397.52484,256.84626,237,4239.62946,4233.14469,4239.57368,105.00476,255.92382,0
0,3659.09962,383.00012,391.89029,249.2268,235.0002,3646.58004,3639.12366,3646.84,88.25531,253.00198,0
2,3673.23209,385.00094,395.83961,245.86175,228.00158,3660.10833,3653.06036,3660.94114,94.36631,257.96318,8
1,3840.94324,381.00037,389.93589,242.63759,228.00062,3828.79459,3822.05769,3829.40309,85.61542,252.05753,5
0,4222.71773,364,376.96154,255.53865,236,4213.61424,4207.11421,4213.78334,102.78619,258.31183,0
0,4094.93199,372.00002,382.96867,250.13996,233.00003,4084.6509,4078.14173,4084.6509,97.14422,250.13996,0
0,4026.54442,386.00101,397.51855,253.47584,235.00167,4014.88344,4008.09094,4015.29924,98.76234,259.97885,0
0,3994.78973,387.00001,398.01759,253.66316,236.00001,3982.99787,3976.09859,3983.35788,97.12363,259.2547,0
0,3948.71574,384.00001,394.86707,257.96318,241.00002,3937.38251,3930.13855,3937.44384,97.73945,258.89766,0
0,4100.20975,386.00001,395.90403,255.62472,240.00002,4089.04928,4082.13339,4089.10809,93.98404,256.56383,0
0,4067.45252,387,399.21548,257.38687,238.00001,4055.98878,4049.11114,4056.22546,102.48902,261.09002,0
0,3720.97111,385.00102,392.04719,245.42209,234.00168,3708.39008,3701.09849,3708.83836,78.77182,252.10514,0
0,1865.93998,384.0013,384.29286,208.54016,208.0024,1837.80848,1826,1841.05975,15,235.47824,2
0,3341.44939,378.00132,378.82582,217.44195,216.00231,3327.01909,3320.04352,3328.02659,30.23243,232.34888,0
1,3258.17249,362.00137,365.71574,227.03524,221.00224,3245.53308,3238.0261,3247.03064,53.60037,247.52374,5
0,3253.62106,383.00055,390.66354,240.6512,228.00093,3239.03458,3231.0749,3239.90139,80.08121,252.0496,0
0,4115.0497,385.00006,396.07323,252.73306,235.0001,4103.73415,4097.08897,4104.14096,96.84007,259.2547,0
1,4062.47523,387.00004,398.25243,253.10275,235.00006,4050.82226,4044.09013,4051.23438,97.80082,259.6151,7
0,4199.86821,387,399.21548,258.31183,239,4188.82382,4182.1149,4188.99606,102.78619,261.09002,0
0,4112.2506,387,398.97118,257.9341,239,4100.97025,4094.11737,4101.14618,101.8332,260.71632,0
0,3739.66429,383.00003,393.43233,252.5787,236.00005,3727.4785,3720.10537,3727.86319,94.25497,258.19373,0
0,3853.28185,385.00127,394.48828,250.24188,235.00208,3841.19526,3834.09507,3841.62986,90.13878,256.82679,0
0,3060.06291,383.00096,391.67972,245.12242,231.00159,3044.77536,3036.08712,3045.55036,85.16455,254.56826,0
0,4160.75774,384.00002,395.33783,254.96078,237.00003,4149.77325,4143.1015,4150.06181,98.37174,259.6151,0
0,3714.89986,384.00003,394.40588,246.05081,229.00005,3702.08941,3695.06549,3702.85106,92.64988,257.25668,0
0,4084.09256,384.00003,394.86707,256.09569,239.00004,4073.01817,4066.11817,4073.19531,97.08244,258.89766,0
0,4107.80038,382.00001,392.68944,252.00397,235.00001,4096.74566,4090.12518,4096.86087,96.46243,253.87005,0
0,4250.47221,385,396.5476,248.84734,230,4239.24392,4233.14469,4239.18978,101.24228,247.92338,0
0,3097.39826,380.00102,387.72284,234.02991,221.00175,3081.93397,3074.0366,3083.35467,78.44743,252.0496,0
0,3820.04738,381.00081,391.25695,248.48541,232.00133,3808.07366,3801.08221,3808.63256,92.44458,256.90854,0
1,3251.30451,335.00027,342.2353,220.41098,209.00043,3240.74636,3234.02613,3242.02714,71.19691,238.50367,8
0,3545.56907,372.00067,377.46523,232.96352,224.00112,3533.10798,3526.05672,3534.0232,67.05222,246.45486,0
0,3889.90103,383.00014,393.43233,253.51331,237.00022,3878.24832,3871.10863,3878.49481,94.55686,257.25668,0
0,4196.88098,387,399.21548,258.31183,239,4185.82871,4179.11498,4186.00108,102.78619,261.09002,0
0,4019.67287,387,398.97118,255.15681,236,4007.95422,4001.11247,4008.19174,101.53325,258.86097,0
0,4074.94454,382.00001,392.2308,253.16003,237.00002,4063.91658,4057.13421,4063.97502,94.92102,254.09644,0
0,4121.83272,383.00001,391.67972,248.89556,235.00002,4110.72269,4104.10965,4110.9533,87.31552,252.67568,0
0,3415.76653,385.00095,391.3119,239.45981,229.00159,3401.71677,3394.0713,3402.54566,73.37575,250.96016,0
0,3970.41912,382.00004,392.92238,256.09569,239.00006,3959.22025,3952.15498,3959.16001,98.43272,255.16269,0
0,4111.06726,385.00002,396.07323,253.66316,236.00003,4099.79817,4093.09577,4100.14792,97.12363,259.2547,0
0,4106.89786,383.0002,393.89466,250.50549,233.00034,4095.63304,4089.07642,4096.1549,95.33625,258.89766,0
0,4207.65077,385,396.78836,256.63203,238.00001,4196.75398,4190.1074,4196.98273,100.57833,260.34592,0
0,3746.83253,385,396.30922,251.24689,233.00001,3734.2761,3727.08385,3734.84846,97.26767,259.6151,2
0,4104.00439,384,395.81814,258.48791,240,4093.04239,4086.1253,4093.16015,101.19289,260.34592,0
0,3369.60903,381.0002,385.54118,222.94842,215.00035,3354.89627,3348.00732,3356.73472,59.4138,249.08834,0
0,3640.09945,382.00007,389.88203,239.08158,226.00012,3627.04784,3620.05525,3627.81532,80.52329,250.45558,2
0,4164.73685,373.00121,383.24013,248.129,232.00195,4154.48288,4148.08148,4154.9373,91.76056,255.62472,0
0,4127.99285,385,396.30922,257.75182,240,4117.00134,4110.12457,4117.11841,99.29753,259.6151,0
0,2992.99516,386.00001,397.28076,257.75182,240.00002,2977.68769,2968.1725,2977.84956,99.29753,259.6151,0
0,4215.43509,383,395.09239,257.00778,238,4204.74113,4198.11446,4204.91201,101.8332,259.78838,0
0,4239.51754,385,397.27698,258.31183,239,4228.75927,4222.12127,4228.87278,103.09219,260.16341,0
0,4216.6131,385,396.5476,259.04826,241,4205.91037,4199.14587,4205.85318,101.24228,258.11819,0
0,4199.86821,387,398.25243,258.6832,241,4188.93841,4182.13821,4188.93841,99.95999,258.6832,0
0,4150.89316,385.00001,396.07323,259.2547,242.00001,4140.07886,4133.14819,4140.02053,99.368,258.32151,0
1,3538.67885,382.00002,392.0051,253.74791,238.00004,3526.04141,3518.12791,3526.31366,92.97311,257.5034,3
