@relation 'Ant16BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-3,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.Remove-R2,4-5,8,10'

@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute #BugsBinary {0,1}

@data
0.960906,0.995297,0.961993,0.963865,0.9124,0
0.796937,0.927712,0.80348,0.812686,0.730755,0
0.845782,0.932151,0.850835,0.85785,0.798066,0
0.884352,0.935187,0.888113,0.893493,0.820782,0
0.894209,0.849053,0.897828,0.902969,0.298444,0
0.97924,0.898202,0.980183,0.981457,0.85842,0
0.990413,0.950606,0.99081,0.991436,0.892132,0
0.973014,0.964488,0.974035,0.975281,0.925739,0
0.975634,0.964528,0.976555,0.977665,0.859921,0
0.999486,0.998418,0.999474,0.999528,0.972912,0
0.928681,0.935807,0.931131,0.934407,0.721149,0
0.93416,0.989237,0.936142,0.939135,0.812142,1
0.950571,0.987592,0.952113,0.95435,0.879433,0
0.950894,0.959864,0.95247,0.954822,0.832535,1
0.97125,0.86284,0.97227,0.97433,0.885475,1
0.759261,0.962721,0.766409,0.77749,0.572489,0
0.81102,0.951028,0.817111,0.825532,0.730755,0
0.651722,0.937536,0.662528,0.67816,0.516084,0
0.358893,0.392797,0.381897,0.411452,0.306588,0
0.999439,0.992261,0.999474,0.999528,0.972912,0
0.977833,0.983059,0.978032,0.979567,0.859921,0
0.849651,0.896793,0.854675,0.861643,0.718396,0
0.990226,0.995297,0.990647,0.990976,0.939822,0
0.964364,0.973726,0.965565,0.967203,0.892554,0
0.640936,0.94011,0.652103,0.668178,0.556052,0
0.902741,0.958741,0.905064,0.910095,0.350223,0
0.987564,0.915243,0.987796,0.989059,0.9124,0
0.906806,0.975396,0.909622,0.913947,0.804566,0
0.97554,0.958329,0.976498,0.977658,0.925739,0
0.952552,0.612481,0.955258,0.958647,0.832535,0
0.997942,0.998418,0.998092,0.998102,0.972912,0
0.988027,0.976809,0.988401,0.989059,0.9124,0
0.929435,0.979896,0.931601,0.934851,0.841307,0
0.911983,0.835288,0.915242,0.919655,0.670636,0
0.748772,0.853452,0.757156,0.768464,0.219594,0
0.670344,0.491883,0.68336,0.698609,0.374316,0
0.884111,0.895326,0.888199,0.89349,0.692046,0
0.914569,0.978661,0.917152,0.921071,0.751073,0
0.527119,0.813665,0.54118,0.563539,-0.185734,0
0.997194,0.96139,0.997425,0.997627,0.892554,0
-0.145616,0.912939,-0.113617,-0.063013,0.072803,0
0.51155,0.871631,0.526857,0.548818,0.273156,1
0.999439,0.992261,0.999558,0.999528,0.972912,0
0.999439,0.992261,0.999558,0.999532,0.979918,0
0.999439,0.992261,0.999558,0.999525,0.966089,0
0.997895,0.989134,0.998064,0.998106,0.939822,0
0.600481,0.942681,0.612934,0.630624,0.39696,0
0.886187,0.969216,0.889839,0.894929,0.798066,0
0.914938,0.960098,0.917622,0.921537,0.733036,0
0.928503,0.989237,0.93069,0.933909,0.818379,0
0.829115,0.964842,0.834307,0.842141,0.69623,0
0.935655,0.987592,0.937608,0.940558,0.867512,0
0.916529,0.966285,0.919203,0.922979,0.76413,0
0.997942,0.998418,0.998035,0.998102,0.972912,0
0.930882,0.966035,0.933181,0.936286,0.838712,0
0.997942,0.998418,0.998092,0.998102,0.972912,0
0.830143,0.969216,0.835421,0.8431,0.774091,0
0.961325,0.978381,0.962604,0.964337,0.845086,0
0.965487,0.989134,0.966705,0.968154,0.932688,0
0.980967,0.99685,0.981622,0.982411,0.945903,0
0.646696,0.963415,0.657388,0.673372,0.656703,0
0.761212,0.891019,0.769233,0.779882,0.643146,0
0.721804,0.961196,0.730167,0.742782,0.438135,0
0.921061,0.96139,0.923861,0.927277,0.899821,0
0.539851,0.94633,0.553947,0.574505,0.510831,1
0.931958,0.966285,0.934293,0.937251,0.785225,0
0.740709,0.953855,0.74875,0.760385,0.549159,0
0.983444,0.982971,0.984085,0.984785,0.918976,0
0.994856,0.99685,0.995103,0.99525,0.952789,0
0.933132,0.992237,0.935032,0.938175,0.835788,0
0.921818,0.995297,0.924156,0.927726,0.89382,0
0.954638,0.982971,0.956071,0.958153,0.899821,0
0.997895,0.987592,0.997951,0.998091,0.892132,0
0.952114,0.989134,0.953579,0.955776,0.899821,0
0.80845,0.945445,0.814351,0.823129,0.598583,0
0.578746,0.903537,0.591395,0.610615,-0.10333,0
0.575325,0.94999,0.588436,0.607319,0.494851,0
0.948465,0.979896,0.950149,0.952452,0.865377,0
0.731248,0.92637,0.739692,0.751826,0.502215,0
0.811687,0.964068,0.817609,0.826004,0.643384,0
0.889787,0.967743,0.893238,0.898247,0.7593,0
0.91203,0.909611,0.915188,0.919187,0.685636,0
0.5808,0.916074,0.593744,0.612545,0.227102,0
0.861505,0.969216,0.866047,0.87213,0.832535,1
0.947533,0.99376,0.948983,0.951483,0.851119,1
0.750473,0.95786,0.758121,0.769409,0.593075,0
0.871324,0.971034,0.875246,0.881127,0.706882,0
0.730946,0.953855,0.73935,0.75136,0.562171,0
0.912832,0.955377,0.915773,0.919659,0.798066,0
0.647266,0.976881,0.658144,0.673871,0.800271,0
0.948884,0.969095,0.950705,0.952935,0.898769,0
0.82912,0.658012,0.83561,0.844016,-0.011776,0
0.871324,0.976881,0.875304,0.881133,0.800271,0
0.997334,0.986106,0.997453,0.997631,0.979918,0
0.691844,0.950298,0.7015,0.715243,0.62335,0
0.699145,0.975396,0.708251,0.721868,0.753443,1
0.78578,0.937878,0.792432,0.802207,0.567151,1
0.982997,0.855425,0.98447,0.985256,0.932688,0
0.916985,0.893601,0.920113,0.923945,0.81258,0
0.881658,0.986066,0.885297,0.890644,0.847027,0
0.865254,0.989237,0.869385,0.875435,0.812142,0
0.841453,0.969216,0.846621,0.853587,0.825251,0
0.919712,0.975806,0.922308,0.925842,0.745305,0
0.90279,0.99685,0.90581,0.910144,0.926362,0
0.723805,0.951295,0.732346,0.744705,0.421462,0
-0.234463,0.902016,-0.20114,-0.146686,-0.936135,1
0.527753,0.867273,0.542028,0.563557,-0.611862,0
0.484734,0.783958,0.501364,0.524568,-0.114397,1
0.482383,0.942502,0.498121,0.521263,0.449337,0
0.927378,0.976881,0.929636,0.932952,0.806105,0
0.900219,0.99073,0.903231,0.907757,0.826558,1
0.971193,0.99685,0.972099,0.973372,0.932688,0
0.925932,0.995297,0.928257,0.931539,0.9124,0
0.733462,0.960098,0.741871,0.75374,0.751073,0
0.792154,0.966808,0.79862,0.807929,0.663446,0
0.382395,0.94896,0.401179,0.428569,0.557552,0
0.950989,0.972207,0.952611,0.954826,0.838712,0
0.720669,0.966285,0.729201,0.741837,0.716903,0
0.911386,0.969216,0.914308,0.918229,0.811265,0
0.923633,0.955377,0.926149,0.929642,0.798066,0
0.997334,0.979896,0.99726,0.997631,0.899821,0
0.401682,0.923814,0.419722,0.44661,0.414556,0
0.774986,0.946273,0.782091,0.792235,0.712532,0
0.481186,0.634739,0.498975,0.522666,0.260205,1
0.633197,0.858626,0.644874,0.661493,0.171971,0
0.811071,0.960098,0.817111,0.825525,0.757499,0
0.96965,0.99685,0.970604,0.971946,0.932688,0
0.878108,0.995297,0.881839,0.887326,0.906015,0
0.90666,0.952462,0.909766,0.913958,0.765252,0
0.930882,0.94896,0.933124,0.93629,0.603343,0
0.566144,0.946622,0.579305,0.598749,0.306588,0
0.852665,0.956857,0.857519,0.864053,0.84001,0
0.92532,0.976881,0.927672,0.931054,0.812142,0
0.923167,0.963036,0.925593,0.929143,0.774091,0
0.975213,0.981426,0.976056,0.977172,0.885686,0
0.737165,0.978381,0.745264,0.757058,0.815208,1
0.921672,0.97526,0.924301,0.92774,0.898769,0
0.5423,0.909949,0.55594,0.576851,0.009362,0
0.682029,0.937536,0.691753,0.706178,0.458748,1
0.953045,0.895326,0.954962,0.957193,0.697971,0
0.934064,0.978381,0.936257,0.939149,0.85842,0
0.347749,0.984555,0.367699,0.396284,0.85842,0
0.979235,0.970648,0.980042,0.980978,0.9124,0
0.991675,0.984531,0.992028,0.99239,0.939202,0
0.979843,0.979896,0.980626,0.981468,0.899821,0
0.971193,0.99073,0.972156,0.973383,0.872523,0
0.945894,0.976881,0.947774,0.950094,0.859921,0
0.629637,0.951028,0.641347,0.657724,0.723784,1
0.95459,0.967743,0.956156,0.958171,0.81258,0
0.905826,0.987592,0.908857,0.913008,0.905596,0
0.741631,0.946817,0.749562,0.761319,0.598705,0
0.825002,0.963415,0.830621,0.838379,0.752879,0
0.997942,0.998418,0.998092,0.998102,0.972912,0
0.929435,0.978381,0.931715,0.934864,0.845086,0
0.857392,0.969216,0.861912,0.868305,0.791766,0
0.415525,0.914223,0.433233,0.459453,0.262595,0
0.951133,0.99376,0.95264,0.954829,0.885686,0
0.954219,0.99376,0.955658,0.957688,0.898769,0
0.81576,0.900064,0.821853,0.830294,0.725386,0
0.988168,0.99685,0.988569,0.989063,0.939202,0
0.983024,0.99685,0.983587,0.984309,0.939202,0
0.984567,0.995297,0.985053,0.985735,0.918976,0
0.985082,0.995297,0.985523,0.986207,0.9124,0
0.965021,0.99376,0.966063,0.967664,0.885686,0
0.98251,0.995297,0.98306,0.983834,0.918976,0
0.943932,0.99376,0.945694,0.948181,0.898769,0
0.969136,0.99376,0.970106,0.971474,0.898769,0
0.961934,0.99073,0.96316,0.964823,0.865377,0
0.967078,0.992237,0.968142,0.969576,0.885475,0
0.936958,0.93389,0.93877,0.941959,0.485635,0
0.999345,0.979952,0.999067,0.999528,0.972912,0
0.988168,0.99685,0.988569,0.989063,0.939202,0
0.604702,0.955175,0.616519,0.634389,0.319446,1
0.978862,0.99069,0.979516,0.980499,0.926362,0
0.899656,0.987592,0.902675,0.907279,0.861848,0
0.924389,0.99685,0.926618,0.9301,0.90853,0
0.862169,0.99685,0.866337,0.87258,0.90853,1
0.976851,0.99685,0.977523,0.978598,0.926362,0
0.966049,0.99685,0.967032,0.968612,0.920226,0
0.922332,0.995297,0.924654,0.928202,0.89382,0
0.920226,0.989134,0.922633,0.926297,0.888013,1
0.510757,0.907707,0.525727,0.547878,0.479377,0
0.884179,0.979896,0.887643,0.893009,0.82536,0
0.998924,0.99069,0.999004,0.999049,0.945903,0
0.835521,0.719571,0.842249,0.849742,0.541357,0
0.505529,0.952551,0.520662,0.542665,0.528829,1
0.897501,0.960607,0.900683,0.905374,0.651125,0
0.965535,0.99685,0.96659,0.96814,0.926362,0
0.901762,0.995297,0.904813,0.909194,0.906015,0
0.845566,0.972207,0.850515,0.857378,0.845086,0
0.953609,0.979896,0.955131,0.957206,0.865377,0
0.578919,0.952551,0.591753,0.610633,0.510831,0
0.614858,0.967743,0.626841,0.64393,0.77141,0
0.974511,0.955223,0.975474,0.976707,0.885475,0
0.888857,0.981578,0.892184,0.897293,0.774091,0
0.451997,0.928792,0.468681,0.49321,0.417539,1
0.492009,0.909949,0.507509,0.530289,0.070754,0
0.999439,0.992261,0.999254,0.999528,0.972912,0
0.877861,0.958353,0.881868,0.887326,0.824816,1
0.827682,-0.61861,0.838648,0.848814,0.349518,0
0.772023,0.818028,0.779489,0.790347,0.496145,0
0.741422,0.913927,0.749472,0.761343,0.52183,1
0.629236,0.952551,0.640917,0.657261,0.586812,1
0.786718,0.862033,0.793693,0.803647,0.575833,1
0.973554,-0.302577,0.978961,0.982415,0.892554,0
-0.046044,-0.364497,-0.008728,0.042056,-1,1
0.894978,0.982971,0.898396,0.903029,0.932688,0
0.969602,0.987592,0.970604,0.971946,0.892132,0
-0.006951,0.954964,0.022274,0.066332,0.443612,0
0.996913,0.998418,0.997124,0.997155,0.979918,0
0.948461,0.907459,0.948836,0.952942,0.832535,0
0.792103,0.970704,0.798712,0.80794,0.824816,0
0.76697,0.976881,0.774152,0.784629,0.794642,0
0.867261,0.989134,0.871557,0.877359,0.932688,0
0.186102,0.911984,0.209969,0.246465,0.186659,1
0.946456,0.989134,0.948214,0.950558,0.918976,0
0.983397,0.976809,0.984085,0.984792,0.932688,0
0.98335,0.967557,0.984028,0.984796,0.899821,0
0.999439,0.992261,0.99939,0.999525,0.966089,0
0.937616,0.97526,0.939629,0.942469,0.885686,1
0.834105,0.942006,0.839173,0.846895,0.634293,0
0.777659,0.961559,0.784402,0.794596,0.723555,0
0.856165,0.920099,0.860827,0.867368,0.460861,0
0.954219,0.995297,0.955629,0.957681,0.906015,0
0.822794,0.947727,0.8283,0.836439,0.722066,0
0.801202,0.935204,0.807289,0.816463,0.5157,0
0.831272,0.978661,0.836537,0.844068,0.76413,0
0.935141,0.983059,0.937195,0.940096,0.83145,0
0.911483,0.981578,0.91425,0.918226,0.804566,0
0.944913,0.983059,0.946661,0.949128,0.83145,0
0.91714,0.987592,0.919817,0.923466,0.905596,0
0.871424,0.986298,0.875572,0.881166,0.820127,0
0.781927,0.974401,0.788689,0.798429,0.69681,0
0.922797,0.983059,0.925239,0.928687,0.83145,0
0.903769,0.981578,0.90669,0.911085,0.78567,0
0.910969,0.981578,0.913751,0.91775,0.804566,0
0.87086,0.978661,0.874894,0.880671,0.76413,0
0.9552,0.987592,0.956654,0.958639,0.898769,0
0.944913,0.986066,0.94669,0.949132,0.878584,0
0.888343,0.980112,0.891861,0.896834,0.784337,1
0.91354,0.986066,0.91633,0.920138,0.885475,1
0.999486,0.998418,0.999093,0.999532,0.979918,0
0.988171,0.925968,0.988762,0.989538,0.898769,0
0.921522,0.879747,0.924319,0.928219,0.785225,0
0.992751,0.973011,0.993025,0.993352,0.721149,0
0.985455,0.976809,0.986106,0.986697,0.939822,0
0.998971,0.99685,0.999004,0.999053,0.952789,0
0.105595,0.741846,0.133047,0.173311,-0.112016,0
0.676028,0.962721,0.686193,0.700511,0.630692,1
0.870296,0.972473,0.874455,0.880203,0.777995,0
0.982462,0.989134,0.983117,0.983841,0.932688,0
0.824336,0.939238,0.829853,0.837881,0.629491,0
0.354844,0.892107,0.374467,0.403361,0.206633,0
0.997895,0.987592,0.997979,0.998102,0.91261,0
0.996352,0.983059,0.996373,0.996676,0.852516,0
0.909788,-1,0.918291,0.925371,0.693441,0
0.94949,0.902975,0.951446,0.953882,0.750847,0
0.720404,0.921453,0.729295,0.741867,0.571001,0
0.222877,0.846008,0.246481,0.281222,-0.026991,1
