"Class Name","HastTest","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.tar.TarUtils","0","0","0","0","0","0","0","0","8","1","14","1","0","271","0.85198053776028","2","3985.6384683009","385.00002845423","395.83961398526","258.89766317987","242.0000452681","3974.3745419877","3967.1543957855","3974.3137772451","98.432718137822","257.96317566661","0",""
"org.apache.tools.tar.TarOutputStream","0","0","0","0","0","0","0","0","15","3","37","1","2","437","0.58526999696739","2","3820.4484030019","385.00022337783","394.27148007433","254.60754112948","240.0003583351","3808.5694164607","3801.1432490765","3808.6325630074","91.181138400439","255.55038642115","0",""
"org.apache.tools.tar.TarInputStream","0","0","0","0","0","0","0","0","16","3","41","1","2","559","0.55608644039765","2","3699.0898880671","385.00025592102","394.05710246105","254.27544120501","240.00041053975","3686.8199033856","3679.1479991976","3686.8851351785","90.249653738948","255.21951336056","0",""
"org.apache.tools.tar.TarEntry","1","0","0","0","0","0","0","0","35","6","73","4","2","790","0.27760992312789","4","3469.2063933989","383.00068126235","388.47651151646","245.75190741884","237.00110094137","3456.135558684","3448.1579140173","3456.2042763702","72.89718787443","246.71643642044","0","8"
"org.apache.tools.tar.TarConstants","0","0","0","0","0","0","0","0","0","1","0","1","0","24","1","0","4231.7330964984","387","399.71114570399","261.84728373615","242","4220.9430225958","4214.1453463306","4220.8858075053","105.94810050209","260.92336039535","0",""
"org.apache.tools.tar.TarBuffer","0","0","0","0","0","0","0","0","21","2","35","2","0","617","0.85404204915207","3","3641.3042992862","384.00002773922","392.04208957713","253.61782271757","241.00004419859","3629.011160082","3621.1691482172","3628.9448879805","86.406018308912","252.66776604862","0",""
"org.apache.tools.mail.SmtpResponseReader","0","0","0","0","0","0","0","0","5","1","19","1","0","108","0.95965010666131","1","4147.9990356797","386.00000210896","397.51855302614","259.97884529323","242.00000336387","4137.0839972135","4130.1483024221","4137.0256223524","101.24228365658","259.04825805243","0",""
"org.apache.tools.mail.MailPrintStream","0","0","0","0","0","0","0","0","5","1","9","1","0","81","0.96108524175724","2","4174.7902941345","385.0000019667","396.54760117797","259.97884529323","242.00000312884","4164.0380641872","4157.1473392219","4163.9800671953","101.24228365658","259.04825805243","0",""
"org.apache.tools.mail.MailMessage","1","0","0","0","0","0","0","0","31","5","68","2","3","624","0.20968207007069","3","3634.3434069994","384.00081328355","390.14997116494","247.80032284079","238.00131218636","3621.8282676019","3614.1416685017","3621.9602427415","76.059187479226","249.72184525988","0","554"
"org.apache.tools.mail.ErrorInQuitException","0","0","0","0","0","0","0","0","1","1","3","1","0","6","0.99489795918367","1","4249.5670367697","386.00000003372","398.49341274355","261.4670151281","242.00000005378","4238.9135400477","4232.1447281491","4238.8565675191","105.00476179679","260.54174329654","0",""
"org.apache.tools.bzip2.CRC","0","0","0","0","0","0","0","0","7","2","8","2","0","1082","0.96480236328838","3","3179.2753891414","384.00000161312","395.10125284539","258.32150510556","241.00000257028","3165.188304035","3156.1940688114","3165.1123202819","99.368002898317","257.38881094562","0",""
"org.apache.tools.bzip2.CBZip2OutputStream","0","0","0","0","0","0","0","0","33","6","44","2","4","4238","0.20703149987022","3","384","384.00081874788","389.80123139877","246.28844877501","237.00132657655","237","31","240","73.824115301167","249.17664417036","0",""
"org.apache.tools.bzip2.CBZip2InputStream","0","0","0","0","0","0","0","0","32","4","40","2","2","2011","0.44299956418616","3","2259.8639339571","384.00040397047","389.9743581314","248.48541204666","239.00064905662","2239.7879363904","2227.2444859063","2239.8948636041","75.584389922788","249.4473892427","0",""
"org.apache.tools.bzip2.BZip2Constants","0","0","0","0","0","0","0","0","1","2","1","2","0","2064","1","0","2208.1768498017","387","399.4621383811","260.54174329654","241","2187.3173066567","2174.2817204769","2187.207351853","105.00476179679","259.61702563584","0",""
"org.apache.tools.ant.XmlLogger","0","2","0","1","0","1","0","0","16","13","74","0","13","635","0.731904741912","1","3623.6176674699","386.00009310241","395.03417573673","244.85914318236","230.00015625009","3610.3336410919","3603.0671656243","3611.1179709337","86.83317338437","256.16400996237","8",""
"org.apache.tools.ant.util.WeakishReference","0","0","0","0","0","0","0","0","5","3","13","1","2","91","0.99057613169781","1","4164.925569563","386.00000011504","397.51855302614","258.11818998281","240.00000018502","4153.9389740342","4147.1312976562","4153.9968704851","100.5683846942","259.04825805243","0",""
"org.apache.tools.ant.util.Watchdog","0","0","0","0","0","0","0","0","7","3","22","3","1","112","0.95495744121401","3","4143.830594993","384.00000264171","395.10125284539","257.38881094562","240.00000422673","4132.9742317126","4126.1400848735","4132.9162827234","99.020199959402","256.45662401272","0",""
"org.apache.tools.ant.util.UnPackageNameMapper","1","0","0","0","0","0","0","0","2","1","6","0","1","20","0.99489795918367","1","4235.6251014461","386.00000003372","398.2461550348","261.09002278908","242.00000005378","4224.9364492262","4218.1370295428","4224.9364492262","103.73041983912","261.09002278908","0","15"
"org.apache.tools.ant.util.Tokenizer","0","0","0","0","0","0","0","0","2","5","2","5","0","2","1","0","4253.6413812168","387","399.21548066176","257.3868683519","238","4242.6807563143","4236.1445914888","4242.6247771869","104.06248123123","256.46247288834","0",""
"org.apache.tools.ant.util.TimeoutObserver","0","0","0","0","0","0","0","0","1","3","1","3","1","1","1","0","4254.6372348298","387","399.4621383811","259.61702563584","240","4243.7918186452","4237.1364150804","4243.7353828909","104.67568963231","258.69286808878","0",""
"org.apache.tools.ant.util.TeeOutputStream","0","0","0","0","0","0","0","0","6","1","12","1","0","62","0.96977557134657","3","4193.6180083551","384.00000118947","395.33783021613","259.61509971494","242.00000188743","4183.0060960988","4176.1466688803","4182.9483621006","100.30453628825","258.68320393872","0",""
"org.apache.tools.ant.util.TaskLogger","0","0","0","0","0","0","0","0","6","1","8","0","1","43","0.8981509635045","0","4212.8130744195","387.0000134021","398.25243250983","259.61509971494","242.00002143228","4201.9744168664","4195.1377808124","4201.9744168664","99.959991996798","259.61509971494","0",""
"org.apache.tools.ant.util.StringUtils","1","0","0","0","0","0","0","0","6","14","24","14","0","116","0.96475161826922","9","4139.2955922476","378.00000164345","389.51251584513","247.54191564258","229.00000271277","4128.3562104063","4122.1485902379","4128.3008611292","100.30453628825","246.61711213945","0","29"
"org.apache.tools.ant.util.SourceFileScanner","0","0","0","0","0","0","0","0","4","13","18","6","7","137","0.71891620562718","7","4118.5678336043","380.00010395801","391.93877072829","249.23081671415","230.00017175667","4107.4445827059","4101.0955853284","4107.7849262102","100","254.77833502871","0",""
"org.apache.tools.ant.util.ScriptRunner","0","1","0","0","0","1","0","0","8","3","38","0","3","233","0.93638546060786","3","4023.366873652","384.00000526928","394.86706623875","257.02918122268","240.00000843085","4012.1845670408","4005.1278381595","4012.3046992969","97.406365295087","258.89766317987","3",""
"org.apache.tools.ant.util.ResourceUtils","1","0","0","0","0","0","0","0","2","7","22","2","5","222","0.87731491484919","2","4034.4121009138","385.00001954757","397.27698146256","255.53864678361","236.00003188904","4022.9282867086","4016.1120502297","4023.1649232911","102.48902380255","259.23734298901","0","24"
"org.apache.tools.ant.util.RegexpPatternMapper","0","0","0","0","0","0","0","0","5","4","20","0","4","145","0.936799027068","1","4111.1610282255","386.00000517405","397.51855302614","257.18864671676","239.00000835641","4099.9719511236","4093.1173938699","4100.1479241608","99.929975482835","259.97884529323","0",""
"org.apache.tools.ant.util.regexp.RegexpUtil","0","0","0","0","0","0","0","0","3","0","4","0","0","20","0.98982194918784","6","4235.1723695736","381.00000013595","393.15391388107","261.6447973876","243.00000021315","4224.9938461494","4218.145208501","4224.9364492262","103.12128781197","260.71632093139","0",""
"org.apache.tools.ant.util.regexp.RegexpMatcherFactory","0","0","0","0","0","0","0","0","5","6","12","3","3","86","0.91898591205101","5","4169.5357055672","382.00000859068","393.63561830708","255.33115751901","237.00001384659","4158.7585888099","4152.1233122344","4158.8730444677","100.24470060806","257.18864671676","0",""
"org.apache.tools.ant.util.regexp.RegexpMatcher","1","0","0","0","0","0","0","0","6","11","6","10","1","10","1","6","4245.131917856","381","392.42451503442","250.31979546173","232","4234.3604003438","4228.1367054531","4234.3604003438","99.959991996798","250.31979546173","0","144"
"org.apache.tools.ant.util.regexp.RegexpFactory","0","0","0","0","0","0","0","0","4","6","13","1","5","83","0.91853956918896","2","4172.7988209354","385.00000861792","396.78835668401","255.70490804832","237.00001399958","4161.7537168843","4155.1083018376","4161.983421399","100.57832768544","259.41665328194","0",""
"org.apache.tools.ant.util.regexp.Regexp","1","0","0","0","0","0","0","0","1","8","1","6","2","3","1","3","4252.3735724887","384","396.55642725847","255.00196077678","235","4241.5150595041","4235.128569477","4241.5705817539","104.35516278556","255.92381678929","0","32"
"org.apache.tools.ant.util.PackageNameMapper","1","0","0","0","0","0","0","0","2","1","6","0","1","20","0.99489795918367","1","4235.6251014461","386.00000003372","398.2461550348","261.09002278908","242.00000005378","4224.9364492262","4218.1370295428","4224.9364492262","103.73041983912","261.09002278908","0","15"
"org.apache.tools.ant.util.MergingMapper","0","0","0","0","0","0","0","0","4","4","5","3","1","24","0.98477183720219","2","4231.5506614006","385.00000030116","396.78835668401","257.55970181688","239.00000048514","4220.7720857682","4214.1371596093","4220.7720857682","101.84301645179","257.55970181688","0",""
"org.apache.tools.ant.util.LoaderUtils","1","0","0","0","0","0","0","0","8","6","21","3","3","70","0.95738866293757","7","4185.2866090628","380.00000238911","390.9782602652","254.23021063595","237.00000383065","4174.7326860531","4168.1228388808","4174.8467037725","97.406365295087","256.09568524284","0","13"
"org.apache.tools.ant.util.LineTokenizer","0","0","0","0","0","0","0","0","4","6","10","4","2","125","0.92947958546184","3","4130.8867086862","384.00000647543","395.8181400593","255.70490804832","237.00001049183","4119.8225689949","4113.1323829899","4119.8802167053","101.51354589413","256.63203229527","0",""
"org.apache.tools.ant.util.LazyHashtable","0","0","0","0","0","0","0","0","9","0","16","0","0","60","0.9165239298507","1","4195.7931312208","386.00000902624","396.58164354897","259.48024973011","243.00001433797","4185.0606925109","4178.1465986727","4185.0027479083","97.498717940289","258.54400012377","0",""
"org.apache.tools.ant.util.LazyFileOutputStream","1","0","0","0","0","0","0","0","10","1","22","1","0","117","0.90941305615203","2","4138.9450346677","385.00001065714","395.37956446938","258.19372571773","242.00001695453","4128.0994416317","4121.1486262934","4128.0409397195","96.56603957914","257.25668115717","0","36"
"org.apache.tools.ant.util.KeepAliveOutputStream","0","0","0","0","0","0","0","0","2","0","3","0","0","7","0.98982194918784","1","4248.5711715823","386.00000013419","398.2461550348","262.01717500958","243.00000021315","4237.9723925481","4231.1447623545","4237.9151714021","104.06248123123","261.09002278908","0",""
"org.apache.tools.ant.util.KeepAliveInputStream","0","0","0","0","0","0","0","0","2","1","3","1","0","7","0.98982194918784","2","4248.4804342259","385.00000013454","397.27698146256","261.09002278908","242.00000021403","4237.9151714021","4231.1447623545","4237.8581854517","104.06248123123","260.16341018675","0",""
"org.apache.tools.ant.util.JAXPUtils","1","0","0","0","0","0","0","0","13","5","32","3","2","158","0.93299193243583","8","4097.5652526836","379.00000592359","388.85730030437","253.40284134161","238.00000943294","4086.9357714552","4080.1334536998","4086.9941277178","93.048374515625","254.34228905158","0","16"
"org.apache.tools.ant.util.JavaEnvUtils","1","0","0","0","0","0","0","0","11","17","26","16","2","362","0.84767538147697","24","3892.9609553655","363.00003195976","373.7512541785","242.89298054905","226.0000513336","3882.583160732","3876.1404773305","3882.583160732","94.921019800674","242.89298054905","0","89"
"org.apache.tools.ant.util.IdentityMapper","0","0","0","0","0","0","0","0","4","6","5","5","1","16","0.98477183720219","0","4239.6996355874","387.00000029961","398.72923143406","255.70490804832","237.00000048923","4228.6467102372","4222.1368997227","4228.6467102372","101.84301645179","255.70490804832","0",""
"org.apache.tools.ant.util.GlobPatternMapper","1","0","0","0","0","0","0","0","5","5","15","4","1","137","0.88385650704948","2","4119.0321678763","385.00001751859","396.54760117797","256.25963396524","238.00002833889","4107.9003152462","4101.140938812","4107.9003152462","100.90094152187","256.25963396524","0","59"
"org.apache.tools.ant.util.FlatFileNameMapper","0","0","0","0","0","0","0","0","4","2","7","1","1","20","0.98477183720219","0","4235.7163502765","387.00000029961","398.72923143406","259.41665328194","241.00000048111","4224.8792882164","4218.1370295428","4224.8792882164","101.84301645179","259.41665328194","0",""
"org.apache.tools.ant.util.FileUtils","1","1","0","0","1","0","0","0","37","51","146","46","8","2046","0.38582181819041","64","2215.6698761323","323.00058392337","329.08661473843","202.07176942859","192.0009823278","2200.3926922256","2192.1662801895","2200.7453282922","68.541957952775","205.87617637794","4","305"
"org.apache.tools.ant.util.FileNameMapper","0","0","0","0","0","0","0","0","3","23","3","23","0","3","1","7","4252.0142285745","380","392.1849053699","240.4350224073","220","4240.7104357643","4235.1446256297","4240.6586752532","103.12128781197","239.52035404115","0",""
"org.apache.tools.ant.util.facade.ImplementationSpecificArgument","1","0","0","0","0","0","0","0","3","6","6","5","1","25","0.98729689319501","4","4230.3732695827","383.00000021066","395.09239425734","256.08201811139","237.00000034044","4219.6608868486","4213.1371921645","4219.6608868486","102.78618584226","256.08201811139","0","29"
"org.apache.tools.ant.util.facade.FacadeTaskHelper","1","0","0","0","0","0","0","0","9","3","19","2","1","119","0.93551823115425","5","4136.6755976267","382.00000544228","392.689444727","256.67294364619","240.00000866229","4125.986063961","4119.1403229315","4125.986063961","97.144222679478","256.67294364619","0","31"
"org.apache.tools.ant.util.DOMElementWriter","1","0","0","0","0","0","0","0","8","1","42","1","0","485","0.77552672645127","8","3772.0882810454","379.00006647526","390.00641020373","258.89766317987","242.00010410793","3760.7941980385","3753.1631992228","3760.7299823306","98.432718137822","257.96317566661","0","62"
"org.apache.tools.ant.util.DateUtils","1","0","0","0","0","0","0","0","11","3","36","3","0","314","0.93106209822603","7","3942.3566556059","380.0000062532","390.28323048781","255.97070144843","240.0000099009","3931.3325984963","3924.1560876193","3931.2716772057","95.634721728042","255.03333115497","0","53"
"org.apache.tools.ant.util.CollectionUtils","1","0","0","0","0","0","0","0","4","3","13","3","0","86","0.9252756513191","5","4169.5357055672","382.00000730854","393.87815374808","258.48791074246","240.00001163277","4158.9306317851","4152.1475166473","4158.8730444677","102.18121158021","257.55970181688","0","67"
"org.apache.tools.ant.util.ClasspathUtils","1","0","0","0","0","0","0","0","11","8","27","2","7","218","0.24580369607546","3","4038.2986516601","384.00074064","394.1788933974","251.28867861486","235.00121023532","4026.8629229215","4020.0975112552","4027.157806692","93.300589494386","255.97070144843","0","28"
"org.apache.tools.ant.UnknownElement","0","4","0","0","1","2","1","0","28","26","89","17","14","817","1.2278390417947E-5","42","3438.3522216318","345.00144923673","352.43297235077","228.63289352147","217.00230407865","3427.8754353097","3421.0644542306","3428.3911678804","75","236.23928547132","12",""
"org.apache.tools.ant.types.ZipScanner","0","0","0","0","0","0","0","0","9","7","50","2","5","348","0.7607295886267","3","3908.9072641852","384.00007454469","394.63527465243","252.93675098728","236.00012129304","3897.1522936626","3890.1156795139","3897.3965669406","95.817534929678","256.67294364619","0",""
"org.apache.tools.ant.types.ZipFileSet","1","1","0","0","1","0","0","0","19","14","45","4","10","458","0.0045262832669826","17","3798.0652969637","370.00133914342","378.76245854097","242.90327292978","229.00216367519","3786.9302871851","3780.0826710536","3787.4851814892","84.770277810091","251.4060460689","4","75"
"org.apache.tools.ant.types.XMLCatalog","1","1","0","0","0","1","0","0","30","15","109","4","13","929","0.00056915364417838","7","3330.7478139301","380.00131428985","386.39358172723","238.50366873489","228.00219047636","3316.8456400623","3309.0731330691","3317.5480403455","73.375745311377","248.08063205337","3","291"
"org.apache.tools.ant.types.Substitution","0","0","0","0","0","0","0","0","4","6","17","2","4","70","0.91716098505748","4","4185.5600581045","383.00000895862","394.84807204797","255.70490804832","237.00001447743","4174.7326860531","4168.1152815151","4174.9040707542","100.88111815399","258.48791074246","0",""
"org.apache.tools.ant.types.selectors.TypeSelector","1","0","0","0","0","0","0","0","6","9","22","4","5","105","0.87020246319406","9","4150.249751521","378.00002228492","389.51251584513","252.17454272785","234.00003599872","4139.618943816","4133.1088783142","4139.8469778483","98.671171068352","255.89060162499","0","42"
"org.apache.tools.ant.types.selectors.SizeSelector","1","0","0","0","0","0","0","0","8","11","28","5","6","366","0.8405222214945","9","3890.4071766333","378.00003364175","389.03470282225","249.5756398369","232.00005481284","3878.9441862445","3872.1085986837","3879.2464474431","96.462427918853","254.23021063595","0","141"
"org.apache.tools.ant.types.selectors.SelectSelector","0","0","0","0","0","0","0","0","13","11","34","5","7","199","0.076839286059215","8","4056.7427820852","379.00112430665","388.85730030437","247.77610861421","232.00183668606","4045.6575485327","4039.0970525601","4045.9473550703","91.39474820798","252.46385879963","0",""
"org.apache.tools.ant.types.selectors.SelectorUtils","0","0","0","0","0","0","0","0","17","6","42","5","1","936","0.35256945279712","6","3323.9080913888","381.00055008663","389.9358921669","251.11352014577","237.00088431547","3310.4943739569","3302.1750407875","3310.4943739569","89.693923985965","251.11352014577","0",""
"org.apache.tools.ant.types.selectors.SelectorScanner","0","0","0","0","0","0","0","0","3","3","3","2","1","3","1","1","4252.5546439758","386","398.00125627942","258.86096654382","240","4241.7950209787","4235.136479501","4241.7950209787","102.78618584226","258.86096654382","0",""
"org.apache.tools.ant.types.selectors.SelectorContainer","0","0","0","0","0","0","0","0","24","23","24","3","20","24","1","0","4231.7330964984","387","394.39193703726","232.75738441562","220","4219.738854479","4214.0266966406","4220.7720857682","77.466121627457","250.7927431167","0",""
"org.apache.tools.ant.types.selectors.PresentSelector","1","0","0","0","0","0","0","0","7","14","26","5","9","199","0.40399482376982","2","4057.3077280384","385.00046132722","396.07322555305","247.16391322359","229.00077559294","4045.4866209147","4039.0836832133","4045.9473550703","96.56603957914","254.59379411133","0","97"
"org.apache.tools.ant.types.selectors.OrSelector","0","0","0","0","0","0","0","0","3","6","14","5","2","52","0.55342995522204","5","4203.3938668652","382.00026102714","394.12307722335","256.08201811139","237.00042072706","4192.703781571","4186.1300744243","4192.703781571","102.45974819411","256.08201811139","0",""
"org.apache.tools.ant.types.selectors.NotSelector","0","0","0","0","0","0","0","0","3","7","11","5","3","37","0.66510860786718","8","4218.0614030618","379.00014795808","391.21605284037","255.15681452785","236.00023761057","4207.6236761383","4201.121873976","4207.6798832611","102.14205793893","256.08201811139","0",""
"org.apache.tools.ant.types.selectors.NoneSelector","0","0","0","0","0","0","0","0","3","7","14","6","2","52","0.55342995522204","6","4203.3031058918","381.00026171225","393.15391388107","255.15681452785","236.0004225098","4192.6473736769","4186.1300744243","4192.6473736769","102.45974819411","255.15681452785","0",""
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache","0","1","0","0","1","0","0","0","12","2","42","1","1","236","0.89074515421416","2","4020.4762155745","385.00001550211","394.92910756236","256.56383221335","241.00002476477","4009.2499298497","4002.1444251801","4009.2499298497","94.339811320566","256.56383221335","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector","0","1","0","0","1","0","0","0","18","21","71","5","16","661","0.66815725943961","10","3596.8121997124","377.00014604719","385.81472237332","236.66009380544","222.00024801699","3583.8823920436","3577.0504609245","3584.8428138483","84.172442046076","250.7847682775","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm","0","1","0","0","1","0","0","0","4","1","13","0","1","45","0.97467161323088","0","4210.8215350452","387.00000082885","398.72923143406","260.34592372457","242.00000132547","4199.9777380362","4193.1378465297","4199.9777380362","101.84301645179","260.34592372457","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.EqualComparator","0","1","0","0","1","0","0","0","3","1","5","1","0","24","0.97459391920033","0","4231.7330964984","387.00000083394","398.9711769038","260.71632093139","242.00000133361","4220.9430225958","4214.1453463306","4220.8858075053","103.12128781197","259.78837541353","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm","0","1","0","0","1","0","0","0","7","3","25","1","2","211","0.96604614631033","1","4045.4573289061","386.00000149335","397.04533746161","257.38881094562","240.0000024018","4034.145386572","4027.135210047","4034.2050022278","98.681305220391","258.32150510556","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.Cache","0","1","0","0","1","0","0","0","7","2","7","2","0","7","1","1","4248.5711715823","386","397.04533746161","258.32150510556","241","4237.8581854517","4231.1447623545","4237.8014347064","99.368002898317","257.38881094562","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.Algorithm","0","1","0","0","1","0","0","0","2","3","2","3","0","2","1","1","4253.5505169211","386","398.2461550348","259.23734298901","240","4242.7934194349","4236.1445914888","4242.7369704001","104.06248123123","258.31182706179","4",""
"org.apache.tools.ant.types.selectors.MappingSelector","0","0","0","0","0","0","0","0","7","10","23","2","8","139","0.41034029220599","3","4116.9475342783","384.00045273225","395.10125284539","250.87447060233","233.00074613308","4105.6168842209","4099.0889231633","4106.0200924983","96.840074349414","257.38881094562","0",""
"org.apache.tools.ant.types.selectors.MajoritySelector","0","0","0","0","0","0","0","0","4","6","15","5","2","83","0.55060633300152","5","4172.5230975993","382.00026433848","393.87815374808","255.70490804832","237.00042606432","4161.7537168843","4155.1310448649","4161.7537168843","101.51354589413","255.70490804832","0",""
"org.apache.tools.ant.types.selectors.FileSelector","0","0","0","0","0","0","0","0","1","16","1","15","1","1","1","3","4254.3654050869","384","396.55642725847","247.64894508154","227","4243.0764782172","4237.1364150804","4243.0764782172","104.67568963231","247.64894508154","0",""
"org.apache.tools.ant.types.selectors.FilenameSelector","1","0","0","0","0","0","0","0","8","10","23","5","5","198","0.77203728511894","9","4057.6451298752","378.00006873941","389.03470282225","250.50548896182","233.00011151714","4046.7133577757","4040.1113846032","4046.9456383796","96.767763227224","254.23021063595","0","65"
"org.apache.tools.ant.types.selectors.ExtendSelector","0","0","0","0","0","0","0","0","10","17","36","5","12","253","0.10627629111401","3","4003.458629735","384.00104002733","394.40588230908","243.26117651611","226.00176712156","3991.4033872812","3985.0663733494","3992.0413324514","92.892410884851","253.51331325988","0",""
"org.apache.tools.ant.types.selectors.ExtendFileSelector","0","0","0","0","0","0","0","0","0","4","0","2","2","0","1","0","4255.6330903874","387","399.71114570399","259.07720856918","239","4244.733796129","4238.1284784678","4244.7902186092","105.304320899","260","0",""
"org.apache.tools.ant.types.selectors.DifferentSelector","0","0","0","0","0","0","0","0","3","7","14","4","3","92","0.98754308615431","0","4164.0226944627","387.00000020048","398.9711769038","255.15681452785","236.00000032876","4152.7114034086","4146.1234906838","4152.8255441326","102.14205793893","257.00778198335","0",""
"org.apache.tools.ant.types.selectors.DepthSelector","1","0","0","0","0","0","0","0","7","9","26","5","4","263","0.85914818836214","9","3992.9323810954","378.00002624237","389.27239819951","251.80349481292","234.00004239152","3981.8815904042","3975.1208786652","3982.0590151327","98.03060746522","254.59379411133","0","101"
"org.apache.tools.ant.types.selectors.DependSelector","1","0","0","0","0","0","0","0","3","9","11","5","4","76","0.95470424737992","0","4179.9537078776","387.00000265078","398.9711769038","253.30811277967","234.00000438399","4168.5728972875","4162.115447702","4168.7423763049","101.83319694481","256.08201811139","0","112"
"org.apache.tools.ant.types.selectors.DateSelector","1","0","0","0","0","0","0","0","11","12","38","5","7","394","0.79467613371249","9","3862.5406146732","378.0000557644","388.33619455312","247.5520147363","231.00009125083","3850.9345618953","3844.1019757545","3851.299131462","93.300589494386","253.16002844051","0","171"
"org.apache.tools.ant.types.selectors.ContainsSelector","1","0","0","0","0","0","0","0","8","11","30","5","6","299","0.84209144099292","9","3957.0955257613","378.00003298295","389.03470282225","249.5756398369","232.00005373946","3945.8262759529","3939.1067515364","3946.1234141877","96.462427918853","254.23021063595","0","68"
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector","0","0","0","0","0","0","0","0","6","14","29","5","9","224","0.83005040623621","9","4031.7589213642","378.00003820485","389.51251584513","247.54191564258","229.00006306301","4020.5269555122","4014.0842043983","4020.9905496034","97.529482721893","254.96078129783","0",""
"org.apache.tools.ant.types.selectors.BaseSelectorContainer","0","0","0","0","0","0","0","0","28","23","45","6","23","204","0.55000749494378","18","4050.8415175121","369.000274381","375.9587743357","231.48218073968","220.00046021146","4039.9945544518","4034.0178482501","4040.8974250778","72.993150363579","246.73872821266","0",""
"org.apache.tools.ant.types.selectors.BaseSelector","1","0","0","0","0","0","0","0","6","18","8","15","3","39","0.94247817216338","15","4215.4460025008","372.00000444726","383.6925852815","243.84626304293","225.0000073528","4205.023900051","4199.1219320234","4205.1313891483","99.297532698451","245.69289774025","0","145"
