@relation 'Ant16BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-2,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,1'

@attribute #BugsBinary numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute #Bugs numeric

@data
0,4235.17237,381,393.153914,261.644797,243,4224.993846,4218.145209,4224.936449,103.121288,260.716321,0
0,4169.535706,382.000009,393.635618,255.331157,237.000014,4158.758589,4152.123312,4158.873044,100.244701,257.188647,0
0,4245.131918,381,392.424515,250.319795,232,4234.3604,4228.136705,4234.3604,99.959992,250.319795,0
0,4172.798821,385.000009,396.788357,255.704908,237.000014,4161.753717,4155.108302,4161.983421,100.578328,259.416653,0
0,4252.373572,384,396.556427,255.001961,235,4241.51506,4235.128569,4241.570582,104.355163,255.923817,0
0,4235.625101,386,398.246155,261.090023,242,4224.936449,4218.13703,4224.936449,103.73042,261.090023,0
0,4231.550661,385,396.788357,257.559702,239,4220.772086,4214.13716,4220.772086,101.843017,257.559702,0
0,4185.286609,380.000002,390.97826,254.230211,237.000004,4174.732686,4168.122839,4174.846704,97.406365,256.095685,0
0,4130.886709,384.000006,395.81814,255.704908,237.000011,4119.822569,4113.132383,4119.880217,101.513546,256.632032,0
0,4195.793131,386.000009,396.581643,259.48025,243.000014,4185.060693,4178.146599,4185.002748,97.498718,258.544,0
0,4138.945035,385.000011,395.379565,258.193726,242.000017,4128.099442,4121.148626,4128.04094,96.56604,257.256681,0
0,4248.571172,386,398.246155,262.017175,243,4237.972393,4231.144762,4237.915171,104.062481,261.090023,0
0,4248.480434,385,397.276981,261.090023,242,4237.915171,4231.144762,4237.858185,104.062481,260.16341,0
0,4097.565253,379.000006,388.8573,253.402841,238.000009,4086.935771,4080.133454,4086.994128,93.048375,254.342289,0
0,3892.960955,363.000032,373.751254,242.89298,226.000051,3882.583161,3876.140477,3882.583161,94.92102,242.89298,0
0,4239.699636,387,398.729231,255.704908,237,4228.64671,4222.1369,4228.64671,101.843017,255.704908,0
0,4119.032168,385.000018,396.547601,256.259634,238.000028,4107.900315,4101.140939,4107.900315,100.900942,256.259634,0
0,4235.71635,387,398.729231,259.416653,241,4224.879288,4218.13703,4224.879288,101.843017,259.416653,0
1,2215.669876,323.000584,329.086615,202.071769,192.000982,2200.392692,2192.16628,2200.745328,68.541958,205.876176,1
0,4252.014229,380,392.184905,240.435022,220,4240.710436,4235.144626,4240.658675,103.121288,239.520354,0
0,4230.37327,383,395.092394,256.082018,237,4219.660887,4213.137192,4219.660887,102.786186,256.082018,0
0,4136.675598,382.000005,392.689445,256.672944,240.000009,4125.986064,4119.140323,4125.986064,97.144223,256.672944,0
0,3772.088281,379.000067,390.00641,258.897663,242.000104,3760.794198,3753.163199,3760.729982,98.432718,257.963176,0
0,3942.356656,380.000006,390.283231,255.970701,240.00001,3931.332598,3924.156088,3931.271677,95.634722,255.033331,0
0,4169.535706,382.000007,393.878154,258.487911,240.000012,4158.930632,4152.147517,4158.873044,102.181212,257.559702,0
0,4038.298652,384.000741,394.178893,251.288679,235.00121,4026.862923,4020.097511,4027.157807,93.300589,255.970701,0
1,3438.352222,345.001449,352.432972,228.632893,217.002304,3427.875435,3421.064454,3428.391168,75,236.239285,4
1,3438.352222,345.001449,352.432972,228.632893,217.002304,3427.875435,3421.064454,3428.391168,75,236.239285,4
1,3438.352222,345.001449,352.432972,228.632893,217.002304,3427.875435,3421.064454,3428.391168,75,236.239285,4
1,3438.352222,345.001449,352.432972,228.632893,217.002304,3427.875435,3421.064454,3428.391168,75,236.239285,4
0,3908.907264,384.000074,394.635275,252.936751,236.000121,3897.152294,3890.11568,3897.396567,95.817535,256.672944,0
1,3798.065297,370.001339,378.762458,242.903273,229.002164,3786.930287,3780.082671,3787.485181,84.770278,251.406046,1
1,3330.747814,380.001314,386.393582,238.503669,228.002191,3316.84564,3309.073133,3317.54804,73.375745,248.080632,1
0,4185.560058,383.000009,394.848072,255.704908,237.000014,4174.732686,4168.115282,4174.904071,100.881118,258.487911,0
0,4150.249752,378.000022,389.512516,252.174543,234.000036,4139.618944,4133.108878,4139.846978,98.671171,255.890602,0
0,3890.407177,378.000034,389.034703,249.57564,232.000055,3878.944186,3872.108599,3879.246447,96.462428,254.230211,0
0,4056.742782,379.001124,388.8573,247.776109,232.001837,4045.657549,4039.097053,4045.947355,91.394748,252.463859,0
0,3323.908091,381.00055,389.935892,251.11352,237.000884,3310.494374,3302.175041,3310.494374,89.693924,251.11352,0
0,4252.554644,386,398.001256,258.860967,240,4241.795021,4235.13648,4241.795021,102.786186,258.860967,0
0,4231.733096,387,394.391937,232.757384,220,4219.738854,4214.026697,4220.772086,77.466122,250.792743,0
0,4057.307728,385.000461,396.073226,247.163913,229.000776,4045.486621,4039.083683,4045.947355,96.56604,254.593794,0
0,4203.393867,382.000261,394.123077,256.082018,237.000421,4192.703782,4186.130074,4192.703782,102.459748,256.082018,0
0,4218.061403,379.000148,391.216053,255.156814,236.000238,4207.623676,4201.121874,4207.679883,102.142058,256.082018,0
0,4203.303106,381.000262,393.153914,255.156814,236.000423,4192.647374,4186.130074,4192.647374,102.459748,255.156814,0
1,4020.476216,385.000016,394.929108,256.563832,241.000025,4009.24993,4002.144425,4009.24993,94.339811,256.563832,1
1,3596.8122,377.000146,385.814722,236.660094,222.000248,3583.882392,3577.050461,3584.842814,84.172442,250.784768,1
1,4210.821535,387.000001,398.729231,260.345924,242.000001,4199.977738,4193.137847,4199.977738,101.843017,260.345924,1
1,4231.733096,387.000001,398.971177,260.716321,242.000001,4220.943023,4214.145346,4220.885808,103.121288,259.788375,1
1,4045.457329,386.000001,397.045338,257.388811,240.000002,4034.145387,4027.13521,4034.205002,98.681305,258.321505,1
1,4248.571172,386,397.045338,258.321505,241,4237.858185,4231.144762,4237.801435,99.368003,257.388811,1
1,4253.550517,386,398.246155,259.237343,240,4242.793419,4236.144591,4242.73697,104.062481,258.311827,1
0,4116.947534,384.000453,395.101253,250.874471,233.000746,4105.616884,4099.088923,4106.020092,96.840074,257.388811,0
0,4172.523098,382.000264,393.878154,255.704908,237.000426,4161.753717,4155.131045,4161.753717,101.513546,255.704908,0
0,4254.365405,384,396.556427,247.648945,227,4243.076478,4237.136415,4243.076478,104.67569,247.648945,0
0,4057.64513,378.000069,389.034703,250.505489,233.000112,4046.713358,4040.111385,4046.945638,96.767763,254.230211,0
0,4003.45863,384.00104,394.405882,243.261177,226.001767,3991.403387,3985.066373,3992.041332,92.892411,253.513313,0
0,4255.63309,387,399.711146,259.077209,239,4244.733796,4238.128478,4244.790219,105.304321,260,0
0,4164.022694,387,398.971177,255.156814,236,4152.711403,4146.123491,4152.825544,102.142058,257.007782,0
0,3992.932381,378.000026,389.272398,251.803495,234.000042,3981.88159,3975.120879,3982.059015,98.030607,254.593794,0
0,4179.953708,387.000003,398.971177,253.308113,234.000004,4168.572897,4162.115448,4168.742376,101.833197,256.082018,0
0,3862.540615,378.000056,388.336195,247.552015,231.000091,3850.934562,3844.101976,3851.299131,93.300589,253.160028,0
0,3957.095526,378.000033,389.034703,249.57564,232.000054,3945.826276,3939.106752,3946.123414,96.462428,254.230211,0
0,4031.758921,378.000038,389.512516,247.541916,229.000063,4020.526956,4014.084204,4020.99055,97.529483,254.960781,0
0,4050.841518,369.000274,375.958774,231.482181,220.00046,4039.994554,4034.017848,4040.897425,72.99315,246.738728,0
0,4215.446003,372.000004,383.692585,243.846263,225.000007,4205.0239,4199.121932,4205.131389,99.297533,245.692898,0
0,4237.074462,380,391.938771,250.153953,231,4226.317664,4220.113861,4226.482698,100.881118,252.926867,0
0,4203.393867,382.000261,394.123077,256.082018,237.000421,4192.703782,4186.130074,4192.703782,102.459748,256.082018,0
0,4208.46409,383.000001,394.12942,255.52495,238.000002,4197.752375,4191.146144,4197.695797,99.368003,254.593794,0
0,4254.637235,387,399.462138,257.769277,238,4243.679182,4237.136415,4243.679182,104.67569,257.769277,0
0,4117.5721,380.000041,389.610061,250.241883,235.000067,4106.729234,4100.149388,4106.672132,92.84934,249.303029,0
1,4128.179865,387.000024,398.017588,253.663162,236.000039,4116.770093,4110.095376,4117.059752,97.123633,258.321505,1
0,4159.947115,386,397.758721,255.704908,237,4148.774879,4142.10152,4149.005302,100.284595,259.416653,0
1,4160.573638,382.00004,393.395475,250.319795,232.000066,4149.490692,4143.094616,4149.830478,98.081599,255.890602,1
1,4199.977619,366.000004,378.128285,228.667881,208.000008,4189.166982,4184.130137,4189.216753,100.568385,229.577874,1
0,3789.607499,385.001154,393.845147,238.882816,224.001983,3776.648779,3770.06419,3777.379515,85.866175,250.169942,0
0,3889.802694,382.000003,392.005102,252.810205,237.000005,3878.248316,3871.124126,3878.37105,93.300589,254.686081,0
0,3581.43058,382.000492,389.882033,243.813453,231.000814,3568.484552,3561.118083,3568.745718,83.216585,247.606543,0
0,3014.567299,296.001657,304.164429,204.362423,192.002554,3006.137721,3000.080666,3006.792976,73.375745,213.784939,0
0,4254.546392,386,398.493413,257.769277,238,4243.679182,4237.136415,4243.679182,104.67569,257.769277,0
0,4212.721329,386.000001,397.045338,237.928561,219.000002,4200.712559,4195.146005,4200.660543,99.368003,237.008439,0
0,3964.585476,373.001222,383.47099,243.823707,227.002009,3953.522227,3947.085634,3953.989631,92.720009,251.288679,0
0,4236.712169,387,398.971177,261.644797,243,4225.992191,4219.145174,4225.934808,103.121288,260.716321,0
0,4186.647465,384.000002,395.576794,255.331157,237.000003,4175.731074,4169.13864,4175.731074,100.900942,255.331157,0
0,3560.551081,382.000205,390.287074,245.405786,232.000337,3547.594114,3540.118783,3547.791567,85.094066,248.243832,0
0,4067.357496,386.000025,393.218769,223.933026,211.000045,4054.49405,4049.007903,4055.930226,75.42546,248.58399,0
0,4231.560114,374.000847,386.374171,232.228336,211.001501,4220.277953,4215.113996,4220.429007,101.833197,234.957443,0
0,4075.226865,385.000445,395.839614,249.57564,232.000739,4063.628059,4057.110918,4063.858388,96.767763,253.298243,0
0,4208.282548,381.000001,393.153914,255.156814,236.000001,4197.639456,4191.129919,4197.695797,102.459748,256.082018,0
0,4163.781574,326.000001,338.732933,205.718254,184.000001,4155.076052,4151.139241,4155.076052,98.081599,205.718254,0
0,4251.64968,387,399.462138,261.467015,242,4240.91028,4234.136512,4240.91028,104.67569,261.467015,0
0,4232.45567,384.000819,396.061864,253.308113,234.001344,4221.490377,4215.113996,4221.657731,101.833197,256.082018,0
0,4119.032168,385.000001,396.547601,252.549005,234.000001,4107.670508,4101.082418,4108.075218,98.493655,259.048258,0
0,4085.248707,364.000016,373.792723,234.917007,219.000026,4074.889201,4069.118086,4075.051533,90.476516,237.716217,0
0,3769.302588,371.001338,376.651032,239.970832,231.002148,3758.106172,3751.076779,3758.670111,69.289249,248.646335,0
0,3617.479786,312.000241,319.756157,223.257699,212.000354,3610.22991,3604.133322,3610.28877,76.557168,224.207493,0
0,4031.293217,373.000035,383.240134,248.128999,232.000056,4020.698944,4014.077852,4021.168487,91.482239,255.624725,0
0,4090.254271,386.00101,396.353378,250.710989,234.001666,4078.717936,4072.096266,4079.06656,94.254973,256.320112,0
0,3340.222897,367.001358,370.390335,194.535344,188.002651,3325.318631,3320.003765,3327.084159,50.249378,222.685877,0
0,4250.201525,382,393.635618,254.403223,236,4239.573681,4233.136544,4239.573681,100.900942,254.403223,0
0,2037.931549,381.001058,386.011658,220.880058,212.001901,2013.193483,2002.012238,2016.215514,62.39391,246.910915,0
1,3310.083081,373.001338,379.511528,234.682765,224.002228,3296.619026,3289.038917,3297.817763,71.805292,250.960156,1
0,4254.546392,386,398.493413,260.541743,241,4243.848489,4237.136415,4243.848489,104.67569,260.541743,0
0,4254.546392,386,398.493413,260.541743,241,4243.848489,4237.144557,4243.791819,105.004762,259.617026,0
0,4254.546392,386,398.493413,260.541743,241,4243.848489,4237.128509,4243.848489,104.355163,260.541743,0
0,4251.558773,386,398.001256,259.788375,241,4240.853334,4234.14466,4240.796623,103.121288,258.860967,0
0,3482.237355,384.001251,390.691694,247.695377,237.002027,3469.105072,3461.121495,3469.450245,77.620873,252.483663,0
0,4035.312256,384.001115,394.867066,254.230211,237.001807,4023.985338,4017.104679,4024.282917,96.462428,258.897663,0
0,4090.967856,383.000214,393.432332,249.777901,233.000352,4079.659054,4073.076724,4080.182962,93.407708,258.193726,0
0,4117.228437,387.000003,398.017588,254.593794,237.000004,4105.845832,4099.102585,4106.137479,97.416631,259.254701,0
0,3924.830187,384.000898,394.178893,245.686792,229.001506,3912.707119,3906.061955,3913.427781,91.678787,256.908544,0
0,4131.073105,386.000001,397.758721,253.852319,235.000002,4119.707999,4113.08862,4120.113227,99.724621,260.345924,0
0,4094.048363,384.000033,394.405882,252.578701,236.000053,4082.826472,4076.110401,4083.059637,94.86833,256.320112,0
0,4251.64968,387,399.462138,259.617026,240,4240.796623,4234.136512,4240.796623,104.67569,259.617026,0
0,4121.832723,383,394.366581,254.960781,237.000001,4110.837506,4104.10246,4111.070055,98.371744,258.683204,0
0,4251.64968,387,399.462138,261.467015,242,4240.91028,4234.136512,4240.91028,104.67569,261.467015,0
0,3926.820597,384.000079,394.867066,250.505489,233.00013,3914.939719,3908.079963,3915.485666,95.336247,258.897663,0
0,4180.764763,385.000023,396.309223,255.890602,238.000036,4169.797717,4163.108094,4170.027938,98.671171,259.6151,0
0,4188.822866,386,398.001256,260.716321,242,4178.014481,4171.138574,4178.014481,102.786186,260.716321,0
0,4218.787741,387,399.215481,260.16341,241,4207.907081,4201.12961,4207.964472,103.406963,261.090023,0
0,3571.702255,384.000062,393.954312,242.528349,226.000105,3558.184509,3551.045621,3559.236575,89.822046,257.503398,0
0,3793.382923,373.000957,382.562413,249.89998,235.001519,3782.307497,3775.096555,3782.685025,89.185201,255.550386,0
0,3717.096313,386.001236,393.605132,240.6512,228.002092,3704.023893,3697.054098,3704.91201,79.555012,253.95472,0
0,4102.822078,382.000005,393.635618,259.978845,242.000009,4092.161898,4085.149936,4092.102882,101.242284,259.048258,0
1,3364.868199,383.000088,391.265894,243.515913,230.000147,3350.902714,3343.072389,3351.6757,82.969874,253.931093,2
1,3364.868199,383.000088,391.265894,243.515913,230.000147,3350.902714,3343.072389,3351.6757,82.969874,253.931093,2
0,4123.91707,384.000004,394.405882,257.256681,241.000007,4113.066618,4106.132609,4113.125332,95.859272,258.193726,0
0,3753.693115,384.000405,392.449997,246.677928,233.000668,3741.262487,3734.083689,3741.833775,84.770278,255.196003,0
0,4223.583905,385,397.031485,258.860967,240,4212.841796,4206.121729,4212.956207,102.142058,260.716321,0
0,4245.674622,387,399.215481,261.090023,242,4234.92007,4228.136705,4234.92007,103.73042,261.090023,0
0,4126.188677,387.001099,398.489648,250.697028,232.001833,4114.545904,4108.07607,4115.063183,98.234414,259.048258,0
0,4104.286174,387.001099,398.971177,254.232177,235.00181,4092.752252,4086.095936,4093.101147,100.960388,259.788375,0
0,4167.820174,385,397.031485,255.156814,236,4156.704945,4150.101324,4156.991821,101.242284,259.788375,0
0,4251.558773,386,397.758721,255.704908,237,4240.627902,4234.113485,4240.740148,100.881118,257.559702,0
0,4162.934182,386.00125,398.001256,255.156814,236.002045,4151.71302,4145.101446,4152.000241,101.242284,259.788375,0
0,3884.826894,382.001309,391.126578,242.981481,228.002193,3872.717392,3866.068416,3873.31899,87.091905,252.388589,0
0,3440.163078,381.001263,384.532183,224.116041,218.002208,3425.942936,3419.032904,3427.066676,54.120237,240.684441,0
0,3433.540447,384.000031,391.841805,246.657657,234.000052,3420.01462,3412.099061,3420.430382,82.219219,252.35689,0
0,4155.871629,385.000004,396.547601,256.259634,238.000007,4144.838718,4138.108747,4145.070325,99.624294,259.978845,0
0,3735.378963,380.000148,388.12498,243.189227,230.000244,3723.111065,3716.077502,3723.742204,82.565126,252.667766,0
0,3891.093548,385.000164,394.057102,251.445819,237.000267,3879.246447,3872.116217,3879.492879,89.196412,255.219513,0
0,4042.280544,384.000009,394.635275,251.071703,234.000014,4030.797936,4024.083995,4031.270271,94.641429,258.544,0
0,4085.339643,376.000009,385.488002,249.89998,235.000015,4074.78208,4068.133847,4074.839874,91.181138,250.840587,0
0,3444.138499,381.001128,386.504851,238.046214,229.001878,3430.651542,3423.091293,3431.264053,69.641941,246.716436,0
1,3987.532696,384.000001,394.867066,257.963176,241.000002,3976.310099,3969.145626,3976.249615,98.081599,257.029181,1
1,4154.06608,387.001009,398.729231,251.077677,232.001682,4142.50166,4136.069632,4143.073738,98.954535,260.345924,1
0,3772.593935,384.000947,393.080145,244.859143,230.001582,3760.04109,3753.064481,3760.729982,86.833173,255.219513,0
0,4006.540777,385.000074,395.153135,248.485412,232.000123,3994.742545,3988.072216,3995.335781,92.179173,257.846854,0
0,3734.793301,384.000016,392.449997,248.567898,235.000026,3722.425285,3715.098114,3722.744283,85.381497,253.300217,0
0,4086.891851,382.000005,392.689445,254.803846,238.000007,4075.954489,4069.125827,4076.071761,96.462428,256.672944,0
0,3572.804081,385.000042,396.073226,251.803495,234.000069,3559.699426,3552.095156,3560.234262,96.56604,259.254701,0
0,4156.682571,383.000001,394.848072,258.487911,240.000002,4145.952363,4139.1237,4146.06862,101.192885,260.345924,0
0,3924.841525,341.00142,345.897384,212.084889,204.002373,3915.318122,3910.006266,3916.817713,58.420887,238.170107,0
0,4006.540777,385.00006,396.073226,251.803495,234.000098,3994.859197,3988.084753,3995.335781,96.56604,259.254701,0
0,4250.472209,385,397.524842,256.846257,237,4239.629465,4233.144694,4239.573681,105.004762,255.923817,0
0,3659.099616,383.000121,391.890291,249.226804,235.000198,3646.580042,3639.123658,3646.840002,88.255311,253.001976,0
1,3673.232092,385.000938,395.839614,245.86175,228.001584,3660.108332,3653.060361,3660.941136,94.366308,257.963176,3
1,3673.232092,385.000938,395.839614,245.86175,228.001584,3660.108332,3653.060361,3660.941136,94.366308,257.963176,3
1,3673.232092,385.000938,395.839614,245.86175,228.001584,3660.108332,3653.060361,3660.941136,94.366308,257.963176,3
1,3840.943244,381.000374,389.935892,242.63759,228.000624,3828.794588,3822.057692,3829.403087,85.615419,252.057533,2
1,3840.943244,381.000374,389.935892,242.63759,228.000624,3828.794588,3822.057692,3829.403087,85.615419,252.057533,2
0,4222.717727,364.000001,376.961537,255.538647,236.000002,4213.614244,4207.114213,4213.783336,102.786186,258.311827,0
0,4094.93199,372.000017,382.968667,250.139961,233.000026,4084.650903,4078.141734,4084.650903,97.144223,250.139961,0
0,4026.544424,386.001015,397.518553,253.475837,235.001667,4014.883435,4008.090942,4015.299242,98.762341,259.978845,0
0,3994.789732,387.000007,398.017588,253.663162,236.000011,3982.997866,3976.09859,3983.35788,97.123633,259.254701,0
0,3948.715741,384.000015,394.867066,257.963176,241.000024,3937.382506,3930.138547,3937.443841,97.73945,258.897663,0
0,4100.209751,386.00001,395.904029,255.624725,240.000016,4089.049278,4082.133388,4089.108093,93.984041,256.563832,0
0,4067.45252,387.000003,399.215481,257.386868,238.000005,4055.988782,4049.111137,4056.225462,102.489024,261.090023,0
0,3720.97111,385.001021,392.047191,245.422085,234.00168,3708.390082,3701.098486,3708.838363,78.771822,252.105137,0
1,1865.939978,384.001302,384.292857,208.540164,208.002404,1837.808478,1826,1841.059749,15,235.478237,1
0,3341.449386,378.001323,378.825818,217.441946,216.002315,3327.019086,3320.043524,3328.026592,30.232433,232.348876,0
1,3258.172494,362.00137,365.715737,227.03524,221.002244,3245.533084,3238.026096,3247.030644,53.600373,247.523736,2
1,3258.172494,362.00137,365.715737,227.03524,221.002244,3245.533084,3238.026096,3247.030644,53.600373,247.523736,2
0,3253.62106,383.000555,390.663538,240.6512,228.000932,3239.034578,3231.074899,3239.901387,80.081209,252.049598,0
0,4115.049696,385.000062,396.073226,252.733061,235.000102,4103.734153,4097.088967,4104.140958,96.840074,259.254701,0
1,4062.475231,387.000037,398.252432,253.102746,235.000061,4050.822262,4044.090133,4051.23438,97.800818,259.6151,2
1,4062.475231,387.000037,398.252432,253.102746,235.000061,4050.822262,4044.090133,4051.23438,97.800818,259.6151,2
0,4199.868212,387,399.215481,258.311827,239,4188.823821,4182.114896,4188.996061,102.786186,261.090023,0
0,4112.2506,387,398.971177,257.9341,239.000001,4100.970251,4094.117365,4101.146181,101.833197,260.716321,0
0,3739.66429,383.000031,393.432332,252.578701,236.000051,3727.478504,3720.105375,3727.863195,94.254973,258.193726,0
0,3853.281848,385.00127,394.488276,250.241883,235.00208,3841.195257,3834.095069,3841.629862,90.138782,256.82679,0
0,3060.062908,383.000957,391.679716,245.122418,231.001587,3044.775361,3036.08712,3045.550361,85.164547,254.568262,0
0,4160.757743,384.000016,395.33783,254.960781,237.000025,4149.773247,4143.101495,4150.061807,98.371744,259.6151,0
0,3714.899864,384.00003,394.405882,246.050808,229.00005,3702.08941,3695.065493,3702.851064,92.649879,257.256681,0
0,4084.092555,384.000027,394.867066,256.095685,239.000043,4073.018168,4066.118173,4073.195306,97.082439,258.897663,0
0,4107.800385,382.000008,392.689445,252.003968,235.000012,4096.74566,4090.125181,4096.860871,96.462428,253.870046,0
0,4250.472209,385,396.547601,248.847343,230,4239.243918,4233.144694,4239.189781,101.242284,247.923375,0
0,3097.398263,380.00102,387.722839,234.029913,221.001754,3081.933971,3074.036597,3083.354667,78.447435,252.049598,0
0,3820.047382,381.000807,391.256949,248.485412,232.001325,3808.07366,3801.082214,3808.632563,92.444578,256.908544,0
1,3251.304507,335.000266,342.235299,220.41098,209.000427,3240.746365,3234.026129,3242.027144,71.19691,238.503669,2
1,3251.304507,335.000266,342.235299,220.41098,209.000427,3240.746365,3234.026129,3242.027144,71.19691,238.503669,2
0,3545.569066,372.000674,377.46523,232.963516,224.001119,3533.10798,3526.056721,3534.023203,67.052218,246.454864,0
0,3889.901027,383.000135,393.432332,253.513313,237.000219,3878.248316,3871.108627,3878.494811,94.556861,257.256681,0
0,4196.880985,387,399.215481,258.311827,239,4185.828711,4179.114978,4186.001075,102.786186,261.090023,0
0,4019.672872,387,398.971177,255.156814,236,4007.954216,4001.11247,4008.191737,101.533246,258.860967,0
0,4074.944539,382.00001,392.230799,253.160028,237.000016,4063.916584,4057.13421,4063.975025,94.92102,254.096438,0
0,4121.832723,383.000011,391.679716,248.89556,235.000018,4110.722686,4104.109648,4110.953296,87.31552,252.675681,0
0,3415.766532,385.000946,391.311896,239.459809,229.001591,3401.716772,3394.071302,3402.545665,73.375745,250.960156,0
