@relation 'Ant15-Arrondi3-weka.filters.unsupervised.attribute.Remove-R1-3,5-18,29-30'

@attribute #BugsBinary numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric

@data
1,2215.67,323.001,329.087,202.072,192.001,2200.393,2192.166,2200.745,68.542,205.876
0,4252.014,380,392.185,240.435,220,4240.71,4235.145,4240.659,103.121,239.52
0,4230.373,383,395.092,256.082,237,4219.661,4213.137,4219.661,102.786,256.082
0,4136.676,382,392.689,256.673,240,4125.986,4119.14,4125.986,97.144,256.673
0,3772.088,379,390.006,258.898,242,3760.794,3753.163,3760.73,98.433,257.963
0,3942.357,380,390.283,255.971,240,3931.333,3924.156,3931.272,95.635,255.033
0,4169.536,382,393.878,258.488,240,4158.931,4152.148,4158.873,102.181,257.56
0,4038.299,384.001,394.179,251.289,235.001,4026.863,4020.098,4027.158,93.301,255.971
1,3438.352,345.001,352.433,228.633,217.002,3427.875,3421.064,3428.391,75,236.239
0,3908.907,384,394.635,252.937,236,3897.152,3890.116,3897.397,95.818,256.673
1,3798.065,370.001,378.762,242.903,229.002,3786.93,3780.083,3787.485,84.77,251.406
1,3330.748,380.001,386.394,238.504,228.002,3316.846,3309.073,3317.548,73.376,248.081
0,4185.56,383,394.848,255.705,237,4174.733,4168.115,4174.904,100.881,258.488
0,4150.25,378,389.513,252.175,234,4139.619,4133.109,4139.847,98.671,255.891
0,3890.407,378,389.035,249.576,232,3878.944,3872.109,3879.246,96.462,254.23
0,4056.743,379.001,388.857,247.776,232.002,4045.658,4039.097,4045.947,91.395,252.464
0,3323.908,381.001,389.936,251.114,237.001,3310.494,3302.175,3310.494,89.694,251.114
0,4252.555,386,398.001,258.861,240,4241.795,4235.136,4241.795,102.786,258.861
0,4231.733,387,394.392,232.757,220,4219.739,4214.027,4220.772,77.466,250.793
0,4057.308,385,396.073,247.164,229.001,4045.487,4039.084,4045.947,96.566,254.594
0,4203.394,382,394.123,256.082,237,4192.704,4186.13,4192.704,102.46,256.082
0,4218.061,379,391.216,255.157,236,4207.624,4201.122,4207.68,102.142,256.082
0,4203.303,381,393.154,255.157,236,4192.647,4186.13,4192.647,102.46,255.157
1,4020.476,385,394.929,256.564,241,4009.25,4002.144,4009.25,94.34,256.564
1,3596.812,377,385.815,236.66,222,3583.882,3577.05,3584.843,84.172,250.785
1,4210.822,387,398.729,260.346,242,4199.978,4193.138,4199.978,101.843,260.346
1,4231.733,387,398.971,260.716,242,4220.943,4214.145,4220.886,103.121,259.788
1,4045.457,386,397.045,257.389,240,4034.145,4027.135,4034.205,98.681,258.322
1,4248.571,386,397.045,258.322,241,4237.858,4231.145,4237.801,99.368,257.389
1,4253.551,386,398.246,259.237,240,4242.793,4236.145,4242.737,104.062,258.312
0,4116.948,384,395.101,250.874,233.001,4105.617,4099.089,4106.02,96.84,257.389
0,4172.523,382,393.878,255.705,237,4161.754,4155.131,4161.754,101.514,255.705
0,4254.365,384,396.556,247.649,227,4243.076,4237.136,4243.076,104.676,247.649
0,4057.645,378,389.035,250.505,233,4046.713,4040.111,4046.946,96.768,254.23
0,4003.459,384.001,394.406,243.261,226.002,3991.403,3985.066,3992.041,92.892,253.513
0,4255.633,387,399.711,259.077,239,4244.734,4238.128,4244.79,105.304,260
0,4164.023,387,398.971,255.157,236,4152.711,4146.123,4152.826,102.142,257.008
0,3992.932,378,389.272,251.803,234,3981.882,3975.121,3982.059,98.031,254.594
0,4179.954,387,398.971,253.308,234,4168.573,4162.115,4168.742,101.833,256.082
0,3862.541,378,388.336,247.552,231,3850.935,3844.102,3851.299,93.301,253.16
0,3957.096,378,389.035,249.576,232,3945.826,3939.107,3946.123,96.462,254.23
0,4031.759,378,389.513,247.542,229,4020.527,4014.084,4020.991,97.529,254.961
0,4050.842,369,375.959,231.482,220,4039.995,4034.018,4040.897,72.993,246.739
0,4215.446,372,383.693,243.846,225,4205.024,4199.122,4205.131,99.298,245.693
0,4237.074,380,391.939,250.154,231,4226.318,4220.114,4226.483,100.881,252.927
0,4203.394,382,394.123,256.082,237,4192.704,4186.13,4192.704,102.46,256.082
0,4208.464,383,394.129,255.525,238,4197.752,4191.146,4197.696,99.368,254.594
0,4254.637,387,399.462,257.769,238,4243.679,4237.136,4243.679,104.676,257.769
0,4117.572,380,389.61,250.242,235,4106.729,4100.149,4106.672,92.849,249.303
1,4128.18,387,398.018,253.663,236,4116.77,4110.095,4117.06,97.124,258.322
0,4159.947,386,397.759,255.705,237,4148.775,4142.102,4149.005,100.285,259.417
1,4160.574,382,393.395,250.32,232,4149.491,4143.095,4149.83,98.082,255.891
1,4199.978,366,378.128,228.668,208,4189.167,4184.13,4189.217,100.568,229.578
0,3789.607,385.001,393.845,238.883,224.002,3776.649,3770.064,3777.38,85.866,250.17
0,3889.803,382,392.005,252.81,237,3878.248,3871.124,3878.371,93.301,254.686
0,3581.431,382,389.882,243.813,231.001,3568.485,3561.118,3568.746,83.217,247.607
0,3014.567,296.002,304.164,204.362,192.003,3006.138,3000.081,3006.793,73.376,213.785
0,4254.546,386,398.493,257.769,238,4243.679,4237.136,4243.679,104.676,257.769
0,4212.721,386,397.045,237.929,219,4200.713,4195.146,4200.661,99.368,237.008
0,3964.585,373.001,383.471,243.824,227.002,3953.522,3947.086,3953.99,92.72,251.289
0,4236.712,387,398.971,261.645,243,4225.992,4219.145,4225.935,103.121,260.716
0,4186.647,384,395.577,255.331,237,4175.731,4169.139,4175.731,100.901,255.331
0,3560.551,382,390.287,245.406,232,3547.594,3540.119,3547.792,85.094,248.244
0,4067.357,386,393.219,223.933,211,4054.494,4049.008,4055.93,75.425,248.584
0,4231.56,374.001,386.374,232.228,211.002,4220.278,4215.114,4220.429,101.833,234.957
0,4075.227,385,395.84,249.576,232.001,4063.628,4057.111,4063.858,96.768,253.298
0,4208.283,381,393.154,255.157,236,4197.639,4191.13,4197.696,102.46,256.082
0,4163.782,326,338.733,205.718,184,4155.076,4151.139,4155.076,98.082,205.718
0,4251.65,387,399.462,261.467,242,4240.91,4234.137,4240.91,104.676,261.467
0,4232.456,384.001,396.062,253.308,234.001,4221.49,4215.114,4221.658,101.833,256.082
0,4119.032,385,396.548,252.549,234,4107.671,4101.082,4108.075,98.494,259.048
0,4085.249,364,373.793,234.917,219,4074.889,4069.118,4075.052,90.477,237.716
0,3769.303,371.001,376.651,239.971,231.002,3758.106,3751.077,3758.67,69.289,248.646
0,3617.48,312,319.756,223.258,212,3610.23,3604.133,3610.289,76.557,224.207
0,4031.293,373,383.24,248.129,232,4020.699,4014.078,4021.168,91.482,255.625
0,4090.254,386.001,396.353,250.711,234.002,4078.718,4072.096,4079.067,94.255,256.32
0,3340.223,367.001,370.39,194.535,188.003,3325.319,3320.004,3327.084,50.249,222.686
0,4250.202,382,393.636,254.403,236,4239.574,4233.137,4239.574,100.901,254.403
0,2037.932,381.001,386.012,220.88,212.002,2013.193,2002.012,2016.216,62.394,246.911
1,3310.083,373.001,379.512,234.683,224.002,3296.619,3289.039,3297.818,71.805,250.96
0,4254.546,386,398.493,260.542,241,4243.848,4237.136,4243.848,104.676,260.542
0,4254.546,386,398.493,260.542,241,4243.848,4237.145,4243.792,105.005,259.617
0,4254.546,386,398.493,260.542,241,4243.848,4237.129,4243.848,104.355,260.542
0,4251.559,386,398.001,259.788,241,4240.853,4234.145,4240.797,103.121,258.861
0,3482.237,384.001,390.692,247.695,237.002,3469.105,3461.121,3469.45,77.621,252.484
0,4035.312,384.001,394.867,254.23,237.002,4023.985,4017.105,4024.283,96.462,258.898
0,4090.968,383,393.432,249.778,233,4079.659,4073.077,4080.183,93.408,258.194
0,4117.228,387,398.018,254.594,237,4105.846,4099.103,4106.137,97.417,259.255
0,3924.83,384.001,394.179,245.687,229.002,3912.707,3906.062,3913.428,91.679,256.909
0,4131.073,386,397.759,253.852,235,4119.708,4113.089,4120.113,99.725,260.346
0,4094.048,384,394.406,252.579,236,4082.826,4076.11,4083.06,94.868,256.32
0,4251.65,387,399.462,259.617,240,4240.797,4234.137,4240.797,104.676,259.617
0,4121.833,383,394.367,254.961,237,4110.838,4104.102,4111.07,98.372,258.683
0,4251.65,387,399.462,261.467,242,4240.91,4234.137,4240.91,104.676,261.467
0,3926.821,384,394.867,250.505,233,3914.94,3908.08,3915.486,95.336,258.898
0,4180.765,385,396.309,255.891,238,4169.798,4163.108,4170.028,98.671,259.615
0,4188.823,386,398.001,260.716,242,4178.014,4171.139,4178.014,102.786,260.716
0,4218.788,387,399.215,260.163,241,4207.907,4201.13,4207.964,103.407,261.09
0,3571.702,384,393.954,242.528,226,3558.185,3551.046,3559.237,89.822,257.503
0,3793.383,373.001,382.562,249.9,235.002,3782.307,3775.097,3782.685,89.185,255.55
0,3717.096,386.001,393.605,240.651,228.002,3704.024,3697.054,3704.912,79.555,253.955
0,4102.822,382,393.636,259.979,242,4092.162,4085.15,4092.103,101.242,259.048
1,3364.868,383,391.266,243.516,230,3350.903,3343.072,3351.676,82.97,253.931
0,4123.917,384,394.406,257.257,241,4113.067,4106.133,4113.125,95.859,258.194
0,3753.693,384,392.45,246.678,233.001,3741.262,3734.084,3741.834,84.77,255.196
0,4223.584,385,397.031,258.861,240,4212.842,4206.122,4212.956,102.142,260.716
0,4245.675,387,399.215,261.09,242,4234.92,4228.137,4234.92,103.73,261.09
0,4126.189,387.001,398.49,250.697,232.002,4114.546,4108.076,4115.063,98.234,259.048
0,4104.286,387.001,398.971,254.232,235.002,4092.752,4086.096,4093.101,100.96,259.788
0,4167.82,385,397.031,255.157,236,4156.705,4150.101,4156.992,101.242,259.788
0,4251.559,386,397.759,255.705,237,4240.628,4234.113,4240.74,100.881,257.56
0,4162.934,386.001,398.001,255.157,236.002,4151.713,4145.101,4152,101.242,259.788
0,3884.827,382.001,391.127,242.981,228.002,3872.717,3866.068,3873.319,87.092,252.389
0,3440.163,381.001,384.532,224.116,218.002,3425.943,3419.033,3427.067,54.12,240.684
0,3433.54,384,391.842,246.658,234,3420.015,3412.099,3420.43,82.219,252.357
0,4155.872,385,396.548,256.26,238,4144.839,4138.109,4145.07,99.624,259.979
0,3735.379,380,388.125,243.189,230,3723.111,3716.078,3723.742,82.565,252.668
0,3891.094,385,394.057,251.446,237,3879.246,3872.116,3879.493,89.196,255.22
0,4042.281,384,394.635,251.072,234,4030.798,4024.084,4031.27,94.641,258.544
0,4085.34,376,385.488,249.9,235,4074.782,4068.134,4074.84,91.181,250.841
0,3444.138,381.001,386.505,238.046,229.002,3430.652,3423.091,3431.264,69.642,246.716
1,3987.533,384,394.867,257.963,241,3976.31,3969.146,3976.25,98.082,257.029
1,4154.066,387.001,398.729,251.078,232.002,4142.502,4136.07,4143.074,98.955,260.346
0,3772.594,384.001,393.08,244.859,230.002,3760.041,3753.064,3760.73,86.833,255.22
0,4006.541,385,395.153,248.485,232,3994.743,3988.072,3995.336,92.179,257.847
0,3734.793,384,392.45,248.568,235,3722.425,3715.098,3722.744,85.381,253.3
0,4086.892,382,392.689,254.804,238,4075.954,4069.126,4076.072,96.462,256.673
0,3572.804,385,396.073,251.803,234,3559.699,3552.095,3560.234,96.566,259.255
0,4156.683,383,394.848,258.488,240,4145.952,4139.124,4146.069,101.193,260.346
0,3924.842,341.001,345.897,212.085,204.002,3915.318,3910.006,3916.818,58.421,238.17
0,4006.541,385,396.073,251.803,234,3994.859,3988.085,3995.336,96.566,259.255
0,4250.472,385,397.525,256.846,237,4239.629,4233.145,4239.574,105.005,255.924
0,3659.1,383,391.89,249.227,235,3646.58,3639.124,3646.84,88.255,253.002
1,3673.232,385.001,395.84,245.862,228.002,3660.108,3653.06,3660.941,94.366,257.963
1,3840.943,381,389.936,242.638,228.001,3828.795,3822.058,3829.403,85.615,252.058
0,4222.718,364,376.962,255.539,236,4213.614,4207.114,4213.783,102.786,258.312
0,4094.932,372,382.969,250.14,233,4084.651,4078.142,4084.651,97.144,250.14
0,4026.544,386.001,397.519,253.476,235.002,4014.883,4008.091,4015.299,98.762,259.979
0,3994.79,387,398.018,253.663,236,3982.998,3976.099,3983.358,97.124,259.255
0,3948.716,384,394.867,257.963,241,3937.383,3930.139,3937.444,97.739,258.898
0,4100.21,386,395.904,255.625,240,4089.049,4082.133,4089.108,93.984,256.564
0,4067.453,387,399.215,257.387,238,4055.989,4049.111,4056.225,102.489,261.09
0,3720.971,385.001,392.047,245.422,234.002,3708.39,3701.098,3708.838,78.772,252.105
1,1865.94,384.001,384.293,208.54,208.002,1837.808,1826,1841.06,15,235.478
0,3341.449,378.001,378.826,217.442,216.002,3327.019,3320.044,3328.027,30.232,232.349
1,3258.172,362.001,365.716,227.035,221.002,3245.533,3238.026,3247.031,53.6,247.524
0,3253.621,383.001,390.664,240.651,228.001,3239.035,3231.075,3239.901,80.081,252.05
0,4115.05,385,396.073,252.733,235,4103.734,4097.089,4104.141,96.84,259.255
1,4062.475,387,398.252,253.103,235,4050.822,4044.09,4051.234,97.801,259.615
0,4199.868,387,399.215,258.312,239,4188.824,4182.115,4188.996,102.786,261.09
0,4112.251,387,398.971,257.934,239,4100.97,4094.117,4101.146,101.833,260.716
0,3739.664,383,393.432,252.579,236,3727.479,3720.105,3727.863,94.255,258.194
0,3853.282,385.001,394.488,250.242,235.002,3841.195,3834.095,3841.63,90.139,256.827
0,3060.063,383.001,391.68,245.122,231.002,3044.775,3036.087,3045.55,85.165,254.568
0,4160.758,384,395.338,254.961,237,4149.773,4143.101,4150.062,98.372,259.615
0,3714.9,384,394.406,246.051,229,3702.089,3695.065,3702.851,92.65,257.257
0,4084.093,384,394.867,256.096,239,4073.018,4066.118,4073.195,97.082,258.898
0,4107.8,382,392.689,252.004,235,4096.746,4090.125,4096.861,96.462,253.87
0,4250.472,385,396.548,248.847,230,4239.244,4233.145,4239.19,101.242,247.923
0,3097.398,380.001,387.723,234.03,221.002,3081.934,3074.037,3083.355,78.447,252.05
0,3820.047,381.001,391.257,248.485,232.001,3808.074,3801.082,3808.633,92.445,256.909
1,3251.305,335,342.235,220.411,209,3240.746,3234.026,3242.027,71.197,238.504
0,3545.569,372.001,377.465,232.964,224.001,3533.108,3526.057,3534.023,67.052,246.455
0,3889.901,383,393.432,253.513,237,3878.248,3871.109,3878.495,94.557,257.257
0,4196.881,387,399.215,258.312,239,4185.829,4179.115,4186.001,102.786,261.09
0,4019.673,387,398.971,255.157,236,4007.954,4001.112,4008.192,101.533,258.861
0,4074.945,382,392.231,253.16,237,4063.917,4057.134,4063.975,94.921,254.096
0,4121.833,383,391.68,248.896,235,4110.723,4104.11,4110.953,87.316,252.676
0,3415.767,385.001,391.312,239.46,229.002,3401.717,3394.071,3402.546,73.376,250.96
0,3970.419,382,392.922,256.096,239,3959.22,3952.155,3959.16,98.433,255.163
0,4111.067,385,396.073,253.663,236,4099.798,4093.096,4100.148,97.124,259.255
0,4106.898,383,393.895,250.505,233,4095.633,4089.076,4096.155,95.336,258.898
0,4207.651,385,396.788,256.632,238,4196.754,4190.107,4196.983,100.578,260.346
1,3746.833,385,396.309,251.247,233,3734.276,3727.084,3734.848,97.268,259.615
0,4104.004,384,395.818,258.488,240,4093.042,4086.125,4093.16,101.193,260.346
0,3369.609,381,385.541,222.948,215,3354.896,3348.007,3356.735,59.414,249.088
1,3640.099,382,389.882,239.082,226,3627.048,3620.055,3627.815,80.523,250.456
0,4164.737,373.001,383.24,248.129,232.002,4154.483,4148.081,4154.937,91.761,255.625
0,4127.993,385,396.309,257.752,240,4117.001,4110.125,4117.118,99.298,259.615
0,2992.995,386,397.281,257.752,240,2977.688,2968.173,2977.85,99.298,259.615
0,4215.435,383,395.092,257.008,238,4204.741,4198.114,4204.912,101.833,259.788
0,4239.518,385,397.277,258.312,239,4228.759,4222.121,4228.873,103.092,260.163
0,4216.613,385,396.548,259.048,241,4205.91,4199.146,4205.853,101.242,258.118
0,4199.868,387,398.252,258.683,241,4188.938,4182.138,4188.938,99.96,258.683
0,4150.893,385,396.073,259.255,242,4140.079,4133.148,4140.021,99.368,258.322
1,3538.679,382,392.005,253.748,238,3526.041,3518.128,3526.314,92.973,257.503
0,4167.728,384,394.635,255.738,239,4156.876,4150.139,4156.876,97.144,255.738
0,4073.33,386,397.759,258.488,240,4062.096,4055.134,4062.155,101.514,259.417
0,3755.479,382,391.343,242.392,227,3742.89,3736.048,3743.83,87.098,256.494
0,3916.869,384,393.954,254.686,239,3905.32,3898.148,3905.32,94.34,254.686
0,4251.65,387,399.462,261.467,242,4240.91,4234.137,4240.91,104.676,261.467
0,4119.032,385,396.309,255.891,238,4107.9,4101.11,4108.134,98.671,259.615
0,3979.57,384.001,394.867,253.298,236.002,3968.024,3961.099,3968.386,96.167,258.898
0,3124.196,380.001,386.214,233.431,223.002,3109.008,3101.052,3110.196,71.309,248.761
0,4161.036,387,398.729,256.632,238,4149.83,4143.109,4150.062,100.578,260.346
0,4167.01,387,398.729,257.56,239,4155.878,4149.123,4155.994,101.193,259.417
0,3898.979,374,383.986,244.969,229,3887.75,3881.14,3887.809,93.048,245.904
0,4232.729,387,399.215,259.237,240,4221.827,4215.121,4221.884,103.092,260.163
0,4222.771,387,399.215,259.237,240,4211.843,4205.122,4211.901,103.092,260.163
0,4225.758,387,398.971,257.934,239,4214.782,4208.122,4214.896,102.142,259.788
0,4226.754,387,398.971,257.008,238,4215.724,4209.114,4215.894,101.833,259.788
0,4187.919,387,398.729,255.705,237,4176.729,4170.108,4176.958,100.578,259.417
0,4221.775,387,398.971,257.934,239,4210.788,4204.122,4210.902,102.142,259.788
0,4147.097,387,398.729,257.56,239,4135.911,4129.124,4136.027,101.193,259.417
0,4195.885,387,398.729,257.56,239,4184.83,4178.123,4184.945,101.193,259.417
0,4181.945,387,398.252,257.752,240,4170.911,4164.131,4170.968,99.624,258.683
0,4191.902,387,398.49,258.118,240,4180.894,4174.13,4180.952,100.568,259.048
0,4133.596,381,389.308,236.916,223,4122.037,4116.035,4122.818,81.786,250.138
0,4254.365,384,396.556,243.988,223,4242.864,4237.136,4242.864,104.676,243.988
0,4232.729,387,399.215,259.237,240,4221.827,4215.121,4221.884,103.092,260.163
1,3490.409,386,392.658,236.239,225.001,3476.289,3469.042,3477.292,73.98,250.567
0,4214.713,386.001,398.246,256.462,237.002,4203.686,4197.107,4203.914,102.489,260.163
0,4061.385,386.001,397.759,252.002,233.002,4049.708,4043.084,4050.177,99.459,259.417
0,4109.264,387.001,399.215,253.693,234.002,4097.687,4091.089,4098.092,101.651,260.163
1,3988.818,387.001,399.215,253.693,234.002,3976.89,3970.092,3977.308,101.651,260.163
0,4210.822,387.001,399.215,256.462,237.002,4199.693,4193.107,4199.92,102.489,260.163
0,4189.911,387.001,399.215,255.539,236.002,4178.67,4172.101,4178.955,102.201,260.163
0,4105.282,387.001,398.971,254.232,235.002,4093.751,4087.096,4094.099,100.96,259.788
1,4101.205,386.001,398.001,253.308,234.002,4089.7,4083.089,4090.106,100.688,259.788
0,3308.549,377.001,385.188,233.754,220.002,3294.354,3287.061,3295.319,81.492,246.976
0,4031.426,385,396.548,248.847,230,4019.586,4013.066,4020.23,97.745,259.048
0,4253.551,386,398.246,258.312,239,4242.737,4236.129,4242.737,103.407,258.312
0,3937.233,346.001,355.584,242.297,228.002,3928.622,3922.051,3929.459,84.404,255.515
1,3298.429,384,392.245,245.406,232,3284.205,3276.095,3284.853,83.815,253.931
0,4057.213,384.001,393.512,248.365,233.002,4045.715,4039.077,4046.243,89.56,256.827
0,4188.915,387,399.215,257.387,238,4177.785,4171.108,4178.014,102.489,261.09
0,4065.462,387,398.971,257.008,238,4053.992,4047.111,4054.229,101.533,260.716
0,3956.678,384,395.338,255.891,238,3945.185,3938.114,3945.429,98.671,259.615
0,4165.829,385,396.548,256.26,238,4154.822,4148.108,4155.053,99.624,259.979
0,3440.497,384.001,392.245,242.572,229.002,3426.66,3419.071,3427.483,82.97,253.931
0,3510.068,384,394.635,252.937,236,3496.973,3489.112,3497.383,95.21,258.544
0,4206.291,381,392.665,253.476,235,4195.586,4189.13,4195.643,100.568,254.403
0,4040.48,386,396.812,249.576,232,4028.686,4022.078,4029.214,95.336,257.963
1,3194.8,381.001,388.506,238.437,226.001,3180.041,3172.063,3181.066,78.588,251.746
0,3272.256,381,385.541,233.574,226.001,3257.848,3250.062,3258.849,62.298,247.146
0,4254.546,386,398.493,250.402,230,4243.238,4237.136,4243.238,104.676,250.402
1,4019.195,382,393.158,254.594,237,4008.013,4001.112,4008.192,97.719,257.389
0,3922.057,127.002,145.014,126.194,105.002,3921.406,3920.1,3921.46,75.392,127.863
0,3814.312,363,371.077,224.611,211,3802.858,3797.111,3803.026,82.28,227.431
1,3755.074,378,386.167,237.523,224.001,3742.709,3736.098,3743.073,83.487,243.189
1,3537.901,384,392.245,252.982,240,3525.179,3517.155,3525.179,86.539,252.982
1,3842.758,369.001,378.001,234.785,220.001,3831.322,3825.088,3831.671,86.023,240.416
0,4204.438,170,194.743,149.164,115,4202.574,4201.138,4202.546,100.901,148.395
1,2230.685,185.003,185,41,41.012,2223.378,2223.032,2223.54,12,49
0,4052.33,385,397.031,258.861,240,4041.133,4034.143,4041.133,102.786,258.861
0,4196.789,386,397.759,257.56,239,4185.829,4179.115,4186.001,100.881,260.346
0,2306.361,385,392.625,241.599,229,2285.501,2274.097,2286.735,79.812,253.002
0,4249.658,387,399.462,262.393,243,4238.971,4232.145,4238.914,105.005,261.467
0,4155.863,374,385.149,187.171,163,4142.208,4139.14,4142.208,98.082,187.171
0,3853.182,384,395.101,255.525,238,3841.38,3834.117,3841.63,97.719,259.255
0,3804.53,385,396.073,250.874,233,3792.165,3785.083,3792.728,96.302,259.255
0,3998.674,386,398.001,260.716,242,3987.35,3980.145,3987.35,102.786,260.716
1,2680.076,380.001,385.861,224.243,214.002,2661.617,2653.019,2662.356,67.742,232.848
0,4151.982,386,398.001,258.861,240,4140.961,4134.124,4141.077,102.142,260.716
0,4223.493,384,396.062,258.861,240,4212.842,4206.137,4212.842,102.786,258.861
0,4223.402,383,394.606,256.26,238,4212.728,4206.146,4212.672,101.242,255.331
0,4254.546,386,398.493,255.002,235,4243.512,4237.129,4243.567,104.355,255.924
1,4134.869,384,395.818,254.778,236,4123.759,4117.109,4123.989,100.578,258.488
