"Class Name","HastTest","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.tar.TarInputStream","0","0","0","0","0","0","0","0","16","3","41","1","2","559","0.556086440397647","2","3699.08989","385.00026","394.0571","254.27544","240.00041","3686.8199","3679.148","3686.88514","90.24965","255.21951","0",""
"org.apache.tools.tar.TarEntry","1","0","0","0","0","0","0","0","35","6","73","4","2","790","0.277609923127892","4","3469.20639","383.00068","388.47651","245.75191","237.0011","3456.13556","3448.15791","3456.20428","72.89718999999999","246.71644","0","8"
"org.apache.tools.tar.TarConstants","0","0","0","0","0","0","0","0","0","1","0","1","0","24","1","0","4231.7331","387","399.71115","261.84728","242","4220.94302","4214.14535","4220.88581","105.9481","260.92336","0",""
"org.apache.tools.tar.TarBuffer","0","0","0","0","0","0","0","0","21","2","35","2","0","617","0.8540420491520671","3","3641.3043","384.00003","392.04209","253.61782","241.00004","3629.01116","3621.16915","3628.94489","86.40602","252.66777","0",""
"org.apache.tools.mail.SmtpResponseReader","0","0","0","0","0","0","0","0","5","1","19","1","0","108","0.959650106661314","1","4147.99904","386","397.51855","259.97885","242","4137.084","4130.1483","4137.02562","101.24228","259.04826","0",""
"org.apache.tools.mail.MailPrintStream","0","0","0","0","0","0","0","0","5","1","9","1","0","81","0.961085241757237","2","4174.79029","385","396.5476","259.97885","242","4164.03806","4157.14734","4163.98007","101.24228","259.04826","0",""
"org.apache.tools.mail.MailMessage","1","0","0","0","0","0","0","0","31","5","68","2","3","624","0.209682070070687","3","3634.34341","384.00081","390.14997","247.80032","238.00131","3621.82827","3614.14167","3621.96024","76.05919","249.72185","0","554"
"org.apache.tools.mail.ErrorInQuitException","0","0","0","0","0","0","0","0","1","1","3","1","0","6","0.994897959183673","1","4249.56704","386","398.49341","261.46702","242","4238.91354","4232.14473","4238.85657","105.00476","260.54174","0",""
"org.apache.tools.bzip2.CRC","0","0","0","0","0","0","0","0","7","2","8","2","0","1082","0.964802363288381","3","3179.27539","384","395.10125","258.32151","241","3165.1883","3156.19407","3165.11232","99.36799999999999","257.38881","0",""
"org.apache.tools.bzip2.CBZip2OutputStream","0","0","0","0","0","0","0","0","33","6","44","2","4","4238","0.207031499870224","3","384","384.00082","389.80123","246.28845","237.00133","237","31","240","73.82411999999999","249.17664","0",""
"org.apache.tools.bzip2.CBZip2InputStream","0","0","0","0","0","0","0","0","32","4","40","2","2","2011","0.442999564186157","3","2259.86393","384.0004","389.97436","248.48541","239.00065","2239.78794","2227.24449","2239.89486","75.58439","249.44739","0",""
"org.apache.tools.bzip2.BZip2Constants","0","0","0","0","0","0","0","0","1","2","1","2","0","2064","1","0","2208.17685","387","399.46214","260.54174","241","2187.31731","2174.28172","2187.20735","105.00476","259.61703","0",""
"org.apache.tools.ant.XmlLogger","0","2","0","1","0","1","0","0","16","13","74","0","13","635","0.7319047419119989","1","3623.61767","386.00009","395.03418","244.85914","230.00016","3610.33364","3603.06717","3611.11797","86.83317","256.16401","8",""
"org.apache.tools.ant.util.WeakishReference","0","0","0","0","0","0","0","0","5","3","13","1","2","91","0.990576131697806","1","4164.92557","386","397.51855","258.11819","240","4153.93897","4147.1313","4153.99687","100.56838","259.04826","0",""
"org.apache.tools.ant.util.Watchdog","0","0","0","0","0","0","0","0","7","3","22","3","1","112","0.95495744121401","3","4143.83059","384","395.10125","257.38881","240","4132.97423","4126.14008","4132.91628","99.0202","256.45662","0",""
"org.apache.tools.ant.util.UnPackageNameMapper","1","0","0","0","0","0","0","0","2","1","6","0","1","20","0.994897959183673","1","4235.6251","386","398.24616","261.09002","242","4224.93645","4218.13703","4224.93645","103.73042","261.09002","0","15"
"org.apache.tools.ant.util.Tokenizer","0","0","0","0","0","0","0","0","2","5","2","5","0","2","1","0","4253.64138","387","399.21548","257.38687","238","4242.68076","4236.14459","4242.62478","104.06248","256.46247","0",""
"org.apache.tools.ant.util.TimeoutObserver","0","0","0","0","0","0","0","0","1","3","1","3","1","1","1","0","4254.63723","387","399.46214","259.61703","240","4243.79182","4237.13642","4243.73538","104.67569","258.69287","0",""
"org.apache.tools.ant.util.TeeOutputStream","0","0","0","0","0","0","0","0","6","1","12","1","0","62","0.969775571346569","3","4193.61801","384","395.33783","259.6151","242","4183.0061","4176.14667","4182.94836","100.30454","258.6832","0",""
"org.apache.tools.ant.util.TaskLogger","0","0","0","0","0","0","0","0","6","1","8","0","1","43","0.898150963504504","0","4212.81307","387.00001","398.25243","259.6151","242.00002","4201.97442","4195.13778","4201.97442","99.95999","259.6151","0",""
"org.apache.tools.ant.util.StringUtils","1","0","0","0","0","0","0","0","6","14","24","14","0","116","0.964751618269217","9","4139.29559","378","389.51252","247.54192","229","4128.35621","4122.14859","4128.30086","100.30454","246.61711","0","29"
"org.apache.tools.ant.util.SourceFileScanner","0","0","0","0","0","0","0","0","4","13","18","6","7","137","0.7189162056271839","7","4118.56783","380.0001","391.93877","249.23082","230.00017","4107.44458","4101.09559","4107.78493","100","254.77834","0",""
"org.apache.tools.ant.util.ScriptRunner","0","1","0","0","0","1","0","0","8","3","38","0","3","233","0.936385460607857","3","4023.36687","384.00001","394.86707","257.02918","240.00001","4012.18457","4005.12784","4012.3047","97.40637","258.89766","3",""
"org.apache.tools.ant.util.ResourceUtils","1","0","0","0","0","0","0","0","2","7","22","2","5","222","0.877314914849185","2","4034.4121","385.00002","397.27698","255.53865","236.00003","4022.92829","4016.11205","4023.16492","102.48902","259.23734","0","24"
"org.apache.tools.ant.util.RegexpPatternMapper","0","0","0","0","0","0","0","0","5","4","20","0","4","145","0.936799027067999","1","4111.16103","386.00001","397.51855","257.18865","239.00001","4099.97195","4093.11739","4100.14792","99.92998","259.97885","0",""
"org.apache.tools.ant.util.regexp.RegexpUtil","0","0","0","0","0","0","0","0","3","0","4","0","0","20","0.9898219491878379","6","4235.17237","381","393.15391","261.6448","243","4224.99385","4218.14521","4224.93645","103.12129","260.71632","0",""
"org.apache.tools.ant.util.regexp.RegexpMatcherFactory","0","0","0","0","0","0","0","0","5","6","12","3","3","86","0.918985912051008","5","4169.53571","382.00001","393.63562","255.33116","237.00001","4158.75859","4152.12331","4158.87304","100.2447","257.18865","0",""
"org.apache.tools.ant.util.regexp.RegexpMatcher","1","0","0","0","0","0","0","0","6","11","6","10","1","10","1","6","4245.13192","381","392.42452","250.3198","232","4234.3604","4228.13671","4234.3604","99.95999","250.3198","0","144"
"org.apache.tools.ant.util.regexp.RegexpFactory","0","0","0","0","0","0","0","0","4","6","13","1","5","83","0.918539569188959","2","4172.79882","385.00001","396.78836","255.70491","237.00001","4161.75372","4155.1083","4161.98342","100.57833","259.41665","0",""
"org.apache.tools.ant.util.regexp.Regexp","1","0","0","0","0","0","0","0","1","8","1","6","2","3","1","3","4252.37357","384","396.55643","255.00196","235","4241.51506","4235.12857","4241.57058","104.35516","255.92382","0","32"
"org.apache.tools.ant.util.PackageNameMapper","1","0","0","0","0","0","0","0","2","1","6","0","1","20","0.994897959183673","1","4235.6251","386","398.24616","261.09002","242","4224.93645","4218.13703","4224.93645","103.73042","261.09002","0","15"
"org.apache.tools.ant.util.MergingMapper","0","0","0","0","0","0","0","0","4","4","5","3","1","24","0.984771837202186","2","4231.55066","385","396.78836","257.5597","239","4220.77209","4214.13716","4220.77209","101.84302","257.5597","0",""
"org.apache.tools.ant.util.LoaderUtils","1","0","0","0","0","0","0","0","8","6","21","3","3","70","0.957388662937572","7","4185.28661","380","390.97826","254.23021","237","4174.73269","4168.12284","4174.8467","97.40637","256.09569","0","13"
"org.apache.tools.ant.util.LineTokenizer","0","0","0","0","0","0","0","0","4","6","10","4","2","125","0.92947958546184","3","4130.88671","384.00001","395.81814","255.70491","237.00001","4119.82257","4113.13238","4119.88022","101.51355","256.63203","0",""
"org.apache.tools.ant.util.LazyHashtable","0","0","0","0","0","0","0","0","9","0","16","0","0","60","0.916523929850702","1","4195.79313","386.00001","396.58164","259.48025","243.00001","4185.06069","4178.1466","4185.00275","97.49872000000001","258.544","0",""
"org.apache.tools.ant.util.LazyFileOutputStream","1","0","0","0","0","0","0","0","10","1","22","1","0","117","0.9094130561520291","2","4138.94503","385.00001","395.37956","258.19373","242.00002","4128.09944","4121.14863","4128.04094","96.56604","257.25668","0","36"
"org.apache.tools.ant.util.KeepAliveOutputStream","0","0","0","0","0","0","0","0","2","0","3","0","0","7","0.9898219491878379","1","4248.57117","386","398.24616","262.01718","243","4237.97239","4231.14476","4237.91517","104.06248","261.09002","0",""
"org.apache.tools.ant.util.KeepAliveInputStream","0","0","0","0","0","0","0","0","2","1","3","1","0","7","0.9898219491878379","2","4248.48043","385","397.27698","261.09002","242","4237.91517","4231.14476","4237.85819","104.06248","260.16341","0",""
"org.apache.tools.ant.util.JAXPUtils","1","0","0","0","0","0","0","0","13","5","32","3","2","158","0.932991932435825","8","4097.56525","379.00001","388.8573","253.40284","238.00001","4086.93577","4080.13345","4086.99413","93.04837000000001","254.34229","0","16"
"org.apache.tools.ant.util.JavaEnvUtils","1","0","0","0","0","0","0","0","11","17","26","16","2","362","0.847675381476975","24","3892.96096","363.00003","373.75125","242.89298","226.00005","3882.58316","3876.14048","3882.58316","94.92102","242.89298","0","89"
"org.apache.tools.ant.util.IdentityMapper","0","0","0","0","0","0","0","0","4","6","5","5","1","16","0.984771837202186","0","4239.69964","387","398.72923","255.70491","237","4228.64671","4222.1369","4228.64671","101.84302","255.70491","0",""
"org.apache.tools.ant.util.GlobPatternMapper","1","0","0","0","0","0","0","0","5","5","15","4","1","137","0.883856507049484","2","4119.03217","385.00002","396.5476","256.25963","238.00003","4107.90032","4101.14094","4107.90032","100.90094","256.25963","0","59"
"org.apache.tools.ant.util.FlatFileNameMapper","0","0","0","0","0","0","0","0","4","2","7","1","1","20","0.984771837202186","0","4235.71635","387","398.72923","259.41665","241","4224.87929","4218.13703","4224.87929","101.84302","259.41665","0",""
"org.apache.tools.ant.util.FileUtils","1","1","0","0","1","0","0","0","37","51","146","46","8","2046","0.385821818190412","64","2215.66988","323.00058","329.08661","202.07177","192.00098","2200.39269","2192.16628","2200.74533","68.54196","205.87618","4","305"
"org.apache.tools.ant.util.FileNameMapper","0","0","0","0","0","0","0","0","3","23","3","23","0","3","1","7","4252.01423","380","392.18491","240.43502","220","4240.71044","4235.14463","4240.65868","103.12129","239.52035","0",""
"org.apache.tools.ant.util.facade.ImplementationSpecificArgument","1","0","0","0","0","0","0","0","3","6","6","5","1","25","0.987296893195012","4","4230.37327","383","395.09239","256.08202","237","4219.66089","4213.13719","4219.66089","102.78619","256.08202","0","29"
"org.apache.tools.ant.util.facade.FacadeTaskHelper","1","0","0","0","0","0","0","0","9","3","19","2","1","119","0.935518231154247","5","4136.6756","382.00001","392.68944","256.67294","240.00001","4125.98606","4119.14032","4125.98606","97.14422","256.67294","0","31"
"org.apache.tools.ant.util.DOMElementWriter","1","0","0","0","0","0","0","0","8","1","42","1","0","485","0.775526726451273","8","3772.08828","379.00007","390.00641","258.89766","242.0001","3760.7942","3753.1632","3760.72998","98.43272","257.96318","0","62"
"org.apache.tools.ant.util.DateUtils","1","0","0","0","0","0","0","0","11","3","36","3","0","314","0.931062098226025","7","3942.35666","380.00001","390.28323","255.9707","240.00001","3931.3326","3924.15609","3931.27168","95.63472","255.03333","0","53"
"org.apache.tools.ant.util.CollectionUtils","1","0","0","0","0","0","0","0","4","3","13","3","0","86","0.9252756513190999","5","4169.53571","382.00001","393.87815","258.48791","240.00001","4158.93063","4152.14752","4158.87304","102.18121","257.5597","0","67"
"org.apache.tools.ant.util.ClasspathUtils","1","0","0","0","0","0","0","0","11","8","27","2","7","218","0.245803696075459","3","4038.29865","384.00074","394.17889","251.28868","235.00121","4026.86292","4020.09751","4027.15781","93.30059","255.9707","0","28"
"org.apache.tools.ant.UnknownElement","0","4","0","0","1","2","1","0","28","26","89","17","14","817","1.22783904179473E-5","42","3438.35222","345.00145","352.43297","228.63289","217.0023","3427.87544","3421.06445","3428.39117","75","236.23929","12",""
"org.apache.tools.ant.types.ZipScanner","0","0","0","0","0","0","0","0","9","7","50","2","5","348","0.760729588626697","3","3908.90726","384.00007","394.63527","252.93675","236.00012","3897.15229","3890.11568","3897.39657","95.81753","256.67294","0",""
"org.apache.tools.ant.types.ZipFileSet","1","1","0","0","1","0","0","0","19","14","45","4","10","458","0.00452628326698261","17","3798.0653","370.00134","378.76246","242.90327","229.00216","3786.93029","3780.08267","3787.48518","84.77028","251.40605","4","75"
"org.apache.tools.ant.types.XMLCatalog","1","1","0","0","0","1","0","0","30","15","109","4","13","929","0.000569153644178375","7","3330.74781","380.00131","386.39358","238.50367","228.00219","3316.84564","3309.07313","3317.54804","73.37575","248.08063","3","291"
"org.apache.tools.ant.types.Substitution","0","0","0","0","0","0","0","0","4","6","17","2","4","70","0.917160985057476","4","4185.56006","383.00001","394.84807","255.70491","237.00001","4174.73269","4168.11528","4174.90407","100.88112","258.48791","0",""
"org.apache.tools.ant.types.selectors.TypeSelector","1","0","0","0","0","0","0","0","6","9","22","4","5","105","0.870202463194061","9","4150.24975","378.00002","389.51252","252.17454","234.00004","4139.61894","4133.10888","4139.84698","98.67117","255.8906","0","42"
"org.apache.tools.ant.types.selectors.SizeSelector","1","0","0","0","0","0","0","0","8","11","28","5","6","366","0.840522221494503","9","3890.40718","378.00003","389.0347","249.57564","232.00005","3878.94419","3872.1086","3879.24645","96.46243","254.23021","0","141"
"org.apache.tools.ant.types.selectors.SelectSelector","0","0","0","0","0","0","0","0","13","11","34","5","7","199","0.0768392860592147","8","4056.74278","379.00112","388.8573","247.77611","232.00184","4045.65755","4039.09705","4045.94736","91.39475","252.46386","0",""
"org.apache.tools.ant.types.selectors.SelectorUtils","0","0","0","0","0","0","0","0","17","6","42","5","1","936","0.352569452797117","6","3323.90809","381.00055","389.93589","251.11352","237.00088","3310.49437","3302.17504","3310.49437","89.69392000000001","251.11352","0",""
"org.apache.tools.ant.types.selectors.SelectorScanner","0","0","0","0","0","0","0","0","3","3","3","2","1","3","1","1","4252.55464","386","398.00126","258.86097","240","4241.79502","4235.13648","4241.79502","102.78619","258.86097","0",""
"org.apache.tools.ant.types.selectors.SelectorContainer","0","0","0","0","0","0","0","0","24","23","24","3","20","24","1","0","4231.7331","387","394.39194","232.75738","220","4219.73885","4214.0267","4220.77209","77.46612","250.79274","0",""
"org.apache.tools.ant.types.selectors.PresentSelector","1","0","0","0","0","0","0","0","7","14","26","5","9","199","0.403994823769817","2","4057.30773","385.00046","396.07323","247.16391","229.00078","4045.48662","4039.08368","4045.94736","96.56604","254.59379","0","97"
"org.apache.tools.ant.types.selectors.OrSelector","0","0","0","0","0","0","0","0","3","6","14","5","2","52","0.55342995522204","5","4203.39387","382.00026","394.12308","256.08202","237.00042","4192.70378","4186.13007","4192.70378","102.45975","256.08202","0",""
"org.apache.tools.ant.types.selectors.NotSelector","0","0","0","0","0","0","0","0","3","7","11","5","3","37","0.665108607867181","8","4218.0614","379.00015","391.21605","255.15681","236.00024","4207.62368","4201.12187","4207.67988","102.14206","256.08202","0",""
"org.apache.tools.ant.types.selectors.NoneSelector","0","0","0","0","0","0","0","0","3","7","14","6","2","52","0.55342995522204","6","4203.30311","381.00026","393.15391","255.15681","236.00042","4192.64737","4186.13007","4192.64737","102.45975","255.15681","0",""
"org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache","0","1","0","0","1","0","0","0","12","2","42","1","1","236","0.890745154214162","2","4020.47622","385.00002","394.92911","256.56383","241.00002","4009.24993","4002.14443","4009.24993","94.33981","256.56383","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector","0","1","0","0","1","0","0","0","18","21","71","5","16","661","0.66815725943961","10","3596.8122","377.00015","385.81472","236.66009","222.00025","3583.88239","3577.05046","3584.84281","84.17243999999999","250.78477","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm","0","1","0","0","1","0","0","0","4","1","13","0","1","45","0.974671613230881","0","4210.82154","387","398.72923","260.34592","242","4199.97774","4193.13785","4199.97774","101.84302","260.34592","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.EqualComparator","0","1","0","0","1","0","0","0","3","1","5","1","0","24","0.974593919200333","0","4231.7331","387","398.97118","260.71632","242","4220.94302","4214.14535","4220.88581","103.12129","259.78838","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm","0","1","0","0","1","0","0","0","7","3","25","1","2","211","0.966046146310331","1","4045.45733","386","397.04534","257.38881","240","4034.14539","4027.13521","4034.205","98.68131","258.32151","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.Cache","0","1","0","0","1","0","0","0","7","2","7","2","0","7","1","1","4248.57117","386","397.04534","258.32151","241","4237.85819","4231.14476","4237.80143","99.36799999999999","257.38881","4",""
"org.apache.tools.ant.types.selectors.modifiedselector.Algorithm","0","1","0","0","1","0","0","0","2","3","2","3","0","2","1","1","4253.55052","386","398.24616","259.23734","240","4242.79342","4236.14459","4242.73697","104.06248","258.31183","4",""
"org.apache.tools.ant.types.selectors.MappingSelector","0","0","0","0","0","0","0","0","7","10","23","2","8","139","0.410340292205992","3","4116.94753","384.00045","395.10125","250.87447","233.00075","4105.61688","4099.08892","4106.02009","96.84007","257.38881","0",""
"org.apache.tools.ant.types.selectors.MajoritySelector","0","0","0","0","0","0","0","0","4","6","15","5","2","83","0.550606333001519","5","4172.5231","382.00026","393.87815","255.70491","237.00043","4161.75372","4155.13104","4161.75372","101.51355","255.70491","0",""
"org.apache.tools.ant.types.selectors.FileSelector","0","0","0","0","0","0","0","0","1","16","1","15","1","1","1","3","4254.36541","384","396.55643","247.64895","227","4243.07648","4237.13642","4243.07648","104.67569","247.64895","0",""
"org.apache.tools.ant.types.selectors.FilenameSelector","1","0","0","0","0","0","0","0","8","10","23","5","5","198","0.772037285118943","9","4057.64513","378.00007","389.0347","250.50549","233.00011","4046.71336","4040.11138","4046.94564","96.76776","254.23021","0","65"
"org.apache.tools.ant.types.selectors.ExtendSelector","0","0","0","0","0","0","0","0","10","17","36","5","12","253","0.10627629111401","3","4003.45863","384.00104","394.40588","243.26118","226.00177","3991.40339","3985.06637","3992.04133","92.89241","253.51331","0",""
"org.apache.tools.ant.types.selectors.ExtendFileSelector","0","0","0","0","0","0","0","0","0","4","0","2","2","0","1","0","4255.63309","387","399.71115","259.07721","239","4244.7338","4238.12848","4244.79022","105.30432","260","0",""
"org.apache.tools.ant.types.selectors.DifferentSelector","0","0","0","0","0","0","0","0","3","7","14","4","3","92","0.987543086154313","0","4164.02269","387","398.97118","255.15681","236","4152.7114","4146.12349","4152.82554","102.14206","257.00778","0",""
"org.apache.tools.ant.types.selectors.DepthSelector","1","0","0","0","0","0","0","0","7","9","26","5","4","263","0.859148188362144","9","3992.93238","378.00003","389.2724","251.80349","234.00004","3981.88159","3975.12088","3982.05902","98.03061","254.59379","0","101"
"org.apache.tools.ant.types.selectors.DependSelector","1","0","0","0","0","0","0","0","3","9","11","5","4","76","0.954704247379918","0","4179.95371","387","398.97118","253.30811","234","4168.5729","4162.11545","4168.74238","101.8332","256.08202","0","112"
"org.apache.tools.ant.types.selectors.DateSelector","1","0","0","0","0","0","0","0","11","12","38","5","7","394","0.794676133712487","9","3862.54061","378.00006","388.33619","247.55201","231.00009","3850.93456","3844.10198","3851.29913","93.30059","253.16003","0","171"
"org.apache.tools.ant.types.selectors.ContainsSelector","1","0","0","0","0","0","0","0","8","11","30","5","6","299","0.842091440992921","9","3957.09553","378.00003","389.0347","249.57564","232.00005","3945.82628","3939.10675","3946.12341","96.46243","254.23021","0","68"
"org.apache.tools.ant.types.selectors.ContainsRegexpSelector","0","0","0","0","0","0","0","0","6","14","29","5","9","224","0.830050406236215","9","4031.75892","378.00004","389.51252","247.54192","229.00006","4020.52696","4014.0842","4020.99055","97.52948000000001","254.96078","0",""
"org.apache.tools.ant.types.selectors.BaseSelectorContainer","0","0","0","0","0","0","0","0","28","23","45","6","23","204","0.550007494943783","18","4050.84152","369.00027","375.95877","231.48218","220.00046","4039.99455","4034.01785","4040.89743","72.99315","246.73873","0",""
"org.apache.tools.ant.types.selectors.BaseSelector","1","0","0","0","0","0","0","0","6","18","8","15","3","39","0.942478172163382","15","4215.446","372","383.69259","243.84626","225.00001","4205.0239","4199.12193","4205.13139","99.29752999999999","245.6929","0","145"
"org.apache.tools.ant.types.selectors.BaseExtendSelector","0","0","0","0","0","0","0","0","4","12","5","8","4","18","0.984771837202186","7","4237.07446","380","391.93877","250.15395","231","4226.31766","4220.11386","4226.4827","100.88112","252.92687","0",""
"org.apache.tools.ant.types.selectors.AndSelector","0","0","0","0","0","0","0","0","3","6","14","5","2","52","0.55342995522204","5","4203.39387","382.00026","394.12308","256.08202","237.00042","4192.70378","4186.13007","4192.70378","102.45975","256.08202","0",""
"org.apache.tools.ant.types.ResourceLocation","0","0","0","0","0","0","0","0","7","5","8","5","0","47","0.969775571346569","4","4208.46409","383","394.12942","255.52495","238","4197.75237","4191.14614","4197.6958","99.36799999999999","254.59379","0",""
"org.apache.tools.ant.types.ResourceFactory","0","0","0","0","0","0","0","0","1","5","1","4","1","1","1","0","4254.63723","387","399.46214","257.76928","238","4243.67918","4237.13642","4243.67918","104.67569","257.76928","0",""
"org.apache.tools.ant.types.Resource","0","0","0","0","0","0","0","0","14","8","19","8","0","138","0.823241575228426","7","4117.5721","380.00004","389.61006","250.24188","235.00007","4106.72923","4100.14939","4106.67213","92.84934","249.30303","0",""
"org.apache.tools.ant.types.resolver.ApacheCatalogResolver","0","1","0","0","0","0","1","0","7","7","32","1","7","128","0.864397831332121","0","4128.17987","387.00002","398.01759","253.66316","236.00004","4116.77009","4110.09538","4117.05975","97.12363000000001","258.32151","2",""
"org.apache.tools.ant.types.resolver.ApacheCatalog","0","0","0","0","0","0","0","0","4","6","14","1","6","96","0.994897959183673","1","4159.94712","386","397.75872","255.70491","237","4148.77488","4142.10152","4149.0053","100.2846","259.41665","0",""
"org.apache.tools.ant.types.RegularExpression","0","1","0","0","0","1","0","0","6","11","23","4","7","95","0.824746021093517","5","4160.57364","382.00004","393.39548","250.3198","232.00007","4149.49069","4143.09462","4149.83048","98.08159999999999","255.8906","3",""
"org.apache.tools.ant.types.Reference","0","1","0","0","1","0","0","0","5","35","11","33","2","54","0.942894609023004","21","4199.97762","366","378.12829","228.66788","208.00001","4189.16698","4184.13014","4189.21675","100.56838","229.57787","4",""
"org.apache.tools.ant.types.PropertySet","1","0","0","0","0","0","0","0","17","19","67","6","13","468","0.0574808463375393","2","3789.6075","385.00115","393.84515","238.88282","224.00198","3776.64878","3770.06419","3777.37951","85.86617","250.16994","0","17"
"org.apache.tools.ant.types.Permissions","1","0","0","0","0","0","0","0","12","6","34","3","4","367","0.949882739113819","5","3889.80269","382","392.0051","252.81021","237.00001","3878.24832","3871.12413","3878.37105","93.30059","254.68608","0","100"
"org.apache.tools.ant.types.PatternSet","1","0","0","0","0","0","0","0","22","12","68","7","6","677","0.386693148493939","5","3581.43058","382.00049","389.88203","243.81345","231.00081","3568.48455","3561.11808","3568.74572","83.21657999999999","247.60654","0","152"
"org.apache.tools.ant.types.Path","1","0","0","0","0","0","0","0","30","51","102","40","13","1238","0.00971734052574225","91","3014.5673","296.00166","304.16443","204.36242","192.00255","3006.13772","3000.08067","3006.79298","73.37575","213.78494","0","467"
"org.apache.tools.ant.types.Parameterizable","0","0","0","0","0","0","0","0","1","5","1","4","1","1","1","1","4254.54639","386","398.49341","257.76928","238","4243.67918","4237.13642","4243.67918","104.67569","257.76928","0",""
"org.apache.tools.ant.types.Parameter","0","0","0","0","0","0","0","0","7","24","8","24","0","43","0.969775571346569","1","4212.72133","386","397.04534","237.92856","219","4200.71256","4195.146","4200.66054","99.36799999999999","237.00844","0",""
"org.apache.tools.ant.types.Mapper","1","0","0","0","0","0","0","0","11","16","42","7","9","291","0.0450077616971748","14","3964.58548","373.00122","383.47099","243.82371","227.00201","3953.52223","3947.08563","3953.98963","92.72001","251.28868","0","172"
"org.apache.tools.ant.types.FlexInteger","1","0","0","0","0","0","0","0","3","0","7","0","0","19","0.984771837202186","0","4236.71217","387","398.97118","261.6448","243","4225.99219","4219.14517","4225.93481","103.12129","260.71632","0","34"
