@relation 'Ant17ALLModels-weka.filters.unsupervised.attribute.Remove-R1-24,26-46'

@attribute 'd(LOC, Ce)' numeric
@attribute #Risk numeric

@data
4290.151046,0
4362.089866,0
4462.10085,0
4462.10085,0
4455.114926,0
4536.142855,0
4503.113701,0
4460.153473,0
4473.144867,0
4433.154407,0
4508.135868,0
4485.121403,0
4501.120971,0
4407.10903,0
4535.142886,0
4523.120383,0
4039.169469,0
4497.144094,0
4337.149409,0
4435.088387,0
4469.121838,0
4502.152041,0
4411.095329,6
4385.11676,0
4276.127337,0
4379.131992,0
4438.115366,0
4359.07754,0
4465.121947,0
4484.12143,5
4479.136747,0
4465.145126,0
4498.152176,0
4512.135747,0
4492.144254,0
4430.082279,0
4467.121892,0
4433.122827,0
4445.108098,0
4425.101694,0
4534.150968,0
4514.151637,0
4396.089171,0
4420.146604,0
4454.129769,0
4460.122084,0
4469.081561,0
4421.138541,0
4517.143456,0
4458.129653,0
4440.130178,0
4521.151402,0
4538.150835,0
4525.143202,0
4483.152685,0
4195.107269,0
4538.150835,0
4491.10699,0
4499.128471,0
4504.128329,0
4519.151469,0
4525.135357,0
4536.150901,0
4536.120038,0
4515.128016,0
4506.135928,0
4497.121079,0
4496.152244,0
4488.121322,0
4516.143488,0
4516.143488,0
4516.143488,0
4516.143488,0
4374.102879,6
4461.114771,0
4486.121376,0
4486.121376,0
4509.128186,0
4474.144834,0
4524.135387,0
4522.135447,0
4537.142823,0
4537.127395,0
4537.120012,0
4537.127395,0
4531.143013,0
4527.127677,0
4507.143774,0
4522.151369,0
4532.151035,0
4519.135537,0
4467.137115,0
4493.144222,0
4516.12057,0
4528.143107,0
4539.13494,0
4538.112824,0
4537.150868,0
4538.142792,0
4527.135297,0
4528.143107,0
4534.150968,0
4534.150968,0
4082.089293,0
4539.150802,0
4539.150802,0
4539.13494,0
4155.094343,0
4368.110003,0
4256.098801,0
4249.105906,0
4411.095329,0
4426.154652,0
4419.095156,0
4517.03199,0
4281.112239,0
4236.106231,5
4449.108,0
4243.099103,0
4418.101855,0
4418.101855,0
4440.122633,0
4363.103139,0
4447.115132,0
4347.132963,0
4536.150901,0
4435.130325,0
4419.108734,0
4470.11454,0
4487.136503,0
4393.123945,0
4460.114797,0
4426.13059,0
4535.150935,0
4471.129276,0
4454.129769,0
4459.114822,0
4436.130296,0
4471.121783,0
4291.111977,4
4435.122772,0
4467.100738,0
4300.14244,0
4441.108195,0
4485.128872,0
4490.144318,0
4488.144383,0
4414.146803,0
4356.110306,0
4536.150901,0
4339.133208,0
4489.128757,0
4507.143774,0
4436.130296,0
4498.144062,0
4473.129218,0
4485.064214,0
4534.142918,0
4517.135597,0
4456.129711,0
4496.144126,0
4540.142729,0
4540.142729,0
4486.128843,0
4459.129624,0
4457.129682,0
4452.122303,0
4505.120864,0
4517.151536,0
4490.11403,0
4496.121106,0
4540.142729,0
4540.150768,0
4359.11023,0
4392.102458,0
4521.143329,0
4507.12081,0
4378.089538,0
4500.120998,0
4413.10197,0
4514.128044,0
4514.128044,0
4508.128215,0
4525.143202,0
4458.137391,0
4433.10839,0
4468.137084,0
4483.12893,0
4512.120677,0
4524.127761,0
4540.13491,0
4540.13491,0
4540.150768,0
4540.142729,0
4540.142729,0
4540.142729,0
4540.13491,0
4540.150768,0
4540.142729,0
4540.150768,0
4540.142729,0
4540.150768,0
4540.13491,0
4540.13491,0
4540.142729,0
4507.128243,0
4511.128129,0
4475.114412,0
4493.136321,0
4494.152312,0
4530.127592,0
4517.151536,0
4529.143076,0
4508.128215,0
4527.151201,0
4518.127931,0
4518.127931,0
4533.135118,0
4530.135208,0
4524.143234,0
4531.143013,0
4529.135238,0
4529.135238,0
4521.135477,0
4521.135477,0
4533.135118,0
4529.151135,0
4529.151135,0
4539.150802,0
4539.13494,0
4523.143265,0
4530.143044,0
4534.142918,0
4534.142918,0
4537.142823,0
4537.142823,0
4536.142855,0
4537.142823,0
4515.151603,0
4525.151268,0
4537.142823,0
4526.151235,0
4540.150768,0
4540.142729,0
4540.127311,0
4540.142729,0
4540.142729,0
2477.276327,0
4539.150802,0
4540.142729,0
4541.13488,0
4541.13488,0
4519.151469,0
4515.151603,0
4493.152346,0
4541.13488,0
4516.15157,0
4534.150968,0
