@relation 'Ant17ALLModels-weka.filters.unsupervised.attribute.Remove-R1-18,20-46'

@attribute 'd(LOC,FANIN)' numeric
@attribute #Risk numeric

@data
4366.828598,0
4375.785758,4
4189.713594,0
4509.600869,0
4487.172161,0
4491.154195,0
4411.616144,0
4345.929245,0
4546.99956,0
4426.546284,0
4442.376504,0
4464.276089,0
4460.199099,0
4501.20395,0
4508.234355,0
4533.68283,0
4508.419346,0
4508.419346,0
4538.015646,0
4435.504594,0
4479.113417,0
4454.417134,0
4436.308375,0
4313.08938,0
4310.901994,0
4382.75256,0
4482.194663,0
4482.194663,0
4475.321329,0
4555.587778,0
4521.626809,0
4480.203678,0
4493.145224,0
4453.421718,0
4527.802226,0
4505.186012,0
4520.832888,0
4427.541643,0
4554.871019,0
4542.458475,0
4061.194036,0
4516.756912,0
4357.773973,0
4455.317048,0
4489.257957,0
4522.016033,0
4431.523102,6
4405.547639,0
4296.970095,0
4399.672374,0
4457.268222,0
4379.766775,0
4485.276023,0
4504.190493,5
4499.212931,0
4485.181156,0
4518.127931,0
4531.971867,0
4511.966312,0
4450.435484,0
4487.266986,0
4453.421718,0
4465.366838,0
4445.458469,0
4553.968819,0
4533.869429,0
4416.592804,0
4440.481505,0
4474.325871,0
4480.298651,0
4489.257957,0
4441.476894,0
4536.949856,0
4478.307716,0
4460.389669,0
4540.559657,0
4555.507107,0
4544.635189,0
4503.100487,0
4216.574558,0
4557.302382,0
4511.159164,0
4519.123477,0
4524.101237,0
4538.941066,0
4544.914741,0
4555.960053,0
4555.960053,0
4535.05248,0
4526.092354,0
4517.132387,0
4516.042626,0
4508.172579,0
4536.04806,0
4536.04806,0
4536.04806,0
4536.04806,0
4394.695894,6
4481.294121,0
4506.181532,0
4506.181532,0
4529.079045,0
4494.235419,0
4544.012764,0
4541.741186,0
4556.955672,0
4556.955672,0
4556.955672,0
4556.955672,0
4550.795205,0
4546.99956,0
4527.087916,0
4542.021576,0
4551.884115,0
4539.034809,0
4487.266986,0
4513.15023,0
4536.04806,0
4547.901604,0
4558.760467,0
4557.951294,0
4556.955672,0
4557.951294,0
4546.99956,0
4547.995163,0
4553.968819,0
4553.968819,0
4104.27253,0
4558.946918,0
4558.946918,0
4558.946918,0
4176.883288,0
4388.821368,0
4277.366596,0
4270.40162,0
4431.619343,0
4446.453868,0
4439.582188,0
4537.137644,0
4302.242439,0
4257.46697,5
4469.444037,0
4264.431732,0
4438.586825,0
4438.586825,0
4460.485287,0
4383.845116,0
4467.453189,0
4367.921474,0
4555.866657,0
4455.508276,0
4439.582188,0
4490.348427,0
4507.27168,0
4413.703434,0
4480.393844,0
4446.549786,0
4554.964435,0
4491.343897,0
4474.421192,0
4479.398397,0
4456.503674,0
4491.343897,0
4312.193177,4
4455.508276,0
4487.362031,0
4321.149037,0
4461.480696,0
4505.280679,0
4510.258197,0
4508.267184,0
4434.605394,0
4376.878454,0
4555.960053,0
4359.959862,0
4509.262689,0
4527.182126,0
4456.503674,0
4518.222327,0
4493.334842,0
4505.280679,0
4554.062472,0
4537.137644,0
4476.412068,0
4516.231283,0
4559.756134,0
4559.756134,0
4506.276179,0
4479.398397,0
4477.407509,0
4472.430324,0
4525.191046,0
4537.137644,0
4510.258197,0
4516.231283,0
4559.84923,0
4559.84923,0
4379.864153,0
4412.708125,0
4541.119906,0
4527.182126,0
4398.774034,0
4520.21338,0
4433.610041,0
4534.150968,0
4534.150968,0
4528.177669,0
4545.102199,0
4478.402952,0
4453.517486,0
4488.357495,0
4503.289686,0
4532.15986,0
4544.106623,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4559.942543,0
4527.182126,0
4531.16431,0
4495.325795,0
4513.244731,0
4514.240246,0
4550.080109,0
4537.137644,0
4549.084523,0
4528.177669,0
4547.093357,0
4538.133207,0
4538.133207,0
4553.066878,0
4550.080109,0
4544.106623,0
4551.075697,0
4549.084523,0
4549.084523,0
4541.119906,0
4541.119906,0
4553.066878,0
4549.084523,0
4549.084523,0
4559.040469,0
4559.040469,0
4543.111049,0
4550.080109,0
4554.062472,0
4554.062472,0
4557.049265,0
4557.049265,0
4556.053665,0
4557.049265,0
4535.146525,0
4545.102199,0
4557.049265,0
4546.097777,0
4560.036074,0
4560.036074,0
4560.036074,0
4560.036074,0
4560.036074,0
2513.534961,0
4559.040469,0
4560.036074,0
4561.031682,0
4561.031682,0
4539.128771,0
4535.146525,0
4513.244731,0
4561.031682,0
4536.142083,0
4554.062472,0
