@relation 'Ant15BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-3,5-18,29-30-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-unset-class-temporarily-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.supervised.instance.SMOTE-C0-K5-P77.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R2,4-5,8,10'

@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute #BugsBinary {0,1}

@data
0.875979,0.951425,0.878711,0.883193,0.696074,1
0.899258,0.990171,0.901518,0.905041,0.85359,1
0.936493,0.97483,0.93799,0.940181,0.818031,0
0.904184,0.940383,0.906483,0.909801,0.647549,1
0.94774,0.957501,0.963355,0.965079,0.814051,1
0.954677,0.612105,0.956364,0.958706,0.821602,0
0.996774,0.995559,0.995448,0.996332,0.951395,1
0.8174,0.800812,0.822157,0.828637,0.749489,1
0.941316,0.92785,0.942713,0.944944,0.872573,0
0.928794,0.939551,0.930544,0.933065,0.804713,1
0.611632,0.899437,0.620716,0.634015,0.316631,1
0.824183,0.9452,0.833478,0.84523,0.622503,1
0.509008,0.903124,0.471152,0.493745,0.331067,1
0.924296,0.950133,0.926094,0.928772,0.781324,1
0.989925,0.990171,0.990205,0.99051,0.90649,0
0.882472,0.994371,0.898667,0.895052,0.896938,1
0.969775,0.990171,0.970482,0.971515,0.890278,1
0.797545,0.833013,0.802595,0.809623,0.350412,1
0.85479,0.945467,0.858137,0.863274,0.7595,1
0.970243,0.981957,0.970974,0.971986,0.882496,0
0.996942,0.989313,0.997114,0.997159,0.978681,0
0.921383,0.963468,0.923277,0.925948,0.728378,0
0.943977,0.958363,0.945415,0.947313,0.842772,0
0.843748,0.953711,0.847269,0.852812,0.718072,1
0.626518,0.926601,0.634185,0.643841,0.484034,1
0.728484,0.926788,0.734739,0.744119,0.380241,1
0.597543,0.919679,0.606712,0.620682,0.44861,1
0.903991,0.99259,0.903447,0.916406,0.896556,1
0.343965,0.719905,0.365004,0.39423,0.147843,1
0.713341,0.936151,0.720033,0.729889,0.596592,1
0.856413,0.97483,0.859773,0.864705,0.818031,0
0.861953,0.984383,0.865278,0.869939,0.927795,0
0.984621,0.995035,0.979093,0.994052,0.925116,1
-1,0.906159,-1,-1,0.274641,0
0.915454,0.858648,0.922891,0.922628,0.705632,1
0.909798,0.972506,0.911827,0.915009,0.766452,0
0.746024,0.932096,0.751788,0.76071,0.562057,0
0.959125,0.971336,0.960218,0.961558,0.893727,0
0.952145,0.990171,0.953241,0.954893,0.874934,1
0.542514,0.92408,0.49332,0.456005,0.492778,1
0.927354,0.958363,0.92909,0.931627,0.795313,0
0.973628,0.951579,0.974373,0.975316,0.919663,0
0.934479,0.981957,0.936068,0.93829,0.898276,1
0.84483,0.963468,0.848436,0.853784,0.702984,1
0.95855,0.959777,0.959681,0.961072,0.911745,1
0.983739,0.954903,0.984235,0.984818,0.893727,0
0.999496,0.997505,0.999315,0.999533,0.978681,0
0.962723,0.985409,0.963617,0.964873,0.855596,0
0.999461,0.989313,0.9994,0.999529,0.9705,0
0.966752,0.995035,0.967464,0.968656,0.911012,0
0.547034,0.877981,0.576737,0.576081,0.479477,1
0.714348,0.913006,0.721066,0.730847,0.366216,0
0.784047,0.867738,0.753318,0.77228,0.361156,1
0.990757,0.949122,0.991036,0.991448,0.882496,0
0.917493,-1,0.922581,0.927376,0.695395,0
0.945093,0.990171,0.946376,0.948255,0.890278,0
0.807114,0.842771,0.811736,0.818656,0.491213,1
0.591972,0.920129,0.601357,0.615669,0.480162,1
0.973628,0.951579,0.974373,0.975316,0.919663,0
0.983598,0.807075,0.98464,0.985277,0.925614,0
0.844558,0.950411,0.863345,0.881111,0.77657,1
0.933939,0.968953,0.935576,0.937819,0.863977,1
0.998957,0.986836,0.99906,0.999054,0.949132,0
0.999461,0.989313,0.999274,0.999529,0.9705,0
0.891089,0.960728,0.893625,0.897442,0.803171,1
0.682636,0.928006,0.689907,0.700929,0.503322,1
0.662965,0.919679,0.670825,0.682409,0.486345,0
-0.037396,0.997505,-0.014406,0.020278,0.978681,0
0.842741,0.949164,0.846515,0.8519,0.758317,1
0.937537,0.99259,0.938997,0.941131,0.904041,0
0.970303,0.990591,0.978014,0.976764,0.90126,1
0.985391,0.99259,0.985733,0.98623,0.911745,0
0.955048,0.990171,0.966254,0.965358,0.889227,1
0.928823,0.945204,0.930587,0.933067,0.80094,1
0.686176,0.893231,0.69415,0.703314,0.338773,1
0.989714,0.943384,0.990249,0.990514,0.936138,0
-0.012571,0.90783,0.010042,0.043996,0.316631,0
0.964162,0.973744,0.965026,0.966286,0.874934,0
0.999496,0.997505,0.99953,0.999529,0.9705,0
0.955024,0.950133,0.95617,0.95776,0.851456,0
0.99795,0.984383,0.998098,0.998109,0.936138,0
0.900513,0.925455,0.903155,0.906494,0.851456,0
0.946064,0.97483,0.947337,0.949201,0.818031,0
0.900974,0.971694,0.902371,0.90646,0.882336,1
0.560791,0.895465,0.582075,0.586931,0.428899,1
0.901703,0.973744,0.903867,0.907402,0.828344,1
0.779836,0.948672,0.785055,0.79256,0.665288,0
0.843152,0.959046,0.84678,0.847161,0.716506,1
0.955599,0.976179,0.95664,0.958213,0.889291,0
0.922335,0.849532,0.919802,0.927789,0.701595,1
0.124507,0.870908,0.143813,0.173966,0.107757,1
0.950022,0.963118,0.951295,0.952998,0.860979,0
0.926743,0.931318,0.928643,0.931166,0.804713,1
0.880782,0.941896,0.88554,0.88914,0.835497,1
0.591001,0.921682,0.600345,0.614511,0.470429,1
0.984852,0.979555,0.985308,0.985767,0.893727,0
0.759966,0.903373,0.765585,0.774028,0.665702,1
0.639689,0.894707,0.648126,0.660563,0.462879,0
0.2954,0.75405,0.098985,0.317815,0.020887,1
0.96776,0.987777,0.968536,0.96962,0.87692,0
0.844495,0.886847,0.848253,0.853795,0.707307,0
0.687891,0.9321,0.691518,0.703285,0.597693,1
0.92829,0.949122,0.930097,0.932579,0.867594,1
0.898048,0.945333,0.896253,0.89865,0.740996,1
0.855649,0.907887,0.859076,0.864214,0.694173,1
0.93088,0.960728,0.932579,0.934956,0.83177,0
0.926815,0.943172,0.928554,0.931146,0.715924,0
0.989889,0.986836,0.990227,0.99051,0.949132,0
0.891447,0.925455,0.894117,0.89793,0.81023,0
0.597155,0.916626,0.593942,0.608177,0.46227,1
0.943042,0.97483,0.944386,0.946352,0.818031,0
0.981115,0.935191,0.981753,0.982433,0.911745,0
0.996474,1,0.996623,0.996685,1,0
0.917353,0.972506,0.919274,0.92214,0.788719,0
0.999461,0.989313,0.999421,0.999525,0.962526,0
0.614254,0.907462,0.622624,0.633081,0.341264,1
0.357926,0.836393,0.347738,0.38491,0.335952,1
0.997985,0.997505,0.998076,0.998105,0.9705,1
0.966752,0.995035,0.967508,0.96866,0.918204,1
0.746488,0.915399,0.752398,0.761219,0.554308,1
0.994459,0.995035,0.994588,0.994771,0.925614,0
0.90011,0.95354,0.916,0.920763,0.788457,1
0.972294,0.995035,0.972942,0.973885,0.925614,0
0.840185,0.940905,0.843825,0.849486,0.667907,1
0.992912,0.959105,0.99309,0.993362,0.704741,0
0.975713,0.965535,0.976363,0.977204,0.874934,0
0.96859,0.949122,0.969476,0.970565,0.890278,0
0.979743,0.967977,0.980299,0.981005,0.904041,0
0.608067,0.917461,0.617091,0.63065,0.514149,1
0.986363,0.984383,0.986651,0.987176,0.904041,0
0.766124,0.939551,0.771825,0.779752,0.830375,0
0.810939,0.921667,0.81527,0.821957,0.564536,1
0.455234,0.958363,0.46792,0.486398,0.851456,0
0.99795,0.981957,0.99801,0.998105,0.90649,0
0.925843,0.958363,0.927728,0.930228,0.851456,0
0.843787,0.958849,0.847901,0.853472,0.713318,1
0.690771,0.956963,0.697776,0.708504,0.586401,1
0.987839,0.973744,0.988193,0.988611,0.90649,0
0.988603,0.916323,0.989004,0.989553,0.890278,0
0.806239,0.924127,0.809087,0.783943,0.56312,1
0.999426,0.981124,0.999213,0.999529,0.9705,0
0.766257,0.771919,0.783655,0.784886,0.665438,1
0.572298,0.907088,0.582097,0.596941,0.479477,1
0.53708,0.891505,0.54762,0.563707,0.291061,1
0.909297,0.824117,0.91161,0.914982,0.36818,0
0.944481,0.934075,0.945581,0.947742,0.495613,0
0.926684,0.976902,0.926395,0.93158,0.794127,1
0.955167,0.99259,0.956193,0.957742,0.896556,0
0.955563,0.960728,0.956618,0.958207,0.809974,0
0.985391,0.99259,0.985711,0.986227,0.904041,0
0.134831,0.940341,0.154082,0.183493,0.499094,1
0.635047,0.930397,0.644405,0.651843,0.520204,1
0.973663,0.959777,0.974395,0.975316,0.919663,0
0.946568,0.979555,0.94792,0.94969,0.893727,0
0.810589,0.946648,0.815034,0.821508,0.542253,0
0.937143,0.968821,0.950599,0.95677,0.85651,1
0.807712,0.904529,0.814693,0.820037,0.522961,1
0.61872,0.938254,0.627269,0.640608,0.534417,1
0.998349,0.959777,0.998208,0.998584,0.936138,0
0.604524,0.903969,0.610135,0.620343,0.41486,1
0.947575,0.984383,0.948747,0.950611,0.875431,0
0.599835,0.893272,0.615272,0.590562,0.280207,1
0.998453,0.984383,0.998546,0.99858,0.927795,0
0.93437,0.943172,0.93609,0.93829,0.770638,0
0.92883,0.945467,0.930611,0.933068,0.791825,1
0.983376,0.995035,0.983787,0.984331,0.93324,0
0.860367,0.956024,0.863662,0.868492,0.773641,0
0.999461,0.989313,0.999552,0.999533,0.978681,0
0.546595,0.828731,0.556738,0.572724,-0.645821,0
0.954052,0.965535,0.955187,0.956796,0.882496,1
0.973194,0.958363,0.973948,0.974849,0.851456,1
0.952073,0.968953,0.953175,0.954887,0.81701,0
0.572009,0.852289,0.579136,0.611449,-0.067802,1
0.89206,0.945467,0.894609,0.898392,0.7377,1
0.994459,0.995035,0.994588,0.994771,0.925614,0
0.906309,0.995035,0.908474,0.911696,0.918204,0
0.926347,0.967977,0.928129,0.930681,0.889291,1
0.815899,0.923087,0.820304,0.826723,0.781064,0
0.972797,0.985409,0.973478,0.97437,0.863977,0
0.976112,0.943384,0.976811,0.977689,0.919663,0
0.618174,0.943172,0.627082,0.640165,0.730379,1
0.831549,0.913377,0.835485,0.841435,0.601309,1
0.912316,0.981957,0.914423,0.917404,0.898276,1
0.569322,0.87837,0.57912,0.594093,0.023589,1
0.644546,0.91914,0.654522,0.674744,0.315292,1
0.58886,0.850551,0.598104,0.612594,-0.187618,1
0.929734,0.97797,0.931858,0.934112,0.893421,1
0.972174,0.840134,0.972935,0.974367,0.87692,0
0.6423,0.69738,0.65109,0.663862,0.340787,1
0.955024,0.947787,0.95626,0.957756,0.821602,0
0.96492,0.788537,0.966568,0.967725,0.863977,1
0.953197,0.87616,0.954629,0.956332,0.842772,0
0.945488,0.956024,0.94689,0.948737,0.821602,0
0.93196,0.954847,0.933197,0.93587,0.529223,0
0.954066,0.966456,0.955049,0.956044,0.9339,1
0.663551,0.932435,0.671167,0.682867,0.405055,1
0.810085,0.972506,0.814543,0.821038,0.804713,0
0.99795,0.981957,0.997988,0.998094,0.882496,0
0.872503,0.968779,0.883444,0.881627,0.796743,1
0.85894,0.952823,0.866538,0.860972,0.710508,1
0.952001,0.952505,0.953219,0.95489,0.824276,0
0.693892,0.849718,0.701051,0.711818,0.30407,1
0.999461,0.989313,0.999486,0.999529,0.9705,0
0.991869,0.978639,0.992128,0.992401,0.93324,0
0.983376,0.99259,0.983765,0.984331,0.911745,0
0.655919,0.932096,0.663864,0.675756,0.600166,1
0.900404,0.969115,0.906908,0.911374,0.81629,1
0.546968,0.873861,0.557329,0.573206,0.479477,1
0.252022,0.755316,0.243827,0.344682,0.166502,1
0.846741,0.657738,0.850763,0.856585,0.053483,1
0.841192,0.947787,0.8449,0.850444,0.752788,0
0.406968,0.936151,0.420581,0.440814,0.614254,1
0.764984,0.904911,0.774029,0.779797,0.620044,1
0.91782,0.964264,0.919811,0.922621,0.804713,0
0.694539,0.415345,0.703238,0.714228,0.376339,0
0.364846,0.97718,0.379416,0.400941,0.847433,0
0.638766,0.894492,0.647117,0.659616,0.278286,1
0.310037,0.732078,0.326306,0.350126,0.050219,1
0.996474,0.995035,0.996645,0.996685,0.957394,0
0.831624,0.945467,0.835694,0.841445,0.775206,1
0.898681,0.966595,0.900915,0.904563,0.781324,0
0.78545,0.746713,0.791234,0.798702,0.643647,1
0.637843,0.928006,0.646184,0.658671,0.478253,1
0.917893,0.99259,0.919788,0.922614,0.896556,1
0.988413,0.995035,0.988707,0.989078,0.93324,0
0.989854,0.978639,0.990227,0.990514,0.957394,0
0.376711,0.917461,0.390939,0.412294,0.520881,0
0.987335,0.976179,0.987657,0.988136,0.927795,0
0.394353,0.913832,0.407777,0.428882,0.335952,1
0.954556,0.967977,0.955745,0.957285,0.936138,1
0.908791,0.972506,0.910843,0.91407,0.788719,0
0.904039,0.916138,0.906349,0.909801,0.732512,1
0.901272,0.990504,0.913183,0.915793,0.897185,1
0.925916,0.984383,0.92757,0.930199,0.875431,0
0.923434,0.99259,0.925132,0.927829,0.882249,0
0.720901,0.724733,0.749398,0.788207,0.064686,1
0.883424,0.936066,0.886291,0.890339,0.83949,1
0.966213,0.984383,0.967105,0.968199,0.927795,0
0.758108,0.92996,0.763664,0.77211,0.557968,1
0.834217,0.959679,0.838013,0.843802,0.715924,1
0.980282,0.971336,0.980858,0.981495,0.893727,0
0.961216,0.964055,0.962386,0.962676,0.859363,1
0.320218,0.687329,0.336399,0.360103,0.335952,1
0.976686,0.957327,0.977325,0.97815,0.867594,0
0.983376,0.995035,0.983721,0.984325,0.918204,0
0.965064,0.94669,0.964855,0.967254,0.893727,1
0.996438,0.97483,0.996448,0.996681,0.842772,0
0.901739,0.981957,0.903933,0.907411,0.84693,0
0.964738,0.990171,0.965562,0.966768,0.890278,0
0.999461,0.989313,0.999552,0.999529,0.9705,0
0.796413,0.942539,0.801166,0.808203,0.636517,0
0.868277,0.925455,0.87151,0.876098,0.818031,0
0.994962,0.995035,0.995147,0.995257,0.949132,1
0.963306,0.933367,0.96348,0.962455,0.870039,1
0.943764,0.895109,0.945281,0.947309,0.707307,0
0.848607,-0.081257,0.866773,0.872773,0.270089,1
-0.240257,-0.357955,-0.209416,-0.163999,-0.81714,1
0.985895,0.995035,0.986247,0.986705,0.93324,0
0.868537,0.983066,0.871533,0.876087,0.795313,1
0.998453,0.989313,0.998502,0.998576,0.962526,0
0.789243,0.952737,0.843588,0.787554,0.751662,1
0.900265,0.99259,0.902548,0.906,0.896556,1
0.997985,0.997505,0.998098,0.998105,0.9705,0
0.947575,0.984383,0.948858,0.950628,0.911745,0
0.96517,0.971336,0.96601,0.96725,0.885217,0
0.556154,0.885004,0.566308,0.581743,0.307135,1
0.998957,0.986836,0.999016,0.999051,0.94108,0
0.817096,0.94655,0.821381,0.827676,0.617794,1
0.96823,0.99027,0.968875,0.971113,0.912469,1
0.875084,0.995035,0.877882,0.882255,0.897294,1
0.90001,0.923087,0.90248,0.906,0.788719,0
0.980144,0.087302,0.982205,0.984339,0.885217,0
0.915842,0.972506,0.917798,0.920715,0.788719,0
-0.105195,0.850551,-0.082,-0.043941,-1,1
0.955563,0.953711,0.956707,0.958231,0.800469,0
0.861915,0.964264,0.865278,0.869943,0.830375,0
0.906029,0.940406,0.920104,0.915639,0.730755,1
0.901162,0.967977,0.9036,0.906964,0.927795,0
