@relation 'Ant16BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-3,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.supervised.instance.SMOTE-C0-K5-P583.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R2,4-5,8,10'

@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute #BugsBinary {0,1}

@data
0.952854,0.99241,0.956236,0.960893,0.888838,1
0.641995,0.958197,0.687728,0.683534,0.629595,1
0.221623,0.814422,0.498342,0.281299,-0.216289,1
0.988168,0.99685,0.988569,0.989063,0.939202,0
0.909275,0.984604,0.896146,0.911145,0.879001,1
0.861783,0.975531,0.866086,0.872395,0.902711,1
0.451997,0.928792,0.468681,0.49321,0.417539,1
0.878523,0.96961,0.882485,0.887817,0.752879,1
0.899656,0.987592,0.902675,0.907279,0.861848,0
-0.057671,0.998418,-0.026723,0.018881,0.979918,0
0.741422,0.913927,0.749472,0.761343,0.52183,1
-0.144909,0.85934,0.064612,0.125935,-0.493905,1
0.972967,0.958329,0.974007,0.975281,0.925739,0
0.682651,0.951263,0.692733,0.706708,0.583981,0
0.577811,0.699546,0.592359,0.611581,0.341166,1
0.991769,0.99376,0.991972,0.992398,0.91261,0
0.604702,0.955175,0.616519,0.634389,0.319446,1
0.533694,0.936429,0.547122,0.561969,0.468161,1
0.48414,0.663871,0.499356,0.52417,0.1633,1
0.894978,0.982971,0.898396,0.903029,0.932688,0
0.741631,0.946817,0.749562,0.761319,0.598705,0
0.575325,0.94999,0.588436,0.607319,0.494851,0
0.822813,0.994717,0.824864,0.864594,0.818285,1
0.746141,0.907091,0.697041,0.768102,0.499257,1
0.98251,0.995297,0.98306,0.983834,0.918976,0
0.878033,0.959265,0.882304,0.887418,0.762213,1
0.969136,0.99376,0.970106,0.971474,0.898769,0
0.955524,0.96139,0.957095,0.959115,0.878584,0
0.969076,0.90329,0.952656,0.962318,0.840401,1
0.996305,0.984531,0.996597,0.99668,0.959858,0
0.749555,0.900675,0.729312,0.734094,0.526895,1
0.875059,0.962883,0.876351,0.876963,0.830142,1
0.730946,0.953855,0.73935,0.75136,0.562171,0
0.841453,0.969216,0.846621,0.853587,0.825251,0
0.925932,0.995297,0.928257,0.931539,0.9124,0
0.761212,0.891019,0.769233,0.779882,0.643146,0
0.905826,0.987592,0.908857,0.913008,0.905596,0
0.514523,0.903432,0.527455,0.556573,0.305861,1
0.921672,0.97526,0.924301,0.92774,0.898769,0
0.929435,0.978381,0.931715,0.934864,0.845086,0
0.920226,0.989134,0.922633,0.926297,0.888013,1
0.996913,0.998418,0.997124,0.997155,0.979918,0
0.950571,0.987592,0.952113,0.95435,0.879433,0
0.864295,0.933661,0.868828,0.87497,0.83145,0
0.512876,0.849569,0.555017,0.609078,0.334544,1
0.997942,0.998418,0.998092,0.998102,0.972912,0
0.87086,0.978661,0.874894,0.880671,0.76413,0
0.969088,0.980112,0.970221,0.971486,0.820127,0
0.99682,0.978381,0.996982,0.997152,0.872523,0
0.988168,0.99685,0.988569,0.989063,0.939202,0
0.999486,0.998418,0.999093,0.999532,0.979918,0
0.997334,0.986106,0.997453,0.997631,0.979918,0
0.996399,1,0.996597,0.99668,1,0
0.976851,0.99376,0.977665,0.978612,0.91261,1
0.947533,0.99376,0.948983,0.951483,0.851119,1
0.936415,0.980812,0.939058,0.941769,0.879618,1
0.63876,0.9596,0.642446,0.693959,0.695268,1
0.990413,0.950606,0.99081,0.991436,0.892132,0
-0.111913,0.851293,0.175609,0.114951,-0.785529,1
0.629637,0.951028,0.641347,0.657724,0.723784,1
0.629236,0.952551,0.640917,0.657261,0.586812,1
0.988027,0.976809,0.988401,0.989059,0.9124,0
0.661714,0.928971,0.675352,0.686291,0.582301,1
0.670489,0.912603,0.72841,0.712657,0.525328,1
0.909788,-1,0.918291,0.925371,0.693441,0
0.929435,0.979896,0.931715,0.934878,0.892554,0
0.88773,0.964842,0.891275,0.896352,0.730755,0
0.852665,0.956857,0.857519,0.864053,0.84001,0
0.997942,0.998418,0.998092,0.998102,0.972912,0
0.492009,0.909949,0.507509,0.530289,0.070754,0
0.937616,0.97526,0.939629,0.942469,0.885686,1
0.861717,0.973719,0.866096,0.872368,0.871972,1
0.935141,0.983059,0.937195,0.940096,0.83145,0
0.924625,0.974384,0.909978,0.952176,0.827419,1
0.867261,0.989134,0.871557,0.877359,0.932688,0
0.989664,0.99069,0.99012,0.990496,0.952789,0
0.401682,0.923814,0.419722,0.44661,0.414556,0
0.879977,0.963353,0.882153,0.887725,0.821065,1
0.534782,0.676479,0.506446,0.562608,0.313853,1
0.9552,0.987592,0.956654,0.958639,0.898769,0
0.918257,0.988368,0.917331,0.9209,0.885893,1
0.983024,0.99685,0.983587,0.984309,0.939202,0
0.682142,0.931482,0.696537,0.735146,0.471674,1
0.521189,0.924995,0.492,0.543478,0.363465,1
0.723805,0.951295,0.732346,0.744705,0.421462,0
0.878772,0.962733,0.883891,0.888387,0.820476,1
0.881988,0.970001,0.867837,0.881865,0.835649,1
0.987654,0.966196,0.987527,0.988542,0.393666,0
0.792103,0.970704,0.798712,0.80794,0.824816,0
0.95459,0.967743,0.956156,0.958171,0.81258,0
0.845782,0.932151,0.850835,0.85785,0.798066,0
0.999486,0.998418,0.999474,0.999528,0.972912,0
0.529142,0.949392,0.613864,0.620898,0.297234,1
0.679055,0.939238,0.689148,0.703367,0.363714,0
0.971193,0.99073,0.972156,0.973383,0.872523,0
0.88262,0.962331,0.893294,0.893239,0.844918,1
0.974511,0.955223,0.975474,0.976707,0.885475,0
0.629599,0.951849,0.641248,0.657328,0.65213,1
0.930882,0.966035,0.933181,0.936286,0.838712,0
0.880337,0.970227,0.887019,0.895554,0.827764,1
0.680365,0.952533,0.755773,0.767436,0.57327,1
0.831272,0.978661,0.836537,0.844068,0.76413,0
0.89799,0.989918,0.897991,0.901449,0.828173,1
0.484624,0.703076,0.499479,0.523726,-0.100798,1
0.629616,0.951316,0.641058,0.657513,0.702245,1
0.786383,0.869262,0.793636,0.802844,0.574032,1
0.78584,0.870281,0.79289,0.802545,0.575021,1
0.871324,0.976881,0.875304,0.881133,0.800271,0
0.918077,0.985023,0.919236,0.924207,0.885598,1
0.763631,0.86687,0.77154,0.782253,0.549159,1
0.503793,0.638297,0.532936,0.528131,0.263469,1
0.998131,0.95217,0.997992,0.998582,0.939822,0
0.690079,0.969694,0.686824,0.710115,0.670605,1
0.990226,0.995297,0.990647,0.990976,0.939822,0
0.888343,0.980112,0.891861,0.896834,0.784337,1
0.683056,0.946817,0.693034,0.707162,0.663446,0
0.670625,0.915071,0.671197,0.696614,0.579225,1
0.677538,0.969758,0.694747,0.725753,0.739927,1
0.099768,0.626644,0.13048,0.04004,0.136254,1
0.955663,0.963119,0.944152,0.963037,0.883119,1
0.987654,0.995297,0.988128,0.988599,0.939822,1
0.961934,0.99073,0.96316,0.964823,0.865377,0
0.929435,0.979896,0.931601,0.934851,0.841307,0
0.539851,0.94633,0.553947,0.574505,0.510831,1
0.458312,0.923948,0.522673,0.535447,0.374118,1
0.949639,0.984156,0.949133,0.953683,0.833736,1
0.519179,0.724873,0.519801,0.578717,0.046417,1
0.958238,0.979896,0.95973,0.961503,0.899821,0
0.566144,0.946622,0.579305,0.598749,0.306588,0
0.900219,0.99073,0.903231,0.907757,0.826558,1
0.801202,0.935204,0.807289,0.816463,0.5157,0
0.918346,0.931023,0.921253,0.924892,0.725386,0
0.536021,0.944499,0.550921,0.566068,0.382574,1
0.919244,0.976448,0.933986,0.923753,0.88567,1
0.925369,0.986066,0.927759,0.931064,0.871884,0
0.567342,0.95486,0.600871,0.613455,0.3281,1
0.811071,0.960098,0.817111,0.825525,0.757499,0
0.887404,0.97686,0.886787,0.907343,0.865913,1
0.443977,0.970704,0.461269,0.485666,0.859921,0
0.777659,0.961559,0.784402,0.794596,0.723555,0
0.562107,0.952946,0.60837,0.580458,0.426678,1
0.7858,0.892588,0.792578,0.803382,0.572021,1
0.214388,0.876882,0.24538,0.260696,0.002464,1
0.748439,0.865351,0.686532,0.76645,0.54395,1
0.689231,0.966526,0.667286,0.683195,0.729743,1
0.903769,0.981578,0.90669,0.911085,0.78567,0
0.856165,0.920099,0.860827,0.867368,0.460861,0
0.951133,0.99376,0.95264,0.954829,0.885686,0
0.953045,0.895326,0.954962,0.957193,0.697971,0
0.755867,0.931987,0.771539,0.773284,0.543461,1
0.5423,0.909949,0.55594,0.576851,0.009362,0
0.897258,0.931023,0.900654,0.905384,0.690183,0
0.94432,0.991242,0.943604,0.946678,0.828374,1
0.890819,0.987756,0.893392,0.898336,0.787423,1
0.878711,0.961486,0.88336,0.88874,0.823672,1
0.510757,0.907707,0.525727,0.547878,0.479377,0
0.944399,0.986066,0.946279,0.948668,0.899821,0
0.845566,0.972207,0.850515,0.857378,0.845086,0
0.415525,0.914223,0.433233,0.459453,0.262595,0
0.680469,0.971449,0.707312,0.704404,0.733947,1
0.935203,0.979352,0.938622,0.940303,0.879945,1
0.999345,0.979952,0.999173,0.999528,0.972912,0
0.721804,0.961196,0.730167,0.742782,0.438135,0
0.666384,0.960698,0.666647,0.689215,0.591615,1
0.073916,0.87421,-0.128301,-0.081213,-0.038879,1
0.578746,0.903537,0.591395,0.610615,-0.10333,0
0.806598,0.964996,0.812689,0.821254,0.571001,0
0.806084,0.981578,0.812191,0.820782,0.818161,0
0.935655,0.987592,0.937608,0.940558,0.867512,0
0.495421,0.645066,0.518792,0.533692,0.294058,1
0.961325,0.978381,0.962604,0.964337,0.845086,0
0.983444,0.982971,0.984085,0.984785,0.918976,0
0.967078,0.992237,0.968142,0.969576,0.885475,0
0.97924,0.898202,0.980183,0.981457,0.85842,0
-0.201504,0.746637,-0.050384,-0.130521,-0.999538,1
0.874107,0.969321,0.87546,0.886237,0.806182,1
0.749718,0.882433,0.758143,0.761512,0.538987,1
0.65891,0.73212,0.659237,0.618806,0.418238,1
0.347749,0.984555,0.367699,0.396284,0.85842,0
0.786718,0.862033,0.793693,0.803647,0.575833,1
0.98943,0.958329,0.990149,0.9905,0.939822,0
0.979843,0.979896,0.980626,0.981468,0.899821,0
0.973014,0.964488,0.974035,0.975281,0.925739,0
0.479764,0.951966,0.500735,0.531342,0.479728,1
-0.051882,0.713428,0.065803,0.033501,0.194237,1
0.636757,0.948299,0.637391,0.658057,0.355891,1
0.944913,0.986066,0.94669,0.949132,0.878584,0
0.986561,0.995068,0.981727,0.981434,0.924272,1
0.527753,0.867273,0.542028,0.563557,-0.611862,0
0.522094,0.928523,0.521601,0.553538,0.407109,1
0.998748,0.987502,0.998161,0.998144,0.871173,1
0.916036,0.98642,0.921755,0.921876,0.887025,1
0.067139,0.600352,0.259553,0.286367,0.400491,1
0.593749,0.928604,0.606462,0.624461,0.296401,0
0.965487,0.989134,0.966705,0.968154,0.932688,0
0.861505,0.969216,0.866047,0.87213,0.832535,1
0.924389,0.99685,0.926618,0.9301,0.90853,0
0.980967,0.99685,0.981622,0.982411,0.945903,0
0.946856,0.983019,0.942622,0.950104,0.860565,1
0.921564,0.989189,0.925525,0.931379,0.885042,1
0.827682,-0.61861,0.838648,0.848814,0.349518,0
0.680388,0.922153,0.677475,0.695949,0.515627,1
0.646696,0.963415,0.657388,0.673372,0.656703,0
0.92532,0.976881,0.927672,0.931054,0.812142,0
0.875001,0.967179,0.869261,0.874965,0.831093,1
0.970115,0.930741,0.962359,0.955252,0.880474,1
0.865254,0.989237,0.869385,0.875435,0.812142,0
0.923633,0.955377,0.926149,0.929642,0.798066,0
0.948224,0.984907,0.949238,0.953519,0.834045,1
0.865176,0.967262,0.878192,0.887086,0.833901,1
0.989664,0.99069,0.99012,0.990496,0.952789,0
0.42561,0.639292,0.343446,0.513331,0.213142,1
0.906806,0.975396,0.909622,0.913947,0.804566,0
0.952552,0.612481,0.955258,0.958647,0.832535,0
0.914149,0.989314,0.910565,0.923752,0.84224,1
0.985455,0.976809,0.986106,0.986697,0.939822,0
0.971193,0.99685,0.972099,0.973372,0.932688,0
0.994553,0.995249,0.997228,0.992605,0.944405,1
0.871324,0.971034,0.875246,0.881127,0.706882,0
0.921061,0.96139,0.923861,0.927277,0.899821,0
0.964733,0.992517,0.956315,0.976486,0.903673,1
0.975213,0.981426,0.976056,0.977172,0.885686,0
0.76697,0.976881,0.774152,0.784629,0.794642,0
0.53799,0.658284,0.573895,0.539985,0.276274,1
0.667899,0.96122,0.683948,0.693626,0.629438,1
0.382395,0.94896,0.401179,0.428569,0.557552,0
0.712502,0.964068,0.721581,0.73427,0.665806,0
0.973014,0.964488,0.974035,0.975281,0.925739,0
0.677807,0.949637,0.687511,0.701565,0.496719,1
0.945894,0.976881,0.947774,0.950094,0.859921,0
0.914642,0.986758,0.920201,0.921162,0.886143,1
0.222877,0.846008,0.246481,0.281222,-0.026991,1
0.692494,0.921525,0.693325,0.712153,0.522398,1
0.947787,0.988027,0.95049,0.952162,0.850655,1
0.747634,0.867393,0.759003,0.784709,0.560236,1
0.880016,0.969216,0.88395,0.889235,0.818161,1
0.976851,0.99685,0.977523,0.978598,0.926362,0
0.952676,0.995297,0.954078,0.956262,0.918976,0
0.748114,0.905759,0.763581,0.772488,0.547513,1
0.57841,0.942026,0.540236,0.568429,0.274837,1
0.838168,0.940085,0.843602,0.850743,0.780445,0
0.552082,0.946351,0.599328,0.605885,0.532125,1
0.911386,0.969216,0.914308,0.918229,0.811265,0
0.921818,0.995297,0.924156,0.927726,0.89382,0
0.903828,0.991455,0.919996,0.909947,0.907265,1
0.996866,0.992261,0.997095,0.997155,0.979918,0
0.998316,0.979952,0.998394,0.998574,0.966089,0
0.984069,0.992501,0.990051,0.981041,0.938854,1
0.994947,0.991307,0.991072,0.992216,0.95888,1
0.869732,0.966285,0.873579,0.879698,0.722066,0
0.770516,0.873544,0.790763,0.764652,0.547019,1
0.980591,0.946013,0.981481,0.982408,0.918976,0
0.671192,0.961215,0.67604,0.666573,0.626727,1
0.924195,0.964528,0.926792,0.930129,0.859921,0
0.999345,0.979952,0.999067,0.999528,0.972912,0
0.889194,0.986611,0.897896,0.899668,0.813993,1
0.910969,0.981578,0.913751,0.91775,0.804566,0
0.882373,0.978949,0.889644,0.893299,0.79628,1
0.507474,0.654636,0.525492,0.528314,0.268337,1
0.51155,0.871631,0.526857,0.548818,0.273156,1
0.953609,0.979896,0.955131,0.957206,0.865377,0
0.891671,0.988034,0.898391,0.907692,0.826898,1
0.878108,0.995297,0.881839,0.887326,0.906015,0
0.772023,0.818028,0.779489,0.790347,0.496145,0
0.691844,0.950298,0.7015,0.715243,0.62335,0
0.884111,0.895326,0.888199,0.89349,0.692046,0
0.916985,0.893601,0.920113,0.923945,0.81258,0
0.59959,0.788756,0.608825,0.624895,0.320619,1
0.996352,0.983059,0.996373,0.996676,0.852516,0
0.938549,0.955377,0.940741,0.943435,0.81258,0
0.90666,0.952462,0.909766,0.913958,0.765252,0
-0.145616,0.912939,-0.113617,-0.063013,0.072803,0
0.872105,0.969216,0.87483,0.878043,0.821983,1
0.811687,0.964068,0.817609,0.826004,0.643384,0
0.913909,0.991946,0.947924,0.968701,0.928109,1
0.977833,0.983059,0.978032,0.979567,0.859921,0
0.997194,0.96139,0.997425,0.997627,0.892554,0
0.982997,0.855425,0.98447,0.985256,0.932688,0
0.987564,0.915243,0.987796,0.989059,0.9124,0
0.989711,0.99376,0.990092,0.990496,0.91261,0
0.824336,0.939238,0.829853,0.837881,0.629491,0
0.878616,0.979021,0.885017,0.894391,0.82562,1
0.98756,0.981426,0.988042,0.988595,0.91261,0
0.867511,0.969485,0.881231,0.876855,0.815586,1
0.939191,0.988603,0.947666,0.95001,0.881253,1
0.919712,0.975806,0.922308,0.925842,0.745305,0
0.505931,0.930896,0.532647,0.5731,0.412596,1
0.97125,0.86284,0.97227,0.97433,0.885475,1
0.994856,0.99685,0.995103,0.99525,0.952789,0
0.997334,0.979896,0.99726,0.997631,0.899821,0
0.902741,0.958741,0.905064,0.910095,0.350223,0
0.219093,0.867483,0.233488,0.262783,0.15435,1
0.886187,0.969216,0.889839,0.894929,0.798066,0
0.5808,0.916074,0.593744,0.612545,0.227102,0
0.509583,0.882925,0.52107,0.546588,0.504699,1
0.943899,0.947655,0.932025,0.942277,0.886883,1
0.456411,0.90112,0.508958,0.506532,0.341317,1
0.965535,0.99685,0.96659,0.96814,0.926362,0
0.877861,0.958353,0.881868,0.887326,0.824816,1
0.932585,0.983533,0.933914,0.939498,0.88555,1
0.638002,0.956399,0.699944,0.674192,0.751948,1
0.731248,0.92637,0.739692,0.751826,0.502215,0
0.715035,0.963259,0.716826,0.749057,0.717457,1
0.884495,0.974568,0.890031,0.895478,0.770657,1
0.528523,0.923484,0.542345,0.566283,0.444854,1
0.998971,0.99685,0.998975,0.999057,0.959858,0
0.935559,0.97526,0.937665,0.940579,0.905596,0
0.98335,0.967557,0.984028,0.984796,0.899821,0
0.886814,0.975387,0.886472,0.893376,0.812828,1
0.881658,0.986066,0.885297,0.890644,0.847027,0
-0.122859,-0.189764,-0.081267,-0.013239,-0.963294,1
0.931958,0.966285,0.934293,0.937251,0.785225,0
0.48699,0.850104,0.502055,0.431417,0.14917,1
0.928358,0.970704,0.930576,0.933903,0.806105,0
0.327023,0.835895,0.305505,0.480299,0.072712,1
0.822794,0.947727,0.8283,0.836439,0.722066,0
0.74634,0.989748,0.862856,0.78145,0.818479,1
0.954638,0.982971,0.956071,0.958153,0.899821,0
-0.047671,0.184464,-0.015274,0.031406,0.066686,1
0.673515,0.970278,0.683412,0.698102,0.593075,1
0.857392,0.969216,0.861912,0.868305,0.791766,0
0.505529,0.952551,0.520662,0.542665,0.528829,1
0.901762,0.995297,0.904813,0.909194,0.906015,0
0.985082,0.995297,0.985523,0.986207,0.9124,0
0.812652,0.835024,0.819274,0.827917,0.765252,0
0.81102,0.951028,0.817111,0.825532,0.730755,0
0.200619,0.927547,0.342446,0.320053,0.350326,1
0.960906,0.995297,0.961993,0.963865,0.9124,0
0.306434,0.84564,0.314949,0.466661,0.191715,1
0.666916,0.962272,0.658736,0.671036,0.63935,1
0.811332,0.932151,0.817458,0.826,0.798066,0
0.912832,0.955377,0.915773,0.919659,0.798066,0
0.884179,0.979896,0.887643,0.893009,0.82536,0
0.720669,0.966285,0.729201,0.741837,0.716903,0
0.994452,0.989069,0.991871,0.985674,0.910242,1
-1,0.937022,-1,-1,0.316133,0
0.91203,0.909611,0.915188,0.919187,0.685636,0
0.996352,0.99069,0.996626,0.99668,0.959858,0
0.949311,0.977656,0.952197,0.954522,0.832572,1
0.575719,0.947193,0.590851,0.637535,0.53839,1
0.983677,0.993601,0.994591,0.98894,0.936456,1
0.939376,0.97933,0.948013,0.947921,0.85568,1
0.997895,0.987592,0.997951,0.998091,0.892132,0
0.354844,0.892107,0.374467,0.403361,0.206633,0
0.825002,0.963415,0.830621,0.838379,0.752879,0
0.640669,0.946354,0.637472,0.705024,0.322159,1
0.955524,0.962931,0.957181,0.959126,0.919809,0
0.78559,0.974268,0.836775,0.828508,0.824395,1
0.99841,0.989134,0.998533,0.998578,0.932688,0
0.863723,0.969216,0.868134,0.887704,0.825893,1
0.998924,0.99069,0.999032,0.999057,0.959858,1
0.681885,0.942895,0.683485,0.703199,0.474819,1
0.640936,0.94011,0.652103,0.668178,0.556052,0
0.743167,0.871527,0.787567,0.766902,0.548903,1
0.781927,0.974401,0.788689,0.798429,0.69681,0
0.884352,0.935187,0.888113,0.893493,0.820782,0
0.897501,0.960607,0.900683,0.905374,0.651125,0
0.997942,0.998418,0.998092,0.998102,0.972912,0
0.880169,0.978709,0.877158,0.881467,0.838606,1
0.878415,0.964129,0.882011,0.887414,0.763494,1
0.647266,0.976881,0.658144,0.673871,0.800271,0
0.337792,0.816313,-0.099941,0.196166,0.112823,1
0.997895,0.989134,0.998064,0.998106,0.939822,0
0.939722,0.972473,0.941795,0.94439,0.800271,0
0.725165,0.891081,0.728958,0.758836,0.464099,1
0.999439,0.992261,0.99939,0.999525,0.966089,0
0.896695,0.986888,0.902403,0.902981,0.813762,1
0.796937,0.927712,0.80348,0.812686,0.730755,0
0.258009,0.946265,0.280459,0.313097,0.480422,0
0.963661,0.944502,0.965067,0.96672,0.818161,0
0.999439,0.992261,0.999254,0.999528,0.972912,0
0.891594,0.977622,0.893404,0.899521,0.825625,1
0.636045,0.973785,0.699668,0.699337,0.729556,1
0.538224,0.935248,0.52168,0.499482,0.468323,1
0.578693,0.929464,0.49191,0.517862,0.323493,1
0.954868,0.978251,0.946797,0.956016,0.883157,1
0.705428,0.90641,0.764268,0.760126,0.540944,1
0.693409,0.972556,0.690137,0.70888,0.640825,1
0.507149,0.910443,0.52459,0.547656,0.352352,1
0.930882,0.94896,0.933124,0.93629,0.603343,0
0.978862,0.99069,0.979516,0.980499,0.926362,0
0.358893,0.392797,0.381897,0.411452,0.306588,0
0.862169,0.99685,0.866337,0.87258,0.90853,1
0.872491,0.990281,0.872801,0.885251,0.843158,1
0.727164,0.975836,0.728019,0.735025,0.803415,1
0.482383,0.942502,0.498121,0.521263,0.449337,0
0.879451,0.969239,0.8832,0.888287,0.757432,1
0.911983,0.835288,0.915242,0.919655,0.670636,0
0.733462,0.960098,0.741871,0.75374,0.751073,0
0.520653,0.886245,0.536064,0.571394,0.400396,1
0.933581,0.993672,0.9424,0.938607,0.879078,1
0.599543,0.952551,0.544607,0.574671,0.567441,1
0.950894,0.959864,0.95247,0.954822,0.832535,1
0.96081,0.972473,0.962163,0.963872,0.785225,0
0.77286,0.989347,0.829605,0.848019,0.870542,1
0.998924,0.99069,0.999004,0.999049,0.945903,0
0.735664,0.9121,0.719512,0.740207,0.529572,1
0.89755,0.976881,0.900569,0.905377,0.800271,0
0.954219,0.995297,0.955629,0.957681,0.906015,0
0.997942,0.998418,0.998035,0.998102,0.972912,0
0.762556,0.913258,0.763313,0.765217,0.535997,1
0.897724,0.932151,0.901181,0.905866,0.804566,0
0.936958,0.93389,0.93877,0.941959,0.485635,0
0.938132,0.986437,0.937704,0.942422,0.824624,1
0.969602,0.987592,0.970604,0.971946,0.892132,0
0.56036,0.722409,0.562949,0.601529,0.334226,1
0.944599,0.986196,0.947998,0.949209,0.873598,1
0.952114,0.989134,0.953579,0.955776,0.899821,0
0.914938,0.960098,0.917622,0.921537,0.733036,0
0.999439,0.992261,0.999558,0.999528,0.972912,0
0.928503,0.989237,0.93069,0.933909,0.818379,0
0.223289,0.907145,0.341988,0.28255,0.216944,1
0.988683,0.991544,0.997492,0.992762,0.941335,1
0.334455,0.900018,0.330008,0.434977,0.257358,1
0.517172,0.919819,0.536818,0.564143,0.481517,1
0.870296,0.972473,0.874455,0.880203,0.777995,0
0.942245,0.970704,0.944228,0.946763,0.852516,0
0.895848,0.984554,0.910644,0.913522,0.853938,1
0.943932,0.99376,0.945694,0.948181,0.898769,0
0.946456,0.989134,0.948214,0.950558,0.918976,0
0.616948,0.941287,0.655396,0.657654,0.42319,1
0.997895,0.987592,0.997979,0.998102,0.91261,0
0.686228,0.962043,0.698886,0.737004,0.580916,1
0.957067,0.962931,0.95859,0.960544,0.905596,0
0.829115,0.964842,0.834307,0.842141,0.69623,0
0.891428,0.983059,0.894909,0.899697,0.845302,1
0.981048,0.993946,0.982262,0.978864,0.916773,1
0.699452,0.920034,0.703712,0.733844,0.489778,1
0.973554,-0.302577,0.978961,0.982415,0.892554,0
0.676028,0.962721,0.686193,0.700511,0.630692,1
0.737165,0.978381,0.745264,0.757058,0.815208,1
0.984567,0.995297,0.985053,0.985735,0.918976,0
0.614767,0.936585,0.639145,0.676945,0.484487,1
0.595173,0.940974,0.580888,0.598687,0.318722,1
0.948461,0.907459,0.948836,0.952942,0.832535,0
0.347672,0.689415,0.448105,0.397761,0.228418,1
0.948884,0.969095,0.950705,0.952935,0.898769,0
0.93775,0.990636,0.937796,0.941356,0.840915,1
0.527119,0.813665,0.54118,0.563539,-0.185734,0
0.733053,0.927961,0.766166,0.76053,0.512512,1
0.999486,0.998418,0.99953,0.999528,0.972912,0
0.774986,0.946273,0.782091,0.792235,0.712532,0
0.683989,0.963699,0.705586,0.704287,0.648137,1
0.887732,0.979506,0.891008,0.890391,0.826479,1
0.638317,0.916094,0.657069,0.658893,0.546513,1
0.886761,0.970221,0.885479,0.893411,0.800775,1
0.999439,0.992261,0.999558,0.999532,0.979918,0
0.942087,0.991525,0.940101,0.944905,0.845163,1
0.578919,0.952551,0.591753,0.610633,0.510831,0
0.879498,0.969537,0.885986,0.887969,0.83669,1
0.80845,0.945445,0.814351,0.823129,0.598583,0
0.964364,0.973726,0.965565,0.967203,0.892554,0
0.629341,0.951185,0.641315,0.657567,0.615716,1
0.995716,0.989532,0.993687,0.989654,0.922443,1
0.949709,0.980109,0.949165,0.953289,0.836655,1
0.954219,0.99376,0.955658,0.957688,0.898769,0
0.664032,0.96222,0.683274,0.686086,0.587109,1
0.939903,0.935187,0.941923,0.944865,0.879858,0
0.998971,0.99685,0.999004,0.999053,0.952789,0
