Class Name,Tested,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.ExitException,0,0,0,0,0,0,0,0,0,2,1,7,1,0,20,0.979275174,1,2029.294459,194.0000011,207.9927883,154.4344521,135.0000016,2024.506113,2020.19405,2024.439676,80.05623024,153.5610628,0,
org.apache.tools.ant.FileScanner,0,0,0,0,0,0,0,0,0,13,5,13,5,0,13,1,2,2036.167478,193,203.3346994,145.7978052,131,2031.228692,2027.19338,2031.164444,69.85699679,144.8999655,0,
org.apache.tools.ant.IntrospectionHelper,1,3,1,0,1,0,2,0,0,23,31,82,22,27,1093,0.609966975,4,966.0693557,191.0003982,198.4867754,118.0720119,105.0007244,952.8032326,947.000528,953.7179877,54.00925847,125.23977,11,335
org.apache.tools.ant.Launcher,0,0,0,0,0,0,0,0,0,7,2,52,0,2,412,0.874711414,1,1639.518222,194.0000405,206.2425756,151.1820095,134.0000586,1633.505433,1628.207603,1633.587769,74.67261881,152.0690633,0,
org.apache.tools.ant.listener.Log4jListener,0,0,0,0,0,0,0,0,0,9,7,34,0,7,298,0.874354287,0,1752.880201,195.0000405,206.5163432,145.8252379,129.0000612,1746.769876,1742.126574,1747.223226,71.16881339,151.1588568,0,
org.apache.tools.ant.Location,0,0,0,0,0,0,0,0,0,5,58,10,58,0,69,0.948672824,5,1980.136611,190.0000069,203.1846451,106.1508361,78.00001689,1972.542775,1971.198874,1972.503485,77.25283166,105.4182147,0,
org.apache.tools.ant.Main,0,0,0,0,0,0,0,0,0,18,8,91,0,8,1400,0.871213427,1,668.757056,194.0000427,202.7732724,140.943251,128.0000648,652.6744977,640.3124237,654.083328,62.29767251,147.3295625,0,
org.apache.tools.ant.NoBannerLogger,0,0,0,0,0,0,0,0,0,4,3,16,0,3,59,0.874457156,1,1990.476576,194.0000406,207.2800039,151.7168415,133.0000593,1985.459645,1981.157742,1985.594621,77.1621669,153.4731247,0,
org.apache.tools.ant.PathTokenizer,0,0,0,0,0,0,0,0,0,3,2,15,2,0,100,0.888219763,3,1949.477879,192.0000325,205.7668584,153.0751449,134.0000466,1944.622328,1940.202051,1944.553676,79.12016178,152.2005256,0,
org.apache.tools.ant.Project,1,2,1,0,0,0,2,0,0,76,120,177,114,12,1776,0.182132775,114,276.1467001,81.00412895,81.0061726,16.03121954,16.0208897,264.4844041,264.4844041,264.8339102,16.03121954,21.02379604,6,62
org.apache.tools.ant.ProjectComponent,0,0,0,0,0,0,0,0,0,5,59,7,59,1,33,0.94912084,36,2013.288355,159.0000081,174.5422585,105.4182147,77.00001681,2008.476537,2007.181606,2008.438448,76.89603371,104.6900186,0,
org.apache.tools.ant.ProjectHelper,0,3,1,0,1,0,2,0,0,19,24,81,17,8,560,0.284519387,11,1491.393979,184.0013911,192.9248558,126.1269202,112.0022853,1484.231788,1480.135129,1484.696602,61.3514466,131.4838393,11,
org.apache.tools.ant.RuntimeConfigurable,0,2,1,0,1,0,1,0,0,10,9,30,6,3,149,0.900582954,6,1900.421532,189.0000261,200.5243127,143.5896932,127.0000389,1895.259877,1891.165249,1895.394946,71.51223672,145.361618,8,
org.apache.tools.ant.Target,0,1,1,0,0,0,1,0,0,21,24,48,20,7,322,0.75275492,13,1727.613383,182.0001679,190.4205871,125.2198067,112.0002729,1721.646886,1718.128342,1721.84465,59.80802622,127.9101247,3,
org.apache.tools.ant.Task,0,0,0,0,0,0,0,0,0,20,100,28,96,6,164,0.73869897,143,1876.720544,52.00065652,77.15568676,67.41661516,36.0009483,1876.345384,1876.128993,1876.40534,61.09828148,69.0651866,0,
org.apache.tools.ant.TaskAdapter,0,1,1,0,0,0,1,0,0,5,7,19,4,4,151,0.908110451,6,1898.431458,189.0000223,202.2498455,147.732867,129.0000327,1893.399588,1889.152455,1893.536902,75.89466384,149.4824404,3,
org.apache.tools.ant.TaskContainer,0,0,0,0,0,0,0,0,0,1,9,1,8,1,1,1,1,2048.208241,194,208.3554655,148.0033783,127,2042.951297,2039.178756,2042.951297,80.65358021,148.0033783,0,
org.apache.tools.ant.taskdefs.Ant,1,1,1,0,0,0,1,0,0,13,10,78,1,9,502,0.668435706,8,1549.326628,187.0002939,197.6486782,141.3223266,126.0004362,1543.152617,1538.117356,1543.826415,66.76076692,148.4991582,3,26
org.apache.tools.ant.taskdefs.AntStructure,1,0,0,0,0,0,0,0,0,10,7,60,0,7,748,0.875815984,4,1306.04173,191.0000404,202.410474,145.361618,129.0000598,1298.424045,1292.170654,1299.033872,70.21395873,150.7116452,0,11
org.apache.tools.ant.taskdefs.Available,1,1,1,0,0,0,1,0,0,18,10,49,1,9,397,0.490029236,4,1654.06469,191.0006808,199.9049774,139.1294361,126.001032,1647.824323,1643.109856,1648.455338,61.98386887,146.4137972,3,78
org.apache.tools.ant.taskdefs.CallTarget,0,0,0,0,0,0,0,0,0,8,8,28,0,8,128,0.561364578,5,1921.417185,190.0005063,202.1410399,145.4132044,128.0007516,1916.279729,1912.1046,1916.760027,71.84010022,151.6113452,0,
org.apache.tools.ant.taskdefs.Chmod,0,1,1,0,0,0,1,0,0,16,13,55,0,13,275,0.378396984,9,1774.773507,186.0010387,195.7472861,137.2953022,123.0015707,1769.280645,1765.063738,1770.15536,62.8171951,148.1418239,3,
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,0,0,0,0,0,0,0,0,0,2,4,2,3,2,2,1,1,2047.212739,194,207.9927883,151.8189711,132,2042.270305,2038.165842,2042.270305,79.37883849,151.8189711,0,
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,0,0,0,0,0,0,0,0,0,3,12,20,1,11,165,0.957538619,2,1884.906894,193.0000047,206.7002661,144.402216,124.0000073,1879.095793,1875.077065,1879.782168,75.92759709,153.0751449,0,
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,0,1,1,0,0,1,0,0,0,11,22,86,8,14,887,0.110552751,10,1167.747404,185.0021381,196.4204674,131.7269904,114.0034698,1158.622026,1153.084993,1159.973276,67.46851117,143.1258188,4,
org.apache.tools.ant.taskdefs.compilers.Gcj,0,0,0,0,0,0,0,0,0,3,9,22,1,8,128,0.37600128,1,1921.816849,194.0010035,207.6342939,146.9863939,127.001533,1916.213193,1912.1046,1916.689855,76.65507159,153.0751449,0,
org.apache.tools.ant.taskdefs.compilers.Javac12,0,0,0,0,0,0,0,0,0,3,8,20,1,7,150,0.528654982,0,1900.032894,195.0005697,208.5689334,147.8512766,128.0008678,1894.329433,1890.116663,1894.74431,76.92203845,153.0751449,0,
org.apache.tools.ant.taskdefs.compilers.Javac13,0,0,0,0,0,0,0,0,0,2,7,13,1,6,66,0.520059654,0,1983.608076,195.0005906,208.9258242,149.2179614,129.0008928,1978.210555,1974.12259,1978.542898,78.16009212,153.5610628,0,
org.apache.tools.ant.taskdefs.compilers.JavacExternal,0,0,0,0,0,0,0,0,0,2,6,11,1,5,37,0.451558347,0,2012.469627,195.0007713,208.9258242,150.0833102,130.0011569,2007.214239,2003.132048,2007.477273,78.44743463,153.5610628,0,
org.apache.tools.ant.taskdefs.compilers.Jikes,0,0,0,0,0,0,0,0,0,2,9,24,1,8,222,0.403864177,0,1828.428013,195.0009112,208.9258242,147.4923727,127.0013991,1822.43052,1818.110008,1822.931705,77.62087348,153.5610628,0,
org.apache.tools.ant.taskdefs.compilers.Jvc,0,0,0,0,0,0,0,0,0,2,9,19,1,8,120,0.502459381,0,1929.876939,195.0006347,208.9258242,147.4923727,127.0009746,1924.195676,1920.104164,1924.670361,77.62087348,153.5610628,0,
org.apache.tools.ant.taskdefs.compilers.Kjc,0,0,0,0,0,0,0,0,0,4,10,25,1,9,183,0.405977214,1,1867.106049,194.0009094,207.2800039,145.6193668,126.0014002,1861.269728,1857.097197,1861.828402,75.43208866,152.5942332,0,
org.apache.tools.ant.taskdefs.compilers.Sj,0,0,0,0,0,0,0,0,0,2,6,9,1,5,33,0.451558347,0,2016.450842,195.0007713,208.9258242,150.0833102,130.0011569,2011.205857,2007.131784,2011.468369,78.44743463,153.5610628,0,
org.apache.tools.ant.taskdefs.CompileTask,0,0,0,0,0,0,0,0,0,4,6,21,0,6,87,0.811340117,0,1962.71088,195.0000913,208.2162338,149.0939301,130.0001369,1957.321895,1953.123908,1957.660338,76.24303247,153.4731247,0,
org.apache.tools.ant.taskdefs.condition.And,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.989583333,0,2026.404204,195.0000003,208.9258242,152.6892269,133.0000004,2021.380222,2017.154927,2021.446264,79.0569415,153.5610628,0,
org.apache.tools.ant.taskdefs.condition.Condition,0,0,0,0,0,0,0,0,0,1,9,1,8,1,1,1,2,2048.113766,193,207.4246851,148.0033783,127,2042.951297,2039.178756,2042.951297,80.65358021,148.0033783,0,
org.apache.tools.ant.taskdefs.condition.ConditionBase,0,0,0,0,0,0,0,0,0,13,11,18,5,10,78,0.891201882,3,1971.372111,192.0000308,202.3857703,140.431478,125.0000473,1965.977874,1962.082567,1966.302113,66.48308055,144.8999655,0,
org.apache.tools.ant.taskdefs.condition.Equals,0,0,0,0,0,0,0,0,0,4,3,7,1,2,34,0.974174782,0,2015.455532,195.0000017,208.2162338,151.7168415,133.0000025,2010.404188,2006.168487,2010.470592,77.49193506,152.5942332,0,
org.apache.tools.ant.taskdefs.condition.Not,0,0,0,0,0,0,0,0,0,2,3,8,1,3,33,0.959006153,0,2016.450842,195.0000043,208.9258242,152.6892269,133.0000063,2011.401999,2007.155699,2011.468369,79.0569415,153.5610628,0,
org.apache.tools.ant.taskdefs.condition.Or,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.989583333,0,2026.404204,195.0000003,208.9258242,152.6892269,133.0000004,2021.380222,2017.154927,2021.446264,79.0569415,153.5610628,0,
org.apache.tools.ant.taskdefs.condition.Os,0,0,0,0,0,0,0,0,0,3,3,14,1,2,97,0.984429253,0,1952.76061,195.0000006,208.5689334,152.2005256,133.0000009,1947.546662,1943.17395,1947.615208,78.4346862,153.0751449,0,
org.apache.tools.ant.taskdefs.ConditionTask,0,0,0,0,0,0,0,0,0,4,4,12,0,4,54,0.919893967,0,1995.5503,195.0000165,208.2162338,150.8409759,132.0000243,1990.381873,1986.14501,1990.58308,76.84399781,153.4731247,0,
org.apache.tools.ant.taskdefs.Copy,1,2,1,0,0,0,1,1,0,20,16,74,1,15,720,0.585670667,6,1333.462035,189.0004541,197.4082065,132.849539,120.0007153,1325.443322,1320.064014,1326.784082,58.46366393,145.6193668,5,25
org.apache.tools.ant.taskdefs.Copydir,1,0,0,0,0,0,0,0,0,8,7,35,0,7,265,0.939105174,3,1785.354027,192.0000097,204.0220576,146.2942241,129.0000144,1779.681432,1775.124221,1780.1264,72.12489168,151.6113452,0,30
org.apache.tools.ant.taskdefs.Copyfile,1,0,0,0,0,0,0,0,0,6,5,21,0,5,136,0.896497177,3,1913.656186,192.0000279,204.7071078,149.0033557,131.0000409,1908.501244,1904.138913,1908.779977,74.63243263,152.5319639,0,35
org.apache.tools.ant.taskdefs.Cvs,0,0,0,0,0,0,0,0,0,15,15,54,0,15,398,0.564337453,3,1653.187225,192.0004943,201.7622363,135.9595528,121.0007843,1646.452246,1642.051461,1647.540288,63.34824386,148.5563866,0,
org.apache.tools.ant.taskdefs.CVSPass,1,0,0,0,0,0,0,0,0,6,2,29,0,2,1260,0.855545248,1,803.7636469,194.0000538,206.5841233,151.6476179,134.0000779,791.4265601,780.433213,791.5964881,75.61084578,152.5319639,0,75
org.apache.tools.ant.taskdefs.Definer,0,1,1,0,0,0,1,0,0,14,11,41,3,8,366,0.779596253,4,1684.861122,191.0001272,201.1218536,139.9785698,125.0001943,1678.660478,1674.11947,1679.196236,66.09841148,146.2634609,3,
org.apache.tools.ant.taskdefs.Delete,1,0,0,0,0,0,0,0,0,19,10,52,0,10,699,0.572954927,7,1354.114102,188.000485,196.7434878,138.7083271,126.0007237,1346.906456,1341.1208,1347.778172,60.7289058,146.931957,0,17
org.apache.tools.ant.taskdefs.Deltree,1,0,0,0,0,0,0,0,0,4,3,17,0,3,152,0.933695906,4,1897.636688,191.0000115,204.4749373,151.7168415,133.0000165,1892.678789,1888.165512,1892.820382,77.1621669,153.4731247,0,14
org.apache.tools.ant.taskdefs.DependSet,1,2,1,0,2,0,0,0,0,6,8,34,0,8,493,0.924609319,3,1558.869141,192.0000148,204.7071078,146.3728117,128.0000222,1552.286378,1547.129277,1552.879261,73.76313442,152.5319639,10,30
org.apache.tools.ant.taskdefs.Ear,0,0,0,0,0,0,0,0,0,7,8,31,0,8,151,0.748368178,4,1898.631613,191.0001658,203.4232042,145.8903698,128.0002473,1893.331719,1889.105873,1893.817837,72.80109889,152.0690633,0,
org.apache.tools.ant.taskdefs.Echo,1,0,0,0,0,0,0,0,0,7,8,22,0,8,147,0.862053711,3,1902.712012,192.0000496,204.3624232,145.8903698,128.0000743,1897.322587,1893.105649,1897.807683,72.80109889,152.0690633,0,23
org.apache.tools.ant.taskdefs.Exec,0,0,0,0,0,0,0,0,0,10,6,41,1,6,360,0.778452896,5,1690.70991,190.0001292,201.4671189,146.2497863,130.0001888,1685.022255,1680.144041,1685.335575,70.51950085,149.8165545,0,
org.apache.tools.ant.taskdefs.ExecTask,0,1,1,0,0,0,1,0,0,23,18,69,4,14,514,0.332111127,10,1537.173055,185.0012056,192.7200042,129.7690256,118.0018901,1530.555455,1526.064219,1531.612549,55.78530272,141.6933308,3,
org.apache.tools.ant.taskdefs.Execute,0,1,1,0,1,0,0,0,0,21,27,78,11,17,659,0.572214137,27,1391.181153,168.0005446,177.087549,122.5438697,109.0008394,1385.294914,1381.043808,1386.555805,57.07013229,136.0588108,5,
org.apache.tools.ant.taskdefs.ExecuteJava,0,0,0,0,0,0,0,0,0,6,7,28,1,6,173,0.88946784,1,1877.05221,194.0000315,206.5841233,147.24809,129.0000474,1871.451308,1867.129615,1871.802607,74.33034374,151.6476179,0,
org.apache.tools.ant.taskdefs.ExecuteOn,0,1,1,0,0,0,1,0,0,15,18,55,2,16,730,0.589604553,3,1323.995468,192.0004386,201.7622363,133.2966616,118.0007137,1315.303767,1310.054961,1316.734218,63.15061362,146.7412689,3,
org.apache.tools.ant.taskdefs.ExecuteStreamHandler,0,0,0,0,0,0,0,0,0,5,10,5,10,0,5,1,2,2044.1316,193,205.9927183,145.1206395,126,2038.897006,2035.19262,2038.835452,77.25283166,144.2532495,0,
org.apache.tools.ant.taskdefs.ExecuteWatchdog,1,0,0,0,0,0,0,0,0,8,6,25,5,1,169,0.838935819,3,1880.825617,192.0000676,204.0220576,147.1767645,130.0000998,1875.510864,1871.194805,1875.510864,74.09453421,147.1767645,0,104
org.apache.tools.ant.taskdefs.Exit,0,0,0,0,0,0,0,0,0,4,5,12,0,5,48,0.898412716,3,2001.231621,192.0000269,205.4093474,149.966663,131.0000394,1996.302833,1992.132777,1996.569308,76.53757247,153.4731247,0,
org.apache.tools.ant.taskdefs.Expand,0,0,0,0,0,0,0,0,0,6,9,48,0,9,300,0.591616748,4,1750.451656,191.0004366,203.7694776,145.4991409,127.0006566,1744.628614,1740.103733,1745.229211,73.4982993,152.5319639,0,
org.apache.tools.ant.taskdefs.Filter,1,0,0,0,0,0,0,0,0,6,6,16,0,6,95,0.875484231,4,1954.355648,191.0000406,203.7694776,148.1249473,130.0000596,1949.339632,1945.124418,1949.679461,74.33034374,152.5319639,0,62
org.apache.tools.ant.taskdefs.FixCRLF,1,1,1,0,0,0,1,0,0,17,10,83,1,10,1273,0.265454417,4,790.4239369,191.0014124,200.2023976,139.5564402,126.0021411,777.2805156,767.2111834,778.6173643,62.64183905,146.8196172,3,97
org.apache.tools.ant.taskdefs.GenerateKey,0,0,0,0,0,0,0,0,0,14,7,33,0,7,404,0.588754761,3,1647.227975,192.0004404,202.0717694,143.5618334,129.0006555,1641.077999,1636.134774,1641.560538,66.40783086,148.9765082,0,
org.apache.tools.ant.taskdefs.Get,1,0,0,0,0,0,0,0,0,8,7,46,0,7,394,0.828701993,4,1657.044658,191.0000768,203.0812645,146.2942241,129.0001137,1651.047243,1646.133956,1651.526869,72.12489168,151.6113452,0,32
org.apache.tools.ant.taskdefs.GUnzip,1,0,0,0,0,0,0,0,0,4,5,32,0,5,215,0.954739149,3,1835.071933,192.0000053,205.4093474,149.966663,131.0000078,1829.695603,1825.144926,1829.986339,76.53757247,153.4731247,0,25
org.apache.tools.ant.taskdefs.GZip,1,0,0,0,0,0,0,0,0,6,3,24,0,3,151,0.930302109,4,1898.631613,191.0000127,203.7694776,150.7647174,133.0000183,1893.676319,1889.165424,1893.817837,75.27283707,152.5319639,0,27
org.apache.tools.ant.taskdefs.Jar,1,0,0,0,0,0,0,0,0,14,12,64,2,10,531,0.607529825,4,1521.039776,191.0004032,201.1218536,139.0863041,124.0006211,1514.086193,1509.107352,1514.849828,65.520989,147.1665723,0,30
org.apache.tools.ant.taskdefs.Java,1,0,0,0,0,0,0,0,0,26,19,87,0,19,514,0.145324301,19,1536.115881,176.0020752,183.2402794,127.6322843,117.0031216,1530.478683,1526.02654,1531.959856,51.7880295,144.3121616,0,46
org.apache.tools.ant.taskdefs.Javac,0,1,1,0,0,1,0,0,0,50,24,82,11,14,646,0.373587486,7,1406.620062,188.0010436,189.9289341,115.2085066,112.0017517,1398.492045,1394.0703,1399.504198,30.41381265,126.9054766,4,
org.apache.tools.ant.taskdefs.JavacOutputStream,0,0,0,0,0,0,0,0,0,4,1,11,0,1,68,0.971704003,1,1981.519619,194.0000021,207.2800039,153.4731247,135.000003,1976.615542,1972.184829,1976.615542,77.83315489,153.4731247,0,
org.apache.tools.ant.taskdefs.Javadoc,0,1,1,0,1,0,0,0,0,77,28,196,6,28,2040,0.258191238,4,191,191.0014405,191,108,108.0025476,108,0,129,0,129,5,
org.apache.tools.ant.taskdefs.Jikes,0,0,0,0,0,0,0,0,0,2,5,29,0,5,176,0.896809896,0,1874.172084,195.0000273,208.9258242,150.950323,131.0000406,1868.597602,1864.141894,1868.882286,78.44743463,154.4344521,0,
org.apache.tools.ant.taskdefs.JikesOutputParser,0,0,0,0,0,0,0,0,0,12,3,21,1,2,147,0.825385407,1,1902.914869,194.0000786,204.599609,148.0337799,133.0001146,1897.666462,1893.178544,1897.73681,70.00714249,148.9328708,0,
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,8,2,39,0,2,265,0.814494974,4,1785.246762,191.0000901,203.0812645,150.7215977,134.0001284,1780.050842,1775.190412,1780.1264,73.73601562,151.6113452,0,
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,7,7,15,6,1,92,0.871216601,9,1956.859729,186.0000446,198.7360058,146.7685252,129.0000643,1952.266631,1948.187106,1952.266631,75.02666193,146.7685252,0,
org.apache.tools.ant.taskdefs.LogStreamHandler,0,0,0,0,0,0,0,0,0,2,10,9,6,4,31,0.901490997,22,2016.434973,173.000028,188.5576835,146.6321929,126.0000385,2012.947342,2009.14335,2013.137352,78.74642849,149.2179614,0,
org.apache.tools.ant.taskdefs.Manifest,0,0,0,0,0,0,0,0,0,9,5,53,1,4,396,0.663695396,2,1655.290005,193.000293,204.6289325,147.5974255,131.0004317,1649.211023,1644.175173,1649.45203,72.11102551,150.2664301,0,
org.apache.tools.ant.taskdefs.ManifestException,0,0,0,0,0,0,0,0,0,1,4,2,4,0,5,0.989583333,2,2044.1316,193.0000003,207.4246851,152.3154621,132.0000004,2039.276587,2035.19262,2039.212103,80.99382693,151.4496616,0,
org.apache.tools.ant.taskdefs.MatchingTask,0,0,0,0,0,0,0,0,0,14,20,41,13,7,174,0.209921937,18,1874.375896,177.0017633,187.8776197,132.0037878,116.0026906,1869.602097,1866.118163,1869.983957,66.40783086,137.3062271,0,
org.apache.tools.ant.taskdefs.Mkdir,1,0,0,0,0,0,0,0,0,3,3,14,0,3,84,0.961687865,4,1965.303284,191.0000038,204.8340792,152.2005256,133.0000055,1960.516514,1956.159758,1960.653207,78.10889834,153.951291,0,23
org.apache.tools.ant.taskdefs.Move,0,1,1,0,0,0,1,0,0,5,10,42,0,10,481,0.882281771,1,1571.024188,194.0000357,206.9299398,145.1206395,126.000055,1564.083438,1559.103909,1564.834177,74.21590126,153,3,
org.apache.tools.ant.taskdefs.optional.TraXLiaison,1,0,0,0,0,0,0,0,0,5,1,24,0,1,147,0.88905425,1,1902.914869,194.0000317,206.9299398,153,135.0000456,1897.807683,1893.192542,1897.807683,76.89603371,153,0,20
org.apache.tools.ant.taskdefs.Parallel,0,0,0,0,0,0,0,0,0,3,5,22,1,5,149,0.984429253,3,1900.722231,192.0000006,205.7668584,150.4559736,131.0000009,1895.532115,1891.139868,1895.741807,77.49193506,153.0751449,0,
org.apache.tools.ant.taskdefs.Patch,0,0,0,0,0,0,0,0,0,9,9,29,0,9,168,0.696721981,3,1881.820395,192.0002395,203.6860329,144.0590157,127.0003621,1876.303014,1872.096418,1876.861476,70.60453243,151.1588568,0,
org.apache.tools.ant.taskdefs.PathConvert,0,0,0,0,0,0,0,0,0,14,8,41,1,8,385,0.767175649,4,1665.984994,191.0001419,201.1218536,142.6639408,128.0002117,1659.942469,1655.120842,1660.415912,66.09841148,148.0709289,0,
org.apache.tools.ant.taskdefs.Property,1,0,0,0,0,0,0,0,0,26,12,74,2,10,643,0.408195258,5,1409.861341,190.0009217,196.7256974,134.0783353,124.0014122,1402.492424,1397.115958,1403.316785,54.08326913,142.442971,0,28
org.apache.tools.ant.taskdefs.PumpStreamHandler,0,1,1,0,0,0,1,0,0,13,8,20,6,2,111,0.835985272,8,1938.042827,187.0000719,197.6486782,143.1083506,128.0001051,1933.242096,1929.175212,1933.308563,69.07966416,144.0034722,3,
org.apache.tools.ant.taskdefs.Recorder,0,0,0,0,0,0,0,0,0,8,9,32,0,9,201,0.850771161,4,1848.892101,191.0000583,203.0812645,144.5337331,127.0000877,1843.380048,1839.098149,1843.948481,71.56814934,151.6113452,0,
org.apache.tools.ant.taskdefs.RecorderEntry,0,0,0,0,0,0,0,0,0,17,5,39,1,4,359,0.54881134,2,1692.043144,193.0005274,202.1113554,144.0867794,131.000777,1686.096676,1681.171318,1686.332411,64.62197769,146.8196172,0,
org.apache.tools.ant.taskdefs.Rename,1,0,0,0,0,0,0,0,0,5,4,17,0,4,101,0.922100375,3,1948.482743,192.0000158,205.0560899,150.359569,132.000023,1943.487844,1939.148524,1943.693906,75.89466384,153,0,20
org.apache.tools.ant.taskdefs.Replace,1,0,0,0,0,0,0,0,0,20,7,71,2,7,677,0.497681564,4,1376.317551,191.0006605,199.3238571,141.0319113,129.000978,1369.090939,1363.161766,1369.473622,60.74537019,144.699689,0,32
org.apache.tools.ant.taskdefs.Rmic,0,0,0,0,0,0,0,0,0,44,19,91,6,14,724,0.28571459,6,1329.502539,189.0013497,191.8593235,121.5647975,117.0021803,1321.190751,1316.074466,1322.307453,35.84689666,133.1540461,0,
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,0,0,0,0,0,0,0,0,0,17,15,66,4,12,630,0.136030323,5,1422.743828,190.0019643,199.2485885,135.0592463,121.0030844,1415.18232,1410.090777,1416.072385,62.09669879,144.0867794,0,
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,0,0,0,0,0,0,0,0,0,3,7,19,1,6,96,0.470710905,0,1953.755614,195.0007183,208.5689334,148.7178537,129.0010858,1948.275391,1944.124482,1948.61284,77.20103626,153.0751449,0,
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,0,0,0,0,0,0,0,0,0,4,6,4,3,4,4,1,1,2045.221748,194,207.2800039,149.0939301,130,2040.146073,2036.141449,2040.274491,76.84399781,150.8409759,0,
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,0,0,0,0,0,0,0,0,0,3,7,15,1,6,112,0.966970782,2,1937.635931,193.0000028,206.7002661,148.7178537,129.0000042,1932.310793,1928.125515,1932.651029,77.20103626,153.0751449,0,
org.apache.tools.ant.taskdefs.rmic.SunRmic,0,0,0,0,0,0,0,0,0,3,8,22,1,7,152,0.460955503,0,1898.043466,195.000745,208.5689334,147.8512766,128.001135,1892.334009,1888.116787,1892.749323,76.92203845,153.0751449,0,
org.apache.tools.ant.taskdefs.rmic.WLRmic,0,0,0,0,0,0,0,0,0,5,7,18,1,6,95,0.460955503,0,1954.750623,195.000745,207.8677464,147.732867,129.0011262,1949.273198,1945.124418,1949.610474,75.2861209,152.118375,0,
org.apache.tools.ant.taskdefs.SendEmail,0,0,0,0,0,0,0,0,0,8,5,41,0,5,236,0.910895845,0,1814.508473,195.0000204,206.8477701,148.0607983,131.0000303,1808.750121,1804.146613,1809.044223,72.73238618,151.6113452,0,
