@relation 'Ant17ALLModels-weka.filters.unsupervised.attribute.Remove-R1-2,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,1'

@attribute #BugsBinary numeric
@attribute #Blocker numeric
@attribute #Critical numeric
@attribute #Major numeric
@attribute #Normal numeric
@attribute #Minor numeric
@attribute #Trivial numeric
@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute #Bugs numeric

@data
0,0,0,0,0,0,0,13,12,32,10,2,155,0.874744,11,4405.684056,416.000019,429.540452,498.616085,487.000016,4412.954226,4386.139647,4413.064695,112.578861,499.592834,299.294367,551.071683,4386.064081,4420.483684,156.798106,4387.304981,157.079896,1383717.009,19237252,0
0,0,0,0,0,0,0,24,21,96,9,13,610,0,7,3953.37337,420.001191,430.831754,487.54487,478.001046,3959.955177,3931.073263,3961.29802,98.954535,498.334225,636.469077,525.342745,3931.310866,3965.94831,612.061517,3932.172046,612.411983,5168016.036,15452953,0
0,0,0,0,0,0,0,14,7,49,1,6,488,0.887031,1,4075.326367,426.000015,438.989749,503.289181,492.000013,4082.753115,4053.118552,4083.358667,110.440029,508.178118,540.473248,551.479827,4053.066979,4090.347051,488.57228,4054.385897,488.755124,4193921.028,16427048,0
0,0,0,0,0,0,0,10,6,29,1,5,212,0.927688,1,4349.909999,426.000006,439.972726,505.122757,493.000005,4356.981753,4329.118271,4357.436173,114.560028,509.027504,333.867153,560.437329,4329.023762,4365.126688,212.501244,4330.397326,212.672195,1880469.012,18740500,0
0,0,0,0,0,0,0,5,3,19,1,2,107,0.959842,1,4454.417134,426.000002,441.249363,509.157147,496.000002,4461.655746,4434.138135,4461.767027,120.208153,510.131356,289.259829,565.128304,4434.010506,4469.868678,107.431256,4435.491066,107.528327,960344.0059,19660625,0
0,0,0,0,0,0,0,4,3,7,1,2,161,0.895107,1,4400.667677,426.000013,441.511042,509.383942,496.000011,4407.994555,4380.139838,4408.10719,121.165177,510.357718,323.363629,570.937825,4380.001686,4417.054448,161.040902,4381.535804,161.095318,1436288.009,19184681,0
0,0,0,0,0,0,0,12,14,58,0,14,303,0.000826,1,4259.356759,426.001172,439.476962,496.879261,485.001029,4265.661613,4238.062411,4267.159242,110.421918,509.576295,378.78144,548.547172,4238.081194,4273.35325,304.20573,4239.375897,304.342131,2660095.017,17960874,0
0,0,0,0,0,0,0,4,6,29,0,6,164,0.971283,1,4397.681776,426.000001,441.511042,506.463227,493.000001,4404.676833,4377.109777,4405.239267,120.070812,511.331595,305.957598,561.324327,4377.020685,4412.846474,164.576158,4378.536856,164.599398,1462581.009,19158388,0
0,0,0,0,0,0,0,12,3,39,1,2,213,0.888776,2,4348.816966,425.000015,438.507697,507.621907,496.000013,4356.32873,4328.141518,4356.4427,113.529732,508.599056,326.813209,555.886679,4328.041242,4363.55291,213.829748,4329.347295,214.073412,1889136.012,18731833,0
0,0,0,0,0,0,0,6,5,21,0,5,104,0.935867,1,4457.403392,426.000005,440.989796,506.983234,494.000004,4464.415415,4437.115392,4464.859796,118.406081,510.881591,286.270823,565.060174,4437.010648,4472.836013,104.4727,4438.464261,104.573787,933733.0058,19687236,0
0,0,0,0,0,0,0,5,6,17,2,6,94,0.462038,4,4467.072643,423.000342,438.353738,506.235123,493.000293,4474.243847,4447.108049,4474.575399,119.104996,509.157147,286.689678,565.205272,4447.010309,4482.774364,94.513154,4448.486709,94.584522,844889.0052,19776080,0
0,0,0,0,0,0,0,10,6,20,1,5,129,0.925849,2,4432.422475,425.000006,439.004556,505.122757,493.000006,4439.458638,4412.116046,4439.904616,114.560028,509.027504,297.089773,564.652991,4412.011624,4447.985724,129.415736,4413.371047,129.610533,1154957.007,19466012,0
0,0,0,0,0,0,0,8,6,27,0,6,141,0,1,4420.574171,426.001174,440.477014,505.562064,493.001014,4427.53306,4400.109203,4428.092592,116.211015,510.439027,296.188699,562.249944,4400.017843,4435.777835,141.5813,4401.425224,141.71515,1260708.008,19360261,0
0,0,0,0,0,0,0,4,3,18,0,3,111,0.949393,2,4450.339875,425.000003,440.546252,509.383942,496.000003,4457.680563,4430.130472,4457.903543,120.880106,511.331595,291.628077,566.483892,4430.00777,4466.072548,111.31405,4431.518476,111.37627,995799.0061,19625170,0
0,0,0,0,0,0,0,3,5,16,0,5,95,0.964674,1,4466.362278,426.000001,441.77483,507.666229,494.000001,4473.360258,4446.115158,4473.803751,121.297156,511.559381,287.887007,567.439865,4446.00606,4482.064703,95.302871,4447.539207,95.329141,853781.0052,19767188,0
0,0,0,0,0,0,0,6,3,11,1,2,74,0.977248,0,4487.362031,427.000001,441.95588,508.932215,496,4494.452692,4467.137115,4494.56316,119.251834,509.906854,286.599233,568.979789,4467.003767,4503.090827,74.224803,4468.454431,74.357477,666603.0041,19954366,0
0,0,0,0,0,0,0,14,30,96,8,23,905,0,7,3660.177045,420.001191,433.169713,480.829492,469.001066,3666.122884,3636.026953,3668.86849,106.920531,501.33422,919.516887,526.273693,3636.323548,3673.888948,906.406809,3637.544776,906.339478,7400281.055,13220688,0
0,0,0,0,0,0,0,21,12,61,1,12,507,0.077048,2,4056.326047,425.001002,436.378276,496.960763,487.000875,4063.289923,4034.077466,4064.500584,102.107786,506.764245,552.411234,546.38631,4034.09993,4070.834558,507.851819,4035.214616,508.164576,4347586.029,16273383,0
0,0,0,0,0,0,0,5,8,26,1,8,144,0,2,4417.491822,425.001176,440.283999,504.287616,491.001018,4424.329328,4397.095632,4424.999209,118.600169,510.131356,298.540802,561.830045,4397.019072,4432.748809,144.620288,4398.503609,144.662538,1287098.008,19333871,0
0,0,0,0,0,0,0,3,6,22,0,6,82,0.985759,1,4479.303182,426,441.77483,506.693201,493,4486.170973,4459.107758,4486.723192,121.037184,511.559381,278.174226,564.588346,4459.011649,4494.601317,82.657942,4460.534721,82.681197,738022.0046,19882947,0
0,0,0,0,0,0,0,28,13,85,5,8,860,0.00067,13,3704.208013,414.001206,424.099045,494.631176,486.001027,3712.944519,3681.114233,3713.867257,96.462428,501.510718,878.038198,533.158513,3681.235311,3719.411109,861.027253,3682.149508,861.44189,7071005.052,13549964,0
0,0,0,0,0,0,0,12,19,33,13,7,261,0,15,4299.784181,412.001214,425.92018,492,480.001042,4306.831782,4280.105139,4307.391902,112.08925,496.879261,364.694954,547.950728,4280.084094,4314.933371,262.404992,4281.3624,262.597117,2302314.015,18318655,0
0,0,0,0,0,0,0,42,19,107,4,15,898,0.492225,5,3667.360495,422.000306,429.147993,486.296206,480.000269,3674.486223,3643.066428,3676.341252,81.043198,500.119986,909.958468,526.115006,3643.325042,3680.794208,899.386072,3643.83493,900.066969,7349339.054,13271630,0
0,0,0,0,0,0,0,9,32,36,32,0,281,0.83829,13,4280.069626,414.000032,428.622211,480.010417,467.000028,4285.520855,4260.160678,4285.411999,117.004273,479.037577,378.716169,529.773536,4260.237746,4292.814927,284.556073,4261.445881,284.719188,2473117.017,18147852,0
0,0,0,0,0,0,0,4,5,26,0,5,129,0.971283,1,4432.518471,426.000001,441.511042,507.436696,494.000001,4439.569799,4412.116046,4440.016667,120.332872,511.331595,291.639526,562.714848,4412.016499,4447.7401,129.581818,4413.524669,129.623411,1154963.007,19466006,0
0,0,0,0,0,0,0,3,8,6,7,1,25,0.987297,4,4535.7673,423,438.882672,504.747462,491,4542.613455,4516.143488,4542.613455,122.413235,504.747462,283.150869,566.219922,4516.008114,4551.358149,26.417018,4517.515357,26.491319,226431.0016,20394538,0
0,0,0,0,0,0,0,9,5,19,4,1,119,0.935518,5,4442.090499,422.000005,436.354214,506.317094,494.000004,4449.507838,4422.146538,4449.507838,116.691902,506.317094,293.988193,562.491778,4422.017076,4457.63177,119.621262,4423.392929,119.824191,1066616.007,19554353,0
0,0,0,0,0,0,0,7,9,22,4,5,103,0.000016,6,4457.923844,421.001188,435.901365,502.860816,490.00102,4464.968533,4438.115366,4465.409276,117.443603,506.759312,285.139985,561.063276,4438.0212,4473.324938,103.928781,4439.438365,104.055065,924859.0058,19696110,0
0,0,0,0,0,0,0,10,8,11,8,0,121,0.950135,4,4440.194703,423.000003,437.068645,503.170945,491.000002,4447.187988,4420.154862,4447.077692,116.056021,502.195181,302.290318,562.875652,4420.016033,4455.696242,121.564379,4421.368566,121.799935,1084292.007,19536677,0
0,0,0,0,0,0,0,1,13,1,11,2,3,1,3,4557.764803,424,440.382788,500.356873,486,4563.950044,4538.134969,4564.056639,124.040316,501.328236,287.028716,565.276923,4538.009952,4573.071397,9.966126,4539.560001,9.973791,27238.00196,20593731,0
0,0,0,0,0,0,0,15,9,41,0,9,204,0,2,4357.773973,425.001176,437.778483,501.123737,490.00102,4364.59265,4337.090384,4365.498024,108.669223,508.948917,319.473504,555.889378,4337.041144,4372.480074,204.917162,4338.270854,205.185941,1811153.011,18809816,0
0,0,0,0,0,0,0,8,5,39,0,5,274,0.079806,2,4288.113105,425.000996,439.509954,506.537264,494.000857,4295.500553,4267.119989,4295.962407,116.481758,510.439027,368.875248,556.780926,4267.037965,4303.172551,274.605457,4268.469632,274.705994,2413431.015,18207538,0
0,0,0,0,0,0,0,10,3,11,3,0,154,0.950135,4,4407.345913,423.000003,437.068645,508.051178,496.000002,4414.95017,4387.156026,4414.837936,116.056021,507.074945,316.580753,567.233638,4387.006492,4423.5193,154.163703,4388.378858,154.390997,1374923.009,19246046,0
0,0,0,0,0,0,0,4,4,10,0,4,48,0.487381,1,4513.15023,426.000308,441.511042,508.410267,495.000265,4520.185173,4493.121187,4520.514683,120.602653,511.331595,282.046007,570.340249,4493.002194,4529.054758,48.218601,4494.497191,48.292678,433642.0026,20187327,0
0,0,0,0,0,0,0,3,0,7,0,0,19,0.984772,0,4542.115476,427,442.739201,512.532926,499,4549.448868,4522.151369,4549.339293,122.711043,511.559381,281.626686,571.808534,4522.000977,4558.009324,19.214792,4523.513347,19.302151,172204.001,20448765,0
0,0,0,0,0,0,0,1,14,1,13,1,1,1,1,4559.942543,426,442.308716,499.385623,485,4565.832345,4540.142729,4565.832345,124.326184,499.385623,287.009091,563.554789,4540.013879,4574.843604,11.269797,4541.559314,11.272824,9082.007225,20611887,0
0,0,0,0,0,0,0,11,9,54,1,8,493,0.815002,3,4070.144961,424.00004,437.786478,501.977091,490.000035,4077.548773,4048.103877,4078.395886,112.791844,508.812343,542.754508,549.331412,4048.079998,4085.103303,493.687394,4049.467249,493.774303,4234431.028,16386538,0
0,0,0,0,0,0,0,6,4,24,0,4,135,0.921832,1,4426.546284,426.000007,440.989796,507.957675,495.000006,4433.718642,4406.12358,4434.054578,118.680243,510.881591,296.088918,563.648827,4406.014063,4441.906798,135.469453,4407.47456,135.568533,1207869.007,19413100,0
0,0,0,0,0,0,0,11,1,23,1,0,136,0.909413,2,4425.454779,425.00001,438.755057,509.789172,498.000008,4433.060906,4405.155389,4432.94868,115.108644,508.812343,297.481744,563.235297,4405.01513,4440.862416,136.468756,4406.348375,136.725246,1216679.008,19404290,0
0,0,0,0,0,0,0,9,4,19,1,3,130,0.905016,2,4431.427084,425.000011,439.25619,507.292815,495.000009,4438.687419,4411.131034,4438.910902,116.090482,509.244538,298.421066,565.128304,4411.010561,4447.054194,130.361694,4412.396401,130.546217,1163779.007,19457190,0
0,0,0,0,0,0,0,3,4,19,0,4,136,0.960385,1,4425.550926,426.000002,441.77483,508.639361,495.000002,4432.724896,4405.123608,4433.060906,121.564797,511.559381,301.000103,566.00795,4405.008736,4441.214924,136.293909,4406.553529,136.314343,1216675.008,19404294,0
0,0,0,0,0,0,0,3,5,20,0,5,71,0.985759,1,4490.253445,426,441.77483,507.666229,494,4497.214249,4470.11454,4497.655389,121.297156,511.559381,277.107909,565.533377,4470.009565,4505.632919,71.619858,4471.530946,71.653565,639801.0039,19981168,0
0,0,0,0,0,0,0,1,3,2,2,1,4,1,0,4557.049265,427,443.271926,510.075485,496,4564.031661,4537.142823,4564.031661,124.326184,510.075485,286.029172,572.548688,4537.000549,4572.983818,4.573726,4538.560344,4.602448,36314.0003,20584655,0
0,0,0,0,0,0,0,7,2,36,2,1,335,0.967201,3,4227.317353,424.000001,438.799499,509.684216,497.000001,4235.262093,4206.154063,4235.144862,118.595953,508.709151,417.581407,556.345217,4206.040403,4242.635502,335.487734,4207.517677,335.574386,2930281.019,17690688,0
0,0,0,0,0,0,0,6,8,21,5,3,104,0.743615,13,4456.272546,414.000079,429.408896,504.060512,491.000067,4464.084453,4437.130266,4464.304873,118.962179,506.008893,286.471449,560.658541,4437.022474,4472.28208,104.959033,4438.464261,105.074378,933733.0059,19687236,0
0,0,0,0,0,0,0,8,8,32,1,8,190,0,1,4371.804776,426.001174,440.477014,503.611954,491.001018,4378.616448,4351.096643,4379.293322,115.693561,509.463443,318.104166,559.057242,4351.028411,4386.769426,190.687605,4352.441269,190.793016,1689512.011,18931457,0
0,0,0,0,0,0,0,1,1,7,0,1,40,0.989822,0,4521.208909,427,443.271926,512.020507,498,4528.466076,4501.143966,4528.466076,124.326184,512.020507,283.783668,571.808534,4501.000981,4537.175994,40.101219,4502.57282,40.122702,361687.0022,20259282,0
0,0,0,0,0,0,0,5,4,15,0,4,90,0,1,4471.339508,426.001174,441.249363,508.183038,495.00101,4478.44013,4451.12233,4478.772711,119.64113,511.105664,287.24788,567.919889,4451.005288,4487.085245,90.273648,4452.485373,90.36075,809295.005,19811674,0
0,0,0,0,0,0,0,13,11,40,3,9,289,0.033981,19,4271.529937,408.001144,421.797345,499.592834,488.000956,4279.912149,4252.092191,4280.715945,110.602893,506.432621,379.60925,553.650612,4252.052503,4287.893772,289.814013,4253.346095,290.009984,2541217.016,18079752,0
0,0,0,0,0,0,0,9,62,22,61,1,130,0.967792,73,4425.182143,354.000001,370.994609,450.876923,437.000001,4432.594049,4411.146903,4432.594049,116.691902,450.876923,298.533723,511.590657,4411.452595,4440.568207,144.53329,4412.396401,144.713998,1163782.01,19457187,0
0,0,0,0,0,0,0,19,8,84,0,8,1034,0.341896,2,3532.658206,425.00051,436.836354,501.280361,491.000441,3541.204597,3507.119901,3542.181955,105.080921,508.138761,1046.020105,538.163544,3507.191159,3548.051437,1034.663135,3508.454076,1034.779285,8321716.063,12299253,0
0,0,0,0,0,0,0,48,25,112,8,19,837,0,5,3727.96191,422.001185,428.09812,479.43717,474.001055,3734.205672,3704.043736,3736.270333,74.215901,495.261547,850.261339,520.649594,3704.395523,3740.413346,838.83954,3704.699718,839.632301,6901177.05,13719792,0
0,0,0,0,0,0,0,4,10,20,0,10,112,0,0,4449.535931,427.001171,442.475988,502.570393,489.001022,4455.91315,4429.082298,4456.909804,119.100798,511.331595,290.156801,565.533377,4429.009654,4464.960134,112.433521,4430.518818,112.44735,1004660.006,19616309,0
0,0,0,0,0,0,0,13,24,82,5,19,552,0.010957,6,4011.154697,421.001162,434.384622,486.902454,475.00103,4017.18135,3989.040611,4019.34945,108.503456,504.477948,586.158232,534.307964,3989.205316,4024.624951,553.575771,3990.434813,553.631816,4708642.032,15912327,0
0,0,0,0,0,0,0,6,5,27,1,5,135,0.980212,3,4426.354256,424,439.058083,506.983234,494,4433.607109,4406.116204,4433.942377,118.406081,509.906854,293.468471,561.364409,4406.020427,4441.617498,135.683615,4407.47456,135.775204,1207872.008,19413097,0
0,0,0,0,0,0,0,8,5,16,5,0,284,0.827117,5,4277.865472,422.000035,436.609666,506.537264,494.00003,4285.567057,4257.160791,4285.451901,117.953381,505.562064,392.279718,563.056836,4257.016144,4294.075221,284.216001,4258.473083,284.353989,2498648.016,18122321,0
0,0,0,0,0,0,0,24,13,103,1,12,1046,0.000435,2,3520.74566,425.001175,435.707471,495.390755,486.001028,3528.62877,3495.089412,3530.16062,99.201814,506.186724,1054.313892,530.315001,3495.282851,3535.004809,1046.990129,3496.318206,1047.211532,8405759.064,12215210,0
0,0,0,0,0,0,0,17,8,67,7,1,878,0.7525,8,3686.88622,419.000073,431.474217,501.687154,491.000062,3695.761085,3663.1769,3695.761085,109.110036,501.687154,899.914042,538.444055,3663.180225,3702.362894,878.709609,3664.447844,878.888908,7203179.053,13417790,0
0,0,0,0,0,0,0,15,10,77,0,10,725,0.30675,2,3839.593859,425.000565,437.778483,500.145979,489.000491,3847.20379,3816.095518,3848.358091,108.415866,508.948917,750.048949,540.855803,3816.150797,3854.138166,725.832615,3817.444302,725.934116,6058902.043,14562067,0
0,0,0,0,0,0,0,8,10,23,6,4,197,0.638268,13,4363.683307,414.000158,428.882268,501.662237,489.000134,4371.436492,4344.125343,4371.773096,116.760439,504.58696,329.811769,558.828238,4344.029291,4379.79737,197.654351,4345.443591,197.78607,1750368.011,18870601,0
0,0,0,0,0,0,0,10,2,20,0,2,129,0.938088,2,4432.422475,425.000004,439.004556,509.027504,497.000004,4439.904616,4412.138824,4440.016667,115.433964,510.003922,297.041434,565.533377,4412.009691,4448.097571,129.327097,4413.371047,129.544713,1154957.007,19466012,0
0,0,0,0,0,0,0,30,10,100,4,10,788,0.856604,2,3776.987424,425.000024,434.424907,497.213234,489.000021,3784.72324,3753.097121,3785.372505,93.962759,502.131457,805.004623,528.564093,3753.28456,3790.038126,789.391852,3754.078982,789.859585,6535772.047,14085197,0
0,0,0,0,0,0,0,7,5,19,2,3,105,0.915858,2,4456.312489,425.000008,439.765847,506.759312,494.000007,4463.421558,4436.130296,4463.643355,118.004237,508.709151,288.575251,564.249059,4436.012502,4471.741607,105.531422,4437.439014,105.672394,942604.0058,19678365,0
0,0,0,0,0,0,0,2,3,5,0,3,12,0.989828,0,4549.084523,427,443.004515,509.843113,496,4556.079126,4529.12762,4556.297291,122.800652,511.789019,283.246709,572.794029,4529.000436,4565.077655,12.170524,4530.536944,12.211048,108845.0007,20512124,0
0,0,0,0,0,0,0,14,14,69,1,14,492,0,53,4066.23622,374.001337,388.73127,496.448386,485.001031,4077.943845,4049.065324,4079.388435,108.466585,508.178118,535.55233,543.111407,4049.12385,4085.26266,493.087619,4050.387265,493.21581,4226349.028,16394620,0
0,0,0,0,0,0,0,9,15,34,6,9,266,0.011293,13,4294.999534,414.001181,428.622211,496.565202,484.00101,4302.311123,4275.091695,4303.218447,114.477072,504.365939,366.997376,553.696668,4275.051993,4310.708178,266.877347,4276.44081,266.978312,2345090.015,18275879,0
0,0,0,0,0,0,0,35,13,93,4,9,807,0,5,3757.770616,422.001185,430.475319,493.377138,486.001029,3765.494921,3734.10498,3766.535809,89.493016,501.259414,824.958722,531.094154,3734.255552,3771.580173,808.211473,3734.967336,808.798655,6678018.048,13942951,0
0,0,0,0,0,0,0,6,5,17,0,5,94,0.85413,2,4467.262473,425.000025,440.023863,506.983234,494.000022,4474.354143,4447.115132,4474.797537,118.406081,510.881591,286.617275,566.961198,4447.006875,4482.996096,94.344367,4448.46097,94.448567,844889.0052,19776080,0
0,0,0,0,0,0,0,7,4,41,1,3,388,0.91606,1,4174.791612,426.000008,440.732345,507.734182,495.000007,4182.395725,4153.139174,4182.632903,118.004237,509.684216,457.828289,554.993694,4153.047138,4189.919689,388.499934,4154.537038,388.552399,3373313.022,17247656,0
0,0,0,0,0,0,0,6,4,17,0,4,131,0.948677,1,4430.527734,426.000003,440.989796,507.957675,495.000003,4437.693658,4410.123468,4438.029292,118.680243,510.881591,300.605603,566.961198,4410.006933,4446.295649,131.244569,4411.473223,131.345031,1172598.007,19448371,0
0,0,0,0,0,0,0,25,18,91,0,18,671,0.014945,13,3892.081191,414.001172,424.759932,490.29175,481.001009,3899.777045,3870.046641,3901.910301,96.881371,506.980276,694.722922,535.549251,3870.198847,3906.880213,672.233993,3871.165845,672.564622,5643872.039,14977097,0
0,0,0,0,0,0,0,9,12,28,4,8,143,0.000495,11,4417.630587,416.001201,430.554294,499.48974,487.001026,4424.881128,4398.095611,4425.657013,114.72576,506.317094,296.470499,558.243674,4398.031091,4433.287719,143.992049,4399.400527,144.136567,1278305.008,19342664,0
0,0,0,0,0,0,0,31,15,109,0,15,778,0.000074,1,3787.03644,426.001173,435.197656,492.114824,484.001033,3793.99855,3763.06431,3795.809927,91.678787,505.890304,792.779112,529.192782,3763.276135,3800.028158,779.404954,3764.052338,779.866532,6460621.046,14160348,0
0,0,0,0,0,0,0,6,3,32,0,3,1254,0.889553,1,3314.490157,426.000014,440.989796,508.932215,496.000012,3324.211937,3287.17584,3324.510941,118.962179,510.881591,1269.681548,559.946426,3287.033474,3334.352861,1254.046783,3288.976284,1253.69676,9816344.079,10804625,0
0,0,0,0,0,0,0,27,13,118,0,13,1542,0.010838,2,3028.96451,425.001151,435.056318,494.818148,486.001007,3038.123928,2999.09603,3040.066611,96.046864,506.609317,1537.477484,526.216685,2999.393185,3044.816086,1542.803387,3000.441634,1542.908128,11626798.1,8994171,0
0,0,0,0,0,0,0,2,4,2,3,2,2,1,1,4558.946918,426,442.040722,508.870317,495,4565.9113,4539.13494,4565.9113,123.081274,508.870317,286.008503,571.682604,4539.001057,4574.859779,3.687648,4540.533559,3.715984,18162.0004,20602807,0
0,0,0,0,0,0,0,9,4,28,0,4,217,0.923854,1,4344.934062,426.000007,440.223807,507.292815,495.000006,4352.240917,4324.125923,4352.583141,115.801554,510.220541,337.719864,561.786436,4324.019525,4360.34173,217.397658,4325.424488,217.549219,1923733.012,18697236,0
0,0,0,0,0,0,0,16,29,40,27,2,463,0.79897,28,4097.473002,399.000051,412.331178,481.368881,470.000043,4104.995006,4078.150193,4105.109621,109.731491,482.345312,525.24236,532.301606,4078.22124,4112.59395,464.929354,4079.325925,465.202872,3990637.027,16630332,0
0,0,0,0,0,0,0,31,81,71,78,5,644,0.609377,75,3912.865063,352.000217,363.077127,427.369863,418.000182,3919.353646,3897.131381,3919.567451,94.57801,429.326216,683.889686,472.746232,3898.33555,3925.569768,652.036476,3898.016162,652.595129,5434143.04,15186826,0
0,0,0,0,0,0,0,20,4,40,0,4,345,0.766465,1,4217.569442,426.000064,437.579707,505,495.000055,4225.096567,4196.129764,4225.449089,105.304321,507.940941,422.995364,556.334432,4196.040547,4232.720638,345.497901,4197.191442,345.886066,3014305.02,17606664,0
