@relation 'Ant17ALLModels-weka.filters.unsupervised.attribute.Remove-R1-2,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,1-weka.filters.unsupervised.attribute.Remove-R2-7,35-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.NumericToBinary-Rlast'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute #BugsBinary_binarized {0,1}

@data
-0.783333,-0.951904,-0.777778,-0.959839,-0.891892,-0.931733,0.749488,-0.948478,0.924917,0.948461,0.917286,0.929523,0.951894,0.9239,0.931222,0.923866,0.780799,0.938933,-0.982074,0.889411,0.931311,0.922274,-0.93058,0.930424,-0.929777,-0.865794,0.865794,0
-0.6,-0.915832,-0.333333,-0.963855,-0.297297,-0.731337,-1,-0.967213,0.706306,0.967206,0.924915,0.875251,0.915819,0.70157,0.729291,0.702037,0.550998,0.932749,-0.805283,0.769402,0.7297,0.696822,-0.728549,0.726492,-0.725744,-0.498756,0.498756,0
-0.766667,-0.971944,-0.659722,-0.995984,-0.675676,-0.785069,0.774062,-0.995316,0.765248,0.99531,0.97311,0.952431,0.971938,0.761839,0.783447,0.761972,0.744724,0.981119,-0.855616,0.891315,0.783679,0.758524,-0.78335,0.781252,-0.781154,-0.593233,0.593233,0
-0.833333,-0.975952,-0.798611,-0.995984,-0.72973,-0.906628,0.855376,-0.995316,0.89796,0.99531,0.978917,0.961419,0.975947,0.896429,0.90592,0.896551,0.814216,0.985293,-0.963946,0.933096,0.906022,0.894817,-0.905861,0.904925,-0.904866,-0.817614,0.817614,0
-0.916667,-0.987976,-0.868056,-0.995984,-0.891892,-0.952874,0.919684,-0.995316,0.948471,0.99531,0.986459,0.981196,0.987974,0.947803,0.952521,0.94778,0.909483,0.990717,-0.987335,0.954977,0.952567,0.94677,-0.952488,0.952014,-0.951981,-0.906857,0.906856,0
-0.933333,-0.987976,-0.951389,-0.995984,-0.891892,-0.929091,0.790214,-0.995316,0.922493,0.99531,0.988005,0.982307,0.987974,0.921466,0.92856,0.921431,0.925625,0.991829,-0.969453,0.982075,0.928623,0.920573,-0.928698,0.927839,-0.927977,-0.860695,0.860695,0
-0.8,-0.943888,-0.597222,-1,-0.243243,-0.866549,-0.998348,-0.995316,0.854194,0.995315,0.975988,0.921009,0.943881,0.851609,0.865514,0.852223,0.744418,0.98799,-0.940396,0.877636,0.865704,0.849297,-0.865166,0.864141,-0.863789,-0.741998,0.741998,0
-0.933333,-0.975952,-0.798611,-1,-0.675676,-0.927769,0.942566,-0.995316,0.921049,0.99531,0.988005,0.96799,0.975947,0.919838,0.927215,0.920023,0.907166,0.996615,-0.97858,0.937234,0.927301,0.918486,-0.927129,0.926495,-0.926407,-0.858145,0.858145,0
-0.8,-0.987976,-0.729167,-0.995984,-0.891892,-0.906188,0.777552,-0.990632,0.897432,0.990625,0.970262,0.97367,0.987974,0.896109,0.905486,0.896063,0.796838,0.983188,-0.967645,0.91187,0.905587,0.894036,-0.905272,0.904454,-0.904238,-0.816773,0.816773,0
-0.9,-0.97996,-0.854167,-1,-0.72973,-0.954195,0.871734,-0.995316,0.949914,0.99531,0.984926,0.970539,0.979956,0.949157,0.953842,0.949298,0.879087,0.994404,-0.988902,0.954659,0.953897,0.948242,-0.953801,0.953346,-0.953305,-0.909438,0.909437,0
-0.916667,-0.975952,-0.881944,-0.991968,-0.675676,-0.958599,-0.075924,-0.981265,0.954588,0.981257,0.969353,0.966872,0.975948,0.953981,0.958276,0.954069,0.890876,0.98593,-0.988683,0.955336,0.95833,0.953171,-0.95822,0.957837,-0.957781,-0.918054,0.918054,0
-0.833333,-0.975952,-0.861111,-0.995984,-0.72973,-0.943184,0.851698,-0.990632,0.93784,0.990625,0.973198,0.961419,0.975947,0.936908,0.942749,0.937045,0.814216,0.985293,-0.98323,0.95276,0.942814,0.935916,-0.942732,0.942103,-0.942086,-0.887981,0.887981,0
-0.866667,-0.975952,-0.8125,-1,-0.675676,-0.937899,-1,-0.995316,0.932114,0.995315,0.981896,0.963572,0.975951,0.931055,0.937421,0.931245,0.842063,0.992229,-0.983702,0.941551,0.937497,0.92986,-0.937333,0.93675,-0.936662,-0.877724,0.877724,0
-0.933333,-0.987976,-0.875,-1,-0.837838,-0.951112,0.898786,-0.990632,0.9465,0.990625,0.982305,0.982307,0.987974,0.945852,0.950743,0.945883,0.920817,0.996615,-0.986093,0.9613,0.950793,0.944887,-0.950765,0.950234,-0.950256,-0.903418,0.903418,0
-0.95,-0.97996,-0.888889,-1,-0.72973,-0.958159,0.929348,-0.995316,0.954244,0.99531,0.989563,0.973887,0.979956,0.953547,0.957836,0.95369,0.927851,0.997734,-0.988055,0.965759,0.957885,0.952819,-0.95787,0.957413,-0.957447,-0.917192,0.917192,0
-0.9,-0.987976,-0.923611,-0.995984,-0.891892,-0.967408,0.954496,-1,0.964394,0.999995,0.990633,0.980093,0.987974,0.963899,0.967164,0.963883,0.893353,0.989614,-0.98873,0.972942,0.967194,0.963248,-0.967224,0.966784,-0.966844,-0.935346,0.935346,0
-0.766667,-0.87976,-0.333333,-0.967871,0.243243,-0.601409,-1,-0.967213,0.564598,0.967206,0.938727,0.842332,0.87974,0.557358,0.598367,0.558447,0.68536,0.94749,-0.656872,0.773744,0.59892,0.551958,-0.597929,0.594478,-0.594036,-0.282249,0.282249,0
-0.65,-0.951904,-0.576389,-0.995984,-0.351351,-0.776701,-0.845904,-0.990632,0.756065,0.990629,0.957682,0.921408,0.951898,0.752286,0.774998,0.752712,0.604184,0.974172,-0.849357,0.867557,0.775271,0.748846,-0.774794,0.772662,-0.772457,-0.578329,0.578329,0
-0.916667,-0.967936,-0.819444,-0.995984,-0.567568,-0.936578,-1,-0.990632,0.930624,0.99063,0.980756,0.957325,0.967934,0.929483,0.936084,0.929726,0.882361,0.990717,-0.982469,0.939593,0.936167,0.928358,-0.935984,0.935441,-0.935341,-0.875165,0.875165,0
-0.95,-0.975952,-0.847222,-1,-0.675676,-0.963885,0.971518,-0.995316,0.960499,0.99531,0.989563,0.969117,0.975947,0.959835,0.963601,0.960034,0.923466,0.997734,-0.993148,0.952458,0.963651,0.959037,-0.963481,0.963236,-0.963115,-0.928419,0.928419,0
-0.533333,-0.947896,-0.409722,-0.97992,-0.567568,-0.621229,-0.99866,-0.93911,0.585879,0.939097,0.88514,0.909989,0.94789,0.580338,0.618374,0.580543,0.508963,0.948357,-0.678621,0.805857,0.618831,0.574537,-0.618067,0.614464,-0.614154,-0.314185,0.314185,0
-0.8,-0.923848,-0.770833,-0.947791,-0.621622,-0.885047,-1,-0.929742,0.873733,0.929727,0.895899,0.897091,0.923837,0.871816,0.88417,0.871978,0.772541,0.9256,-0.947782,0.874854,0.884325,0.869921,-0.883715,0.882954,-0.882495,-0.776699,0.776699,0
-0.3,-0.923848,-0.256944,-0.983936,-0.189189,-0.604492,-0.01555,-0.976581,0.568069,0.976571,0.914968,0.86913,0.923834,0.561463,0.60149,0.562116,0.248887,0.941524,-0.661884,0.773004,0.602024,0.555383,-0.601044,0.597297,-0.596846,-0.28719,0.28719,0
-0.85,-0.871743,-0.75,-0.871486,-1,-0.876239,0.67658,-0.93911,0.864205,0.939091,0.911862,0.838317,0.871719,0.861356,0.87532,0.861185,0.855443,0.83793,-0.94043,0.790069,0.875527,0.85895,-0.873886,0.87403,-0.872582,-0.760133,0.760133,0
-0.933333,-0.97996,-0.819444,-1,-0.72973,-0.943184,0.942566,-0.995316,0.937887,0.99531,0.988005,0.972762,0.979956,0.936963,0.942749,0.9371,0.911586,0.996615,-0.986087,0.94372,0.942816,0.935794,-0.942658,0.942172,-0.94208,-0.88798,0.88798,0
-0.95,-0.967936,-0.958333,-0.971888,-0.945946,-0.988989,0.974594,-0.981265,0.987789,0.981255,0.972477,0.959579,0.96793,0.987536,0.98891,0.987477,0.946676,0.964262,-0.990538,0.960069,0.98892,0.987189,-0.988439,0.988767,-0.988293,-0.978039,0.978039,0
-0.85,-0.97996,-0.868056,-0.983936,-0.945946,-0.947589,0.871036,-0.976581,0.942513,0.97657,0.95754,0.967274,0.979956,0.941841,0.9472,0.94176,0.850174,0.971975,-0.984856,0.942679,0.94725,0.9407,-0.947078,0.946593,-0.946471,-0.896549,0.896549,0
-0.883333,-0.963928,-0.847222,-0.983936,-0.72973,-0.954636,-0.999968,-0.971897,0.950166,0.971891,0.954865,0.950331,0.963925,0.949429,0.954286,0.949568,0.862853,0.974148,-0.989495,0.936016,0.954345,0.948484,-0.954042,0.953783,-0.953537,-0.910298,0.910298,0
-0.833333,-0.967936,-0.923611,-0.967871,-1,-0.946708,0.90027,-0.981265,0.941597,0.981255,0.961761,0.951851,0.96793,0.940702,0.946316,0.940567,0.839449,0.951721,-0.980503,0.94447,0.946363,0.93974,-0.946216,0.945686,-0.945586,-0.894835,0.894835,0
-0.983333,-0.947896,-0.993056,-0.955823,-0.891892,-0.998679,1,-0.985948,0.998421,0.98594,0.98134,0.938056,0.947886,0.998008,0.998669,0.998006,0.97412,0.947461,-0.988505,0.95567,0.998674,0.997959,-0.99574,0.998644,-0.995695,-0.997358,0.997358,0
-0.75,-0.963928,-0.715278,-1,-0.513514,-0.910152,-1,-0.990632,0.901761,0.99063,0.965954,0.941815,0.963925,0.900164,0.909457,0.900509,0.714856,0.984907,-0.971493,0.911883,0.909577,0.898464,-0.909227,0.908453,-0.908221,-0.824337,0.824337,0
-0.866667,-0.97996,-0.729167,-1,-0.72973,-0.879322,-0.840388,-0.990632,0.868093,0.990629,0.976183,0.968353,0.979959,0.866254,0.878408,0.866366,0.84663,0.992229,-0.94559,0.916041,0.878541,0.864087,-0.878301,0.877177,-0.877069,-0.765922,0.765922,0
-0.833333,-0.987976,-0.923611,-0.987952,-1,-0.932174,0.90027,-0.981265,0.92572,0.981255,0.961761,0.975774,0.987974,0.92488,0.931673,0.924736,0.839449,0.975699,-0.97301,0.964797,0.931728,0.92378,-0.931749,0.930905,-0.930982,-0.866647,0.866647,0
-0.933333,-0.983968,-0.930556,-1,-0.783784,-0.978859,-0.025238,-0.995316,0.976858,0.995311,0.988005,0.977534,0.983966,0.976529,0.978694,0.976626,0.916137,0.996615,-0.991118,0.979287,0.978721,0.976126,-0.978764,0.978453,-0.978524,-0.957941,0.957941,0
-0.95,-1,-0.951389,-1,-1,-0.991632,0.969544,-1,0.990857,0.999995,0.995261,0.997744,1,0.990891,0.991576,0.99078,0.951699,0.997734,-0.991337,0.986136,0.991577,0.990488,-0.991635,0.991454,-0.991515,-0.983298,0.983298,0
-0.983333,-0.943888,-0.993056,-0.947791,-0.945946,-0.99956,1,-0.995316,0.999474,0.99531,0.992717,0.933295,0.943877,0.998932,0.99956,0.998878,0.978942,0.937915,-0.988515,0.947637,0.999563,0.998838,-0.995161,0.99954,-0.995112,-0.999119,0.999119,0
-0.816667,-0.963928,-0.625,-0.995984,-0.567568,-0.782867,0.630004,-0.985948,0.762744,0.98594,0.966001,0.945999,0.963921,0.759284,0.781222,0.759535,0.784392,0.984236,-0.85442,0.881294,0.781468,0.755923,-0.78108,0.779048,-0.778905,-0.589304,0.589304,0
-0.9,-0.983968,-0.833333,-1,-0.783784,-0.940542,0.843664,-0.995316,0.935,0.99531,0.984926,0.975316,0.983965,0.934091,0.94009,0.934172,0.883711,0.994404,-0.983754,0.948076,0.940155,0.9329,-0.940045,0.939461,-0.939416,-0.882849,0.882849,0
-0.816667,-0.995992,-0.840278,-0.995984,-1,-0.940101,0.818826,-0.990632,0.934473,0.990625,0.971724,0.984294,0.995991,0.933768,0.93966,0.933629,0.823469,0.984236,-0.983024,0.946147,0.939712,0.932382,-0.939602,0.938956,-0.938898,-0.881995,0.881995,0
-0.85,-0.983968,-0.868056,-0.995984,-0.837838,-0.942744,0.810032,-0.990632,0.937359,0.990625,0.974684,0.972057,0.983965,0.93653,0.942312,0.936557,0.84003,0.98636,-0.982532,0.954977,0.94237,0.935454,-0.942312,0.941666,-0.941666,-0.887125,0.887125,0
-0.95,-0.983968,-0.868056,-1,-0.783784,-0.940101,0.92077,-0.995316,0.934519,0.99531,0.989563,0.978657,0.983965,0.933604,0.939646,0.933684,0.932365,0.997734,-0.981179,0.95908,0.939709,0.932557,-0.939679,0.939048,-0.939082,-0.881995,0.881995,0
-0.95,-0.97996,-0.861111,-1,-0.72973,-0.968729,0.971518,-0.995316,0.965791,0.99531,0.989563,0.973887,0.979956,0.965255,0.968485,0.965402,0.927851,0.997734,-0.993707,0.956866,0.968527,0.964509,-0.96838,0.968163,-0.968056,-0.937946,0.937946,0
-0.983333,-0.987976,-0.986111,-0.991968,-0.945946,-0.998238,1,-1,0.998075,0.999995,0.998408,0.985697,0.987974,0.998048,0.998229,0.997994,0.978942,0.990443,-0.989029,0.989588,0.998227,0.997916,-0.998133,0.998197,-0.998101,-0.996478,0.996478,0
-0.883333,-0.991984,-0.75,-0.991968,-0.945946,-0.852455,0.934402,-0.985948,0.838709,0.98594,0.971986,0.983779,0.991982,0.836689,0.851355,0.836503,0.88229,0.983729,-0.920052,0.914009,0.851499,0.83406,-0.851284,0.849866,-0.849794,-0.715793,0.715793,0
-0.9,-0.967936,-0.854167,-0.97992,-0.837838,-0.954195,0.48723,-0.93911,0.949368,0.939091,0.916509,0.956212,0.96793,0.948995,0.953849,0.949026,0.888467,0.97046,-0.988797,0.934128,0.953902,0.947967,-0.953585,0.953346,-0.95308,-0.909438,0.909437,0
-0.866667,-0.967936,-0.777778,-0.995984,-0.567568,-0.916318,-1,-0.995316,0.908543,0.995315,0.981896,0.954013,0.967934,0.907047,0.915672,0.907283,0.833335,0.987435,-0.972211,0.926659,0.915778,0.905552,-0.915541,0.914802,-0.91467,-0.836135,0.836135,0
-0.983333,-0.995992,-0.951389,-1,-0.945946,-0.982383,0.979644,-1,0.980753,0.999995,0.998408,0.995232,0.995991,0.980593,0.982254,0.980531,0.978942,1,-0.990206,0.986136,0.982267,0.980155,-0.982367,0.982072,-0.982185,-0.96492,0.96492,0
-0.916667,-0.983968,-0.895833,-1,-0.783784,-0.960361,-1,-0.995316,0.95665,0.995315,0.986459,0.97642,0.983969,0.95604,0.960058,0.95613,0.899919,0.995505,-0.98839,0.967998,0.960102,0.955309,-0.960102,0.959629,-0.959673,-0.921507,0.921507,0
-0.783333,-0.955912,-0.722222,-0.987952,-0.513514,-0.872715,-0.932038,-0.911007,0.860078,0.910987,0.871543,0.934311,0.955907,0.858604,0.87174,0.858879,0.747471,0.972542,-0.939962,0.90144,0.871898,0.856509,-0.871552,0.870401,-0.870211,-0.753528,0.753528,0
-0.85,-0.751503,-0.847222,-0.75502,-0.945946,-0.942744,0.935584,-0.65808,0.934341,0.657997,0.571415,0.695503,0.751454,0.933539,0.942319,0.933455,0.850174,0.699555,-0.982472,0.705257,0.942566,0.932236,-0.936023,0.941666,-0.935318,-0.887125,0.887125,0
-0.683333,-0.967936,-0.416667,-1,-0.567568,-0.544594,-0.316208,-0.990632,0.502965,0.990627,0.960388,0.942583,0.967931,0.496048,0.541165,0.496241,0.654332,0.980926,-0.590543,0.829203,0.541671,0.489542,-0.541013,0.536637,-0.536482,-0.192879,0.192879,0
-0.2,-0.8998,-0.222222,-0.967871,0.027027,-0.631359,-1,-0.976581,0.597359,0.976576,0.908766,0.835507,0.899784,0.590773,0.628548,0.591543,0.133731,0.917651,-0.693185,0.747511,0.629099,0.584955,-0.627913,0.624568,-0.623927,-0.330657,0.330657,0
-0.933333,-0.95992,-0.861111,-1,-0.459459,-0.950672,-1,-1,0.946112,1,0.993706,0.948907,0.959916,0.944984,0.950278,0.945395,0.890805,0.996615,-0.986865,0.956866,0.95035,0.944335,-0.950268,0.949786,-0.949776,-0.902558,0.902558,0
-0.783333,-0.903808,-0.430556,-0.97992,0.027027,-0.756882,-0.978086,-0.971897,0.734233,0.971891,0.945904,0.872102,0.903793,0.729656,0.755013,0.730542,0.71206,0.962938,-0.831662,0.811219,0.755367,0.725926,-0.754503,0.752598,-0.752083,-0.54331,0.54331,0
-0.9,-0.97996,-0.8125,-0.995984,-0.72973,-0.940542,0.960424,-0.985948,0.934907,0.98594,0.973514,0.970539,0.979956,0.934037,0.940087,0.934117,0.879087,0.989614,-0.985128,0.937421,0.940158,0.932757,-0.93995,0.939461,-0.939323,-0.882849,0.882849,0
-0.866667,-0.97996,-0.888889,-0.97992,-1,-0.874917,0.654234,-0.976581,0.86314,0.97657,0.959049,0.968353,0.979956,0.861379,0.873989,0.861205,0.871452,0.968265,-0.933319,0.945315,0.874098,0.859575,-0.874036,0.872698,-0.872746,-0.757657,0.757657,0
-0.6,-0.947896,-0.284722,-0.995984,-0.351351,-0.539309,-0.99913,-0.990632,0.497207,0.99063,0.953719,0.913712,0.94789,0.489876,0.535827,0.490338,0.555169,0.971334,-0.586194,0.792594,0.536391,0.483071,-0.535542,0.531199,-0.530911,-0.184728,0.184728,0
-0.716667,-0.967936,-0.534722,-0.971888,-0.945946,-0.613301,0.505,-0.962529,0.577507,0.962516,0.928711,0.944577,0.96793,0.571904,0.610414,0.571652,0.722291,0.949224,-0.66715,0.830511,0.610827,0.566081,-0.61022,0.606533,-0.606336,-0.301366,0.301366,0
-0.75,-0.95992,-0.465278,-1,-0.459459,-0.680687,-0.3865,-0.990632,0.651314,0.990627,0.965954,0.937022,0.959914,0.646232,0.67827,0.646581,0.710582,0.984907,-0.745729,0.841761,0.678645,0.641363,-0.678062,0.675086,-0.674875,-0.412349,0.412349,0
-0.866667,-0.95992,-0.840278,-0.975904,-0.783784,-0.913235,0.276536,-0.93911,0.904617,0.939092,0.913398,0.944455,0.959913,0.903523,0.912579,0.90359,0.85133,0.963473,-0.966072,0.925591,0.912675,0.902094,-0.91245,0.911667,-0.911536,-0.830232,0.830232,0
-0.833333,-0.991984,-0.861111,-1,-0.891892,-0.943184,0.876176,-0.990632,0.93784,0.990625,0.973198,0.98056,0.991982,0.937127,0.942759,0.9371,0.828956,0.990091,-0.983255,0.956866,0.942813,0.935971,-0.942771,0.942103,-0.942115,-0.887981,0.887981,0
-0.5,-0.95992,-0.305556,-0.983936,-0.459459,-0.65294,0.713208,-0.990632,0.621054,0.990625,0.946142,0.922646,0.959912,0.615567,0.650315,0.615653,0.466802,0.951408,-0.716914,0.784427,0.650774,0.609569,-0.649856,0.646694,-0.64623,-0.366097,0.366097,0
-0.883333,-0.97996,-0.868056,-0.991968,-0.837838,-0.953755,0.831716,-0.990632,0.949387,0.990625,0.977695,0.969441,0.979956,0.948669,0.953405,0.948701,0.872309,0.983729,-0.987694,0.950876,0.953455,0.947699,-0.953331,0.952887,-0.952812,-0.908577,0.908577,0
-0.966667,-0.987976,-0.965278,-1,-0.837838,-0.994715,0.979656,-1,0.994226,0.999995,0.996828,0.984558,0.987974,0.994145,0.994672,0.994196,0.95321,0.998863,-0.990488,0.990733,0.99468,0.993994,-0.994761,0.994601,-0.994692,-0.989443,0.989443,0
-0.766667,-0.943888,-0.520833,-0.995984,-0.243243,-0.783308,-1,-0.751756,0.760855,0.751701,0.676198,0.918897,0.943881,0.759478,0.781649,0.760022,0.711438,0.981119,-0.858196,0.852282,0.781931,0.756002,-0.781346,0.779461,-0.779155,-0.590088,0.590088,0
-0.85,-0.93988,-0.763889,-0.975904,-0.513514,-0.882845,-0.977414,-0.93911,0.871421,0.939096,0.911862,0.919469,0.939872,0.869597,0.881946,0.869928,0.812817,0.962387,-0.946575,0.901655,0.882094,0.867825,-0.881731,0.880749,-0.880532,-0.77255,0.77255,0
-0.416667,-0.947896,-0.354167,-0.983936,-0.513514,-0.644572,-1,-0.976581,0.611767,0.976576,0.922809,0.903841,0.94789,0.606129,0.641888,0.606404,0.39141,0.947123,-0.706452,0.796228,0.642337,0.600414,-0.641504,0.63813,-0.637744,-0.352301,0.352301,0
-0.9,-0.97996,-0.881944,-1,-0.72973,-0.958599,0.70826,-0.990632,0.954679,0.990625,0.979219,0.970539,0.979956,0.954035,0.95828,0.954178,0.879087,0.994404,-0.988721,0.963526,0.958329,0.953281,-0.958295,0.957826,-0.957842,-0.918054,0.918054,0
-0.883333,-0.983968,-0.715278,-0.995984,-0.837838,-0.829113,0.83212,-0.995316,0.813322,0.99531,0.983405,0.97422,0.983965,0.810743,0.82783,0.810718,0.872309,0.98852,-0.898949,0.907705,0.828005,0.807913,-0.827759,0.826127,-0.826055,-0.672823,0.672823,0
-0.9,-0.983968,-0.881944,-1,-0.783784,-0.942303,0.897354,-0.995316,0.936925,0.99531,0.984926,0.975316,0.983965,0.936042,0.941865,0.936124,0.883711,0.994404,-0.981386,0.963526,0.941925,0.935077,-0.94192,0.941253,-0.941308,-0.88627,0.88627,0
-0.583333,-0.927856,-0.368056,-1,-0.027027,-0.70447,-0.97011,-0.93911,0.676682,0.939096,0.889045,0.888717,0.927846,0.672035,0.702211,0.672876,0.51603,0.975234,-0.774738,0.817009,0.702607,0.667523,-0.701847,0.699157,-0.69879,-0.452602,0.452602,0
-0.85,-0.951904,-0.805556,-0.983936,-0.567568,-0.937018,-0.99901,-0.948478,0.930691,0.948466,0.923276,0.933806,0.951899,0.929754,0.936528,0.930049,0.817011,0.971975,-0.983554,0.922864,0.936616,0.928625,-0.936263,0.935843,-0.935577,-0.876018,0.876018,0
-0.483333,-0.93988,-0.243056,-1,-0.189189,-0.657344,-0.999852,-0.995316,0.625911,0.995315,0.950708,0.897653,0.939872,0.620119,0.654738,0.620778,0.428278,0.969878,-0.723325,0.78736,0.655203,0.614524,-0.654288,0.651163,-0.650708,-0.373386,0.373386,0
