@relation 'Ant14BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-2,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,1-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.Remove-R2,4-5,8,10'

@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute #BugsBinary {0,1}

@data
0.81868,0.923219,0.825443,0.834332,0.808664,0
0.948268,0.942139,0.950194,0.952887,0.868299,0
0.678365,0.919775,0.690271,0.705823,0.79411,0
0.897817,0.919775,0.901691,0.906805,0.81442,0
0.56727,0.896622,0.583326,0.603903,0.62103,0
0.577835,0.910389,0.593622,0.613705,0.760584,0
0.769438,0.942139,0.778126,0.789189,0.868299,0
0.837844,0.919775,0.844204,0.851949,0.837426,0
0.43146,0.883667,0.452172,0.479378,0.599382,0
0.447685,0.639803,0.469102,0.495964,0.264157,0
0.927053,0.96765,0.929861,0.933332,0.899924,0
0.811519,0.990095,0.818303,0.827418,0.914919,0
0.842454,0.931096,0.848325,0.855883,0.70889,0
0.715813,0.910389,0.726854,0.740219,0.799912,0
0.900512,0.851129,0.904714,0.909807,0.831417,0
0.96463,0.71232,0.967384,0.969563,0.922218,0
0.575947,0.931496,0.591726,0.611785,0.760246,0
0.994439,0.969623,0.994576,0.995099,0.977077,0
0.811739,0.703046,0.81934,0.829355,0.62103,0
0.9096,0.934293,0.913235,0.917623,0.906655,0
0.842454,0.962876,0.84847,0.855896,0.877049,0
0.840094,0.947014,0.84612,0.853884,0.891595,0
0.819751,0.918637,0.826261,0.835216,0.723472,0
0.587457,0.883667,0.602809,0.622515,0.613477,0
0.311803,0.823713,0.336921,0.369593,0.320184,0
0.784312,0.910389,0.792259,0.802868,0.746994,0
0.615503,0.897162,0.62982,0.648052,0.577437,0
0.891497,0.937321,0.895648,0.900947,0.852605,0
0.275702,0.859146,0.302424,0.336307,0.482808,0
0.225317,0.757347,0.252954,0.290148,-0.124969,0
0.325668,0.85812,0.350027,0.382312,0.515794,0
0.897171,0.985228,0.900592,0.905825,0.884494,0
0.995612,0.96765,0.995474,0.996029,0.875779,0
0.879823,0.959744,0.884104,0.890141,0.884494,0
0.837211,0.985228,0.842817,0.850921,0.877684,0
0.898242,0.975666,0.901623,0.906805,0.837751,0
0.747306,0.961755,0.756494,0.768605,0.775413,0
0.965409,0.947014,0.966818,0.968595,0.906655,0
0.492338,0.867072,0.511181,0.535275,0.5207,0
0.854978,0.901241,0.86076,0.867645,0.754312,0
0.958116,0.977371,0.959743,0.961772,0.95419,0
0.937764,0.972482,0.940165,0.943135,0.922837,0
0.684667,0.897566,0.696302,0.711716,0.753633,0
0.995715,0.995019,0.995809,0.996066,0.968772,0
0.902207,0.947014,0.905813,0.910726,0.884494,0
0.704159,0.937321,0.714993,0.729349,0.817701,0
0.768255,0.901241,0.776453,0.788127,0.675971,0
0.824995,0.905785,0.831483,0.840127,0.730201,0
0.995612,0.972482,0.995741,0.996079,0.93134,0
0.21178,0.855278,0.24015,0.277415,0.415161,0
0.842771,0.849825,0.848592,0.856837,0.737246,0
0.970004,0.990095,0.970941,0.972515,0.929797,0
0.934796,0.721526,0.937834,0.942154,0.877049,0
0.949236,0.934293,0.951157,0.953904,0.914608,0
0.810337,0.948903,0.817273,0.82645,0.783283,0
0.57437,0.724119,0.589803,0.611732,0.5207,0
0.500756,0.854044,0.51925,0.543157,0.545766,0
0.925876,0.950094,0.928553,0.932352,0.877049,0
0.692041,0.870991,0.703513,0.718577,0.68342,0
0.40384,0.872217,0.425585,0.453945,0.491422,0
0.925148,0.716367,0.929721,0.933332,0.854213,0
0.598149,0.924556,0.613675,0.63243,0.885759,0
0.996582,0.959744,0.995812,0.997059,0.93134,0
0.978574,0.980418,0.979253,0.980383,0.899924,0
0.982859,0.980418,0.983375,0.984303,0.899924,0
0.97398,0.942139,0.974995,0.976462,0.899924,0
0.919555,0.962876,0.922234,0.926399,0.830766,0
0.930266,0.962876,0.932743,0.936235,0.852605,0
0.99551,0.95489,0.99554,0.996066,0.899924,0
0.446814,0.935458,0.466667,0.49309,0.66366,0
0.436002,0.859796,0.457076,0.483413,0.375663,0
0.913023,0.950094,0.916467,0.920604,0.885759,0
0.897064,0.962876,0.901012,0.905901,0.885759,0
0.339822,0.868367,0.364602,0.395237,0.528321,0
0.974289,1,0.9752,0.976475,1,0
0.201132,0.820106,0.230572,0.267784,0.289821,0
0.353832,0.901241,0.377874,0.407941,0.618639,0
0.532129,0.905381,0.549689,0.571627,0.641122,0
0.706416,0.936057,0.717664,0.731427,0.817701,0
0.597451,0.898376,0.612398,0.631389,0.509689,0
0.596382,0.948903,0.611369,0.630423,0.791451,0
0.992501,1,0.992718,0.993139,1,0
0.918379,0.926993,0.921478,0.925478,0.754312,0
0.505288,0.860856,0.523787,0.547107,0.452562,0
0.993367,0.945357,0.993479,0.994106,0.854213,0
0.842236,0.927861,0.848397,0.855911,0.840343,0
-0.2349,0.897162,-0.191962,-0.136008,0.586664,0
0.904244,0.915052,0.907874,0.912762,0.840343,0
-0.466178,0.649719,-0.415499,-0.349703,0.071828,1
-0.466178,0.649719,-0.415499,-0.349703,0.071828,1
-0.466178,0.649719,-0.415499,-0.349703,0.071828,1
-0.165829,0.847731,-0.127507,-0.071656,0.318378,1
-0.165829,0.847731,-0.127507,-0.071656,0.318378,1
-0.165829,0.847731,-0.127507,-0.071656,0.318378,1
-0.908361,-0.754437,-0.838387,-0.740726,-0.608674,1
-0.908361,-0.754437,-0.838387,-0.740726,-0.608674,1
0.399553,0.771879,0.421339,0.450976,0.497602,1
0.399553,0.771879,0.421339,0.450976,0.497602,1
0.399553,0.771879,0.421339,0.450976,0.497602,1
0.839771,0.875518,0.845839,0.853909,0.745629,1
0.839771,0.875518,0.845839,0.853909,0.745629,1
0.653785,0.737726,0.666536,0.684281,0.459927,1
0.837629,0.89905,0.843918,0.851936,0.852605,1
0.461903,0.836301,0.482191,0.507816,0.629645,1
0.574628,0.867072,0.590294,0.61074,0.51304,1
0.704541,0.81037,0.715731,0.730292,0.533381,1
0.051228,0.819551,0.085057,0.130369,0.646921,1
0.229578,0.833021,0.257346,0.294059,0.427111,1
0.229578,0.833021,0.257346,0.294059,0.427111,1
0.607773,0.883667,0.62214,0.641139,0.613477,1
0.472174,0.932562,0.491624,0.516651,0.800574,1
0.472174,0.932562,0.491624,0.516651,0.800574,1
0.448823,0.769085,0.469181,0.496,0.361731,1
0.291699,0.555894,0.31916,0.353837,0.393094,1
0.21939,0.8924,0.246874,0.284247,0.54152,1
-0.354868,0.871128,-0.308783,-0.247903,0.529101,1
0.308315,0.731021,0.332789,0.366607,-0.257592,1
-1,0.745628,-1,-1,-1,1
0.485256,0.962876,0.503808,0.528389,0.811626,1
0.880261,0.836301,0.885066,0.89117,0.68625,1
-0.232429,0.823713,-0.190053,-0.133321,0.284729,1
0.349422,0.923219,0.372841,0.403866,0.723645,1
0.988215,0.990095,0.988393,0.989179,0.929797,1
0.988215,0.990095,0.98846,0.989179,0.929797,1
-0.511374,0.79037,-0.463343,-0.395076,0.220755,1
0.514443,0.207467,0.53628,0.56083,0.541714,1
0.531121,0.757916,0.549188,0.571543,0.337226,1
0.221358,-0.168429,0.256898,0.295124,0.337226,1
0.940257,0.873579,0.942079,0.946062,0.868618,1
0.882862,0.777704,0.887955,0.894051,0.737246,1
0.737302,0.668221,0.748772,0.761687,0.740673,1
0.737302,0.668221,0.748772,0.761687,0.740673,1
0.737302,0.668221,0.748772,0.761687,0.740673,1
0.202794,0.836301,0.232524,0.269725,0.609224,1
0.853052,0.950094,0.858699,0.865698,0.877049,1
0.948165,0.934293,0.95033,0.952924,0.914608,1
0.845666,0.962876,0.851343,0.858797,0.852605,1
0.702401,0.870821,0.713962,0.728457,0.914608,1
