@relation 'Ant13-weka.filters.unsupervised.attribute.Remove-R1-2,5-20,31-32-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,1'

@attribute #BugsBinary numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute #Bugs numeric

@data
0,2050.515057,136.000091,150.306354,115.377641,96.000129,2048.250961,2046.047898,2048.393761,65.513357,117.885538,0
0,1837.891455,134.000288,147.231111,115.433964,98.000393,1835.61788,1833.06983,1835.61788,63.06346,115.433964,0
1,1791.722356,130.001138,140.014285,99.644368,85.001741,1789.020402,1787.017907,1789.470592,52.611786,107.424392,2
1,1791.722356,130.001138,140.014285,99.644368,85.001741,1789.020402,1787.017907,1789.470592,52.611786,107.424392,2
1,1631.419321,120.000575,130,92.649879,78.000884,1628.868626,1627.007683,1629.432417,50.249378,102.083299,3
1,1631.419321,120.000575,130,92.649879,78.000884,1628.868626,1627.007683,1629.432417,50.249378,102.083299,3
1,1631.419321,120.000575,130,92.649879,78.000884,1628.868626,1627.007683,1629.432417,50.249378,102.083299,3
0,2012.66813,137.000045,151.637726,115.935327,96.000064,2010.293511,2008.056025,2010.390012,66.70832,117.596769,0
1,1802.986411,134.000182,146.819617,107.335921,89.000275,1800.201378,1798.022525,1800.614617,60.671245,114.057003,4
1,1802.986411,134.000182,146.819617,107.335921,89.000275,1800.201378,1798.022525,1800.614617,60.671245,114.057003,4
1,1802.986411,134.000182,146.819617,107.335921,89.000275,1800.201378,1798.022525,1800.614617,60.671245,114.057003,4
1,1802.986411,134.000182,146.819617,107.335921,89.000275,1800.201378,1798.022525,1800.614617,60.671245,114.057003,4
0,2192.284881,137,152.069063,114.039467,93,2189.975571,2188.100775,2189.809352,69.260378,110.801625,0
1,2028.497227,135.000096,148.976508,115.663304,97.000134,2026.323025,2024.098812,2026.181631,66.098411,113.15918,1
0,2168.269356,136.000002,152.052623,121.757957,101.000002,2166.355696,2164.083409,2166.263373,70.604532,120.104122,0
1,1936.710872,135.000443,150.269757,115.676272,95.00063,1934.334252,1932.043737,1934.534828,67.26812,118.983192,3
1,1936.710872,135.000443,150.269757,115.676272,95.00063,1934.334252,1932.043737,1934.534828,67.26812,118.983192,3
1,1936.710872,135.000443,150.269757,115.676272,95.00063,1934.334252,1932.043737,1934.534828,67.26812,118.983192,3
0,2044.462032,135.000014,149.833241,118.431415,99.000019,2042.400793,2040.070832,2042.400793,67.186308,118.431415,0
1,1572.890651,136.001278,149.883288,114.825955,96.00181,1569.937897,1567.062539,1570.124199,64.536811,117.345643,3
1,1572.890651,136.001278,149.883288,114.825955,96.00181,1569.937897,1567.062539,1570.124199,64.536811,117.345643,3
1,1572.890651,136.001278,149.883288,114.825955,96.00181,1569.937897,1567.062539,1570.124199,64.536811,117.345643,3
1,1794.161921,136.000532,147.46186,112.507778,97.000746,1791.627752,1789.062883,1791.737146,58.940648,114.236597,1
1,1804.058203,135.000107,148.976508,115.663304,97.000149,1801.613166,1799.062534,1801.721954,64.761099,117.345643,3
1,1804.058203,135.000107,148.976508,115.663304,97.000149,1801.613166,1799.062534,1801.721954,64.761099,117.345643,3
1,1804.058203,135.000107,148.976508,115.663304,97.000149,1801.613166,1799.062534,1801.721954,64.761099,117.345643,3
0,1982.669917,136.000029,151.608047,119.540788,99.000039,1980.475953,1978.073052,1980.475953,69.123079,119.540788,0
0,2040.470779,135.000039,149.833241,118.431415,99.000053,2038.405504,2036.070971,2038.405504,67.186308,118.431415,0
1,2033.486169,135.000234,149.833241,116.764721,97.000325,2031.317307,2029.063084,2031.365304,66.940272,117.596769,4
1,2033.486169,135.000234,149.833241,116.764721,97.000325,2031.317307,2029.063084,2031.365304,66.940272,117.596769,4
1,2033.486169,135.000234,149.833241,116.764721,97.000325,2031.317307,2029.063084,2031.365304,66.940272,117.596769,4
1,2033.486169,135.000234,149.833241,116.764721,97.000325,2031.317307,2029.063084,2031.365304,66.940272,117.596769,4
1,1758.591766,127.002591,136.124943,98.979796,86.003826,1756.107058,1754.004561,1756.791678,49.162994,110.462663,1
1,1648.374351,133.001198,136.124943,88.865066,84.001897,1645.14589,1643.019476,1645.57376,30.083218,96.462428,1
0,2129.411656,137.000003,152.505738,122.03688,102.000004,2127.446592,2125.094116,2127.304868,69.921384,119.540788,0
1,702.101132,135.002257,135.133268,82.219219,82.003716,693.862378,689,695.248157,6,93.193347,5
1,702.101132,135.002257,135.133268,82.219219,82.003716,693.862378,689,695.248157,6,93.193347,5
1,702.101132,135.002257,135.133268,82.219219,82.003716,693.862378,689,695.248157,6,93.193347,5
1,702.101132,135.002257,135.133268,82.219219,82.003716,693.862378,689,695.248157,6,93.193347,5
1,702.101132,135.002257,135.133268,82.219219,82.003716,693.862378,689,695.248157,6,93.193347,5
0,2021.715361,138.000039,154.28869,119.854078,98.000054,2019.37936,2017.06346,2019.428137,70.830784,120.673112,0
0,2050.581625,137.000111,149.164339,116.107709,100.000152,2048.442335,2046.088219,2048.345674,61.983869,114.389685,0
0,1926.735322,135.00017,148.976508,118.190524,100.000229,1924.599699,1922.084285,1924.547999,65.520989,117.345643,0
0,2104.956532,129.000064,144.003472,114.546934,95.000087,2103.14669,2101.095191,2103.013314,67.052218,112.071406,0
0,2182.582415,125.000004,143.265488,117.200683,94.000005,2181.026593,2179.074345,2180.983723,72.277244,116.400172,0
0,2032.604733,121.001819,134.617978,103.469802,85.002589,2030.779653,2029.055445,2030.864348,60.876925,105.11898,0
1,2113.380467,136.000005,152.052623,120.929732,100.000007,2111.369461,2109.076812,2111.322334,70.342022,120.104122,2
1,2113.380467,136.000005,152.052623,120.929732,100.000007,2111.369461,2109.076812,2111.322334,70.342022,120.104122,2
1,1873.017085,137.00005,152.505738,117.889779,97.00007,1870.516774,1868.060224,1870.621554,68.658576,119.540788,2
1,1873.017085,137.00005,152.505738,117.889779,97.00007,1870.516774,1868.060224,1870.621554,68.658576,119.540788,2
1,2029.561775,136.000338,149.465715,112.605506,94.000489,2027.180554,2025.035555,2027.418556,63.150614,116.811814,1
1,1540.837759,134.00065,141.039002,101.98039,92.000947,1537.754532,1535.046905,1538.061767,45.607017,106.51291,2
1,1540.837759,134.00065,141.039002,101.98039,92.000947,1537.754532,1535.046905,1538.061767,45.607017,106.51291,2
1,2104.081985,131.000062,144.086779,112.361025,95.000086,2102.147711,2100.085951,2102.058277,62.936476,110.675201,2
1,2104.081985,131.000062,144.086779,112.361025,95.000086,2102.147711,2100.085951,2102.058277,62.936476,110.675201,2
0,2090.428664,136.000045,151.16878,118.983192,99.000061,2088.347912,2086.06927,2088.347912,68.154237,118.983192,0
1,1566.826729,135.000748,144.668587,108.300508,95.001063,1563.888103,1561.054131,1564.01087,53.600373,110.059075,3
1,1566.826729,135.000748,144.668587,108.300508,95.001063,1563.888103,1561.054131,1564.01087,53.600373,110.059075,3
1,1566.826729,135.000748,144.668587,108.300508,95.001063,1563.888103,1561.054131,1564.01087,53.600373,110.059075,3
1,1523.991142,135.002147,143.617548,99.849887,87.003332,1520.491039,1518.008234,1521.160084,49.254441,109.567331,5
1,1523.991142,135.002147,143.617548,99.849887,87.003332,1520.491039,1518.008234,1521.160084,49.254441,109.567331,5
1,1523.991142,135.002147,143.617548,99.849887,87.003332,1520.491039,1518.008234,1521.160084,49.254441,109.567331,5
1,1523.991142,135.002147,143.617548,99.849887,87.003332,1520.491039,1518.008234,1521.160084,49.254441,109.567331,5
1,1523.991142,135.002147,143.617548,99.849887,87.003332,1520.491039,1518.008234,1521.160084,49.254441,109.567331,5
1,1961.859577,138.000029,151.700363,117.345643,99.00004,1959.502488,1957.073836,1959.502488,65.253352,117.345643,1
1,1890.825481,135.001111,146.540097,113.371072,98.00153,1888.544413,1886.067867,1888.596569,59.20304,114.236597,1
1,1166.720618,134.000649,142.337627,104.656581,93.000935,1162.725247,1159.052199,1163.135848,49.244289,109.123783,5
1,1166.720618,134.000649,142.337627,104.656581,93.000935,1162.725247,1159.052199,1163.135848,49.244289,109.123783,5
1,1166.720618,134.000649,142.337627,104.656581,93.000935,1162.725247,1159.052199,1163.135848,49.244289,109.123783,5
1,1166.720618,134.000649,142.337627,104.656581,93.000935,1162.725247,1159.052199,1163.135848,49.244289,109.123783,5
1,1166.720618,134.000649,142.337627,104.656581,93.000935,1162.725247,1159.052199,1163.135848,49.244289,109.123783,5
0,2158.352381,137.00001,153.394915,123.146254,102.000013,2156.413689,2154.102365,2156.228188,72.124892,119.854078,0
1,1615.733889,136.000397,149.883288,110.679718,91.000593,1612.569688,1610.025155,1613.040917,63.63961,117.345643,2
1,1615.733889,136.000397,149.883288,110.679718,91.000593,1612.569688,1610.025155,1613.040917,63.63961,117.345643,2
0,2040.470779,135.000061,148.976508,113.991228,95.000086,2038.215151,2036.048133,2038.357182,64.536811,116.503219,0
0,2139.391035,137.000001,152.947703,122.588743,102.000002,2137.435145,2135.093675,2137.294084,70.880181,120.104122,0
1,1897.73681,134.000114,148.070929,114.825955,96.000159,1895.432668,1893.076332,1895.432668,65.253352,114.825955,3
1,1897.73681,134.000114,148.070929,114.825955,96.000159,1895.432668,1893.076332,1895.432668,65.253352,114.825955,3
1,1897.73681,134.000114,148.070929,114.825955,96.000159,1895.432668,1893.076332,1895.432668,65.253352,114.825955,3
1,1823.005485,135.001352,148.556387,110.113578,91.002006,1820.276078,1818.022277,1820.693549,62.64982,116.811814,1
0,2106.395025,136.000001,152.052623,119.28118,98.000002,2104.283251,2102.060894,2104.283251,69.856997,119.28118,0
1,1955.734389,136.000047,151.608047,116.249731,95.000068,1953.311547,1951.043311,1953.510174,68.249542,119.540788,3
1,1955.734389,136.000047,151.608047,116.249731,95.000068,1953.311547,1951.043311,1953.510174,68.249542,119.540788,3
1,1955.734389,136.000047,151.608047,116.249731,95.000068,1953.311547,1951.043311,1953.510174,68.249542,119.540788,3
1,2008.609469,136.000203,150.306354,112.071406,92.000299,2006.110665,2004.02495,2006.443869,64.776539,117.885538,1
0,2034.483964,135.000352,148.556387,114.280357,96.000495,2032.268683,2030.048275,2032.412606,63.560994,116.811814,0
1,2194.280976,137,152.947703,122.588743,102,2192.374056,2190.100683,2192.191597,71.168813,119.28118,1
1,1608.67461,135.001523,146.931957,112.160599,96.002141,1605.872037,1603.061134,1605.992839,59.665736,113.877127,6
1,1608.67461,135.001523,146.931957,112.160599,96.002141,1605.872037,1603.061134,1605.992839,59.665736,113.877127,6
1,1608.67461,135.001523,146.931957,112.160599,96.002141,1605.872037,1603.061134,1605.992839,59.665736,113.877127,6
1,1608.67461,135.001523,146.931957,112.160599,96.002141,1605.872037,1603.061134,1605.992839,59.665736,113.877127,6
1,1608.67461,135.001523,146.931957,112.160599,96.002141,1605.872037,1603.061134,1605.992839,59.665736,113.877127,6
1,1608.67461,135.001523,146.931957,112.160599,96.002141,1605.872037,1603.061134,1605.992839,59.665736,113.877127,6
1,1021.693692,133.001477,141.739197,100.722391,88.002233,1016.815126,1013.031589,1017.633529,49.648766,108.673824,7
1,1021.693692,133.001477,141.739197,100.722391,88.002233,1016.815126,1013.031589,1017.633529,49.648766,108.673824,7
1,1021.693692,133.001477,141.739197,100.722391,88.002233,1016.815126,1013.031589,1017.633529,49.648766,108.673824,7
1,1021.693692,133.001477,141.739197,100.722391,88.002233,1016.815126,1013.031589,1017.633529,49.648766,108.673824,7
1,1021.693692,133.001477,141.739197,100.722391,88.002233,1016.815126,1013.031589,1017.633529,49.648766,108.673824,7
1,1021.693692,133.001477,141.739197,100.722391,88.002233,1016.815126,1013.031589,1017.633529,49.648766,108.673824,7
1,1021.693692,133.001477,141.739197,100.722391,88.002233,1016.815126,1013.031589,1017.633529,49.648766,108.673824,7
1,1748.037185,103.00069,115.381974,95.414884,80.000889,1746.832848,1745.092834,1746.698028,55.027266,92.913939,3
1,1748.037185,103.00069,115.381974,95.414884,80.000889,1746.832848,1745.092834,1746.698028,55.027266,92.913939,3
1,1748.037185,103.00069,115.381974,95.414884,80.000889,1746.832848,1745.092834,1746.698028,55.027266,92.913939,3
1,1920.473119,131.001956,140.217688,106.470653,94.002726,1918.30446,1916.044102,1918.504626,51.662365,110.01818,1
0,2099.154354,132.000044,145.835524,113.441615,95.000061,2097.152832,2095.077326,2097.10777,64.56005,112.605506,0
1,2137.835354,128.000003,144.013888,112.414412,91.000004,2135.939372,2134.093719,2135.813662,68.963759,110,1
0,2150.242079,135.00001,151.158857,119.28118,98.000013,2148.236486,2146.084108,2148.146178,70.604532,117.643529,0
0,1844.241036,125.002135,136.565003,96.260064,79.003379,1841.695143,1840.045923,1841.87106,56.515485,99.569072,0
0,1912.560587,132.000372,144.996552,109.836242,92.000534,1910.216742,1908.044287,1910.413568,61.392182,113.207774,0
1,1503.197924,98.000792,108.687626,89.358827,76.001022,1501.924099,1500.056332,1502.078893,48.764741,91.923882,2
1,1503.197924,98.000792,108.687626,89.358827,76.001022,1501.924099,1500.056332,1502.078893,48.764741,91.923882,2
1,1737.253292,135.000897,145.39945,107.54069,93.001302,1734.495027,1732.064953,1734.548933,56.044625,108.406642,2
1,1737.253292,135.000897,145.39945,107.54069,93.001302,1734.495027,1732.064953,1734.548933,56.044625,108.406642,2
0,2142.070961,132.000019,147.580487,109.201648,87.000029,2139.76938,2138.084423,2139.688996,68.680419,107.615055,0
0,2086.80737,126.001361,140.427918,111.77209,93.001844,2085.075059,2083.047047,2085.21102,63.560994,114.280357,0
0,2128.273714,118.00006,134.718224,119.268604,100.000071,2127.35164,2125.094116,2127.21273,68.007353,116.764721,0
1,1999.562452,135.001412,149.833241,113.463651,93.00205,1997.166493,1995.042355,1997.308439,66.287254,115.935327,1
1,1843.948481,135.000295,150.269757,121.49074,102.000391,1841.826539,1839.119898,1841.609351,69.260378,118.152444,1
0,2194.280976,137,152.947703,111.21151,88,2191.767323,2190.100683,2191.610367,71.168813,108.074049,0
0,2177.377551,138.000003,153.404694,121.20231,101.000005,2175.345949,2173.092037,2175.208726,69.921384,118.713942,0
1,2060.427383,135.000014,150.269757,119.816526,100.000019,2058.43047,2056.097274,2058.286909,68.963759,117.324337,1
0,2181.369524,138.000003,153.404694,121.20231,101.000005,2179.341644,2177.091868,2179.204671,69.921384,118.713942,0
0,2173.197184,135.000003,150.711645,119.540788,99.000005,2171.258161,2169.092206,2171.123442,69.921384,117.068356,0
0,2122.426206,137.000006,152.069063,116.498927,96.000008,2120.174521,2118.04627,2120.312477,67.468511,118.983192,0
0,2132.405449,137.000006,152.069063,118.983192,99.000008,2130.301622,2128.067903,2130.301622,68.154237,118.983192,0
0,2193.282927,137,152.505738,118.713942,98,2191.192598,2189.091364,2191.060474,69.921384,116.249731,0
0,2154.297101,136.000004,152.052623,120.929732,100.000006,2152.324325,2150.083952,2152.232329,70.604532,119.28118,0
1,2053.574932,137.000007,152.069063,118.983192,99.00001,2051.39026,2049.070521,2051.39026,68.154237,118.983192,1
0,1920.337731,129.000263,145.825238,116.01724,94.00036,1918.30446,1916.094204,1918.207497,70.604532,114.402797,0
1,1816.250258,138.00026,150.880748,112.058021,94.000381,1813.437895,1811.039757,1813.703945,62.169124,116.284135,3
1,1816.250258,138.00026,150.880748,112.058021,94.000381,1813.437895,1811.039757,1813.703945,62.169124,116.284135,3
1,1816.250258,138.00026,150.880748,112.058021,94.000381,1813.437895,1811.039757,1813.703945,62.169124,116.284135,3
0,1671.541803,136.003348,142.940547,109.252002,100.004553,1668.998502,1666.10834,1668.879864,47.927028,107.424392,0
0,2116.374258,136.000022,151.16878,121.49074,102.00003,2114.461634,2112.104401,2114.272452,69.260378,118.152444,0
0,2101.470438,137.000019,152.069063,121.49074,102.000025,2099.479221,2097.105148,2099.288689,69.260378,118.152444,0
0,1581.771475,135.000284,143.961801,112.698713,101.000379,1579.233042,1576.139905,1578.982267,54.230987,109.128365,0
1,2173.385608,138,155.193428,124.277914,102,2171.397016,2169.101657,2171.212795,74.040529,121.016528,1
1,1452.195579,134.003198,139.842769,104.923782,97.004417,1449.249806,1446.124822,1449.117318,44.28318,103.077641,2
1,1452.195579,134.003198,139.842769,104.923782,97.004417,1449.249806,1446.124822,1449.117318,44.28318,103.077641,2
1,1594.809393,136.001863,146.700375,114.127122,100.002534,1592.143524,1589.113589,1592.019158,58.189346,112.378824,2
1,1594.809393,136.001863,146.700375,114.127122,100.002534,1592.143524,1589.113589,1592.019158,58.189346,112.378824,2
0,1761.258641,136.001527,147.078211,114.61239,100.002077,1758.845076,1756.102787,1758.732498,59.135438,112.871608,0
0,1923.813141,136.000293,149.883288,119.887447,102.00039,1921.708875,1919.1149,1921.500716,66.407831,116.503219,0
