Class Name,HasTC,#Bugs,#BugsBinary,#Blocker,#Critical,Critique,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,Si,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.Location,0,0,0,0,0,0,0,0,0,0,5,51,10,51,0,69,0.948672824,0.190306122,5,2128.160003,133.0000099,148.4755872,84.02380615,52.00002533,2124.636439,2124.103811,2124.542304,69.26037828,81.60882305,0,
org.apache.tools.ant.Main,0,1,1,0,0,1,0,1,0,0,14,7,82,0,7,1253,0.923298003,0.362749236,1,949.9310501,137.0000215,148.3846353,111.6467644,96.00003064,944.8894115,940.1042495,945.1989209,58.69412236,114.2365966,3,
org.apache.tools.ant.NoBannerLogger,0,0,0,0,0,0,0,0,0,0,4,3,16,0,3,59,0.873710659,0.010204082,1,2138.393088,137.0000582,152.5057376,120.3702621,100.0000797,2136.341733,2134.075912,2136.295158,69.37578828,119.540788,0,
org.apache.tools.ant.PathTokenizer,0,0,0,0,0,0,0,0,0,0,3,2,15,2,0,100,0.888219763,0.75748055,2,2097.413884,136.0000459,152.0526225,121.7579566,101.0000619,2095.435516,2093.105349,2095.246525,71.16881339,118.460964,0,
org.apache.tools.ant.Project,1,3,1,0,0,3,1,2,0,0,71,103,186,99,7,2193,0.248779012,4.02243774,90,48,48.00587811,48,0,0.751220988,0,14,0,14,0,10,20
org.apache.tools.ant.ProjectHelper,0,5,1,0,1,6,1,2,1,0,17,19,73,13,7,502,0.490038769,0.224489796,8,1695.989682,130.0010002,140.7693148,99.85990186,84.00154796,1693.085054,1691.057953,1693.185459,55.78530272,101.5480182,17,
org.apache.tools.ant.RuntimeConfigurable,0,2,1,0,0,2,1,1,0,0,9,8,25,5,3,114,0.910062775,0.194173929,5,2083.249865,133.0000304,146.7412689,113.4416149,95.00004257,2081.169383,2079.077921,2081.123975,64.56004957,112.6055061,7,
org.apache.tools.ant.Target,0,0,0,0,0,0,0,0,0,0,19,18,47,16,5,273,0.819221889,0.537850638,10,1924.261936,128.0001277,138.1593283,99.64436763,85.00019224,1921.880589,1920.066666,1921.793173,54.40588203,97.94386147,0,
org.apache.tools.ant.Task,0,0,0,0,0,0,0,0,0,0,19,78,23,75,5,125,0.802623224,5.258979476,103,2068.296159,35.00055653,62.68173578,57.69748695,25.00077914,2068.151107,2068.061895,2068.13926,54.40588203,57.27128425,0,
org.apache.tools.ant.TaskAdapter,0,0,0,0,0,0,0,0,0,0,4,6,15,4,2,82,0.943021749,0.083532917,5,2115.185571,133.0000122,148.9227988,117.889779,97.00001673,2113.22739,2111.085503,2113.136531,69.64194139,116.2497312,0,
org.apache.tools.ant.taskdefs.Ant,1,2,1,0,0,2,0,2,0,0,10,9,70,1,8,440,0.706882086,0.297321014,4,1758.114046,134.0003206,147.2311108,112.0580207,94.00045701,1755.518442,1753.048202,1755.737167,62.36986452,115.4339638,6,26
org.apache.tools.ant.taskdefs.AntStructure,1,2,1,0,1,3,0,1,0,0,8,6,55,0,6,643,0.979275174,0.081845153,2,1555.955012,136.0000016,149.8832879,115.6633045,97.00000221,1553.032195,1550.072579,1553.158395,64.76109943,117.3456433,8,11
org.apache.tools.ant.taskdefs.Available,1,1,1,0,0,1,0,1,0,0,13,7,35,0,7,273,0.727078196,0.184815605,3,1924.740242,135.0002759,146.931957,112.1605991,96.00038795,1922.398502,1920.051041,1922.55065,59.66573556,114.7388339,3,62
org.apache.tools.ant.taskdefs.CallTarget,0,0,0,0,0,0,0,0,0,0,5,7,20,0,7,76,0.6479492,0.010204082,0,2121.493106,138.0004491,152.9705854,116.498927,96.00064552,2119.175547,2117.046291,2119.313568,67.46851117,118.9831921,0,
org.apache.tools.ant.taskdefs.Chmod,0,1,1,0,0,1,0,1,0,0,14,10,43,0,10,168,0.502548377,0,5,2029.362954,133.0009303,144.699689,109.0779538,93.00133041,2027.134431,2025.029876,2027.418556,58.05170109,114.2365966,3,
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,0,0,0,0,0,0,0,0,0,0,2,4,2,3,2,2,1,0,1,2195.279026,137,153.3949152,120.6731122,99,2193.235509,2191.082381,2193.102141,71.56814934,118.224363,0,
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,0,1,1,0,0,1,0,1,0,0,3,8,16,1,7,125,0.957538619,0.010204082,2,2072.467129,136.0000066,152.0526225,116.8289348,95.00000949,2070.18091,2068.047388,2070.320748,69.42621983,119.2811804,3,
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,0,3,1,0,0,3,0,3,0,0,10,17,81,4,13,743,0.350155474,0.255102041,5,1456.086879,133.0015876,146.3215637,105.4371851,86.00245519,1452.548106,1450.022069,1453.108736,61.52235366,112.8981842,9,
org.apache.tools.ant.taskdefs.compilers.Javac12,0,0,0,0,0,0,0,0,0,0,3,8,18,1,7,132,0.583212214,0,0,2065.614921,138.0006294,153.8440769,116.8289348,95.00091427,2063.188309,2061.047549,2063.328621,69.42621983,119.2811804,0,
org.apache.tools.ant.taskdefs.compilers.Javac13,0,0,0,0,0,0,0,0,0,0,2,8,17,1,7,97,0.588745661,0,0,2100.538026,138.0006128,154.2886904,117.4137982,95.00089015,2098.151806,2096.046755,2098.28978,70.40596566,119.8540779,0,
org.apache.tools.ant.taskdefs.compilers.Jikes,0,0,0,0,0,0,0,0,0,0,2,9,23,1,8,204,0.422305765,0,0,1993.781583,138.0012092,154.2886904,116.6061748,94.00177515,1991.219978,1989.042483,1991.412815,70.21395873,119.8540779,0,
org.apache.tools.ant.taskdefs.compilers.Jvc,0,1,1,0,0,1,0,1,0,0,2,9,19,1,8,120,0.504306281,0,0,2077.588265,138.0008903,154.2886904,116.6061748,94.00130697,2075.130116,2073.040762,2075.315157,70.21395873,119.8540779,3,
org.apache.tools.ant.taskdefs.CompileTask,0,0,0,0,0,0,0,0,0,0,4,5,21,0,5,87,0.824015927,0.020408163,0,2110.516524,138.0001122,153.4046935,118.7139419,98.00015801,2108.278919,2106.060778,2108.325639,68.8839604,119.540788,0,
org.apache.tools.ant.taskdefs.Copy,0,2,1,0,0,2,0,2,0,0,17,12,64,1,11,642,0.623233566,0.13321091,4,1556.777762,134.0005297,144.4714505,105.8158778,91.00077996,1553.667275,1551.032237,1554.092983,54.91812087,111.8928058,6,
org.apache.tools.ant.taskdefs.Copydir,1,0,0,0,0,0,0,0,0,0,8,6,35,0,6,265,0.939105174,0.112457398,2,1932.790728,136.0000136,149.8832879,115.6633045,97.00001911,1930.438551,1928.05835,1930.54008,64.76109943,117.3456433,0,30
org.apache.tools.ant.taskdefs.Copyfile,1,0,0,0,0,0,0,0,0,0,6,4,21,0,4,136,0.896497177,0.030612245,2,2061.490965,136.0000394,150.7348666,118.4314148,99.00005411,2059.380975,2057.070247,2059.380975,67.18630813,118.4314148,0,29
org.apache.tools.ant.taskdefs.Cvs,0,1,1,0,0,1,0,1,0,0,12,12,37,0,12,310,0.639831097,0.102040816,2,1887.904923,136.0004769,148.2464165,108.4527547,91.00071275,1885.197602,1883.021508,1885.6007,59.68249325,115.2475596,3,
org.apache.tools.ant.taskdefs.Delete,1,0,0,0,0,0,0,0,0,0,18,8,49,0,8,579,0.46107646,0.071428571,6,1619.388774,132.0011001,142.2427503,108.78419,95.00152861,1616.793431,1614.052354,1617.033395,54.5710546,112.2942563,0,17
org.apache.tools.ant.taskdefs.Deltree,1,0,0,0,0,0,0,0,0,0,4,3,17,0,3,152,0.933695906,0.010204082,3,2045.45985,135.0000163,150.7116452,120.3702621,100.000022,2043.448311,2041.079371,2043.399618,69.37578828,119.540788,0,14
org.apache.tools.ant.taskdefs.Echo,1,0,0,0,0,0,0,0,0,0,7,7,22,0,7,147,0.842681717,0.030612245,2,2050.515057,136.000091,150.3063538,115.3776408,96.0001289,2048.250961,2046.047898,2048.393761,65.51335742,117.8855377,0,23
org.apache.tools.ant.taskdefs.Exec,0,0,0,0,0,0,0,0,0,0,10,5,41,1,5,360,0.722340281,0.06122449,4,1837.891455,134.0002877,147.2311108,115.4339638,98.00039334,1835.61788,1833.06983,1835.61788,63.0634601,115.4339638,0,
org.apache.tools.ant.taskdefs.ExecTask,0,2,1,0,0,2,0,2,0,0,19,18,56,5,13,406,0.455946544,0.112669896,8,1791.722356,130.0011384,140.014285,99.64436763,85.00174112,1789.020402,1787.017907,1789.470592,52.61178575,107.424392,6,
org.apache.tools.ant.taskdefs.Execute,0,3,1,0,0,3,1,1,1,0,21,25,77,10,16,566,0.628597225,1.155974108,18,1631.419321,120.0005747,130,92.64987858,78.00088423,1628.868626,1627.007683,1629.432417,50.24937811,102.0832993,9,
org.apache.tools.ant.taskdefs.ExecuteJava,0,0,0,0,0,0,0,0,0,0,6,7,26,1,6,185,0.88946784,0.256718809,1,2012.66813,137.0000446,151.6377262,115.9353268,96.00006363,2010.293511,2008.056025,2010.390012,66.70832032,117.5967687,0,
org.apache.tools.ant.taskdefs.ExecuteOn,0,4,1,0,0,4,0,4,0,0,11,14,42,2,12,395,0.778837814,0.056095373,4,1802.986411,134.0001825,146.8196172,107.3359213,89.00027479,1800.201378,1798.022525,1800.614617,60.67124525,114.0570033,12,
org.apache.tools.ant.taskdefs.ExecuteStreamHandler,0,0,0,0,0,0,0,0,0,0,5,10,5,10,0,5,1,0,1,2192.284881,137,152.0690633,114.0394669,93,2189.975571,2188.100775,2189.809352,69.26037828,110.8016245,0,
org.apache.tools.ant.taskdefs.ExecuteWatchdog,1,1,1,0,0,1,0,1,0,0,8,6,25,5,1,169,0.838935819,0.286332015,3,2028.497227,135.0000961,148.9765082,115.6633045,97.00013372,2026.323025,2024.098812,2026.181631,66.09841148,113.1591799,3,98
org.apache.tools.ant.taskdefs.Exit,0,0,0,0,0,0,0,0,0,0,3,2,6,0,2,29,0.979275174,0.010204082,2,2168.269356,136.0000016,152.0526225,121.7579566,101.0000021,2166.355696,2164.083409,2166.263373,70.60453243,120.1041215,0,
org.apache.tools.ant.taskdefs.Expand,0,3,1,1,0,4,0,2,0,0,5,8,45,0,8,261,0.654055607,0.020408163,3,1936.710872,135.0004432,150.2697574,115.6762724,95.00062988,1934.334252,1932.043737,1934.534828,67.26812024,118.9831921,12,
org.apache.tools.ant.taskdefs.Filter,1,0,0,0,0,0,0,0,0,0,6,4,24,0,4,153,0.939182405,0.046024617,3,2044.462032,135.0000137,149.8332406,118.4314148,99.00001868,2042.400793,2040.070832,2042.400793,67.18630813,118.4314148,0,63
org.apache.tools.ant.taskdefs.FixCRLF,0,3,1,0,0,3,0,3,0,0,8,7,34,0,7,626,0.410417283,0.040816327,2,1572.890651,136.001278,149.8832879,114.8259553,96.00181044,1569.937897,1567.062539,1570.124199,64.5368112,117.3456433,9,
org.apache.tools.ant.taskdefs.GenerateKey,0,1,1,0,0,1,0,1,0,0,14,6,33,0,6,404,0.619500941,0.081632653,2,1794.161921,136.0005323,147.4618595,112.5077775,97.00074628,1791.627752,1789.062883,1791.737146,58.94064811,114.2365966,3,
org.apache.tools.ant.taskdefs.Get,1,3,1,0,0,3,0,3,0,0,8,6,46,0,6,394,0.829848992,0.040816327,3,1804.058203,135.0001072,148.9765082,115.6633045,97.00014923,1801.613166,1799.062534,1801.721954,64.76109943,117.3456433,9,32
org.apache.tools.ant.taskdefs.GUnzip,1,0,0,0,0,0,0,0,0,0,4,4,32,0,4,215,0.911702441,0,2,1982.669917,136.0000287,151.6080473,119.540788,99.00003938,1980.475953,1978.073052,1980.475953,69.12307864,119.540788,0,25
org.apache.tools.ant.taskdefs.GZip,1,0,0,0,0,0,0,0,0,0,6,4,25,0,4,157,0.897755027,0.030612245,3,2040.470779,135.0000387,149.8332406,118.4314148,99.0000528,2038.405504,2036.070971,2038.405504,67.18630813,118.4314148,0,27
org.apache.tools.ant.taskdefs.Jar,1,4,1,0,0,4,1,3,0,0,6,6,33,1,5,164,0.748721318,0.020408163,3,2033.486169,135.0002339,149.8332406,116.7647207,97.00032547,2031.317307,2029.063084,2031.365304,66.94027188,117.5967687,13,30
org.apache.tools.ant.taskdefs.Java,0,1,1,0,0,1,0,1,0,0,22,17,77,0,17,439,0.188753098,0.14900396,11,1758.591766,127.002591,136.1249426,98.97979592,86.0038262,1756.107058,1754.004561,1756.791678,49.16299421,110.4626634,3,
org.apache.tools.ant.taskdefs.Javac,0,1,1,0,1,2,0,0,0,0,42,19,74,7,13,550,0.435520772,0.466897003,5,1648.374351,133.0011979,136.1249426,88.86506625,84.00189663,1645.14589,1643.019476,1645.57376,30.08321791,96.46242792,5,
org.apache.tools.ant.taskdefs.JavacOutputStream,0,0,0,0,0,0,0,0,0,0,4,1,11,0,1,68,0.971704003,0.020408163,1,2129.411656,137.0000029,152.5057376,122.0368797,102.0000039,2127.446592,2125.094116,2127.304868,69.92138443,119.540788,0,
org.apache.tools.ant.taskdefs.Javadoc,0,5,1,0,0,5,0,5,0,0,65,21,155,6,21,1504,0.219372587,0.102040816,3,702.1011323,135.0022569,135.1332676,82.21921916,82.00371564,693.8623783,689,695.2481571,6,93.1933474,15,
org.apache.tools.ant.taskdefs.Jikes,0,0,0,0,0,0,0,0,0,0,2,5,29,0,5,176,0.896809896,0.102040816,0,2021.715361,138.0000386,154.2886904,119.8540779,98.00005433,2019.37936,2017.06346,2019.428137,70.83078427,120.6731122,0,
org.apache.tools.ant.taskdefs.JikesOutputParser,0,0,0,0,0,0,0,0,0,0,12,3,21,1,2,147,0.825385407,0.326530612,1,2050.581625,137.0001113,149.1643389,116.1077086,100.0001525,2048.442335,2046.088219,2048.345674,61.98386887,114.3896848,0,
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,0,8,3,40,0,3,271,0.785999463,0.102040816,3,1926.735322,135.0001696,148.9765082,118.1905242,100.000229,1924.599699,1922.084285,1924.547999,65.520989,117.3456433,0,
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,0,7,8,15,7,1,92,0.871216601,0.344074574,9,2104.956532,129.0000643,144.0034722,114.5469336,95.00008729,2103.14669,2101.095191,2103.013314,67.05221846,112.0714058,0,
org.apache.tools.ant.taskdefs.LogStreamHandler,0,0,0,0,0,0,0,0,0,0,1,9,3,6,3,14,0.969074391,0,13,2182.582415,125.0000038,143.2654878,117.2006826,94.00000509,2181.026593,2179.074345,2180.983723,72.277244,116.4001718,0,
org.apache.tools.ant.taskdefs.MatchingTask,0,0,0,0,0,0,0,0,0,0,12,18,37,12,6,164,0.336585502,0.020408163,17,2032.604733,121.0018187,134.617978,103.4698024,85.00258889,2030.779653,2029.055445,2030.864348,60.87692502,105.1189802,0,
org.apache.tools.ant.taskdefs.Mkdir,1,2,1,0,0,2,0,2,0,0,3,3,14,0,3,84,0.961687865,0.010204082,2,2113.380467,136.0000054,152.0526225,120.9297317,100.0000073,2111.369461,2109.076812,2111.322334,70.34202158,120.1041215,6,23
org.apache.tools.ant.taskdefs.Move,0,2,1,0,0,2,0,2,0,0,4,6,32,0,6,325,0.883432073,0.06122449,1,1873.017085,137.0000496,152.5057376,117.889779,97.00007004,1870.516774,1868.060224,1870.621554,68.65857558,119.540788,6,
org.apache.tools.ant.taskdefs.Patch,0,1,1,0,0,1,0,1,0,0,9,9,29,0,9,168,0.696721981,0.010204082,2,2029.561775,136.0003382,149.4657151,112.6055061,94.00048924,2027.180554,2025.035555,2027.418556,63.15061362,116.8118145,3,
org.apache.tools.ant.taskdefs.Property,1,2,1,0,0,2,0,0,2,0,27,11,83,2,9,658,0.582620931,0.448979592,4,1540.837759,134.00065,141.0390017,101.9803903,92.00094676,1537.754532,1535.046905,1538.061767,45.607017,106.51291,4,11
org.apache.tools.ant.taskdefs.PumpStreamHandler,0,2,1,1,0,3,0,1,0,0,11,8,17,6,2,93,0.872439737,0.241051828,7,2104.081985,131.0000621,144.0867794,112.3610253,95.00008564,2102.147711,2100.085951,2102.058277,62.93647591,110.6752005,9,
org.apache.tools.ant.taskdefs.Rename,1,0,0,0,0,0,0,0,0,0,5,4,18,0,4,107,0.889840236,0,2,2090.428664,136.0000446,151.1687798,118.9831921,99.00006129,2088.347912,2086.06927,2088.347912,68.15423685,118.9831921,0,20
org.apache.tools.ant.taskdefs.Replace,1,3,1,0,0,3,1,1,1,0,19,8,69,2,8,632,0.550566281,0.204487544,3,1566.826729,135.0007481,144.6685868,108.3005078,95.0010631,1563.888103,1561.054131,1564.01087,53.60037313,110.059075,9,32
org.apache.tools.ant.taskdefs.Rmic,0,5,1,0,0,5,1,4,0,0,22,16,72,1,16,675,0.238567094,0.112244898,3,1523.991142,135.0021473,143.6175477,99.84988733,87.00333201,1520.491039,1518.008234,1521.160084,49.25444142,109.5673309,16,
org.apache.tools.ant.taskdefs.SendEmail,0,1,1,0,0,1,0,1,0,0,8,4,41,0,4,236,0.910895845,0.081632653,0,1961.859577,138.0000288,151.7003626,117.3456433,99.0000401,1959.502488,1957.073836,1959.502488,65.2533524,117.3456433,3,
org.apache.tools.ant.taskdefs.SignJar,0,1,1,0,0,1,1,0,0,0,14,5,35,0,5,307,0.45236518,0.256589533,3,1890.825481,135.0011108,146.5400969,113.3710721,98.00153011,1888.544413,1886.067867,1888.596569,59.20304046,114.2365966,4,
org.apache.tools.ant.taskdefs.SQLExec,0,5,1,0,0,5,1,4,0,0,23,10,96,1,10,1034,0.582991973,0.300710165,4,1166.720618,134.0006489,142.3376268,104.6565813,93.00093492,1162.725247,1159.052199,1163.135848,49.24428901,109.1237829,16,
org.apache.tools.ant.taskdefs.StreamPumper,0,0,0,0,0,0,0,0,0,0,2,1,6,1,0,39,0.948350694,0.102040816,1,2158.352381,137.0000097,153.3949152,123.1462545,102.0000131,2156.413689,2154.102365,2156.228188,72.12489168,119.8540779,0,
org.apache.tools.ant.taskdefs.Tar,1,2,1,0,0,2,0,2,0,0,8,12,65,0,12,583,0.67134428,0.102040816,2,1615.733889,136.0003971,149.8832879,110.6797181,91.00059348,1612.569688,1610.025155,1613.040917,63.63961031,117.3456433,6,23
org.apache.tools.ant.taskdefs.Taskdef,1,0,0,0,0,0,0,0,0,0,8,8,25,1,7,157,0.871882808,0.030612245,3,2040.470779,135.0000608,148.9765082,113.9912277,95.00008639,2038.215151,2036.048133,2038.357182,64.5368112,116.5032188,0,23
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,0,3,1,9,0,1,58,0.981932466,0.010204082,1,2139.391035,137.0000012,152.9477035,122.5887434,102.0000016,2137.435145,2135.093675,2137.294084,70.88018059,120.1041215,0,
org.apache.tools.ant.taskdefs.Touch,0,3,1,0,0,3,0,2,1,0,8,7,32,3,4,300,0.82522551,0.040803311,4,1897.73681,134.000114,148.0709289,114.8259553,96.00015909,1895.432668,1893.076332,1895.432668,65.2533524,114.8259553,8,
org.apache.tools.ant.taskdefs.Transform,0,1,1,0,0,1,0,1,0,0,9,12,36,0,12,375,0.395803447,0.010204082,3,1823.005485,135.001352,148.5563866,110.1135777,91.00200577,1820.276078,1818.022277,1820.693549,62.64982043,116.8118145,3,
org.apache.tools.ant.taskdefs.Tstamp,0,0,0,0,0,0,0,0,0,0,3,5,17,1,5,91,0.980280219,0,2,2106.395025,136.0000014,152.0526225,119.2811804,98.00000198,2104.283251,2102.060894,2104.283251,69.85699679,119.2811804,0,
org.apache.tools.ant.taskdefs.Untar,0,3,1,0,0,3,0,3,0,0,4,8,42,0,8,242,0.886505904,0.020408163,2,1955.734389,136.0000474,151.6080473,116.2497312,95.00006779,1953.311547,1951.043311,1953.510174,68.24954212,119.540788,9,
org.apache.tools.ant.taskdefs.UpToDate,0,1,1,0,0,1,0,1,0,0,7,11,32,0,11,189,0.765261427,0.041028827,2,2008.609469,136.0002026,150.3063538,112.0714058,92.00029947,2006.110665,2004.02495,2006.443869,64.77653896,117.8855377,3,
org.apache.tools.ant.taskdefs.War,0,0,0,0,0,0,0,0,0,0,9,7,33,0,7,163,0.691610197,0,3,2034.483964,135.0003522,148.5563866,114.280357,96.00049533,2032.268683,2030.048275,2032.412606,63.56099433,116.8118145,0,
org.apache.tools.ant.taskdefs.XSLTLiaison,0,1,1,0,0,1,1,0,0,0,3,1,3,1,0,3,1,0,1,2194.280976,137,152.9477035,122.5887434,102,2192.374056,2190.100683,2192.191597,71.16881339,119.2811804,4,
org.apache.tools.ant.taskdefs.XSLTProcess,0,6,1,0,0,6,1,5,0,0,13,7,55,1,7,590,0.358785208,0.12244898,3,1608.67461,135.0015228,146.931957,112.1605991,96.00214142,1605.872037,1603.061134,1605.992839,59.66573556,113.8771268,19,
org.apache.tools.ant.taskdefs.Zip,1,7,1,0,0,7,1,5,1,0,22,15,104,2,13,1180,0.37310558,0.895765891,5,1021.693692,133.0014774,141.7391971,100.7223908,88.00223291,1016.815126,1013.031589,1017.633529,49.64876635,108.6738239,21,23
org.apache.tools.ant.types.Commandline,1,3,1,0,0,3,0,3,0,0,19,23,46,22,3,448,0.62286593,12.78655705,35,1748.037185,103.0006904,115.3819743,95.41488354,80.00088893,1746.832848,1745.092834,1746.698028,55.02726597,92.91393867,9,59
org.apache.tools.ant.types.CommandlineJava,1,1,1,0,0,1,0,1,0,0,21,9,47,1,8,277,0.284056646,0.440839076,7,1920.473119,131.0019564,140.2176879,106.4706532,94.00272642,1918.30446,1916.044102,1918.504626,51.66236541,110.0181803,3,42
org.apache.tools.ant.types.DataType,0,0,0,0,0,0,0,0,0,0,9,8,15,5,3,98,0.892646795,5.792864731,6,2099.154354,132.0000437,145.8355238,113.4416149,95.00006066,2097.152832,2095.077326,2097.10777,64.56004957,112.6055061,0,
org.apache.tools.ant.types.EnumeratedAttribute,1,1,1,0,0,1,0,1,0,0,5,12,11,11,1,59,0.974174782,0.12244898,10,2137.835354,128.0000026,144.0138882,112.4144119,91.00000366,2135.939372,2134.093719,2135.813662,68.9637586,110,3,51
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,0,3,5,9,3,2,47,0.948672824,0.520381086,3,2150.242079,135.0000098,151.1588568,119.2811804,98.00001344,2148.236486,2146.084108,2148.146178,70.60453243,117.6435294,0,
org.apache.tools.ant.types.FileSet,1,0,0,0,0,0,0,0,0,0,16,24,56,16,8,353,0.26936373,0.104751212,13,1844.241036,125.0021353,136.5650028,96.26006441,79.00337859,1841.695143,1840.045923,1841.87106,56.5154846,99.5690715,0,150
org.apache.tools.ant.types.Mapper,1,0,0,0,0,0,0,0,0,0,11,11,37,3,8,285,0.686510381,0.06143699,6,1912.560587,132.0003723,144.9965517,109.8362417,92.00053411,1910.216742,1908.044287,1910.413568,61.39218191,113.2077736,0,110
org.apache.tools.ant.types.Path,1,2,1,0,0,2,1,1,0,0,24,27,80,20,8,693,0.605948041,2.804661524,40,1503.197924,98.00079223,108.6876258,89.35882721,76.00102155,1501.924099,1500.056332,1502.078893,48.76474136,91.92388155,7,224
org.apache.tools.ant.types.PatternSet,1,2,1,0,0,2,0,2,0,0,17,10,55,5,6,461,0.507831562,5.607636492,3,1737.253292,135.0008971,145.3994498,107.54069,93.0013023,1734.495027,1732.064953,1734.548933,56.04462508,108.4066419,6,127
org.apache.tools.ant.types.Reference,0,0,0,0,0,0,0,0,0,0,5,16,12,14,2,55,0.929348304,0.855083997,6,2142.070961,132.0000189,147.5804865,109.2016483,87.00002869,2139.76938,2138.084423,2139.688996,68.68041933,107.6150547,0,
org.apache.tools.ant.types.ZipFileSet,0,0,0,0,0,0,0,0,0,0,9,10,20,3,7,110,0.41427837,0.112244898,12,2086.80737,126.0013614,140.4279175,111.7720895,93.00184444,2085.075059,2083.047047,2085.21102,63.56099433,114.280357,0,
org.apache.tools.ant.types.ZipScanner,0,0,0,0,0,0,0,0,0,0,6,3,11,2,1,68,0.881033178,0.853299052,20,2128.273714,118.00006,134.7182245,119.2686044,100.0000708,2127.35164,2125.094116,2127.21273,68.00735254,116.7647207,0,
org.apache.tools.ant.UnknownElement,0,1,1,0,0,1,0,1,0,0,6,10,33,3,8,198,0.382510947,0.054846939,3,1999.562452,135.0014122,149.8332406,113.4636506,93.00204994,1997.166493,1995.042355,1997.308439,66.28725368,115.9353268,3,
org.apache.tools.ant.util.DOMElementWriter,1,1,1,0,0,1,0,1,0,0,5,1,35,1,0,354,0.717644586,0.448979592,3,1843.948481,135.0002953,150.2697574,121.4907404,102.0003908,1841.826539,1839.119898,1841.609351,69.26037828,118.1524439,3,35
