"Class Name","HasTC","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","Si","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.ant.IntrospectionHelper","1","2","0","0","1","1","0","0","14","24","63","20","20","822","0.753316677618561","2.22739263571929","4","134.00023","134.41539","155.55385","146.18481","123.4524","123.00025","1371.00002","1.02998","1373.27419","79.00633000000001","7","330"
"org.apache.tools.ant.Location","0","0","0","0","0","0","0","0","5","51","10","51","0","69","0.948672824435764","0.190306122451147","5","133.00001","133.59516","142.80406","183.52112","176.45018","176.00001","2124","21.00006","2124.63644","56.0803","0",""
"org.apache.tools.ant.Main","0","1","0","0","0","1","0","0","14","7","82","0","7","1253","0.923298003273448","0.362749235560841","1","137.00002","137.56217","167.28718","141.53445","104.73944","104.00003","940","14.00021","944.88941","97.01546","3",""
"org.apache.tools.ant.NoBannerLogger","0","0","0","0","0","0","0","0","4","3","16","0","3","59","0.87371065864633","0.0102040816345834","1","137.00006","137.59446","169.61427","197.23083","170.47943","170.00005","2134","18.00044","2136.34173","101.60709","0",""
"org.apache.tools.ant.PathTokenizer","0","0","0","0","0","0","0","0","3","2","15","2","0","100","0.888219762731481","0.757480549920728","2","136.00005","136.53094","169.40189","198.6001","171.42257","171.00004","2093","21.0003","2095.43552","103.16007","0",""
"org.apache.tools.ant.Project","1","3","0","0","1","2","0","0","71","103","186","99","7","2193","0.248779012423431","4.0224377402701","90","48.00588","48.79354","48","0","8.76412","0.75122","0.75122","14.02014","0","14","10","20"
"org.apache.tools.ant.ProjectHelper","0","5","0","1","1","2","1","0","17","19","73","13","7","502","0.490038768529584","0.224489795920817","8","130.001","130.60553","154.77726","140.80128","113.69611","113.00115","1691.00008","14.00928","1693.08505","85.15868","17",""
"org.apache.tools.ant.RuntimeConfigurable","0","2","0","0","1","1","0","0","9","8","25","5","3","114","0.910062774570771","0.194173929143289","5","133.00003","133.59479","163.44418","186.93849","161.4917","161.00003","2079","18.00022","2081.16938","96.69023","7",""
"org.apache.tools.ant.Target","0","0","0","0","0","0","0","0","19","18","47","16","5","273","0.819221888531908","0.537850637965675","10","128.00013","128.58472","153.6522","162.92943","139.53864","139.00012","1920.00001","16.00102","1921.88059","86.49276999999999","0",""
"org.apache.tools.ant.Task","0","0","0","0","0","0","0","0","19","78","23","75","5","125","0.802623224242079","5.25897947594421","103","35.00056","35.80034","43.01163","164.90603","163.17372","163.00012","2068.00001","16.00122","2068.15111","29.68164","0",""
"org.apache.tools.ant.TaskAdapter","0","0","0","0","0","0","0","0","4","6","15","4","2","82","0.943021749345658","0.0835329170586192","5","133.00001","133.60526","164.6147","196.59603","171.47118","171.00001","2111","19.00009","2113.22739","98.84331","0",""
"org.apache.tools.ant.taskdefs.Ant","1","2","0","0","0","2","0","0","10","9","70","1","8","440","0.706882086281755","0.297321013720647","4","134.00032","134.58076","163.68262","149.30506","116.67039","116.00037","1753.00002","13.0033","1755.51844","94.89467999999999","6","26"
"org.apache.tools.ant.taskdefs.AntStructure","1","2","0","1","0","1","0","0","8","6","55","0","6","643","0.979275173611111","0.0818451530631136","2","136","136.59213","167.0479","163.00307","131.61463","131","1550","15.00001","1553.0322","98.15294","8","11"
"org.apache.tools.ant.taskdefs.Available","1","1","0","0","0","1","0","0","13","7","35","0","7","273","0.727078195524181","0.184815604827235","3","135.00028","135.58689","165.65325","178.93295","151.52493","151.00025","1920.00002","14.00266","1922.3985","97.01546","3","62"
"org.apache.tools.ant.taskdefs.CallTarget","0","0","0","0","0","0","0","0","5","7","20","0","7","76","0.647949199997831","0.0102040816345834","0","138.00045","138.59017","168.10711","191.76027","166.49095","166.00037","2117.00003","14.00443","2119.17555","97.01546","0",""
"org.apache.tools.ant.taskdefs.Chmod","0","1","0","0","0","1","0","0","14","10","43","0","10","168","0.50254837737739","0","5","133.00093","133.61323","162.28986","170.58136","143.57053","143.00087","2025.00006","11.01124","2027.13443","93.64828","3",""
"org.apache.tools.ant.taskdefs.compilers.CompilerAdapter","0","0","0","0","0","0","0","0","2","4","2","3","2","2","1","0","1","137","137.59541","169.02663","208.94258","184.44375","184","2191","19","2193.23551","100.80675","0",""
"org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory","0","1","0","0","0","1","0","0","3","8","16","1","7","125","0.9575386188378719","0.0102040816345834","2","136.00001","136.59881","165.89454","194.74342","170.47943","170.00001","2068","14.00006","2070.18091","96.02603999999999","3",""
"org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter","0","3","0","0","0","3","0","0","10","17","81","4","13","743","0.350155474376001","0.255102040817291","5","133.00159","133.58906","158.38245","135.72398","105.74515","105.00201","1450.00015","8.026350000000001","1452.54811","86.37129","9",""
"org.apache.tools.ant.taskdefs.compilers.Javac12","0","0","0","0","0","0","0","0","3","8","18","1","7","132","0.583212214344765","0","0","138.00063","138.59111","167.53806","193","168.48589","168.00052","2061.00004","14.0062","2063.18831","96.02603999999999","0",""
"org.apache.tools.ant.taskdefs.compilers.Javac13","0","0","0","0","0","0","0","0","2","8","17","1","7","97","0.588745661076812","0","0","138.00061","138.59111","167.53806","193.87109","169.48303","169.0005","2096.00004","14.00604","2098.15181","96.02603999999999","0",""
"org.apache.tools.ant.taskdefs.compilers.Jikes","0","0","0","0","0","0","0","0","2","9","23","1","8","204","0.422305765445527","0","0","138.00121","138.59111","166.97305","188.16216","163.50075","163.00102","1989.00008","13.01283","1991.21998","94.89467999999999","0",""
"org.apache.tools.ant.taskdefs.compilers.Jvc","0","1","0","0","0","1","0","0","2","9","19","1","8","120","0.504306281242657","0","0","138.00089","138.59111","166.97305","191.63768","167.48879","167.00074","2073.00006","13.00945","2075.13012","94.89467999999999","3",""
"org.apache.tools.ant.taskdefs.CompileTask","0","0","0","0","0","0","0","0","4","5","21","0","5","87","0.82401592660108","0.0204081632655288","0","138.00011","138.58923","169.2572","191.90883","165.49313","165.00009","2106.00001","16.00097","2108.27892","99.29752999999999","0",""
"org.apache.tools.ant.taskdefs.Copy","0","2","0","0","0","2","0","0","17","12","64","1","11","642","0.623233566187681","0.133210910278648","4","134.00053","134.59609","161.97839","152.20053","122.65442","122.00058","1551.00005","10.0071","1553.66727","91.5478","6",""
"org.apache.tools.ant.taskdefs.Copydir","1","0","0","0","0","0","0","0","8","6","35","0","6","265","0.939105174425013","0.112457397961406","2","136.00001","136.58929","167.0479","179.47145","151.53096","151.00001","1928","15.00012","1930.43855","98.15294","0","30"
"org.apache.tools.ant.taskdefs.Copyfile","1","0","0","0","0","0","0","0","6","4","21","0","4","136","0.896497177071801","0.0306122449001122","2","136.00004","136.5969","168.21712","192.42141","165.49234","165.00003","2057","17.00032","2059.38097","100.44899","0","29"
"org.apache.tools.ant.taskdefs.Cvs","0","1","0","0","0","1","0","0","12","12","37","0","12","310","0.639831097269587","0.102040816327644","2","136.00048","136.59025","163.63679","174.59095","149.53895","149.00044","1883.00003","9.007199999999999","1885.1976","91.44396999999999","3",""
"org.apache.tools.ant.taskdefs.Delete","1","0","0","0","0","0","0","0","18","8","49","0","8","579","0.461076459871473","0.0714285714311699","6","132.0011","132.61099","162.63149","166.71533","137.58879","137.00106","1614.00009","13.01117","1616.79343","95.88535","0","17"
"org.apache.tools.ant.taskdefs.Deltree","1","0","0","0","0","0","0","0","4","3","17","0","3","152","0.933695905715232","0.0102040816345834","3","135.00002","135.60323","168.00298","196.36955","169.48226","169.00001","2041","18.00012","2043.44831","101.60709","0","14"
"org.apache.tools.ant.taskdefs.Echo","1","0","0","0","0","0","0","0","7","7","22","0","7","147","0.842681717076747","0.0306122449001122","2","136.00009","136.5969","166.46922","190.03158","164.49533","164.00008","2046.00001","14.00088","2048.25096","97.01546","0","23"
"org.apache.tools.ant.taskdefs.Exec","0","0","0","0","0","0","0","0","10","5","41","1","5","360","0.722340280534122","0.0612244897965865","4","134.00029","134.60288","166.01205","175.01143","145.55732","145.00027","1833.00002","16.00241","1835.61788","99.29752999999999","0",""
"org.apache.tools.ant.taskdefs.ExecTask","0","2","0","0","0","2","0","0","19","18","56","5","13","406","0.455946544251828","0.112669895808721","8","130.00114","130.61634","155.32225","155.32225","130.61634","130.00114","1787.00008","8.01848","1789.0204","85.37564","6",""
"org.apache.tools.ant.taskdefs.Execute","0","3","0","0","1","1","1","0","21","25","77","10","16","566","0.628597224693189","1.15597410805639","18","120.00057","120.56231","143.12233","134.03358","109.61875","109.00063","1627.00004","5.01378","1628.86863","78.16009","9",""
"org.apache.tools.ant.taskdefs.ExecuteJava","0","0","0","0","0","0","0","0","6","7","26","1","6","185","0.889467839723559","0.256718808812365","1","137.00004","137.57179","167.28718","186.59046","160.48987","160.00004","2008","15.00041","2010.29351","97.16481","0",""
"org.apache.tools.ant.taskdefs.ExecuteOn","0","4","0","0","0","4","0","0","11","14","42","2","12","395","0.778837814489545","0.0560953725616855","4","134.00018","134.60336","160.8633","169.28379","144.56163","144.00017","1798.00001","9.00272","1800.20138","89.4539","12",""
"org.apache.tools.ant.taskdefs.ExecuteStreamHandler","0","0","0","0","0","0","0","0","5","10","5","10","0","5","1","0","1","137","137.59541","165.58382","203.49447","181.45108","181","2188","21","2189.97557","95.34148999999999","0",""
"org.apache.tools.ant.taskdefs.ExecuteWatchdog","1","1","0","0","0","1","0","0","8","6","25","5","1","169","0.838935818801002","0.286332015068182","3","135.0001","135.57749","166.23477","187.96276","161.48454","161.00008","2024.00001","20.00065","2026.32302","99.04040000000001","3","98"
"org.apache.tools.ant.taskdefs.Exit","0","0","0","0","0","0","0","0","3","2","6","0","2","29","0.979275173611111","0.0102040816345834","2","136","136.59881","169.40189","206.4001","180.45286","180","2164","19.00001","2166.3557","102.77159","0",""
"org.apache.tools.ant.taskdefs.Expand","0","3","1","0","0","2","0","0","5","8","45","0","8","261","0.654055607025101","0.0204081632655288","3","135.00044","135.60227","165.07574","170.01765","141.57674","141.00042","1932.00003","13.0046","1934.33425","95.88535","12",""
"org.apache.tools.ant.taskdefs.Filter","1","0","0","0","0","0","0","0","6","4","24","0","4","153","0.939182404880312","0.046024617347939","3","135.00001","135.59986","167.40968","189.85521","162.50022","162.00001","2040","17.00011","2042.40079","100.44899","0","63"
"org.apache.tools.ant.taskdefs.FixCRLF","0","3","0","0","0","3","0","0","8","7","34","0","7","626","0.410417282938871","0.0408163265310577","2","136.00128","136.59595","166.46922","179.77764","152.53345","152.00114","1567.00011","14.01241","1569.9379","97.01546","9",""
"org.apache.tools.ant.taskdefs.GenerateKey","0","1","0","0","0","1","0","0","14","6","33","0","6","404","0.6195009409141859","0.0816326530621154","2","136.00053","136.59215","167.0479","181.15739","153.52659","153.00047","1789.00004","15.00483","1791.62775","98.15294","3",""
"org.apache.tools.ant.taskdefs.Get","1","3","0","0","0","3","0","0","8","6","46","0","6","394","0.829848991580171","0.0408163265310577","3","135.00011","135.60035","166.23477","170.32029","140.579","140.0001","1799.00001","15.00097","1801.61317","98.15294","9","32"
"org.apache.tools.ant.taskdefs.GUnzip","1","0","0","0","0","0","0","0","4","4","32","0","4","215","0.91170244104222","0","2","136.00003","136.59977","168.21712","183.07649","154.52992","154.00003","1978","17.00023","1980.47595","100.44899","0","25"
"org.apache.tools.ant.taskdefs.GZip","1","0","0","0","0","0","0","0","6","4","25","0","4","157","0.897755027437029","0.0306122449001122","3","135.00004","135.60131","167.40968","189.00265","161.50453","161.00003","2036","17.00031","2038.4055","100.44899","0","27"
"org.apache.tools.ant.taskdefs.Jar","1","4","0","0","1","3","0","0","6","6","33","1","5","164","0.748721317519922","0.0204081632655288","3","135.00023","135.60227","166.23477","181.15739","153.53167","153.00021","2029.00002","16.00197","2031.31731","98.31073000000001","13","30"
"org.apache.tools.ant.taskdefs.Java","0","1","0","0","0","1","0","0","22","17","77","0","17","439","0.188753098431565","0.149003959921174","11","127.00259","127.62722","153.37862","138.84164","109.73016","109.00302","1754.00019","4.08144","1756.10706","86.09296999999999","3",""
"org.apache.tools.ant.taskdefs.Javac","0","1","0","1","0","0","0","0","42","19","74","7","13","550","0.435520771686491","0.466897003359918","5","133.0012","133.56936","157.30544","140","112.67553","112.00142","1643.0001","8.01989","1645.14589","84.38009","5",""
"org.apache.tools.ant.taskdefs.JavacOutputStream","0","0","0","0","0","0","0","0","4","1","11","0","1","68","0.9717040032209679","0.0204081632655288","1","137","137.59351","170.80105","202.55617","175.46502","175","2125","20.00002","2127.44659","103.94229","0",""
"org.apache.tools.ant.taskdefs.Javadoc","0","5","0","0","0","5","0","0","65","21","155","6","21","1504","0.219372587239379","0.102040816327644","3","135.00226","135.59461","157.95252","87.66413","33.49473","31.00983","689.00044","0.78063","693.86238","82","15",""
"org.apache.tools.ant.taskdefs.Jikes","0","0","0","0","0","0","0","0","2","5","29","0","5","176","0.896809895833333","0.102040816327644","0","138.00004","138.58173","169.2572","185.07566","157.51158","157.00003","2017","16.00033","2019.37936","99.29752999999999","0",""
"org.apache.tools.ant.taskdefs.JikesOutputParser","0","0","0","0","0","0","0","0","12","3","21","1","2","147","0.8253854072094839","0.326530612248461","1","137.00011","137.56545","169.61427","192.93781","165.46979","165.00009","2046.00001","19.0008","2048.44234","101.789","0",""
"org.apache.tools.ant.taskdefs.KeySubst","0","0","0","0","0","0","0","0","8","3","40","0","3","271","0.785999463089558","0.102040816327644","3","135.00017","135.59461","168.00298","176.96327","146.54998","146.00016","1922.00001","18.00127","1924.5997","101.60709","0",""
"org.apache.tools.ant.taskdefs.LogOutputStream","0","0","0","0","0","0","0","0","7","8","15","7","1","92","0.871216600817695","0.344074574226397","9","129.00006","129.59867","160.20612","195.61697","171.45208","171.00005","2101","20.00041","2103.14669","97.08244000000001","0",""
"org.apache.tools.ant.taskdefs.LogStreamHandler","0","0","0","0","0","0","0","0","1","9","3","6","3","14","0.969074390552662","0","13","125","125.65228","156.40013","205.73041","183.44617","183","2179","18.00003","2181.02659","95.70789000000001","0",""
"org.apache.tools.ant.taskdefs.MatchingTask","0","0","0","0","0","0","0","0","12","18","37","12","6","164","0.336585502134286","0.0204081632473389","17","121.00182","121.67158","147.87157","171.54008","149.54589","149.00148","2029.00011","15.01466","2030.77965","86.31338","0",""
"org.apache.tools.ant.taskdefs.Mkdir","1","2","0","0","0","2","0","0","3","3","14","0","3","84","0.961687864759516","0.0102040816345834","2","136.00001","136.59881","168.80758","198.95728","172.47387","172","2109","18.00004","2111.36946","101.60709","6","23"
"org.apache.tools.ant.taskdefs.Move","0","2","0","0","0","2","0","0","4","6","32","0","6","325","0.883432073375704","0.0612244897965865","1","137.00005","137.58973","167.86304","182.00275","154.52487","154.00004","1868","15.00045","1870.51677","98.15294","6",""
"org.apache.tools.ant.taskdefs.Patch","0","1","0","0","0","1","0","0","9","9","29","0","9","168","0.696721981126058","0.0102040816345834","2","136.00034","136.59881","165.32392","182.98907","157.519","157.00029","2025.00002","12.00383","2027.18055","94.76286","3",""
"org.apache.tools.ant.taskdefs.Property","1","2","0","0","0","0","2","0","27","11","83","2","9","658","0.582620931231424","0.448979591839815","4","134.00065","134.56677","162.5423","138.10503","103.73628","103.00085","1535.00006","12.00726","1537.75453","92.77931","4","11"
"org.apache.tools.ant.taskdefs.PumpStreamHandler","0","2","1","0","0","1","0","0","11","8","17","6","2","93","0.8724397366897531","0.241051828370473","7","131.00006","131.59935","161.82089","193.87109","169.46501","169.00005","2100","19.00043","2102.14771","96.88137","9",""
"org.apache.tools.ant.taskdefs.Rename","1","0","0","0","0","0","0","0","5","4","18","0","4","107","0.889840235782945","0","2","136.00004","136.59977","168.21712","195","168.48589","168.00004","2086","17.00036","2088.34791","100.44899","0","20"
"org.apache.tools.ant.taskdefs.Replace","1","3","0","0","1","1","1","0","19","8","69","2","8","632","0.550566280705821","0.204487543533105","3","135.00075","135.58506","165.07574","150.71165","117.67459","117.00086","1561.00006","13.00777","1563.8881","95.88535","9","32"
"org.apache.tools.ant.taskdefs.Rmic","0","5","0","0","1","4","0","0","22","16","72","1","16","675","0.238567093988233","0.112244897962227","3","135.00215","135.59365","160.60511","143.40502","114.70239","114.00254","1518.00019","5.05765","1520.49104","87.14355999999999","16",""
"org.apache.tools.ant.taskdefs.SendEmail","0","1","0","0","0","1","0","0","8","4","41","0","4","236","0.910895844893551","0.0816326530621154","0","138.00003","138.5836","169.83816","175.57335","145.55554","145.00003","1957","17.00023","1959.50249","100.44899","3",""
"org.apache.tools.ant.taskdefs.SignJar","0","1","0","0","1","0","0","0","14","5","35","0","5","307","0.452365179938011","0.256589533291844","3","135.00111","135.58023","166.82026","180.01389","151.51898","151.00099","1886.00008","16.00937","1888.54441","99.29752999999999","4",""
"org.apache.tools.ant.taskdefs.SQLExec","0","5","0","0","1","4","0","0","23","10","96","1","10","1034","0.582991973006772","0.300710165038253","4","134.00065","134.58045","163.11039","129.41793","90.86196","90.00097","1159.00008","11.0079","1162.72525","93.64828","16",""
"org.apache.tools.ant.taskdefs.StreamPumper","0","0","0","0","0","0","0","0","2","1","6","1","0","39","0.948350694444444","0.102040816327644","1","137.00001","137.58596","170.80105","206.89128","180.44638","180.00001","2154","21.00006","2156.41369","104.13933","0",""
"org.apache.tools.ant.taskdefs.Tar","1","2","0","0","0","2","0","0","8","12","65","0","12","583","0.671344279706252","0.102040816327644","2","136.0004","136.59025","163.63679","151.40013","121.66305","121.00045","1610.00003","9.006","1612.56969","91.44396999999999","6","23"
"org.apache.tools.ant.taskdefs.Taskdef","1","0","0","0","0","0","0","0","8","8","25","1","7","157","0.87188280752462","0.0306122449001122","3","135.00006","135.60131","165.07574","186.93849","161.50453","161.00005","2036","14.00059","2038.21515","96.02603999999999","0","23"
"org.apache.tools.ant.taskdefs.TaskOutputStream","0","0","0","0","0","0","0","0","3","1","9","0","1","58","0.981932466412768","0.0102040816345834","1","137","137.59446","170.80105","204.28656","177.46052","177","2135","20.00001","2137.43515","103.94229","0",""
"org.apache.tools.ant.taskdefs.Touch","0","3","0","0","0","2","1","0","8","7","32","3","4","300","0.82522551047251","0.0408033111216354","4","134.00011","134.60481","164.83932","181.47176","154.52655","154.0001","1893.00001","17.0009","1895.43267","97.49359","8",""
"org.apache.tools.ant.taskdefs.Transform","0","1","0","0","0","1","0","0","9","12","36","0","12","375","0.395803446804131","0.0102040816345834","3","135.00135","135.60323","162.80663","175.44515","150.54313","150.00122","1818.0001","9.02026","1820.27608","91.44396999999999","3",""
"org.apache.tools.ant.taskdefs.Tstamp","0","0","0","0","0","0","0","0","3","5","17","1","5","91","0.980280219184027","0","2","136","136.59977","167.63055","195.35864","169.48303","169","2102","16.00001","2104.28325","99.29752999999999","0",""
"org.apache.tools.ant.taskdefs.Untar","0","3","0","0","0","3","0","0","4","8","42","0","8","242","0.886505903829534","0.0204081632655288","2","136.00005","136.59786","165.89454","172.51377","144.56478","144.00004","1951","13.0005","1953.31155","95.88535","9",""
"org.apache.tools.ant.taskdefs.UpToDate","0","1","0","0","0","1","0","0","7","11","32","0","11","189","0.765261426828861","0.0410288265320559","2","136.0002","136.59593","164.19501","179.38785","154.52653","154.00018","2004.00001","10.00275","2006.11066","92.54188000000001","3",""
"org.apache.tools.ant.taskdefs.War","0","0","0","0","0","0","0","0","9","7","33","0","7","163","0.691610196874848","0","3","135.00035","135.60419","165.65325","180.62392","153.53337","153.00031","2030.00002","14.0034","2032.26868","97.01546","0",""
"org.apache.tools.ant.taskdefs.XSLTLiaison","0","1","0","0","1","0","0","0","3","1","3","1","0","3","1","0","1","137","137.59541","170.80105","209.50656","183.44617","183","2190","21","2192.37406","104.13933","4",""
"org.apache.tools.ant.taskdefs.XSLTProcess","0","6","0","0","1","5","0","0","13","7","55","1","7","590","0.358785208201939","0.122448979593173","3","135.00152","135.5927","165.65325","162.40998","131.61071","131.00157","1603.00013","14.01468","1605.87204","97.01546","19",""
"org.apache.tools.ant.taskdefs.Zip","1","7","0","0","1","5","1","0","22","15","104","2","13","1180","0.373105580188552","0.895765891285918","5","133.00148","133.53049","159.47727","120.283","82.85765000000001","82.00239999999999","1013.00019","8.024520000000001","1016.81513","88.36288999999999","21","23"
"org.apache.tools.ant.types.Commandline","1","3","0","0","0","3","0","0","19","23","46","22","3","448","0.622865930054456","12.7865570511057","35","103.00069","103","130.41856","161.24515","140","140.00051","1745.00004","18.00395","1746.83285","82","9","59"
"org.apache.tools.ant.types.CommandlineJava","1","1","0","0","0","1","0","0","21","9","47","1","8","277","0.284056645816703","0.440839076323754","7","131.00196","131.58046","161.23585","167.80048","139.54718","139.00184","1916.00013","13.0197","1918.30446","94.89467999999999","3","42"
"org.apache.tools.ant.types.DataType","0","0","0","0","0","0","0","0","9","8","15","5","3","98","0.892646795008143","5.79286473134197","6","132.00004","132.18514","162.63149","195.61697","171.14296","171.00003","2095","18.00032","2097.15283","96.69023","0",""
"org.apache.tools.ant.types.EnumeratedAttribute","1","1","0","0","0","1","0","0","5","12","11","11","1","59","0.974174782081886","0.122448979594992","10","128","128.62496","157.05095","197.24604","175.45763","175","2134","20.00002","2135.93937","93.17188","3","51"
"org.apache.tools.ant.types.Environment","0","0","0","0","0","0","0","0","3","5","9","3","2","47","0.948672824435764","0.520381085705594","3","135.00001","135.55611","166.82026","202.31905","177.42452","177.00001","2146","19.00007","2148.23649","99.82485","0",""
"org.apache.tools.ant.types.FileSet","1","0","0","0","0","0","0","0","16","24","56","16","8","353","0.269363730065568","0.104751211734765","13","125.00214","125.64167","147.87157","152.12166","130.61711","130.00205","1840.00015","13.02052","1841.69514","80.06247999999999","0","150"
"org.apache.tools.ant.types.Mapper","1","0","0","0","0","0","0","0","11","11","37","3","8","285","0.686510380602822","0.0614369897975848","6","132.00037","132.61195","160.89748","175.11425","149.5424","149.00033","1908.00003","13.00378","1910.21674","92.91394","0","110"
"org.apache.tools.ant.types.Path","1","2","0","0","1","1","0","0","24","27","80","20","8","693","0.60594804099138","2.80466152437111","40","98.00078999999999","98.50705000000001","124.01613","130.43006","106.46895","106.00073","1500.00005","13.00597","1501.9241","77.10383","7","224"
"org.apache.tools.ant.types.PatternSet","1","2","0","0","0","2","0","0","17","10","55","5","6","461","0.507831561688974","5.60763649165346","3","135.0009","135.19074","163.93291","160.65491","131.19656","131.00092","1732.00007","15.00807","1734.49503","94.20191","6","127"
"org.apache.tools.ant.types.Reference","0","0","0","0","0","0","0","0","5","16","12","14","2","55","0.929348303716333","0.855083996963003","6","132.00002","132.53815","158.09175","194.53791","174.4086","174.00001","2138","19.00013","2139.76938","89.05055","0",""
"org.apache.tools.ant.types.ZipFileSet","0","0","0","0","0","0","0","0","9","10","20","3","7","110","0.414278369991583","0.112244897962227","12","126.00136","126.63585","156.6046","190.27612","166.48315","166.00103","2083.00008","14.01225","2085.07506","94.04786","0",""
"org.apache.tools.ant.types.ZipScanner","0","0","0","0","0","0","0","0","6","3","11","2","1","68","0.881033177763499","0.853299052188958","20","118.00006","118.60187","154.67385","201.55644","175.40639","175.00004","2125","20.00035","2127.35164","101.98039","0",""
"org.apache.tools.ant.UnknownElement","0","1","0","0","0","1","0","0","6","10","33","3","8","198","0.382510946827059","0.0548469387758814","3","135.00141","135.59903","163.93291","179.04748","153.52881","153.00125","1995.0001","13.01466","1997.16649","93.90421000000001","3",""
"org.apache.tools.ant.util.DOMElementWriter","1","1","0","0","0","1","0","0","5","1","35","1","0","354","0.717644585503472","0.448979591837996","3","135.0003","135.56259","169.20106","182.22239","151.50319","151.00026","1839.00002","21.0019","1841.82654","104.13933","3","35"
"org.apache.tools.ant.util.FileNameMapper","0","0","0","0","0","0","0","0","3","15","3","15","0","3","1","0","1","137","137.59541","162.82813","203.0591","183.44617","183","2190","21","2191.76732","90.47099","0",""
"org.apache.tools.ant.util.FlatFileNameMapper","0","0","0","0","0","0","0","0","4","2","7","1","1","20","0.969074390552662","0.0306122449001122","0","138","138.58829","171.0117","205.52859","179.45393","179","2173","20.00002","2175.34595","102.96116","0",""
"org.apache.tools.ant.util.GlobPatternMapper","1","1","0","0","1","0","0","0","5","3","15","2","1","137","0.93889707400475","0.301023663725573","3","135.00001","135.57614","168.00298","198.09341","171.45521","171.00001","2056","20.00009","2058.43047","101.98039","4","59"
"org.apache.tools.ant.util.IdentityMapper","0","0","0","0","0","0","0","0","4","2","5","1","1","16","0.969074390552662","0.0306122449001122","0","138","138.58829","171.0117","207.27277","181.44893","181","2177","20.00002","2179.34164","102.96116","0",""
"org.apache.tools.ant.util.MergingMapper","0","0","0","0","0","0","0","0","4","4","5","3","1","24","0.969074390552662","0.0562239267019322","3","135","135.5989","167.40968","206.3056","181.44713","181","2169","20.00002","2171.25816","101","0",""
"org.apache.tools.ant.util.regexp.JakartaOroMatcher","1","0","0","0","0","0","0","0","5","7","17","0","7","75","0.959964081828977","0.0306122448982932","1","137.00001","137.59257","167.28718","194.36306","169.48072","169","2118","14.00006","2120.17452","97.01546","0","8"
