@relation 'Ant13-weka.filters.unsupervised.attribute.Remove-R1-3,5-20,31-32-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.supervised.instance.SMOTE-C0-K5-P10.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R2,4-5,8,10'

@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute #BugsBinary {0,1}

@data
0.633049,0.843763,0.639963,0.637393,0.60702,1
0.373438,0.784019,0.38515,0.380394,0.271432,1
0.936794,0.949853,0.938079,0.937583,0.878921,0
0.915376,0.941399,0.916978,0.916443,0.877028,0
0.996227,0.949853,0.996233,0.99632,0.878921,0
0.858675,0.91638,0.861558,0.860473,0.862883,0
0.427204,0.790442,0.438663,0.433747,0.417713,0
0.040991,0.760138,0.059229,0.05094,0.271133,1
0.413297,0.803629,0.424684,0.419902,0.399177,1
0.913224,0.792774,0.915032,0.91463,0.673605,1
0.995298,0.941706,0.995042,0.995411,0.859491,0
0.5367,0.644223,0.562433,0.587783,-0.016468,1
0.439336,0.841538,0.450424,0.445655,0.534066,1
0.671437,0.652433,0.677763,0.675963,0.484865,0
0.622567,0.71679,0.629777,0.627293,0.370118,1
0.939579,0.941706,0.94068,0.940312,0.826977,0
0.981427,0.966626,0.981715,0.981636,0.878921,0
-0.093959,0.748973,-0.073693,-0.083079,0.283023,1
0.41894,0.900924,0.430195,0.425416,0.720645,1
0.977537,0.91638,0.977991,0.977965,0.878921,0
0.76113,0.821369,0.765796,0.764099,0.572036,1
0.722476,0.854088,0.745662,0.724836,0.735502,1
0.310252,0.83447,0.323255,0.317995,0.632038,1
0.775183,0.933104,0.779444,0.777837,0.829778,1
0.83658,0.98312,0.839631,0.838431,0.905652,0
0.919211,0.966626,0.920618,0.920114,0.848427,0
0.853594,-0.832079,0.85842,0.859573,0.599251,0
0.714784,0.838547,0.720442,0.718202,0.563863,1
0.698213,0.949853,0.704019,0.701675,0.841802,1
0.458806,0.900924,0.469032,0.464848,0.694273,1
0.721216,0.867109,0.726717,0.724635,0.741708,1
0.914038,0.791219,0.915942,0.915557,0.794584,0
0.815966,0.89999,0.819396,0.81822,0.772098,1
-0.391346,0.62572,-0.367899,-0.380478,-1,1
0.866226,0.941706,0.868793,0.867808,0.826977,1
0.94608,0.9581,0.947179,0.946761,0.907104,0
0.800248,0.933104,0.804191,0.802646,0.855455,0
0.651677,0.876167,0.65825,0.655749,0.665179,1
0.929425,0.958527,0.930544,0.930197,0.80682,0
-0.160736,0.872962,-0.139217,-0.150012,0.548904,1
0.972951,0.941399,0.973525,0.973368,0.899001,0
0.742372,0.720585,0.747553,0.745715,0.342211,1
0.757482,0.908135,0.762156,0.760399,0.80093,1
0.389114,0.735909,0.400877,0.396032,0.164218,1
0.985141,0.966626,0.985355,0.985307,0.878921,0
0.645391,0.919535,0.652021,0.649341,0.651049,1
0.930293,0.941706,0.931455,0.931114,0.80682,0
0.665528,0.85144,0.672227,0.66956,0.677337,0
0.847533,0.89999,0.850507,0.849445,0.791293,1
0.489179,0.644223,0.498709,0.49513,-0.292092,1
0.923556,0.883003,0.925126,0.924726,0.870707,0
0.956177,0.924724,0.957019,0.956848,0.899001,0
0.742246,0.82521,0.747553,0.745761,0.899001,0
-0.305624,0.412273,-0.280171,-0.29124,0.341072,1
0.854032,0.89999,0.856964,0.855877,0.798525,0
0.403947,0.799951,0.415373,0.410703,0.437911,1
0.857746,0.89999,0.860604,0.859548,0.798525,0
0.35409,0.132301,0.368236,0.363917,0.257037,1
0.753834,0.900924,0.758607,0.756742,0.727238,0
0.997156,0.9581,0.997227,0.997247,0.915588,1
0.748199,0.884006,0.753288,0.751259,0.749575,0
0.996227,0.949853,0.996151,0.99632,0.878921,0
0.977712,1,0.978118,0.977974,1,1
0.452238,0.845859,0.462931,0.458456,0.577464,1
0.671165,0.908135,0.677883,0.675113,0.859491,1
0.893839,0.842301,0.895921,0.895349,0.721328,1
0.872602,0.908135,0.875206,0.874257,0.850772,1
0.59422,0.848587,0.602288,0.598919,0.561876,0
0.897149,0.724507,0.899479,0.898992,0.691962,0
0.877429,0.974824,0.879541,0.8788,0.864366,0
0.873592,0.916813,0.876072,0.87515,0.798525,0
0.921876,0.941399,0.923433,0.922882,0.891285,1
0.993499,0.942626,0.99338,0.993567,0.794584,0
0.998084,0.966444,0.998012,0.998148,0.927326,0
0.98627,0.77745,0.98689,0.987127,0.94817,0
0.854032,0.884006,0.85679,0.855856,0.720645,0
0.900519,0.924909,0.902461,0.901766,0.826977,0
0.958211,0.98312,0.959052,0.9587,0.943691,0
0.863379,0.908818,0.865933,0.865034,0.74935,0
0.848461,0.876167,0.851373,0.850349,0.691962,0
0.581917,0.257203,0.591345,0.588814,0.441119,1
1,1,1,1,1,0
0.963723,0.966444,0.964468,0.964207,0.943691,0
0.735009,0.809748,0.740185,0.738373,0.628211,0
0.948573,0.857959,0.949305,0.949506,0.842444,0
0.617323,0.851358,0.621254,0.636313,0.637252,1
0.910794,0.941706,0.912601,0.911894,0.859491,0
