@relation 'Ant13-weka.filters.unsupervised.attribute.Remove-R1-3,5-20,31-32-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.supervised.instance.SMOTE-C0-K5-P10.0-S1-weka.filters.unsupervised.instance.Randomize-S42'

@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute #BugsBinary {0,1}

@data
-0.305624,0.651742,0.412273,0.505262,0.56975,-0.280171,-0.29124,-0.280295,0.341072,0.517539,1
0.854032,0.956448,0.89999,0.893389,0.92176,0.856964,0.855877,0.85712,0.798525,0.944244,0
0.403947,0.941944,0.799951,0.691701,0.765293,0.415373,0.410703,0.415879,0.437911,0.836902,1
0.857746,0.956448,0.89999,0.893389,0.921759,0.860604,0.859548,0.86076,0.798525,0.944244,0
0.35409,0.419528,0.132301,0.428599,0.471896,0.368236,0.363917,0.368491,0.257037,0.50908,1
0.753834,0.970959,0.900924,0.849134,0.882639,0.758607,0.756742,0.758847,0.727238,0.926419,0
0.997156,0.985471,0.9581,0.959853,0.980439,0.997227,0.997247,0.997229,0.915588,0.958194,1
0.748199,0.95645,0.884006,0.889537,0.941323,0.753288,0.751259,0.753388,0.749575,0.926419,0
0.996227,0.985471,0.949853,0.897905,0.902199,0.996151,0.99632,0.996198,0.878921,0.908428,0
0.977712,0.999982,1,0.986858,0.980439,0.978118,0.977974,0.978116,1,0.986683,1
0.452238,0.95647,0.845859,0.793136,0.86312,0.462931,0.458456,0.463164,0.577464,0.869478,1
0.671165,0.956452,0.908135,0.942299,0.980447,0.677883,0.675113,0.677826,0.859491,0.939664,1
0.893839,0.927425,0.842301,0.813616,0.843519,0.895921,0.895349,0.896039,0.721328,0.848602,1
0.872602,0.956448,0.908135,0.915533,0.941319,0.875206,0.874257,0.875233,0.850772,0.926069,1
0.59422,0.970981,0.848587,0.832333,0.94136,0.602288,0.598919,0.602319,0.561876,0.85297,0
0.897149,0.825862,0.724507,0.786924,0.804434,0.899479,0.898992,0.899762,0.691962,0.876097,0
0.877429,0.999992,0.974824,0.867769,0.843536,0.879541,0.8788,0.879826,0.864366,0.958194,0
0.873592,0.97096,0.916813,0.893389,0.92176,0.876072,0.87515,0.87623,0.798525,0.944244,0
0.921876,0.970959,0.941399,0.93333,0.941319,0.923433,0.922882,0.923552,0.891285,0.971704,1
0.993499,0.999982,0.942626,0.857891,0.882639,0.99338,0.993567,0.993428,0.794584,0.866881,0
0.998084,0.985471,0.966444,0.929227,0.921759,0.998012,0.998148,0.998058,0.927326,0.940845,0
0.98627,0.811331,0.77745,0.873713,0.823958,0.98689,0.987127,0.987018,0.94817,0.910898,0
0.854032,0.956448,0.884006,0.822402,0.84352,0.85679,0.855856,0.857076,0.720645,0.912589,0
0.900519,0.97096,0.924909,0.90221,0.92176,0.902461,0.901766,0.90262,0.826977,0.953302,0
0.958211,0.999983,0.98312,0.982028,1,0.959052,0.9587,0.959045,0.943691,0.981045,0
0.863379,0.97096,0.908818,0.844567,0.863081,0.865933,0.865034,0.86622,0.74935,0.935282,0
0.848461,0.956453,0.876167,0.827025,0.863088,0.851373,0.850349,0.85166,0.691962,0.917655,0
0.581917,0.492085,0.257203,0.525418,0.550134,0.591345,0.588814,0.591355,0.441119,0.525333,1
1,0.999982,1,1,0.999999,1,1,1,1,1,0
0.963723,0.985471,0.966444,0.968766,0.980439,0.964468,0.964207,0.964464,0.943691,0.967599,0
0.735009,0.912918,0.809748,0.755976,0.784848,0.740185,0.738373,0.740511,0.628211,0.858489,0
0.948573,0.912913,0.857959,0.74583,0.687038,0.949305,0.949506,0.949395,0.842444,0.766676,0
0.617323,0.94194,0.851358,0.779338,0.806553,0.621254,0.636313,0.609625,0.637252,0.890117,1
0.910794,0.985471,0.941706,0.942299,0.98044,0.912601,0.911894,0.912588,0.859491,0.939664,0
