Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.taskdefs.War,1,1,1,0,0,0,1,0,0,11,6,34,0,6,195,0.029611503,4,4366.537,423.001,436.818,504.906,493.001,4373.873,4346.111,4374.439,113.323,509.789,3,16
org.apache.tools.ant.types.PropertySet,1,0,0,0,0,0,0,0,0,24,21,96,9,13,610,1.03103E-21,7,3953.373,420.001,430.832,487.545,478.001,3959.955,3931.073,3961.298,98.955,498.334,0,17
org.apache.tools.ant.filters.ReplaceTokens,1,0,0,0,0,0,0,0,0,14,7,49,1,6,488,0.88703127,1,4075.326,426,438.99,503.289,492,4082.753,4053.119,4083.359,110.44,508.178,0,18
org.apache.tools.ant.filters.LineContains,1,0,0,0,0,0,0,0,0,10,6,29,1,5,212,0.927687698,1,4349.91,426,439.973,505.123,493,4356.982,4329.118,4357.436,114.56,509.028,0,18
org.apache.tools.ant.filters.EscapeUnicode,1,0,0,0,0,0,0,0,0,5,3,19,1,2,107,0.959841712,1,4454.417,426,441.249,509.157,496,4461.656,4434.138,4461.767,120.208,510.131,0,18
org.apache.tools.ant.filters.StripJavaComments,1,0,0,0,0,0,0,0,0,4,3,7,1,2,161,0.895106584,1,4400.668,426,441.511,509.384,496,4407.995,4380.14,4408.107,121.165,510.358,0,18
org.apache.tools.ant.taskdefs.LoadProperties,1,0,0,0,0,0,0,0,0,12,14,58,0,14,303,0.00082569,1,4259.357,426.001,439.477,496.879,485.001,4265.662,4238.062,4267.159,110.422,509.576,0,19
org.apache.tools.ant.taskdefs.BUnzip2,1,0,0,0,0,0,0,0,0,4,6,29,0,6,164,0.971283035,1,4397.682,426,441.511,506.463,493,4404.677,4377.11,4405.239,120.071,511.332,0,19
org.apache.tools.ant.taskdefs.Delete,1,2,1,0,0,0,2,0,0,46,39,135,2,37,1100,0.071959422,7,3466.537,420.001,426.469,465.914,460.001,3471.611,3441,3476.564,74,501.49,6,20
org.apache.tools.ant.taskdefs.optional.splash.SplashScreen,1,0,0,0,0,0,0,0,0,12,3,39,1,2,213,0.888775769,2,4348.817,425,438.508,507.622,496,4356.329,4328.142,4356.443,113.53,508.599,0,20
org.apache.tools.ant.taskdefs.Rename,1,0,0,0,0,0,0,0,0,6,5,21,0,5,104,0.935866606,1,4457.403,426,440.99,506.983,494,4464.415,4437.115,4464.86,118.406,510.882,0,20
org.apache.tools.ant.taskdefs.optional.perforce.P4Change,1,0,0,0,0,0,0,0,0,5,6,17,2,6,94,0.462037883,4,4467.073,423,438.354,506.235,493,4474.244,4447.108,4474.575,119.105,509.157,0,21
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,1,0,0,0,0,0,0,0,0,10,6,20,1,5,129,0.925848857,2,4432.422,425,439.005,505.123,493,4439.459,4412.116,4439.905,114.56,509.028,0,23
org.apache.tools.ant.taskdefs.Echo,1,0,0,0,0,0,0,0,0,8,6,27,0,6,141,1.02525E-20,1,4420.574,426.001,440.477,505.562,493.001,4427.533,4400.109,4428.093,116.211,510.439,0,23
org.apache.tools.ant.taskdefs.Mkdir,1,0,0,0,0,0,0,0,0,4,3,18,0,3,111,0.949392905,2,4450.34,425,440.546,509.384,496,4457.681,4430.13,4457.904,120.88,511.332,0,23
org.apache.tools.ant.util.regexp.JakartaRegexpRegexp,1,0,0,0,0,0,0,0,0,3,5,16,0,5,95,0.964674453,1,4466.362,426,441.775,507.666,494,4473.36,4446.115,4473.804,121.297,511.559,0,23
org.apache.tools.ant.taskdefs.condition.Equals,1,0,0,0,0,0,0,0,0,6,3,11,1,2,74,0.977248135,0,4487.362,427,441.956,508.932,496,4494.453,4467.137,4494.563,119.252,509.907,0,23
org.apache.tools.ant.util.ResourceUtils,1,0,0,0,0,0,0,0,0,14,30,96,8,23,905,3.97981E-10,7,3660.177,420.001,433.17,480.829,469.001,3666.123,3636.027,3668.868,106.921,501.334,0,24
org.apache.tools.ant.taskdefs.PathConvert,1,0,0,0,0,0,0,0,0,21,12,61,1,12,507,0.077048362,2,4056.326,425.001,436.378,496.961,487.001,4063.29,4034.077,4064.501,102.108,506.764,0,24
org.apache.tools.ant.taskdefs.condition.IsReference,1,1,1,0,0,0,0,1,0,4,6,14,1,5,68,6.03627E-30,0,4493.335,427.001,442.476,506.463,493.001,4500.086,4473.114,4500.526,120.333,510.358,2,24
org.apache.tools.ant.types.Description,1,0,0,0,0,0,0,0,0,5,8,26,1,8,144,3.80689E-30,2,4417.492,425.001,440.284,504.288,491.001,4424.329,4397.096,4424.999,118.6,510.131,0,25
org.apache.tools.ant.taskdefs.BZip2,1,0,0,0,0,0,0,0,0,3,6,22,0,6,82,0.985759134,1,4479.303,426,441.775,506.693,493,4486.171,4459.108,4486.723,121.037,511.559,0,26
org.apache.tools.ant.types.RedirectorElement,1,0,0,0,0,0,0,0,0,28,13,85,5,8,860,0.000670261,13,3704.208,414.001,424.099,494.631,486.001,3712.945,3681.114,3713.867,96.462,501.511,0,27
org.apache.tools.ant.taskdefs.Antlib,1,1,1,0,0,0,1,0,0,7,10,46,1,9,212,5.91692E-31,1,4349.91,426.001,440.732,501.886,489.001,4356.531,4329.091,4357.436,116.417,509.684,3,27
org.apache.tools.ant.util.ClasspathUtils,1,0,0,0,0,0,0,0,0,12,19,33,13,7,261,2.8221E-159,15,4299.784,412.001,425.92,492,480.001,4306.832,4280.105,4307.392,112.089,496.879,0,28
org.apache.tools.ant.taskdefs.SignJar,1,1,1,0,0,0,1,0,0,20,9,56,0,9,455,0.854975793,2,4108.043,425,436.606,500.1,490,4115.276,4086.096,4116.236,103.846,507.941,3,28
org.apache.tools.ant.taskdefs.AbstractCvsTask,1,0,0,0,0,0,0,0,0,42,19,107,4,15,898,0.492225143,5,3667.36,422,429.148,486.296,480,3674.486,3643.066,3676.341,81.043,500.12,0,29
org.apache.tools.ant.util.StringUtils,1,0,0,0,0,0,0,0,0,9,32,36,32,0,281,0.838290218,13,4280.07,414,428.622,480.01,467,4285.521,4260.161,4285.412,117.004,479.038,0,29
org.apache.tools.ant.taskdefs.GUnzip,1,0,0,0,0,0,0,0,0,4,5,26,0,5,129,0.971283035,1,4432.518,426,441.511,507.437,494,4439.57,4412.116,4440.017,120.333,511.332,0,29
org.apache.tools.ant.util.facade.ImplementationSpecificArgument,1,0,0,0,0,0,0,0,0,3,8,6,7,1,25,0.987296893,4,4535.767,423,438.883,504.747,491,4542.613,4516.143,4542.613,122.413,504.747,0,29
org.apache.tools.ant.util.facade.FacadeTaskHelper,1,0,0,0,0,0,0,0,0,9,5,19,4,1,119,0.935518231,5,4442.09,422,436.354,506.317,494,4449.508,4422.147,4449.508,116.692,506.317,0,31
org.apache.tools.ant.types.DirSet,1,0,0,0,0,0,0,0,0,7,9,22,4,5,103,1.57084E-05,6,4457.924,421.001,435.901,502.861,490.001,4464.969,4438.115,4465.409,117.444,506.759,0,32
org.apache.tools.zip.ZipShort,1,0,0,0,0,0,0,0,0,10,8,11,8,0,121,0.950135183,4,4440.195,423,437.069,503.171,491,4447.188,4420.155,4447.078,116.056,502.195,0,32
org.apache.tools.ant.util.regexp.Regexp,1,0,0,0,0,0,0,0,0,1,13,1,11,2,3,1,3,4557.765,424,440.383,500.357,486,4563.95,4538.135,4564.057,124.04,501.328,0,32
org.apache.tools.ant.taskdefs.CallTarget,1,0,0,0,0,0,0,0,0,15,9,41,0,9,204,1.8501E-122,2,4357.774,425.001,437.778,501.124,490.001,4364.593,4337.09,4365.498,108.669,508.949,0,33
org.apache.tools.ant.taskdefs.Copydir,1,0,0,0,0,0,0,0,0,8,5,39,0,5,274,0.079806296,2,4288.113,425.001,439.51,506.537,494.001,4295.501,4267.12,4295.962,116.482,510.439,0,33
org.apache.tools.zip.ZipLong,1,0,0,0,0,0,0,0,0,10,3,11,3,0,154,0.950135183,4,4407.346,423,437.069,508.051,496,4414.95,4387.156,4414.838,116.056,507.075,0,34
org.apache.tools.ant.taskdefs.Dirname,1,0,0,0,0,0,0,0,0,4,4,10,0,4,48,0.487380766,1,4513.15,426,441.511,508.41,495,4520.185,4493.121,4520.515,120.603,511.332,0,34
org.apache.tools.ant.types.FlexInteger,1,0,0,0,0,0,0,0,0,3,0,7,0,0,19,0.984771837,0,4542.115,427,442.739,512.533,499,4549.449,4522.151,4549.339,122.711,511.559,0,34
org.apache.tools.ant.TaskContainer,1,0,0,0,0,0,0,0,0,1,14,1,13,1,1,1,1,4559.943,426,442.309,499.386,485,4565.832,4540.143,4565.832,124.326,499.386,0,34
org.apache.tools.ant.AntClassLoader,1,3,1,0,0,1,2,0,0,56,51,169,37,16,1842,0.008817058,17,2729.964,410.001,414.965,452.548,448.001,2735.929,2699.082,2738.087,67.357,465.421,10,35
org.apache.tools.ant.taskdefs.Get,1,0,0,0,0,0,0,0,0,11,9,54,1,8,493,0.815001907,3,4070.145,424,437.786,501.977,490,4077.549,4048.104,4078.396,112.792,508.812,0,35
org.apache.tools.ant.taskdefs.Copyfile,1,0,0,0,0,0,0,0,0,6,4,24,0,4,135,0.921831803,1,4426.546,426,440.99,507.958,495,4433.719,4406.124,4434.055,118.68,510.882,0,35
org.apache.tools.ant.util.LazyFileOutputStream,1,0,0,0,0,0,0,0,0,11,1,23,1,0,136,0.909413056,2,4425.455,425,438.755,509.789,498,4433.061,4405.155,4432.949,115.109,508.812,0,36
org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher,1,0,0,0,0,0,0,0,0,9,4,19,1,3,130,0.905016016,2,4431.427,425,439.256,507.293,495,4438.687,4411.131,4438.911,116.09,509.245,0,36
org.apache.tools.ant.util.regexp.Jdk14RegexpRegexp,1,0,0,0,0,0,0,0,0,3,4,19,0,4,136,0.960385099,1,4425.551,426,441.775,508.639,495,4432.725,4405.124,4433.061,121.565,511.559,0,36
org.apache.tools.ant.taskdefs.GZip,1,0,0,0,0,0,0,0,0,3,5,20,0,5,71,0.985759134,1,4490.253,426,441.775,507.666,494,4497.214,4470.115,4497.655,121.297,511.559,0,38
org.apache.tools.ant.taskdefs.Typedef,1,0,0,0,0,0,0,0,0,1,3,2,2,1,4,1,0,4557.049,427,443.272,510.075,496,4564.032,4537.143,4564.032,124.326,510.075,0,38
org.apache.tools.ant.taskdefs.ProcessDestroyer,1,0,0,0,0,0,0,0,0,7,2,36,2,1,335,0.967201218,3,4227.317,424,438.799,509.684,497,4235.262,4206.154,4235.145,118.596,508.709,0,41
org.apache.tools.ant.types.selectors.TypeSelector,1,0,0,0,0,0,0,0,0,6,8,21,5,3,104,0.743614893,13,4456.273,414,429.409,504.061,491,4464.084,4437.13,4464.305,118.962,506.009,0,42
org.apache.tools.ant.taskdefs.Input,1,0,0,0,0,0,0,0,0,8,8,32,1,8,190,1.83716E-41,1,4371.805,426.001,440.477,503.612,491.001,4378.616,4351.097,4379.293,115.694,509.463,0,43
org.apache.tools.ant.taskdefs.optional.junit.JUnitVersionHelper,1,1,1,0,0,0,0,0,1,4,7,20,4,3,187,1,0,4374.888,427,442.476,505.49,492,4381.71,4354.133,4381.935,120.88,507.437,1,43
org.apache.tools.ant.taskdefs.Taskdef,1,0,0,0,0,0,0,0,0,1,1,7,0,1,40,0.989821949,0,4521.209,427,443.272,512.021,498,4528.466,4501.144,4528.466,124.326,512.021,0,45
org.apache.tools.ant.taskdefs.Basename,1,0,0,0,0,0,0,0,0,5,4,15,0,4,90,1.04859E-20,1,4471.34,426.001,441.249,508.183,495.001,4478.44,4451.122,4478.773,119.641,511.106,0,47
org.apache.tools.ant.types.Assertions,1,0,0,0,0,0,0,0,0,13,11,40,3,9,289,0.033980612,19,4271.53,408.001,421.797,499.593,488.001,4279.912,4252.092,4280.716,110.603,506.433,0,51
org.apache.tools.ant.types.EnumeratedAttribute,1,0,0,0,0,0,0,0,0,9,62,22,61,1,130,0.967791635,73,4425.182,354,370.995,450.877,437,4432.594,4411.147,4432.594,116.692,450.877,0,51
org.apache.tools.ant.util.DateUtils,1,1,1,0,0,0,0,0,1,11,4,36,4,0,314,0.931062098,5,4248.013,422,435.85,506.859,495,4255.885,4227.162,4255.768,115.109,505.882,1,53
org.apache.tools.ant.taskdefs.optional.i18n.Translate,1,0,0,0,0,0,0,0,0,19,8,84,0,8,1034,0.341896375,2,3532.658,425.001,436.836,501.28,491,3541.205,3507.12,3542.182,105.081,508.139,0,53
org.apache.tools.ant.taskdefs.Rmic,1,0,0,0,0,0,0,0,0,48,25,112,8,19,837,3.95539E-66,5,3727.962,422.001,428.098,479.437,474.001,3734.206,3704.044,3736.27,74.216,495.262,0,54
org.apache.tools.ant.taskdefs.Untar,1,1,1,0,0,0,1,0,0,6,9,32,0,9,182,0.579890606,2,4379.67,425,440.024,503.086,490,4386.454,4359.09,4387.355,117.388,510.882,3,55
org.apache.tools.ant.taskdefs.PreSetDef,1,0,0,0,0,0,0,0,0,4,10,20,0,10,112,3.00291E-32,0,4449.536,427.001,442.476,502.57,489.001,4455.913,4429.082,4456.91,119.101,511.332,0,55
org.apache.tools.ant.taskdefs.ExecuteJava,1,0,0,0,0,0,0,0,0,13,24,82,5,19,552,0.010957121,6,4011.155,421.001,434.385,486.902,475.001,4017.181,3989.041,4019.349,108.503,504.478,0,57
org.apache.tools.ant.taskdefs.Tstamp,1,0,0,0,0,0,0,0,0,6,5,27,1,5,135,0.980211586,3,4426.354,424,439.058,506.983,494,4433.607,4406.116,4433.942,118.406,509.907,0,57
org.apache.tools.ant.taskdefs.optional.TraXLiaison,1,1,1,0,0,0,1,0,0,25,15,108,0,15,712,0.047951839,1,3852.625,426.001,436.464,493.235,484.001,3859.468,3829.063,3861.249,97.514,506.98,3,59
org.apache.tools.ant.taskdefs.email.EmailAddress,1,0,0,0,0,0,0,0,0,8,5,16,5,0,284,0.82711655,5,4277.865,422,436.61,506.537,494,4285.567,4257.161,4285.452,117.953,505.562,0,59
org.apache.tools.ant.util.GlobPatternMapper,1,2,1,0,0,2,0,0,0,8,5,22,4,1,185,0.883856507,2,4376.684,425,439.51,506.537,494,4383.922,4356.149,4383.922,117.644,506.537,8,59
org.apache.tools.ant.taskdefs.Checksum,1,0,0,0,0,0,0,0,0,24,13,103,1,12,1046,0.000434637,2,3520.746,425.001,435.707,495.391,486.001,3528.629,3495.089,3530.161,99.202,506.187,0,60
org.apache.tools.ant.util.DOMElementWriter,1,0,0,0,0,0,0,0,0,17,8,67,7,1,878,0.752499638,8,3686.886,419,431.474,501.687,491,3695.761,3663.177,3695.761,109.11,501.687,0,62
org.apache.tools.ant.taskdefs.optional.ReplaceRegExp,1,0,0,0,0,0,0,0,0,15,10,77,0,10,725,0.306749796,2,3839.594,425.001,437.778,500.146,489,3847.204,3816.096,3848.358,108.416,508.949,0,62
org.apache.tools.ant.types.selectors.FilenameSelector,1,0,0,0,0,0,0,0,0,8,10,23,6,4,197,0.638268417,13,4363.683,414,428.882,501.662,489,4371.436,4344.125,4371.773,116.76,504.587,0,65
org.apache.tools.ant.taskdefs.Sleep,1,0,0,0,0,0,0,0,0,10,2,20,0,2,129,0.938087724,2,4432.422,425,439.005,509.028,497,4439.905,4412.139,4440.017,115.434,510.004,0,66
org.apache.tools.ant.taskdefs.Replace,1,0,0,0,0,0,0,0,0,30,10,100,4,10,788,0.856604367,2,3776.987,425,434.425,497.213,489,3784.723,3753.097,3785.373,93.963,502.131,0,67
org.apache.tools.ant.util.CollectionUtils,1,0,0,0,0,0,0,0,0,7,5,19,2,3,105,0.915858149,2,4456.312,425,439.766,506.759,494,4463.422,4436.13,4463.643,118.004,508.709,0,67
org.apache.tools.ant.taskdefs.LoadFile,1,0,0,0,0,0,0,0,0,2,3,5,0,3,12,0.989828424,0,4549.085,427,443.005,509.843,496,4556.079,4529.128,4556.297,122.801,511.789,0,67
org.apache.tools.ant.taskdefs.optional.script.ScriptDef,1,0,0,0,0,0,0,0,0,14,14,69,1,14,492,2.25004E-80,53,4066.236,374.001,388.731,496.448,485.001,4077.944,4049.065,4079.388,108.467,508.178,0,68
org.apache.tools.ant.types.selectors.ContainsSelector,1,0,0,0,0,0,0,0,0,9,15,34,6,9,266,0.011293213,13,4295,414.001,428.622,496.565,484.001,4302.311,4275.092,4303.218,114.477,504.366,0,68
org.apache.tools.ant.taskdefs.Property,1,0,0,0,0,0,0,0,0,35,13,93,4,9,807,1.73261E-23,5,3757.771,422.001,430.475,493.377,486.001,3765.495,3734.105,3766.536,89.493,501.259,0,69
org.apache.tools.ant.taskdefs.Filter,1,0,0,0,0,0,0,0,0,6,5,17,0,5,94,0.854130383,2,4467.262,425,440.024,506.983,494,4474.354,4447.115,4474.798,118.406,510.882,0,70
org.apache.tools.zip.ExtraFieldUtils,1,0,0,0,0,0,0,0,0,7,4,41,1,3,388,0.916059541,1,4174.792,426,440.732,507.734,495,4182.396,4153.139,4182.633,118.004,509.684,0,71
org.apache.tools.ant.taskdefs.Tar,1,1,1,0,0,0,1,0,0,22,25,172,1,25,1224,1.22526E-16,3,3343.989,424.001,435.178,484.025,474.001,3350.696,3317.022,3354.027,98.732,506.57,3,74
org.apache.tools.zip.ZipEntry,1,1,1,0,0,0,1,0,0,27,11,53,8,3,405,0.626993948,4,4157.574,423,433.103,496.783,488,4164.69,4136.14,4164.924,99.02,498.747,3,74
org.apache.tools.ant.taskdefs.DefaultExcludes,1,0,0,0,0,0,0,0,0,6,4,17,0,4,131,0.948676952,1,4430.528,426,440.99,507.958,495,4437.694,4410.123,4438.029,118.68,510.882,0,74
org.apache.tools.ant.taskdefs.optional.ANTLR,1,0,0,0,0,0,0,0,0,25,18,91,0,18,671,0.014944541,13,3892.081,414.001,424.76,490.292,481.001,3899.777,3870.047,3901.91,96.881,506.98,0,75
org.apache.tools.ant.taskdefs.Touch,1,1,1,0,0,1,0,0,0,20,18,70,1,18,515,0.04971963,2,4048.37,425.001,436.606,491.285,481.001,4054.632,4026.045,4056.561,101.789,506.961,4,75
org.apache.tools.ant.types.ZipFileSet,1,0,0,0,0,0,0,0,0,9,12,28,4,8,143,0.000495027,11,4417.631,416.001,430.554,499.49,487.001,4424.881,4398.096,4425.657,114.726,506.317,0,75
org.apache.tools.ant.taskdefs.SubAnt,1,0,0,0,0,0,0,0,0,31,15,109,0,15,778,7.42519E-05,1,3787.036,426.001,435.198,492.115,484.001,3793.999,3763.064,3795.81,91.679,505.89,0,75
org.apache.tools.ant.taskdefs.CVSPass,1,0,0,0,0,0,0,0,0,6,3,32,0,3,1254,0.889553262,1,3314.49,426,440.99,508.932,496,3324.212,3287.176,3324.511,118.962,510.882,0,75
org.apache.tools.ant.taskdefs.optional.depend.Depend,1,0,0,0,0,0,0,0,0,27,13,118,0,13,1542,0.010837529,2,3028.965,425.001,435.056,494.818,486.001,3038.124,2999.096,3040.067,96.047,506.609,0,77
org.apache.tools.ant.taskdefs.Move,1,1,1,0,0,1,0,0,0,9,10,64,1,9,791,0.830308058,3,3773.894,424,438.289,501.44,489,3781.748,3750.105,3782.791,114.477,509.245,4,79
org.apache.tools.ant.taskdefs.Parallel,1,1,1,0,0,0,1,0,0,18,8,52,2,8,519,0.890293734,2,4044.392,425,437.069,501.483,491,4051.859,4022.105,4052.468,106.042,506.379,3,83
org.apache.tools.ant.taskdefs.Zip,1,2,1,0,0,0,2,0,0,49,31,210,1,30,2937,0.026822342,5,1658.584,422.001,427.931,473.355,468.001,1670.88,1604.015,1679.233,71.344,502.046,6,86
org.apache.tools.ant.Executor,1,0,0,0,0,0,0,0,0,2,4,2,3,2,2,1,1,4558.947,426,442.041,508.87,495,4565.911,4539.135,4565.911,123.081,508.87,0,87
org.apache.tools.ant.filters.ConcatFilter,1,0,0,0,0,0,0,0,0,9,4,28,0,4,217,0.923854228,1,4344.934,426,440.224,507.293,495,4352.241,4324.126,4352.583,115.802,510.221,0,88
org.apache.tools.ant.util.JavaEnvUtils,1,0,0,0,0,0,0,0,0,16,29,40,27,2,463,0.798970328,28,4097.473,399,412.331,481.369,470,4104.995,4078.15,4105.11,109.731,482.345,0,89
org.apache.tools.ant.types.Commandline,1,0,0,0,0,0,0,0,0,31,81,71,78,5,644,0.609376558,75,3912.865,352,363.077,427.37,418,3919.354,3897.131,3919.567,94.578,429.326,0,91
org.apache.tools.zip.AsiExtraField,1,0,0,0,0,0,0,0,0,20,4,40,0,4,345,0.766465485,1,4217.569,426,437.58,505,495,4225.097,4196.13,4225.449,105.304,507.941,0,95
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,1,3,1,0,0,0,3,0,0,39,25,150,8,21,1561,0.791559039,2,3010.154,425,432.65,480.871,474,3017.462,2980.043,3020.017,82.565,496.65,9,96
org.apache.tools.ant.taskdefs.ExecuteWatchdog,1,0,0,0,0,0,0,0,0,9,17,23,14,3,141,0.918872988,5,4420.19,422,436.354,494.616,482,4426.322,4400.131,4426.54,116.09,496.565,0,97
org.apache.tools.ant.types.selectors.PresentSelector,1,0,0,0,0,0,0,0,0,7,13,26,6,7,198,0.269772492,6,4363.358,421.001,435.901,498.964,486.001,4370.108,4343.104,4370.779,116.914,504.81,0,97
org.apache.tools.ant.taskdefs.optional.ssh.Scp,1,1,1,0,1,0,0,0,0,24,14,85,0,14,741,0.33521386,13,3822.486,414.001,424.985,494.41,485,3830.826,3800.07,3832.493,98.717,507.169,5,98
org.apache.tools.ant.taskdefs.MacroDef,1,0,0,0,0,0,0,0,0,21,15,76,5,14,573,1.48258E-31,6,3990.271,421.001,432.484,494.021,484.001,3997.409,3968.067,3998.509,101.637,502.842,0,98
org.apache.tools.ant.types.FileList,1,0,0,0,0,0,0,0,0,12,13,32,6,7,192,0.013430206,2,4369.717,425.001,438.508,497.855,486.001,4376.071,4349.103,4376.741,112.089,503.714,0,99
org.apache.tools.ant.types.Permissions,1,0,0,0,0,0,0,0,0,12,8,34,6,3,341,0.949882739,5,4221.147,422,435.601,502.738,491,4228.603,4200.138,4228.719,113.225,503.714,0,100
org.apache.tools.ant.types.selectors.DepthSelector,1,0,0,0,0,0,0,0,0,7,9,25,6,3,255,0.734168673,13,4305.948,414,429.144,502.861,490,4313.919,4286.135,4314.146,118.004,504.81,0,101
org.apache.tools.ant.taskdefs.Copy,1,2,1,0,1,0,1,0,0,45,25,157,4,22,1828,0.047150286,6,2745.471,421.001,427.628,479.897,474.001,2754.096,2713.041,2757.609,76.485,499.661,8,102
org.apache.tools.ant.taskdefs.Available,1,0,0,0,0,0,0,0,0,22,12,71,1,11,783,1.36434E-05,2,3781.956,425.001,436.152,496.763,487.001,3789.424,3758.09,3790.722,101.39,506.57,0,112
org.apache.tools.ant.types.optional.depend.ClassfileSet,1,0,0,0,0,0,0,0,0,7,6,31,0,6,163,0.001150449,11,4397.72,416.001,431.074,505.785,493.001,4405.671,4378.11,4406.233,117.175,510.659,0,112
org.apache.tools.ant.types.selectors.DependSelector,1,0,0,0,0,0,0,0,0,3,10,12,6,4,76,0.899190746,4,4484.992,423,438.883,502.802,489,4491.697,4465.122,4492.025,121.565,505.72,0,112
org.apache.tools.ant.taskdefs.optional.unix.Symlink,1,2,1,0,0,0,2,0,0,23,13,96,0,13,856,0.299929582,12,3708.295,415.001,426.185,495.586,486.001,3716.91,3685.078,3718.498,99.925,507.359,6,114
org.apache.tools.ant.types.FilterSet,1,2,1,0,0,0,2,0,0,26,12,85,7,7,811,0.005069949,4,3753.908,423.001,433.319,495.989,487.001,3761.658,3730.121,3762.178,98.671,499.917,6,118
org.apache.tools.ant.types.CommandlineJava,1,0,0,0,0,0,0,0,0,39,21,94,11,11,559,1.60758E-08,12,4003.567,415.001,422.831,484.814,478.001,4010.587,3982.085,4011.67,85.071,493.69,0,120
org.apache.tools.ant.taskdefs.optional.PropertyFile,1,0,0,0,0,0,0,0,0,10,5,41,0,5,214,0.951550722,2,4347.822,425,439.005,506.099,494,4355.108,4327.118,4355.563,114.56,510.004,0,124
org.apache.tools.ant.taskdefs.optional.EchoProperties,1,0,0,0,0,0,0,0,0,14,10,90,1,10,615,0.236335475,2,3948.937,425.001,438.019,500.357,489.001,3956.336,3926.093,3957.333,109.385,508.178,0,128
org.apache.tools.ant.Project,1,4,1,0,1,1,1,1,0,120,365,288,352,30,2384,0,199,2169.017,228.002,228,134,134.004,2161.158,2157.011,2161.935,7,146,14,130
org.apache.tools.ant.taskdefs.SQLExec,1,2,1,0,0,0,2,0,0,26,12,109,1,12,881,0.620923681,3,3684.478,424,434.295,495.989,487,3692.258,3660.085,3693.59,97.268,505.811,6,132
