@relation 'Ant17BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-2,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,1'

@attribute #BugsBinary numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute #Bugs numeric

@data
0,4070.144961,424.00004,437.786478,501.977091,490.000035,4077.548773,4048.103877,4078.395886,112.791844,508.812343,0
0,4426.546284,426.000007,440.989796,507.957675,495.000006,4433.718642,4406.12358,4434.054578,118.680243,510.881591,0
0,4425.454779,425.00001,438.755057,509.789172,498.000008,4433.060906,4405.155389,4432.94868,115.108644,508.812343,0
0,4431.427084,425.000011,439.25619,507.292815,495.000009,4438.687419,4411.131034,4438.910902,116.090482,509.244538,0
0,4425.550926,426.000002,441.77483,508.639361,495.000002,4432.724896,4405.123608,4433.060906,121.564797,511.559381,0
0,4490.253445,426,441.77483,507.666229,494,4497.214249,4470.11454,4497.655389,121.297156,511.559381,0
0,4557.049265,427,443.271926,510.075485,496,4564.031661,4537.142823,4564.031661,124.326184,510.075485,0
0,4227.317353,424.000001,438.799499,509.684216,497.000001,4235.262093,4206.154063,4235.144862,118.595953,508.709151,0
0,4456.272546,414.000079,429.408896,504.060512,491.000067,4464.084453,4437.130266,4464.304873,118.962179,506.008893,0
0,4371.804776,426.001174,440.477014,503.611954,491.001018,4378.616448,4351.096643,4379.293322,115.693561,509.463443,0
0,4521.208909,427,443.271926,512.020507,498,4528.466076,4501.143966,4528.466076,124.326184,512.020507,0
0,4471.339508,426.001174,441.249363,508.183038,495.00101,4478.44013,4451.12233,4478.772711,119.64113,511.105664,0
0,4271.529937,408.001144,421.797345,499.592834,488.000956,4279.912149,4252.092191,4280.715945,110.602893,506.432621,0
0,4425.182143,354.000001,370.994609,450.876923,437.000001,4432.594049,4411.146903,4432.594049,116.691902,450.876923,0
0,3532.658206,425.00051,436.836354,501.280361,491.000441,3541.204597,3507.119901,3542.181955,105.080921,508.138761,0
0,3727.96191,422.001185,428.09812,479.43717,474.001055,3734.205672,3704.043736,3736.270333,74.215901,495.261547,0
0,4449.535931,427.001171,442.475988,502.570393,489.001022,4455.91315,4429.082298,4456.909804,119.100798,511.331595,0
0,4011.154697,421.001162,434.384622,486.902454,475.00103,4017.18135,3989.040611,4019.34945,108.503456,504.477948,0
0,4426.354256,424,439.058083,506.983234,494,4433.607109,4406.116204,4433.942377,118.406081,509.906854,0
0,4277.865472,422.000035,436.609666,506.537264,494.00003,4285.567057,4257.160791,4285.451901,117.953381,505.562064,0
0,3520.74566,425.001175,435.707471,495.390755,486.001028,3528.62877,3495.089412,3530.16062,99.201814,506.186724,0
0,3686.88622,419.000073,431.474217,501.687154,491.000062,3695.761085,3663.1769,3695.761085,109.110036,501.687154,0
0,3839.593859,425.000565,437.778483,500.145979,489.000491,3847.20379,3816.095518,3848.358091,108.415866,508.948917,0
0,4363.683307,414.000158,428.882268,501.662237,489.000134,4371.436492,4344.125343,4371.773096,116.760439,504.58696,0
0,4432.422475,425.000004,439.004556,509.027504,497.000004,4439.904616,4412.138824,4440.016667,115.433964,510.003922,0
0,3776.987424,425.000024,434.424907,497.213234,489.000021,3784.72324,3753.097121,3785.372505,93.962759,502.131457,0
0,4456.312489,425.000008,439.765847,506.759312,494.000007,4463.421558,4436.130296,4463.643355,118.004237,508.709151,0
0,4549.084523,427,443.004515,509.843113,496,4556.079126,4529.12762,4556.297291,122.800652,511.789019,0
0,4066.23622,374.001337,388.73127,496.448386,485.001031,4077.943845,4049.065324,4079.388435,108.466585,508.178118,0
0,4294.999534,414.001181,428.622211,496.565202,484.00101,4302.311123,4275.091695,4303.218447,114.477072,504.365939,0
0,3757.770616,422.001185,430.475319,493.377138,486.001029,3765.494921,3734.10498,3766.535809,89.493016,501.259414,0
0,4467.262473,425.000025,440.023863,506.983234,494.000022,4474.354143,4447.115132,4474.797537,118.406081,510.881591,0
0,4174.791612,426.000008,440.732345,507.734182,495.000007,4182.395725,4153.139174,4182.632903,118.004237,509.684216,0
0,4430.527734,426.000003,440.989796,507.957675,495.000003,4437.693658,4410.123468,4438.029292,118.680243,510.881591,0
0,3892.081191,414.001172,424.759932,490.29175,481.001009,3899.777045,3870.046641,3901.910301,96.881371,506.980276,0
0,4417.630587,416.001201,430.554294,499.48974,487.001026,4424.881128,4398.095611,4425.657013,114.72576,506.317094,0
0,3787.03644,426.001173,435.197656,492.114824,484.001033,3793.99855,3763.06431,3795.809927,91.678787,505.890304,0
0,3314.490157,426.000014,440.989796,508.932215,496.000012,3324.211937,3287.17584,3324.510941,118.962179,510.881591,0
0,3028.96451,425.001151,435.056318,494.818148,486.001007,3038.123928,2999.09603,3040.066611,96.046864,506.609317,0
0,4558.946918,426,442.040722,508.870317,495,4565.9113,4539.13494,4565.9113,123.081274,508.870317,0
0,4344.934062,426.000007,440.223807,507.292815,495.000006,4352.240917,4324.125923,4352.583141,115.801554,510.220541,0
0,4097.473002,399.000051,412.331178,481.368881,470.000043,4104.995006,4078.150193,4105.109621,109.731491,482.345312,0
0,3912.865063,352.000217,363.077127,427.369863,418.000182,3919.353646,3897.131381,3919.567451,94.57801,429.326216,0
0,4217.569442,426.000064,437.579707,505,495.000055,4225.096567,4196.129764,4225.449089,105.304321,507.940941,0
0,4420.190494,422.000008,436.354214,494.616013,482.000007,4426.321724,4400.131362,4426.539958,116.090482,496.565202,0
0,4363.357652,421.000633,435.901365,498.963927,486.000549,4370.108122,4343.103614,4370.77945,116.914499,504.809865,0
0,3990.271294,421.001188,432.483526,494.021255,484.001033,3997.409161,3968.066658,3998.508847,101.636608,502.841924,0
0,4369.716924,425.001145,438.507697,497.855401,486.001001,4376.070955,4349.103471,4376.741368,112.08925,503.714205,0
0,4221.147237,422.000003,435.600735,502.737506,491.000003,4228.602724,4200.137617,4228.718955,113.225439,503.714205,0
0,4305.948444,414.000085,429.144498,502.860816,490.000072,4313.918868,4286.134856,4314.146497,118.004237,504.809865,0
0,3781.955711,425.001176,436.152496,496.762519,487.001027,3789.423835,3758.08994,3790.721963,101.390335,506.569837,0
0,4397.719864,416.001199,431.074239,505.784539,493.001012,4405.670551,4378.109752,4406.232858,117.175083,510.659378,0
0,4484.992085,423.000012,438.882672,502.802148,489.00001,4491.697452,4465.121947,4492.025044,121.564797,505.720278,0
0,4003.567035,415.001205,422.830936,484.814397,478.001046,4010.586989,3982.084881,4011.669603,85.070559,493.690186,0
0,4347.821753,425.000003,439.004556,506.098805,494.000002,4355.107921,4327.118325,4355.563454,114.560028,510.003922,0
0,3948.936692,425.000686,438.019406,500.356873,489.000596,3956.33631,3926.092841,3957.333067,109.384642,508.178118,0
0,4232.297249,414.000097,428.882268,500.687527,488.000082,4240.175468,4212.121556,4240.637688,116.481758,504.58696,0
0,4106.054189,425.001052,436.378276,494.021255,484.000923,4112.579726,4084.064764,4114.12992,101.636608,506.764245,0
0,4550.516674,421,436.161667,503.086474,490,4557.418238,4531.143013,4557.418238,119.549153,503.086474,0
0,4513.841933,412.000191,427.480994,502.112537,489.000161,4521.52032,4495.128585,4521.737056,118.962179,504.060512,0
0,3938.034027,416.001201,427.387412,494.801981,485.00103,3945.919538,3916.130743,3946.289396,103.092192,497.742906,0
0,3947.727701,423.000078,435.597291,501.893415,491.000067,3955.591738,3925.130444,3956.090242,108.811764,505.807276,0
0,4184.530081,414.000173,427.354654,498.402448,487.000147,4192.381781,4164.115392,4192.965538,110.440029,503.289181,0
0,4250.016941,412.001213,425.169378,485.490474,474.001054,4256.474598,4230.086169,4257.372899,108.415866,493.304166,0
0,3156.471606,423.001055,432.261495,483.265972,475.000939,3163.859826,3128.035965,3167.080675,90.255194,503.921621,0
0,3412.995312,404.001238,408.431145,467.863228,464.001078,3420.616465,3389.021245,3423.954585,61.188234,491.674689,0
0,3546.556922,425.001176,433.613883,497.489698,490.00102,3554.931926,3521.11133,3556.043447,90.443352,505.371151,0
0,4243.037591,422.000071,433.918195,490.510958,480.000062,4249.198042,4222.047371,4250.68618,102.961158,503.239506,0
0,4029.055721,421.000543,428.911413,489.911216,483.000474,4036.005203,4007.077988,4037.336374,85.726309,500.759423,0
0,3433.417103,417.000158,422.035544,483.390112,479.000138,3441.497494,3408.091695,3443.045745,69.641941,494.292424,0
0,3690.973991,420.001191,429.958138,490.701539,482.001037,3698.54201,3667.085219,3699.725666,95.336247,499.544793,0
0,3644.25054,411.001162,418.15069,480.213494,474.001008,3651.892249,3621.060894,3653.869456,79.81228,495.025252,0
0,3428.073511,422.001185,431.912028,489.719307,481.001039,3435.835415,3402.071134,3437.823294,94.593869,503.476911,0
0,3536.190606,338.001479,348.769265,396.440412,387.001292,3541.210104,3520.081817,3542.316897,89.286057,406.208075,0
0,2478.502169,418.001196,426.554803,474.672519,467.001071,2487.235011,2443.016578,2489.323804,85.475143,485.498713,0
0,3948.829194,424.000737,433.240118,501.953185,494.000632,3956.957417,3926.147221,3957.207601,95.273291,503.921621,0
0,4216.374272,414.001036,426.62044,506.581682,496.000864,4225.213841,4196.137748,4225.449089,108.466585,508.540067,0
0,4096.895654,423.001182,432.261495,491.131347,483.001035,4103.524583,4075.064907,4104.833858,91.923882,501.953185,0
0,4287.230458,416.001202,427.61782,498.920835,489.001022,4294.928405,4267.098546,4295.73102,103.16007,505.78355,0
0,3282.4992,424.000789,434.079486,499.729927,491.000681,3291.824114,3255.177568,3292.123023,99.0202,501.695127,0
0,4294.761577,401.001244,415.550238,502.953278,491.001016,4304.097699,4276.11237,4304.670951,113.322548,507.835603,0
0,4200.252969,422.001165,434.626276,491.137455,480.001025,4206.476079,4179.052763,4207.979325,106.09901,503.850176,0
0,4416.947589,375.001333,388.888159,501.687154,491.001018,4428.304642,4401.095545,4429.086249,107.004673,508.540067,0
0,4424.172239,422.001185,434.388075,500.708498,490.00102,4431.175465,4404.102179,4431.842958,107.280007,506.581682,0
0,4426.403167,414.000052,428.108631,365.625492,349.000062,4420.797439,4407.147036,4420.797439,114.791115,365.625492,0
0,4181.551865,424.000001,437.53857,506.644846,495.000001,4189.346608,4160.155766,4189.346608,113.841996,506.644846,0
0,4080.194726,425.000527,437.539713,495.047473,484.000463,4086.761554,4058.059635,4088.443225,106.301458,508.74355,0
0,4190.606877,425.001176,438.019406,503.289181,492.001016,4197.931038,4169.107938,4198.63847,110.163515,509.156165,0
0,4094.118831,425.0002,437.778483,506.99211,496.000172,4102.097025,4072.150415,4102.218059,110.679718,507.970472,0
0,4315.779651,423.000017,437.321392,509.244538,497.000015,4323.659792,4295.159368,4323.544958,117.004273,508.26863,0
0,4467.721119,124.001271,165.758861,445.784701,432.000365,4486.845217,4466.137145,4486.845217,115.433964,445.784701,0
0,4347.821753,425.001176,439.509954,506.537264,494.001012,4355.107921,4327.118325,4355.563454,116.481758,510.439027,0
0,4471.149405,424.001179,438.799499,505.784539,493.001014,4478.219512,4451.115029,4478.55077,117.443603,508.709151,0
0,4368.624497,424.000008,439.318791,505.261319,492.000007,4375.747708,4348.117754,4376.199264,119.369175,509.157147,0
0,4392.608451,425.001176,439.509954,507.512561,495.00101,4399.93284,4372.124541,4400.271355,116.760439,510.439027,0
0,4418.39111,424.000004,438.799499,509.684216,497.000003,4425.992883,4398.155636,4425.880703,118.903322,508.709151,0
0,4284.232137,426.000028,440.732345,508.709151,496.000024,4291.757798,4263.135583,4291.989399,118.004237,510.659378,0
0,4321.050335,426.000022,441.249363,509.157147,496.000019,4328.511985,4300.14244,4328.626688,120.208153,510.131356,0
0,4396.68648,426.00004,440.477014,506.537264,494.000035,4403.795181,4376.117,4404.245679,116.481758,510.439027,0
0,4506.181532,426.001174,440.732345,508.709151,496.001008,4513.337125,4486.128843,4513.557355,118.004237,510.659378,0
0,4404.648908,426,441.511042,506.463227,493,4411.632918,4384.116787,4412.081708,120.332872,510.357718,0
0,4489.257957,426.000025,440.989796,505.034652,492.000022,4496.001001,4469.107517,4496.5509,118.139748,509.906854,0
0,4491.248935,426.001174,441.249363,505.261319,492.001016,4497.988995,4471.100647,4498.649242,118.848643,511.105664,0
0,4485.276023,426.000307,441.511042,509.383942,496.000264,4492.464914,4465.129449,4492.686168,120.880106,511.331595,0
0,4542.115476,427,442.475988,510.357718,497,4549.229935,4522.135447,4549.339293,121.165177,511.331595,0
0,4526.186585,427.000353,442.739201,508.639361,495.000304,4533.107212,4506.120837,4533.435783,121.564797,511.559381,0
0,4536.142083,427,443.004515,509.843113,496,4543.156612,4516.127988,4543.375397,122.800652,511.789019,0
0,3297.853999,420.001133,429.326216,478.352381,470.001012,3304.593924,3271.022012,3308.092653,89.805345,501.953185,0
0,4229.349359,360.001385,368.353092,458.680717,452.001103,4238.171776,4214.014357,4240.910869,78.771822,483.335287,0
0,3466.669872,378.000671,387.882714,437.732795,429.000591,3472.600898,3446.032646,3474.485861,88.283634,452.443367,0
0,2859.977098,413.001211,420.86815,479.885403,473.001057,2869.255827,2830.077914,2871.258435,83.677954,491.717399,0
0,3201.405941,418.001057,426.957843,484.869055,477.000926,3209.642503,3174.076244,3211.752948,89.738509,498.648173,0
0,4170.514597,194.002027,214.282524,327.881076,315.001249,4177.891933,4166.100935,4178.043202,95.509162,329.802972,0
0,3975.580587,404.001238,413.052055,491.581122,484.001033,3984.505114,3955.085461,3985.732179,89.84431,501.429955,0
0,3767.813822,414.001208,423.883239,489.53243,481.001039,3775.762969,3745.053404,3777.703138,93.171884,504.278693,0
0,4085.802369,359.001393,370.353885,419.97738,410.001219,4090.598978,4070.125797,4090.900757,96.462428,422.906609,0
0,4158.502735,347.001441,360.03472,464.038792,454.001101,4168.79503,4144.115949,4169.122809,100.881118,466.974303,0
0,4033.184598,403.001241,413.367875,474.013713,465.001075,4039.85074,4013.112134,4040.313107,96.767763,477.938281,0
0,3399.548794,416.001202,426.709503,482.445852,473.001057,3406.993543,3374.065352,3409.108388,97.293371,497.16094,0
0,3371.389328,421.001183,430.098826,490.951118,483.001031,3379.691406,3345.079072,3381.427213,90.956033,502.761375,0
0,3347.578528,421.001184,429.895336,491.757054,484.00103,3356.083581,3321.079644,3357.835166,89.988888,503.572239,0
0,3677.29425,422.001057,425.699425,487.228899,484.000921,3684.924015,3653.085545,3686.38495,61.326992,498.157606,0
0,4305.825124,357.001401,369.682296,501.278366,492.001016,4319.113914,4291.119318,4319.571391,101.192885,505.204909,0
0,4196.080195,367.001362,380.118403,499.90099,490.00102,4208.622102,4180.122486,4209.089688,104.04326,503.822389,0
0,4251.525021,363.00131,377.058351,498.545886,488.000974,4264.016886,4236.079792,4265.172916,105.261579,508.33847,0
0,3337.658161,421.001187,430.93503,495.613761,487.001026,3346.623672,3311.102082,3348.093487,95.603347,505.44337,0
0,4047.641288,418.000767,428.659539,488.329807,479.00067,4054.394776,4026.097366,4055.227737,99.040396,495.19794,0
0,4355.962006,406.000564,416.293166,484.809241,476.000481,4363.043089,4337.022596,4364.930469,93.059121,501.510718,0
0,4271.30624,416.001202,426.709503,495.19794,486.001029,4278.691038,4251.128086,4279.032835,100.568385,498.14255,0
0,3688.221794,422.00104,432.560978,490.29175,481.000912,3695.437322,3664.054585,3697.419641,97.082439,505.015841,0
0,4286.5226,376.001327,388.561449,472.279578,462.00108,4294.920721,4270.112528,4295.461442,102.786186,477.171877,0
0,4045.445835,416.000069,428.085272,486.59737,476.000061,4052.055281,4024.077658,4053.362185,104.048066,497.363046,0
0,3742.97876,423.001182,431.653796,494.535135,487.001027,3750.750592,3719.098009,3751.92977,90.138782,503.400437,0
0,4261.746238,420.000056,429.958138,496.596416,488.000048,4268.984071,4241.128388,4269.32805,97.73945,499.544793,0
0,3714.819107,420.000113,431.055681,493.624351,484.000098,3722.598152,3691.147518,3722.98939,102.459748,496.566209,0
0,3987.862209,417.000333,428.590714,495.00101,485.000287,3995.545144,3966.13729,3995.910409,104.355163,497.94076,0
0,4250.722527,409.001123,422.262951,500.145979,489.000939,4259.164472,4231.113565,4259.741424,109.480592,505.035642,0
0,4376.530361,413.000537,425.409215,499.524774,489.000453,4384.355141,4357.09651,4385.141389,106.042444,506.379304,0
0,423,423.000743,430.313839,499.289495,493.000638,493,34,495,86.005814,501.264401,0
0,3764.838642,423.000398,433.536619,494.216552,485.000347,3772.307782,3741.076984,3773.606498,97.984693,504.033729,0
0,4372.805164,383.001306,396.608119,501.687154,491.001018,4383.584948,4356.110306,4384.034785,107.563935,505.602611,0
0,3857.373718,424.001179,431.114834,490.244837,484.001033,3864.429065,3834.075117,3865.822164,81.608823,501.107773,0
0,4370.228827,420.000019,430.173221,483.037266,474.000016,4375.748622,4350.022529,4378.186383,94.04786,504.643439,0
0,4345.090218,385.001292,399.861226,500.784385,489.001017,4355.53728,4328.090572,4356.32873,111.570605,507.621907,0
0,4248.828191,410.001219,423.231615,483.538003,472.001059,4255.258512,4229.079924,4256.266204,108.171161,492.327127,0
0,3730.062332,423.000011,434.659637,502.059757,492.00001,3738.515748,3706.138152,3738.647483,104.995238,503.03976,0
0,4363.165136,419.001193,429.634729,481.465471,472.001059,4368.573337,4343.025904,4370.55477,96.17692,499.124233,0
0,4246.91853,421.000008,433.896301,492.327127,481.000007,4253.285436,4226.068149,4254.197574,107.707938,500.145979,0
0,4205.922729,419.00003,431.236594,495.609726,485.000026,4213.009613,4185.107526,4213.704546,106.320271,501.482801,0
0,4060.199502,424.000886,433.866339,487.755062,479.000784,4066.310982,4038.035785,4068.470597,93.557469,505.44337,0
0,4320.783494,413.000987,426.887573,495.903216,484.000842,4328.147063,4301.097767,4328.709045,111.825757,500.784385,0
0,4371.647287,414.001208,427.603789,486.902454,475.001053,4377.845246,4352.077665,4378.941539,110.113578,496.662864,0
0,2471.467985,423.000217,433.102759,501.695127,493.000186,2484.406166,2435.23736,2484.803815,99.0202,503.6606,0
0,4143.342129,420.000065,433.169713,500.356873,489.000056,4150.904118,4122.102012,4151.022043,109.895405,501.33422,0
0,4065.068019,423.000008,435.837126,497.213234,486.000007,4072.105721,4043.071234,4073.555327,107.707938,508.948917,0
0,4353.823722,415.000474,427.590926,503.644716,493.000399,4361.949679,4334.110866,4362.517622,107.563935,508.540067,0
0,4359.279872,420.000622,432.926091,504.057536,493.00053,4366.917677,4339.117998,4367.371063,109.767937,507.970472,0
0,4292.890984,423.000129,433.318589,502.863799,494.00011,4300.467416,4272.119849,4300.928737,99.297533,506.793844,0
0,4388,0.097386,105,105,0.097386,4388,4388.147673,4388,111,105,0
0,4214.38311,424.001128,434.732101,494.409749,485.000986,4220.956527,4193.074528,4222.234598,99.201814,505.204909,0
0,4153.697148,424.001179,434.954021,502.451988,493.001014,4161.306646,4132.131774,4161.663129,102.459748,505.395884,0
0,4328.328199,419.001121,432.446528,498.616085,487.000965,4335.439193,4308.104456,4336.117272,111.126055,504.477948,0
0,4218.262438,423.001182,435.359622,500.708498,490.00102,4225.506952,4197.129734,4225.85589,108.157293,503.644716,0
0,4112.605257,421.000411,434.384622,502.523631,491.000352,4120.35945,4091.109996,4121.078742,111.126055,508.387647,0
0,3940.768072,423.000021,436.323275,504.477948,493.000018,3948.895162,3918.122637,3949.522503,111.400179,509.365291,0
0,4361.787363,415.001205,428.572048,501.546608,490.00102,4369.561076,4342.125401,4369.785807,111.973211,503.500745,0
0,4111.918774,424.0011,437.049196,494.494692,483.000966,4118.420692,4090.064669,4119.845264,108.466585,506.222283,0
0,4452.104334,412.001209,425.417442,499.379615,488.001021,4459.779479,4433.094856,4460.550863,109.895405,506.222283,0
0,4312.892301,424.00011,434.954021,504.414512,495.000094,4320.450092,4292.126862,4320.794834,102.459748,507.358847,0
0,3560.456431,425.000198,433.221652,494.191259,487.000173,3568.388152,3535.088401,3569.906021,87.641314,505.034652,0
0,4025.287319,423.000224,435.837126,505.035642,494.000192,4033.36646,4003.153007,4033.48906,110.679718,506.013834,0
0,4307.818241,423.001142,435.597291,503.850176,493.00098,4315.254106,4287.134824,4315.483055,109.416635,505.807276,0
0,4265.028136,423.000013,435.597291,500.915163,490.000011,4272.193348,4244.120639,4272.653976,108.811764,504.828684,0
0,4372.605631,424.000683,434.51237,473.625379,464.000624,4376.665397,4352.013902,4379.386373,95.634722,498.14255,0
0,3589.250757,425.001176,434.218839,488.181319,480.001042,3596.177971,3564.045454,3598.624737,90.801982,505.890304,0
0,4396.204841,421.001188,433.655393,497.003018,486.001029,4402.90495,4376.096091,4403.683118,107.967588,503.850176,0
0,4458.797371,375.001333,389.966665,502.523631,491.001018,4470.048098,4443.094642,4470.822408,110.860272,509.365291,0
0,4423.698114,384.001289,399.444614,505.122757,493.001004,4434.489599,4407.116177,4434.936076,114.560028,509.027504,0
0,3958.345109,420.000112,433.913586,500.024999,488.000096,3966.136659,3936.155612,3966.259825,114.481439,501.000998,0
0,4107.940116,424.000077,437.53857,499.807963,488.000067,4115.038274,4086.082721,4116.11528,111.085553,508.599056,0
0,4095.009768,424.001155,437.049196,501.33422,490.000999,4102.368706,4073.10324,4103.210694,109.895405,508.178118,0
0,4321.65304,422.000025,435.849745,499.049096,487.000022,4328.483568,4301.091141,4329.39095,112.538882,506.858955,0
0,4359.376332,421.000669,434.881593,502.953278,491.000574,4366.692341,4339.110738,4367.257377,113.322548,507.835603,0
0,4465.60511,373.001341,388.320744,502.737506,491.001018,4477.005807,4450.107976,4477.556923,112.361025,507.621907,0
0,3943.858136,424.000027,435.40441,506.764245,497.000023,3952.372705,3921.174569,3952.247082,105.688221,505.78355,0
