@relation 'Ant17BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-3,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R2,4-5,8,10'

@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute #BugsBinary {0,1}

@data
0.613371,0.970262,0.607463,0.643204,0.744418,0
0.872759,0.960571,0.870738,0.882836,0.849668,0
0.840681,0.961761,0.837957,0.853095,0.653288,0
0.873383,0.959029,0.871505,0.883283,0.642898,0
0.898844,0.914947,0.897397,0.907238,0.845543,0
0.912685,0.95456,0.911492,0.919685,0.81289,0
0.931012,0.948895,0.929916,0.936537,0.668958,0
0.954588,0.96028,0.953873,0.958273,0.788798,0
0.928976,0.887507,0.928453,0.935216,0.828956,0
0.911816,0.963085,0.910516,0.918788,0.765682,0
0.878674,0.960388,0.876868,0.888164,0.659061,0
0.880069,0.967479,0.877888,0.889489,0.796466,0
0.862802,0.959029,0.860778,0.873521,0.642898,0
0.856311,0.944612,0.854611,0.867777,0.839449,0
0.940796,0.924805,0.939784,0.945862,0.856164,0
0.82914,0.968814,0.826654,0.84246,0.756295,0
0.8339,0.968969,0.831471,0.846894,0.817011,0
0.883964,0.963146,0.882232,0.893045,0.691424,0
0.814234,0.967378,0.811544,0.828704,0.74006,0
0.889255,0.967378,0.887763,0.897939,0.759555,0
0.931518,0.909249,0.930892,0.937428,0.867515,0
0.939719,0.953279,0.938914,0.944534,0.668958,0
0.924666,0.951827,0.923794,0.930786,0.855443,0
0.887331,0.964544,0.885645,0.896151,0.707624,0
0.817119,0.971724,0.814526,0.83137,0.793343,0
0.929088,0.96476,0.928074,0.934756,0.837631,0
0.887331,0.970262,0.885925,0.896172,0.802105,0
0.718097,0.974684,0.713979,0.739952,0.812817,0
0.939879,0.932049,0.938915,0.944948,0.833991,0
0.840681,0.968814,0.838296,0.853106,0.751812,0
0.911382,0.968814,0.910029,0.918338,0.756295,0
0.948677,0.94916,0.947804,0.952943,0.845543,0
0.924805,0.967479,0.923739,0.930772,0.818995,0
0.94107,0.960571,0.940052,0.945843,0.845543,0
0.918227,0.933601,0.917344,0.925,0.879087,0
0.822408,0.968814,0.819658,0.836239,0.743272,0
0.902723,0.968814,0.90114,0.910351,0.756295,0
0.954106,0.96476,0.953493,0.957833,0.842063,0
0.912111,0.944612,0.911114,0.919249,0.839449,0
0.874826,0.971724,0.872856,0.884608,0.780125,0
0.952781,0.914541,0.951929,0.956955,0.807801,0
0.818562,0.976183,0.815587,0.832681,0.813921,0
0.929615,0.964537,0.928836,0.935219,0.802105,0
0.928468,0.94916,0.927153,0.934309,0.849668,0
0.963684,0.95754,0.963196,0.966707,0.825812,0
0.895508,0.971724,0.893991,0.903698,0.793343,0
0.949537,0.871942,0.946679,0.954296,0.845036,0
0.892622,0.970262,0.890954,0.901035,0.777125,0
0.914268,0.971724,0.912955,0.921,0.788798,0
0.864245,0.970262,0.862298,0.874855,0.777125,0
0.947714,0.94916,0.94726,0.952071,0.867515,0
0.947714,0.94916,0.94726,0.952071,0.867515,0
0.947714,0.94916,0.94726,0.952071,0.867515,0
0.844528,0.974684,0.842253,0.856659,0.821343,0
0.931059,0.970471,0.929916,0.936531,0.837631,0
0.892141,0.971724,0.890689,0.900598,0.802845,0
0.87425,0.967809,0.87248,0.884174,0.874595,0
0.864726,0.976183,0.863012,0.875313,0.861129,0
0.88204,0.973198,0.880506,0.891287,0.828956,0
0.930143,0.974684,0.929214,0.935656,0.84003,0
0.922787,0.962105,0.921843,0.928993,0.879087,0
0.95752,0.968969,0.957016,0.960956,0.850174,0
0.865207,0.979219,0.862769,0.87572,0.843514,0
0.85655,0.968814,0.854611,0.867762,0.770584,0
0.93784,0.973198,0.936908,0.942749,0.814216,0
0.85126,0.971724,0.849305,0.862885,0.807801,0
0.874826,0.977695,0.872856,0.884608,0.845543,0
0.672023,0.970282,0.667044,0.697345,0.68607,0
0.875788,0.977695,0.874111,0.885511,0.867515,0
0.946798,0.95334,0.94596,0.951183,0.85133,0
0.952663,0.967809,0.952084,0.956508,0.883711,0
0.9657,0.968969,0.965255,0.968485,0.830417,0
0.78688,0.97169,0.783532,0.8034,0.706455,0
0.947097,0.93051,0.946502,0.951637,0.866225,0
0.95988,0.967809,0.959239,0.963157,0.874595,0
0.94217,0.974684,0.941298,0.946739,0.825812,0
0.806591,0.97169,0.803746,0.821611,0.733388,0
0.921437,0.973514,0.920216,0.927662,0.879087,0
0.959263,0.950701,0.958859,0.962723,0.888467,0
0.808033,0.95691,0.805382,0.822946,0.562295,0
0.908014,0.977695,0.906615,0.915232,0.853929,0
0.972335,0.899427,0.971778,0.975148,0.888467,0
0.934426,0.970471,0.933385,0.93965,0.856164,0
0.924851,0.974684,0.923794,0.930768,0.830417,0
0.914749,0.974684,0.913663,0.92146,0.845036,0
0.93958,0.956403,0.938969,0.944538,0.898367,0
0.926636,0.965212,0.925581,0.932547,0.916137,0
0.923408,0.974684,0.922386,0.929444,0.84003,0
0.902289,0.975988,0.900707,0.909907,0.772541,0
0.917635,0.980756,0.916204,0.9241,0.878304,0
0.956604,0.974684,0.955986,0.960058,0.835157,0
0.81813,0.97311,0.815501,0.832257,0.744724,0
0.898394,0.979219,0.896972,0.906367,0.883711,0
0.968106,0.971986,0.967802,0.970718,0.88229,0
0.888822,0.975988,0.887108,0.897482,0.772541,0
0.805629,0.9804,0.802829,0.820727,0.835157,0
0.881126,0.977446,0.879139,0.890374,0.775999,0
0.975097,0.946557,0.974904,0.977366,0.904636,0
0.929662,0.980756,0.928399,0.935191,0.874381,0
0.947462,0.980756,0.94661,0.951617,0.886552,0
0.957085,0.976183,0.956528,0.960508,0.861129,0
0.838325,0.981896,0.835745,0.850885,0.829176,0
0.932067,0.980756,0.931055,0.937421,0.890876,0
0.933992,0.980756,0.932843,0.93919,0.882361,0
0.974527,0.936742,0.974577,0.976919,0.916137,0
0.974527,0.936742,0.974577,0.976919,0.916137,0
0.920087,0.978917,0.918753,0.926328,0.809572,0
0.893631,0.978917,0.891985,0.901923,0.809572,0
0.979518,0.954865,0.979349,0.981371,0.887474,0
0.962813,0.975054,0.962166,0.965817,0.886552,0
0.842172,0.978917,0.839929,0.85445,0.818995,0
0.96334,0.973198,0.962924,0.966277,0.828956,0
0.976631,0.957953,0.976421,0.978701,0.909483,0
0.972391,0.970909,0.972084,0.974698,0.911586,0
0.977548,0.953821,0.977504,0.979582,0.916137,0
0.962541,0.942434,0.96222,0.965833,0.925625,0
0.869535,0.976183,0.867943,0.879758,0.871452,0
0.467885,0.970471,0.460993,0.508807,0.871452,0
0.919606,0.981896,0.918101,0.92587,0.82127,0
0.879202,0.978917,0.877468,0.888618,0.818995,0
0.924898,0.975988,0.923904,0.930779,0.796838,0
0.978288,0.925361,0.978266,0.980476,0.925625,0
0.979127,0.966278,0.978861,0.980927,0.887474,0
0.893584,0.982305,0.891599,0.901903,0.879942,0
0.90609,0.979219,0.904554,0.913454,0.86601,0
0.902723,0.979219,0.901584,0.910374,0.903511,0
0.974361,0.975054,0.973875,0.976469,0.890876,0
0.966662,0.975054,0.966016,0.969386,0.914458,0
0.995098,0.973198,0.995015,0.995566,0.834137,0
0.917201,0.981896,0.915991,0.923672,0.85133,0
0.926822,0.981896,0.925745,0.932543,0.84663,0
0.935962,0.981896,0.934903,0.940968,0.837631,0
0.910807,0.969353,0.909431,0.91791,0.909483,0
0.935962,0.981896,0.934957,0.940974,0.84663,0
0.944622,0.983405,0.943792,0.948965,0.867515,0
0.886417,0.984926,0.884838,0.895273,0.883711,0
0.972001,0.979219,0.971704,0.974267,0.898367,0
0.901327,0.984926,0.899677,0.909013,0.861919,0
0.976286,0.976607,0.976203,0.978261,0.930561,0
0.898922,0.983405,0.897571,0.906817,0.877234,0
0.895074,0.983405,0.893671,0.903268,0.877234,0
0.949914,0.983405,0.949103,0.953842,0.862853,0
0.949387,0.977695,0.948887,0.953416,0.887474,0
0.906137,0.984926,0.904664,0.913457,0.870236,0
0.820534,0.983405,0.818169,0.834494,0.88229,0
0.975142,0.953821,0.974851,0.97737,0.925625,0
0.964302,0.979219,0.964008,0.967171,0.903511,0
0.966227,0.979219,0.965796,0.968946,0.903511,0
0.927784,0.983405,0.926775,0.933437,0.872309,0
0.896036,0.986459,0.894368,0.904138,0.886552,0
0.993218,0.97311,0.993063,0.993795,0.775623,0
0.935,0.984926,0.934146,0.940097,0.893353,0
0.942651,0.982305,0.941732,0.947183,0.907166,0
0.953236,0.982305,0.952248,0.956934,0.890805,0
0.951265,0.975054,0.950729,0.955187,0.914458,0
0.971084,0.9804,0.970891,0.973383,0.855443,0
0.974482,0.932644,0.97431,0.976926,0.941779,0
0.986782,0.965212,0.98672,0.988023,0.930561,0
0.974571,0.94402,0.974416,0.976926,0.941779,0
0.974571,0.94402,0.974416,0.976926,0.941779,0
0.988876,0.925361,0.988632,0.990235,0.920817,0
0.93933,0.983405,0.938481,0.944087,0.872309,0
0.960407,0.978172,0.959781,0.963601,0.923466,0
0.948471,0.983405,0.947748,0.952518,0.872309,0
0.939719,0.976607,0.938751,0.944534,0.925625,0
0.880164,0.986459,0.878275,0.889492,0.882361,0
0.879107,0.978172,0.877694,0.888628,0.946676,0
0.913834,0.988005,0.912357,0.92055,0.894696,0
0.961896,0.982305,0.961191,0.964929,0.902877,0
0.961896,0.982305,0.961191,0.964929,0.902877,0
0.958574,0.983405,0.957937,0.961829,0.862853,0
0.997369,0.963652,0.997348,0.997785,0.914458,0
0.980955,0.89854,0.980615,0.983128,0.927851,0
0.960934,0.980756,0.960593,0.964065,0.91956,0
0.967189,0.982305,0.96688,0.96983,0.930561,0
0.94799,0.986459,0.947424,0.952085,0.91956,0
0.983939,0.970909,0.983793,0.985357,0.925625,0
0.973009,0.983405,0.972626,0.975145,0.867515,0
0.980571,0.972477,0.980378,0.982244,0.932365,0
0.935481,0.986459,0.93447,0.940527,0.890876,0
0.997022,0.979219,0.996807,0.997341,0.898367,0
0.991023,0.953821,0.990741,0.992006,0.916137,0
0.758418,0.976607,0.755316,0.777257,0.935623,0
0.978601,0.966784,0.978534,0.980479,0.946676,0
0.901761,0.983867,0.900497,0.909483,0.946676,0
0.948906,0.983867,0.947911,0.952943,0.911096,0
0.96531,0.983405,0.964767,0.968045,0.867515,0
0.981143,0.980756,0.981027,0.982702,0.91956,0
0.924851,0.983867,0.923739,0.930768,0.927851,0
0.872373,0.97975,0.870586,0.882405,0.948604,0
0.922012,0.988005,0.920923,0.928113,0.920817,0
0.949849,0.922885,0.949001,0.954286,0.944125,0
0.912391,0.989563,0.91073,0.919214,0.903511,0
0.963386,0.986459,0.96287,0.96627,0.899919,0
0.970122,0.986459,0.968955,0.972489,0.909483,0
0.96334,0.983867,0.962978,0.96628,0.946676,0
0.979264,0.983405,0.977916,0.980927,0.887474,0
0.985955,0.982305,0.985745,0.987132,0.925625,0
0.976286,0.978172,0.976095,0.978261,0.946676,0
0.946546,0.989563,0.945418,0.950721,0.907236,0
0.964348,0.986459,0.963737,0.967157,0.899919,0
0.94799,0.988005,0.94726,0.952071,0.916137,0
0.953763,0.988005,0.953005,0.957389,0.907166,0
0.944141,0.989563,0.943141,0.948511,0.919211,0
0.996586,0.983405,0.996638,0.996901,0.887474,0
0.986872,0.978172,0.986827,0.988026,0.951699,0
0.93019,0.989563,0.928886,0.935637,0.911096,0
0.941735,0.989563,0.941084,0.946313,0.946676,0
0.958093,0.988005,0.957504,0.961392,0.920817,0
0.96098,0.988005,0.960431,0.964051,0.916137,0
0.96531,0.989563,0.964392,0.968027,0.907236,0
0.942217,0.989563,0.941517,0.946753,0.941779,0
0.988361,0.982305,0.988237,0.989354,0.930561,0
0.960018,0.989563,0.959509,0.963167,0.937008,0
0.951358,0.989563,0.950675,0.95518,0.937008,0
0.990105,0.961092,0.990082,0.991133,0.951699,0
0.99733,0.836115,0.995249,0.998676,0.951699,0
0.992075,0.966784,0.991981,0.992904,0.946676,0
0.972001,0.983867,0.971812,0.974271,0.951699,0
0.833516,0.991134,0.830984,0.846453,0.935554,0
0.998198,0.94971,0.996735,0.998676,0.951699,0
0.975896,0.989563,0.975446,0.977801,0.923466,0
0.979745,0.988005,0.979402,0.98136,0.920817,0
0.982151,0.988005,0.981895,0.983579,0.920817,0
0.989323,0.983867,0.989374,0.990245,0.951699,0
0.99221,0.983867,0.992194,0.9929,0.941779,0
0.997549,0.986459,0.996108,0.997788,0.91956,0
0.997549,0.986459,0.997137,0.997775,0.899919,0
0.987444,0.988005,0.987315,0.98846,0.920817,0
0.983113,0.988005,0.982817,0.98447,0.925625,0
0.978783,0.989563,0.978426,0.980469,0.932365,0
0.978256,0.983867,0.978154,0.980039,0.951699,0
0.974452,0.989563,0.97409,0.976476,0.932365,0
0.987925,0.989563,0.987857,0.98891,0.946676,0
0.987925,0.989563,0.987857,0.98891,0.946676,0
0.987925,0.989563,0.987857,0.98891,0.946676,0
0.987925,0.989563,0.987857,0.98891,0.946676,0
0.961461,0.991134,0.96081,0.964492,0.944125,0
0.97349,0.989563,0.973114,0.975588,0.932365,0
