"Class Name","HasT","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.ant.types.FlexInteger","1","0","0","0","0","0","0","0","3","0","7","0","0","19","0.97744446879261","0","4235.42607","297","309.76281","212.11553","193","4229.40587","4225.14497","4229.36035","94.7048","211.20606","0","34"
"org.apache.tools.ant.taskdefs.DependSet","1","0","0","0","0","0","0","0","6","10","33","0","10","511","0.92353965353119","3","3744.55939","294.00001","306.04085","201.7771","183.00002","3737.48284","3733.08371","3737.93432","88.60023","209.97381","0","30"
"org.apache.tools.ant.Main","0","4","1","0","0","2","1","0","19","12","103","1","12","1720","0.90134527244966","2","2541.18102","295.00002","303.65935","194.79476","181.00003","2530.48157","2524.10479","2531.21651","75.58439","204.12006","14",""
"org.apache.tools.ant.taskdefs.Execute","0","3","1","1","0","1","0","0","24","31","85","12","20","708","0.62403256426557","30","3546.06613","267.00026","275.27804","175.3083","162.00044","3539.70903","3536.03182","3540.57848","68.65858","192.06509","14",""
"org.apache.tools.ant.ProjectHelper","0","3","1","0","0","1","1","0","13","15","66","10","7","476","0.37633775669949","8","3779.06668","289.00067","299.34094","194.33991","178.00109","3772.20201","3768.10403","3772.39287","82.8734","198.0101","11",""
"org.apache.tools.ant.taskdefs.Pack","0","2","1","0","0","0","1","0","8","5","21","2","3","145","0.91637463709843","6","4109.31649","291.00001","302.60535","205.50669","188.00002","4103.30903","4099.12491","4103.40115","88.95504","207.33789","8",""
"org.apache.tools.ant.taskdefs.ExecTask","0","2","1","0","0","1","0","0","27","19","80","4","15","607","0.40106627445558","11","3648.22765","286.00063","293.07337","185.39687","174.00103","3641.15984","3637.05499","3641.85571","67.05222","198.59507","9",""
"org.apache.tools.ant.taskdefs.Recorder","0","2","1","0","0","1","0","0","9","9","34","0","9","214","0.86596514779154","4","4040.6372","293.00003","304.25811","201.44478","184.00005","4034.19831","4030.08387","4034.5711","86.02325","208.77739","9",""
"org.apache.tools.ant.taskdefs.RecorderEntry","0","2","1","0","0","1","0","0","16","6","36","1","5","363","0.64742359638404","2","3892.19552","295.00021","304.38463","201.47953","187.00033","3885.50254","3881.11595","3885.69711","80.77747","205.19747","9",""
"org.apache.tools.ant.DefaultLogger","0","2","1","0","1","0","0","0","16","13","38","6","7","334","0.84533630776208","6","3920.81382","291.00004","300.50957","195","180.00007","3914.14103","3910.10025","3914.42154","80.05623","200.55174","10",""
"org.apache.tools.ant.taskdefs.email.EmailAddress","0","1","1","0","0","0","0","0","7","3","11","3","0","53","0.94092196700397","3","4201.29944","294.00001","305.76462","207.74022","190.00001","4195.30464","4191.14614","4195.25947","91","206.82601","6",""
"org.apache.tools.ant.taskdefs.Patch","0","1","1","0","0","0","0","0","10","11","36","0","11","236","0.6454886773727","3","4018.76847","294.00021","304.95409","199.21094","182.00035","4012.13011","4008.07186","4012.59617","84.48077","208.38666","6",""
"org.apache.tools.ant.taskdefs.Cvs","0","1","1","0","0","0","0","0","1","2","2","1","1","4","0.99242424242424","0","4250.38928","297","310.33691","211.14213","191","4244.29982","4240.13632","4244.29982","96.20811","211.14213","6",""
"org.apache.tools.ant.taskdefs.PathConvert","0","1","1","0","0","0","0","0","16","13","48","1","13","480","0.29941714000554","4","3775.38674","293.00084","302.44669","195","180.00136","3768.30147","3764.06429","3768.84293","78.16009","205.19747","6",""
"org.apache.tools.ant.taskdefs.email.PlainMailer","0","1","1","0","0","0","0","0","3","6","38","1","5","198","0.98940089818641","0","4056.88612","297","309.76281","206.67124","187","4050.31912","4046.11122","4050.50577","92.97311","210.29741","6",""
"org.apache.tools.ant.taskdefs.email.Message","0","1","1","0","0","0","0","0","9","5","20","3","2","141","0.90911406331427","4","4113.44843","293.00001","304.25811","205.10485","188.00002","4107.30483","4103.13271","4107.35073","88.39118","206.02184","6",""
"org.apache.tools.ant.taskdefs.ManifestException","0","1","1","0","0","0","0","0","1","5","2","5","0","5","0.99242424242424","2","4249.2524","295","308.42341","208.43224","188","4243.16686","4239.14449","4243.12267","96.56604","207.53072","6",""
"org.apache.tools.tar.TarEntry","0","1","1","0","0","0","0","0","32","6","69","4","2","771","0.15190181341208","4","3485.33757","293.00123","298.88125","196.08672","187.00192","3478.03076","3473.15678","3478.08467","67.60178","197.0406","6",""
"org.apache.tools.ant.taskdefs.BuildNumber","0","1","1","0","0","0","0","0","6","5","34","0","5","237","0.91491244468823","4","4017.6981","293.00001","305.08032","206.32256","188.00002","4011.40786","4007.1123","4011.59731","90.13878","209.97381","6",""
"org.apache.tools.ant.taskdefs.SendEmail","0","1","1","0","0","0","0","0","2","1","5","0","1","10","0.99242424242424","0","4244.40396","297","310.04838","211.62467","192","4238.35109","4234.13651","4238.35109","95.27329","211.62467","6",""
"org.apache.tools.ant.taskdefs.ExecuteOn","0","1","1","0","0","0","0","0","16","19","56","2","17","757","0.35751944753072","3","3499.37209","294.0007","303.41556","189.47559","174.00119","3491.33857","3487.04646","3492.17253","77.12976","204.26698","6",""
