@relation 'Ant15-Arrondi3-weka.filters.unsupervised.attribute.Remove-R1-3,5-18,29-30-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-unset-class-temporarily'

@attribute #BugsBinary {0,1}
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric

@data
1,0.637842,0.979789,0.928005,0.811921,0.896318,0.646184,0.658671,0.646201,0.478257,0.897362
1,0.682636,0.979782,0.928005,0.790769,0.875567,0.689907,0.700929,0.689835,0.503309,0.83044
1,0.8174,0.858506,0.800812,0.803084,0.844446,0.822157,0.828637,0.822049,0.749483,0.798913
1,0.964127,0.979775,0.963121,0.934346,0.948149,0.965048,0.966286,0.965099,0.853324,0.980172
1,0.855649,0.946103,0.907888,0.813428,0.854847,0.859076,0.864213,0.859168,0.694168,0.897017
1,0.660115,0.831571,0.725298,0.666655,0.792626,0.668562,0.680477,0.668859,0.185088,0.870393
0,0.954677,0.696814,0.61211,0.504702,0.522968,0.956364,0.958706,0.956321,0.821598,0.485465
0,0.955024,0.973038,0.950134,0.914667,0.937778,0.956171,0.95776,0.956105,0.85145,0.905277
0,0.639689,0.952826,0.894713,0.801339,0.885937,0.648126,0.660563,0.648195,0.462874,0.908537
0,0.998453,0.993249,0.989316,0.953549,0.948149,0.998502,0.998576,0.998501,0.962514,0.967723
0,0.945488,0.979775,0.956024,0.941155,0.968889,0.946891,0.948737,0.946843,0.821598,0.943956
0,0.46977,0.467764,0.283416,0.424909,0.543739,0.484027,0.502957,0.484018,0.296723,0.52286
0,0.90001,0.952826,0.923091,0.879025,0.906668,0.90248,0.906,0.902501,0.788706,0.922165
0,0.915842,0.993249,0.972512,0.910045,0.937778,0.917798,0.920715,0.917828,0.788706,0.95487
0,0.989889,0.993249,0.986842,0.989724,0.98963,0.990227,0.99051,0.9902,0.949119,0.994978
0,0.994822,0.973038,0.952506,0.909025,0.927408,0.995015,0.995257,0.994991,0.863976,0.910204
0,0.810588,0.993249,0.94665,0.879501,0.958519,0.815035,0.821508,0.814996,0.542258,0.912643
0,0.93437,0.973038,0.943175,0.942605,0.979259,0.93609,0.93829,0.936061,0.770626,0.956441
0,0.994458,0.999987,0.995035,0.958931,0.958519,0.994588,0.994772,0.99463,0.925599,0.994978
0,0.986363,0.993256,0.984385,0.923357,0.927429,0.986651,0.987176,0.986688,0.904045,0.957583
0,0.89868,0.986519,0.966596,0.842555,0.865197,0.900916,0.904563,0.901025,0.781323,0.926997
0,0.766124,0.966301,0.939553,0.961933,0.98963,0.771825,0.779752,0.771668,0.830375,0.95487
0,0.930916,0.986512,0.971339,0.954966,0.968889,0.932624,0.934971,0.93257,0.88521,0.958464
0,0.546595,0.95284,0.828736,0.485102,0.720034,0.556739,0.572724,0.556886,-0.645825,0.642338
0,0.986118,0.946096,0.927004,0.690776,0.688913,0.986183,0.987176,0.986212,0.904045,0.712414
0,0.860366,0.979775,0.956024,0.899701,0.927408,0.863662,0.868492,0.863715,0.773643,0.965783
0,0.899688,0.986519,0.966596,0.842555,0.865197,0.9019,0.905512,0.902009,0.781323,0.926997
0,0.962722,0.999987,0.985413,0.950321,0.968889,0.963617,0.964873,0.9636,0.855587,0.96445
0,0.999461,0.993249,0.989316,0.912764,0.906668,0.9994,0.999529,0.999378,0.970491,0.914131
0,0.947575,0.993249,0.984385,0.913115,0.917038,0.948747,0.950612,0.948857,0.875427,0.989991
0,0.815899,0.952826,0.923091,0.868704,0.896297,0.820304,0.826723,0.820313,0.781049,0.922165
0,0.376711,0.966307,0.917467,0.803265,0.875577,0.390939,0.412294,0.390928,0.520886,0.909882
0,0.891446,0.952826,0.925463,0.883704,0.906668,0.894117,0.89793,0.894135,0.810215,0.926997
0,0.955563,0.979775,0.960732,0.898727,0.917038,0.956619,0.958207,0.956732,0.809964,0.975328
0,0.955024,0.973038,0.947789,0.951544,0.979259,0.95626,0.957756,0.956217,0.821598,0.95487
0,0.767209,0.979775,0.924093,0.857114,0.948159,0.77271,0.780689,0.772628,0.489228,0.87807
0,0.927354,0.979775,0.95837,0.904335,0.927408,0.929091,0.931627,0.92917,0.795312,0.970532
0,0.578422,0.973038,0.917707,0.818503,0.906668,0.588181,0.602657,0.588123,0.45684,0.882104
0,0.364846,0.993249,0.977186,0.950321,0.968889,0.379416,0.400941,0.379158,0.847427,0.975328
0,0.900513,0.952826,0.925463,0.966454,0.98963,0.903155,0.906494,0.903063,0.85145,0.95963
0,0.868277,0.952826,0.925463,0.894014,0.917038,0.87151,0.876098,0.871495,0.818032,0.926997
0,0.908791,0.993256,0.972512,0.879025,0.906678,0.910843,0.91407,0.910868,0.788706,0.922165
0,0.941316,0.952826,0.927851,0.83714,0.854816,0.942713,0.944944,0.942642,0.87257,0.823942
0,0.96776,0.999987,0.987784,0.954966,0.968889,0.968536,0.96962,0.968521,0.876913,0.969306
0,0.985894,0.999987,0.995035,0.969184,0.968889,0.986247,0.986705,0.986263,0.933234,0.994978
0,0.923288,0.973038,0.957334,0.959656,0.968889,0.925245,0.927843,0.925233,0.890262,0.985052
0,0.994458,0.999987,0.995035,0.958931,0.958519,0.994588,0.994772,0.99463,0.925599,0.994978
0,0.925843,0.979775,0.95837,0.956076,0.979259,0.927728,0.930228,0.927648,0.85145,0.948741
0,0.979935,0.919141,0.886803,0.82691,0.844446,0.980577,0.981484,0.980588,0.847427,0.845436
0,0.972293,0.999987,0.995035,0.958931,0.958519,0.972942,0.973885,0.972974,0.925599,0.994978
0,0.937537,0.999987,0.992595,0.954127,0.958519,0.938997,0.941131,0.939013,0.904045,0.989991
0,0.93088,0.979775,0.960732,0.929656,0.948149,0.932579,0.934957,0.932615,0.83177,0.975328
0,0.802806,0.952826,0.91614,0.844493,0.885927,0.807491,0.814377,0.807518,0.708774,0.907954
0,0.975713,0.979775,0.965535,0.939082,0.948149,0.976364,0.977204,0.976419,0.874924,0.985052
0,0.950021,0.979775,0.963121,0.944645,0.958519,0.951296,0.952998,0.951318,0.860981,0.980172
0,0.987335,0.986512,0.976184,0.933598,0.937778,0.987657,0.988137,0.987629,0.927793,0.936018
0,0.694539,0.575552,0.415344,0.561405,0.678532,0.703238,0.714228,0.703095,0.376336,0.556124
0,0.810085,0.993249,0.972512,0.930777,0.958519,0.814543,0.821037,0.81448,0.804706,0.95487
0,0.952001,0.973038,0.952506,0.919335,0.937778,0.953219,0.95489,0.953286,0.824272,0.975328
0,0.990428,0.999987,0.992595,0.995287,1,0.990742,0.990989,0.990692,0.936136,0.989991
0,0.742539,0.979775,0.960732,0.878152,0.896297,0.748487,0.757404,0.748566,0.796592,0.975328
1,0.134831,0.986512,0.940341,0.799051,0.875557,0.154082,0.183494,0.154014,0.49908,0.905657
1,0.6423,0.797872,0.697382,0.578275,0.678522,0.65109,0.663862,0.651328,0.340792,0.762186
1,0.759966,0.946096,0.903376,0.793896,0.844456,0.765585,0.774028,0.765544,0.665688,0.83294
1,0.926742,0.959564,0.931318,0.920411,0.948149,0.928643,0.931166,0.928632,0.804706,0.943956
1,0.693892,0.925885,0.849718,0.692577,0.802975,0.701051,0.711818,0.701228,0.304061,0.839902
1,0.892059,0.973038,0.945469,0.874391,0.906668,0.894609,0.898392,0.894719,0.737688,0.961082
1,0.817096,0.986512,0.946556,0.874788,0.937778,0.821382,0.827676,0.821369,0.617778,0.918475
1,0.831548,0.959564,0.913384,0.801373,0.865186,0.835485,0.841435,0.835522,0.601298,0.863193
1,0.973194,0.979775,0.95837,0.94571,0.968889,0.973948,0.974849,0.973891,0.85145,0.937863
1,0.881015,0.979775,0.951427,0.849081,0.885927,0.883741,0.887943,0.883892,0.702442,0.956441
1,0.997985,0.999987,0.997509,0.984252,0.979259,0.998076,0.998105,0.998053,0.970491,0.989229
1,0.758108,0.973045,0.929966,0.801373,0.865197,0.763664,0.77211,0.763795,0.557961,0.918475
1,0.900265,0.999987,0.992595,0.933598,0.937778,0.902548,0.906,0.902571,0.896547,0.979172
1,0.928829,0.973038,0.945469,0.915857,0.948149,0.930611,0.933069,0.930578,0.791815,0.928294
1,0.99741,0.986512,0.981124,0.953549,0.948149,0.997518,0.997634,0.997473,0.978674,0.946253
1,0.611632,0.973045,0.899438,0.813688,0.937799,0.620716,0.634015,0.620538,0.316632,0.821407
1,0.880475,0.973038,0.952506,0.929656,0.948149,0.883385,0.887487,0.8834,0.83177,0.975328
1,0.994962,0.999987,0.995035,0.989724,0.98963,0.995147,0.995257,0.995122,0.949119,0.994978
1,0.618719,0.979782,0.938261,0.73879,0.802975,0.62727,0.640608,0.627479,0.534418,0.907407
1,0.934479,0.993249,0.981963,0.959656,0.968889,0.936068,0.93829,0.936037,0.898262,0.974221
1,0.918251,0.973038,0.943175,0.890558,0.927408,0.920235,0.923089,0.920265,0.74578,0.934518
1,0.901702,0.986512,0.973745,0.857136,0.865186,0.903867,0.907402,0.904047,0.828341,0.974221
1,0.904184,0.979775,0.940384,0.879025,0.937778,0.906483,0.909801,0.906485,0.647539,0.911798
1,0.663551,0.986519,0.93244,0.761505,0.854837,0.671167,0.682867,0.671292,0.405045,0.889281
1,0.848996,0.831564,0.753959,0.776097,0.844467,0.853151,0.858501,0.85338,0.52356,0.925259
1,0.690771,0.993249,0.956966,0.816192,0.875557,0.697776,0.708504,0.697887,0.586395,0.933923
1,0.924296,0.973038,0.950134,0.883704,0.906678,0.926094,0.928773,0.926217,0.781323,0.970532
1,0.84674,0.784411,0.657738,0.487538,0.637072,0.850763,0.856585,0.851156,0.053475,0.727755
1,0.96492,0.838295,0.788544,0.950321,0.968889,0.966569,0.967725,0.96653,0.863976,0.953584
1,0.866729,0.946089,0.927004,0.882469,0.885927,0.869966,0.874674,0.869949,0.904045,0.9145
1,0.406968,0.979782,0.936155,0.860059,0.927418,0.420581,0.440814,0.42034,0.614258,0.880902
1,0.78545,0.81809,0.746717,0.825063,0.875577,0.791234,0.798703,0.791302,0.64363,0.90974
1,0.810939,0.966314,0.92167,0.78047,0.844477,0.81527,0.821957,0.815392,0.564521,0.885282
1,0.765235,0.986512,0.955202,0.923379,0.968889,0.770792,0.77879,0.770684,0.719677,0.93628
1,0.546968,0.932628,0.873868,0.683763,0.761515,0.557329,0.573206,0.557458,0.479468,0.827881
1,0.943437,0.973038,0.947789,0.930777,0.958519,0.9449,0.946827,0.944919,0.796592,0.965783
1,0.807113,0.912403,0.842776,0.7128,0.802965,0.811737,0.818657,0.811668,0.491217,0.726208
1,0.875084,1,0.995035,0.907801,0.906699,0.877883,0.882255,0.877963,0.897279,0.984183
1,0.92448,0.912403,0.868997,0.797453,0.834076,0.926434,0.929271,0.926398,0.770626,0.803817
1,0.840185,0.973045,0.940906,0.813428,0.854827,0.843825,0.849487,0.844006,0.667905,0.94085
1,0.933939,0.986512,0.968959,0.950321,0.968889,0.935576,0.93782,0.935523,0.863976,0.953584
1,0.768177,0.973038,0.925771,0.824292,0.896297,0.773573,0.781614,0.773661,0.535149,0.920998
1,-0.105195,0.973051,0.850557,0.385766,0.637072,-0.081999,-0.043941,-0.081431,-1,0.681315
1,0.904039,0.952826,0.91614,0.834126,0.875557,0.906349,0.909801,0.906326,0.7325,0.853315
1,0.84274,0.979775,0.949167,0.917318,0.958519,0.846516,0.851901,0.846419,0.758306,0.918916
1,0.933003,0.999993,0.987784,0.872703,0.885948,0.934414,0.936839,0.934561,0.818535,0.969306
1,0.556154,0.95284,0.885005,0.707135,0.813366,0.566308,0.581743,0.566506,0.307124,0.877534
1,0.769688,0.973038,0.945469,0.853715,0.885927,0.775025,0.783038,0.775113,0.7309,0.950145
1,0.728484,0.986519,0.92679,0.803005,0.906688,0.734739,0.744119,0.734763,0.380244,0.877534
1,0.891089,0.979775,0.960732,0.888428,0.906668,0.893625,0.897442,0.893735,0.803175,0.975328
1,0.875979,0.979782,0.951427,0.797453,0.834096,0.878711,0.883193,0.878878,0.696065,0.912643
1,0.84483,0.993249,0.963472,0.892031,0.937778,0.848436,0.853784,0.848436,0.702968,0.93628
1,0.866762,-0.253112,-0.544806,-0.252487,-0.213301,0.872707,0.878936,0.872643,0.452337,-0.292115
1,0.912316,0.993249,0.981963,0.959656,0.968889,0.914422,0.917404,0.914382,0.898262,0.974221
1,0.952144,0.999987,0.990172,0.939082,0.948149,0.953241,0.954893,0.953286,0.874924,0.985052
1,0.883424,0.959564,0.936069,0.909025,0.927408,0.886291,0.890339,0.88626,0.839495,0.931876
1,0.954051,0.979775,0.965535,0.928795,0.937778,0.955187,0.956796,0.95521,0.88249,0.963391
1,0.772205,0.973045,0.932097,0.837106,0.896318,0.777508,0.785417,0.777548,0.614967,0.911798
1,0.969775,0.999987,0.990172,0.949358,0.958519,0.970482,0.971515,0.97049,0.890262,0.974221
1,0.843747,0.979775,0.953713,0.822763,0.854816,0.847269,0.852812,0.847403,0.718077,0.928294
1,0.914769,0.885468,0.833719,0.823771,0.865218,0.917151,0.920228,0.917267,0.694168,0.907954
1,0.977834,1,0.995035,0.938447,0.937809,0.978309,0.979103,0.978365,0.918193,0.984183
1,0.965063,0.966301,0.946693,0.301792,0.284451,0.964855,0.967254,0.964801,0.893713,0.26254
1,0.953009,0.973038,0.957334,0.980276,0.98963,0.954315,0.955862,0.954248,0.914902,0.974221
1,0.85479,0.973038,0.945469,0.843383,0.875557,0.858137,0.863274,0.858115,0.759494,0.873821
0,0.996438,0.993249,0.974832,0.883704,0.906668,0.996448,0.996681,0.996424,0.842764,0.883604
0,0.99741,0.986512,0.971339,0.872703,0.885927,0.997389,0.997634,0.997345,0.893713,0.861289
0,0.779835,0.986512,0.948679,0.910543,0.9689,0.785055,0.79256,0.784954,0.665276,0.922855
0,0.96859,0.966301,0.949124,0.939082,0.948149,0.969476,0.970565,0.969484,0.890262,0.963391
0,0.634781,0.973045,0.940906,0.927752,0.9689,0.643416,0.655859,0.643196,0.767357,0.918916
0,0.943041,0.993249,0.974832,0.925011,0.948149,0.944386,0.946352,0.944405,0.818032,0.95963
0,0.933507,1,0.995035,0.907801,0.906699,0.93495,0.93732,0.935054,0.897279,0.984183
0,0.978338,0.999987,0.983067,0.770954,0.792595,0.978506,0.979596,0.978454,0.85145,0.754462
0,0.92575,0.865243,0.811427,0.735821,0.771854,0.927785,0.930688,0.92779,0.753826,0.760579
0,0.955166,0.999987,0.992595,0.943852,0.948149,0.956193,0.957742,0.95624,0.896547,0.989991
0,0.925916,0.993263,0.984385,0.902896,0.906699,0.92757,0.9302,0.927671,0.875427,0.979172
0,0.936493,0.993249,0.974832,0.925011,0.948149,0.93799,0.940182,0.938006,0.818032,0.95963
0,0.93196,0.993249,0.954851,0.707611,0.771854,0.933198,0.93587,0.933509,0.529229,0.885282
0,0.973628,0.966301,0.951581,0.933598,0.937789,0.974374,0.975316,0.974339,0.919656,0.936018
0,0.996942,0.993249,0.989316,0.994505,0.98963,0.997115,0.99716,0.997069,0.978674,0.989229
0,0.983376,0.999987,0.992595,0.954127,0.958519,0.983765,0.984332,0.983779,0.911748,0.979172
0,0.909798,0.993249,0.972512,0.879025,0.906668,0.911827,0.915009,0.911922,0.766443,0.95487
0,0.99795,0.993249,0.981963,0.928795,0.937778,0.997989,0.998094,0.998009,0.88249,0.952573
0,0.991869,0.986512,0.978641,0.958931,0.958519,0.992128,0.992401,0.992147,0.933234,0.984183
0,-0.037396,0.999987,0.997509,0.984252,0.979259,-0.014406,0.020278,-0.014959,0.978674,0.97847
0,0.841192,0.973038,0.947789,0.868704,0.896297,0.8449,0.850445,0.845014,0.752774,0.965783
0,0.930485,0.999987,0.983067,0.914667,0.937778,0.932065,0.934478,0.932123,0.802649,0.970532
0,0.962112,0.979775,0.960732,0.929656,0.948149,0.96308,0.964388,0.96313,0.83177,0.975328
0,0.972797,0.999987,0.985413,0.960664,0.979259,0.973478,0.974371,0.973443,0.863976,0.96445
0,0.983376,1,0.995035,0.938447,0.937809,0.983721,0.984325,0.983779,0.918193,0.984183
0,0.947326,0.946096,0.91251,0.864047,0.896318,0.948703,0.950615,0.948766,0.751997,0.91738
0,0.917493,-1,-1,-0.535495,-1,0.922582,0.927376,0.922522,0.695379,-0.607253
0,0.980282,0.986512,0.971339,0.965287,0.979259,0.980858,0.981495,0.980804,0.893713,0.958464
0,0.970243,0.993249,0.981963,0.949358,0.958519,0.970974,0.971986,0.971005,0.88249,0.985052
0,0.998348,0.973038,0.959782,0.801226,0.802965,0.998208,0.998583,0.998165,0.936136,0.786345
0,0.917353,0.993249,0.972512,0.910045,0.937778,0.919274,0.92214,0.919304,0.788706,0.95487
0,0.999461,0.993249,0.989316,0.984252,0.979259,0.999552,0.999533,0.999508,0.978674,0.97847
0,0.987909,0.999987,1,0.999343,0.98963,0.98826,0.988615,0.988209,1,0.994323
0,0.714348,0.979782,0.913007,0.834908,0.948169,0.721067,0.730847,0.720961,0.36621,0.854957
0,0.950713,0.919141,0.874904,0.834126,0.875557,0.952104,0.953948,0.952102,0.7325,0.853315
0,0.983738,0.973038,0.954903,0.934346,0.948149,0.984235,0.984817,0.984183,0.893713,0.925985
0,0.953151,0.999993,0.992595,0.923357,0.927429,0.954181,0.955839,0.954248,0.889279,0.979172
0,0.976111,0.959564,0.943389,0.923357,0.927408,0.976811,0.97769,0.9768,0.919656,0.936018
0,0.953197,0.912403,0.876162,0.883704,0.906668,0.954629,0.956332,0.954585,0.842764,0.883604
0,0.955563,0.979775,0.953713,0.926246,0.958519,0.956707,0.958231,0.956664,0.800455,0.928294
0,0.966213,0.993249,0.984385,0.984977,0.98963,0.967105,0.968199,0.967067,0.927793,0.989991
0,0.861915,0.986512,0.964268,0.961933,0.98963,0.865278,0.869943,0.865168,0.830375,0.95487
0,0.980144,0.245425,0.087301,0.043935,-0.016287,0.982205,0.984339,0.982163,0.88521,-0.007361
0,0.996474,0.999987,1,0.999343,0.98963,0.996623,0.996685,0.996577,1,0.994323
0,0.689179,0.979775,0.928005,0.896801,0.979259,0.696553,0.707125,0.696359,0.560292,0.886199
0,0.999496,0.999987,0.997509,0.872136,0.865186,0.999315,0.999533,0.999272,0.978674,0.860813
0,0.987839,0.986512,0.973745,0.949358,0.958519,0.988193,0.988611,0.988165,0.90649,0.952573
0,0.943977,0.979775,0.95837,0.94571,0.968889,0.945415,0.947313,0.945344,0.842764,0.937863
0,0.996907,0.986512,0.968959,0.929656,0.948149,0.997026,0.997156,0.997003,0.863976,0.931876
0,0.91782,0.986512,0.964268,0.930777,0.958519,0.919811,0.922621,0.919796,0.804706,0.95487
0,0.999461,0.993249,0.989316,0.984252,0.979259,0.999552,0.999529,0.99953,0.970491,0.989229
0,0.956138,0.993249,0.981963,0.949358,0.958519,0.957199,0.958698,0.957201,0.890262,0.974221
0,0.81396,0.966301,0.934922,0.900947,0.937778,0.81843,0.824824,0.818416,0.737963,0.94548
0,0.996474,0.999987,0.995035,1,1,0.996645,0.996685,0.996599,0.957394,0.994978
0,0.796412,0.979775,0.942541,0.862382,0.917038,0.801166,0.808203,0.801218,0.636522,0.938327
0,0.924405,0.993249,0.974832,0.925011,0.948149,0.926184,0.928789,0.926194,0.818032,0.95963
0,0.999461,0.993249,0.989316,0.953549,0.948149,0.999486,0.999529,0.999464,0.970491,0.956976
0,0.999461,0.993249,0.989316,0.922937,0.917038,0.999421,0.999525,0.999421,0.962514,0.93553
0,0.999426,0.986512,0.981124,0.821619,0.813335,0.999213,0.999529,0.99919,0.970491,0.818384
0,0.901739,0.993263,0.981963,0.887794,0.896328,0.903933,0.907411,0.904047,0.846924,0.974221
0,0.978338,0.999987,0.985413,0.971019,0.98963,0.978912,0.979592,0.97888,0.863976,0.975328
0,0.947575,0.993249,0.984385,0.964403,0.968889,0.948859,0.950629,0.948857,0.911748,0.989991
0,0.958046,0.973038,0.957334,0.939082,0.948159,0.959145,0.960601,0.959103,0.898262,0.941778
0,0.977295,0.993249,0.977186,0.971019,0.98963,0.977928,0.978647,0.977873,0.87257,0.96445
0,0.921382,0.993249,0.963472,0.923379,0.968889,0.923277,0.925948,0.923242,0.728363,0.93628
0,0.856413,0.993249,0.974832,0.925011,0.948149,0.859773,0.864705,0.859754,0.818032,0.95963
0,0.990428,0.999987,0.956983,0.725557,0.802965,0.990335,0.99094,0.990626,0.473503,0.883402
0,0.857811,0.973038,0.947789,0.951544,0.979259,0.86132,0.866137,0.861254,0.813049,0.965783
0,0.990756,0.966301,0.949124,0.898024,0.906668,0.991036,0.991449,0.991074,0.88249,0.930972
0,0.999496,0.999987,0.997509,0.97401,0.968889,0.99953,0.999529,0.999486,0.970491,0.967723
0,0.946064,0.993249,0.974832,0.925011,0.948149,0.947337,0.949201,0.947358,0.818032,0.95963
0,0.964737,0.999987,0.990172,0.949358,0.958519,0.965562,0.966768,0.965569,0.890262,0.974221
0,0.985391,0.999987,0.992595,0.943852,0.948149,0.985711,0.986227,0.985748,0.904045,0.979172
0,0.901162,0.979775,0.967983,0.964403,0.968889,0.903601,0.906965,0.903532,0.927793,0.968378
0,0.96517,0.986512,0.971339,0.924048,0.937778,0.96601,0.96725,0.965972,0.88521,0.925985
0,0.916345,0.993256,0.96794,0.869803,0.906688,0.918223,0.921184,0.918297,0.730374,0.934518
0,0.998453,0.993249,0.984385,0.964403,0.968889,0.998546,0.99858,0.998523,0.927793,0.968378
0,-0.012571,0.979782,0.907836,0.835305,0.958529,0.010042,0.043996,0.009585,0.316632,0.844127
0,0.923434,0.999993,0.992595,0.913115,0.917059,0.925133,0.927829,0.92521,0.882239,0.979172
0,0.997985,0.999987,0.997509,0.994505,0.98963,0.998099,0.998105,0.998076,0.970491,1
0,0.964162,0.986512,0.973745,0.928795,0.937778,0.965026,0.966286,0.965076,0.874924,0.974221
0,0.964666,0.986512,0.973745,0.949358,0.958519,0.965562,0.966764,0.965591,0.88249,0.985052
0,0.983376,0.999987,0.995035,0.969184,0.968889,0.983787,0.984332,0.983779,0.933234,0.984183
0,0.985391,0.999987,0.992595,0.954127,0.958519,0.985733,0.98623,0.985748,0.911748,0.979172
0,0.972174,0.878718,0.840139,0.700168,0.709632,0.972935,0.974367,0.972919,0.876913,0.701369
0,0.983773,0.979775,0.967983,0.964403,0.968889,0.984279,0.984814,0.984249,0.927793,0.968378
0,0.952072,0.986512,0.968959,0.898727,0.917038,0.953175,0.954887,0.953264,0.817004,0.96445
0,0.966752,1,0.995035,0.928228,0.927439,0.967464,0.968657,0.967537,0.911016,0.984183
0,0.983598,0.845032,0.807078,0.907801,0.906668,0.98464,0.985277,0.984675,0.925599,0.941112
0,0.961644,0.986512,0.959679,0.932171,0.968889,0.962633,0.963924,0.962615,0.770626,0.94548
0,0.874002,0.986512,0.971339,0.934346,0.948149,0.87699,0.881316,0.877002,0.853324,0.980172
0,0.984851,0.993249,0.979557,0.97563,0.98963,0.985308,0.985767,0.985256,0.893713,0.969306
0,0.973663,0.973038,0.959782,0.943852,0.948159,0.974396,0.975316,0.974361,0.919656,0.946789
0,0.998957,0.993249,0.986842,0.979448,0.979259,0.99906,0.999054,0.999038,0.949119,0.984183
0,0.727477,0.986519,0.946556,0.906363,0.9689,0.733904,0.743193,0.733779,0.644339,0.918475
