"Class Name","HasT","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.ant.util.PackageNameMapper","1","0","0","0","0","0","0","0","2","1","6","0","1","20","0.99242424242424","1","4234.358511038","296.00000009695","309.09060160413","211.6246677493","192.00000014946","4228.3613847447","4224.1368349049","4228.3613847447","95.273291115611","211.6246677493","0","15"
"org.apache.tools.ant.util.regexp.RegexpMatcher","1","0","0","0","0","0","0","0","6","7","6","6","1","10","1","4","4244.1259406384","293","305.08031729366","204.50183373261","186","4238.0835291438","4234.1365117341","4238.0835291438","91.547801721287","204.50183373261","0","135"
"org.apache.tools.zip.AsiExtraField","1","0","0","0","0","0","0","0","20","4","42","0","4","376","0.60081705819593","1","3879.3092168581","296.00026916714","304.396123497","201.89601283829","189.0004215525","3872.6147497524","3868.1242224107","3872.762321651","77.472575792986","204.70710783947","0","95"
"org.apache.tools.ant.taskdefs.Sleep","1","0","0","0","0","0","0","0","10","2","20","0","2","130","0.9129573714132","4","4124.4205653643","293.00001292904","303.99013141877","207.46565980904","191.00001983356","4118.4313761431","4114.1323508123","4118.4778741666","87.46427842268","208.38665984175","0","66"
"org.apache.tools.ant.taskdefs.Typedef","1","0","0","0","0","0","0","0","2","4","4","0","4","11","0.96095778199109","0","4243.4064146626","297.00000256615","310.04838332106","208.90667772955","189.00000403253","4237.2172472036","4233.1135113531","4237.3521213135","94.244363226667","211.6246677493","0","35"
"org.apache.tools.ant.types.DirSet","1","0","0","0","0","0","0","0","3","7","8","3","4","27","0.23043239032678","1","4227.3756634584","296.0010003941","308.8041450499","205.76685836159","186.00159202089","4221.099975125","4217.1139420224","4221.2332321254","93.300589494386","208.48261318393","0","32"
"org.apache.tools.ant.types.selectors.DependSelector","1","0","0","0","0","0","0","0","7","13","25","4","9","201","0.37262162477158","2","4053.7481421519","295.00066712404","306.72626232522","198.63534428696","180.00109334008","4047.0049419293","4043.0836004218","4047.3686513586","87.931791747922","205.91260281974","0","112"
"org.apache.tools.ant.util.DOMElementWriter","1","0","0","0","0","0","0","0","8","1","40","1","0","464","0.62692707247469","5","3791.2615314694","292.00023832766","303.56712601993","209.17217788224","192.00036245645","3784.8730493902","3780.1620335642","3784.8224529032","90.077744199108","208.25465180879","0","62"
"org.apache.tools.ant.util.GlobPatternMapper","1","0","0","0","0","0","0","0","5","3","15","2","1","137","0.95528634759398","2","4117.5810860261","295.00000338866","307.28000260349","208.55694665966","190.00000526134","4111.3925864602","4107.1407329187","4111.3925864602","92.477024173575","208.55694665966","0","59"
"org.apache.tools.ant.taskdefs.Javac","1","0","0","0","0","0","0","0","72","27","116","11","18","900","3.0180137153313E-5","7","3356.5512062234","290.00172402874","290.62174729363","167.08381130439","166.00301183906","3348.1176801301","3344.0432114433","3348.8948923488","25.495097567964","181.99450541156","0","134"
"org.apache.tools.ant.types.FileSet","1","0","0","0","0","0","0","0","3","30","8","26","4","27","0.23043239032678","8","4226.8912926641","289.00102462501","302.10097649627","185.23768515073","163.00181665953","4220.1490495005","4217.1139420224","4220.2659868781","93.300589494386","187.88294228056","0","8"
"org.apache.tools.ant.taskdefs.Copydir","1","0","0","0","0","0","0","0","8","7","37","0","7","277","0.95539768957327","3","3977.879460215","294.00000338328","305.4914074078","203.67866849526","186.00000534776","3971.3580800527","3967.0988139949","3971.6436144246","87.595661993046","209.17217788224","0","33"
"org.apache.tools.ant.types.selectors.PresentSelector","1","0","0","0","0","0","0","0","7","13","25","4","9","199","0.37837846938335","2","4055.7428419465","295.00065493712","306.72626232522","198.63534428696","180.00107336715","4049.0029636937","4045.0835590875","4049.3664936629","87.931791747922","205.91260281974","0","97"
"org.apache.tools.ant.taskdefs.condition.Equals","1","0","0","0","0","0","0","0","6","3","11","1","2","74","0.96636519408034","0","4180.5632395647","297.00000190455","308.92393885874","208.14658296499","190.00000297711","4174.3262929484","4170.1305734953","4174.3719288056","91.181138400439","209.0598000573","0","23"
"org.apache.tools.ant.TaskContainer","1","0","0","0","0","0","0","0","1","9","1","8","1","1","1","1","4253.3122387147","296","309.38002521171","204.83163818121","184","4246.9877560455","4243.1362221828","4246.9877560455","96.208107766446","204.83163818121","0","15"
"org.apache.tools.ant.taskdefs.Untar","1","0","0","0","0","0","0","0","3","8","22","0","8","104","0.98563891758494","1","4150.5681538797","296.00000034838","308.8041450499","204.86336910243","185.00000055741","4144.1313927046","4140.0880425421","4144.4497825405","92.048900047746","211.20606051911","0","51"
"org.apache.tools.ant.types.selectors.SizeSelector","1","0","0","0","0","0","0","0","8","10","28","4","6","365","0.79395472748898","7","3889.8253174147","290.00007319767","301.64382970649","200.94277792446","183.00011599629","3883.314306105","3879.1084027132","3883.5531411325","87.920418561333","205.50669088864","0","141"
"org.apache.tools.ant.taskdefs.FixCRLF","1","0","0","0","0","0","0","0","18","12","82","1","12","1238","0.10428808845207","5","3020.1490029467","292.00137379784","300.98671067009","195.16659550241","181.0022162843","3011.4443378552","3006.0879893975","3012.0619183543","76.53757247261","204.47493733952","0","115"
"org.apache.tools.ant.types.selectors.ContainsSelector","1","0","0","0","0","0","0","0","7","9","28","4","5","215","0.81780101316506","7","4039.423349935","290.00005723529","301.92051934243","202.26715007633","184.00009020778","4033.1993503917","4029.1116886976","4033.3838151111","89.196412483911","205.91260281974","0","58"
"org.apache.tools.ant.taskdefs.Input","1","0","0","0","0","0","0","0","6","8","19","0","8","88","0.84709419024529","3","4166.385963878","294.00003976222","306.04084694694","203.59273071502","185.00006318968","4160.1155032042","4156.0877035982","4160.4326698073","89.185200566013","209.97380789041","0","43"
"org.apache.tools.ant.util.JAXPUtils","1","0","0","0","0","0","0","0","8","2","21","1","1","89","0.96148752015062","4","4165.3179950635","293.00000253108","304.52914474644","208.25465180879","191.00000388275","4159.3876953225","4155.139107178","4159.3876953225","89.693923985965","208.25465180879","0","16"
"org.apache.tools.zip.ZipEntry","1","0","0","0","0","0","0","0","23","5","68","2","3","462","0.56408428925674","3","3793.4100753807","294.00032316735","301.76149522429","199.9199839936","188.00050537833","3786.669776994","3782.135375684","3786.76959954","75.153176912224","201.80188304374","0","48"
"org.apache.tools.ant.taskdefs.Echo","1","0","0","0","0","0","0","0","7","7","21","0","7","144","0.89280930068043","3","4110.5274600713","294.00001954055","305.76461534978","204.08821622034","186.00003088668","4104.2168558691","4100.0956086413","4104.4931477589","88.543774484715","209.57099035888","0","23"
"org.apache.tools.ant.taskdefs.Replace","1","0","0","0","0","0","0","0","22","9","92","2","9","837","0.82774632573715","4","3419.5757046745","293.00005063366","301.01494979486","196.5120861423","184.00008062859","3411.9649763736","3407.0992060696","3412.2938032942","73.736015623303","202.14103987068","0","32"
"org.apache.tools.ant.taskdefs.CVSPass","1","0","0","0","0","0","0","0","6","3","30","0","3","1262","0.86285420111564","1","2996.654801608","296.00003177191","307.96266007424","208.14658296499","190.00004949728","2988.0468537157","2982.1716919051","2988.1746936884","90.824005637276","209.97380789041","0","75"
"org.apache.tools.ant.util.DateUtils","1","0","0","0","0","0","0","0","7","1","20","1","0","197","0.91910297157358","7","4057.3771084285","290.00001128333","301.92051934243","209.57099035888","192.00001704252","4051.5519248801","4047.1513438467","4051.5046587657","91","208.65521800329","0","53"
"org.apache.tools.ant.types.selectors.DepthSelector","1","0","0","0","0","0","0","0","7","8","26","4","4","261","0.82035965735066","7","3993.5434140623","290.00005563905","301.92051934243","203.1772625074","185.00008721796","3987.2940699176","3983.1206358834","3987.4343881749","89.537701556383","205.91260281974","0","101"
"org.apache.tools.ant.types.FileList","1","0","0","0","0","0","0","0","8","9","31","4","5","181","0.40846398487359","1","4073.7679118968","296.0005910718","307.41665537183","201.85390756683","184.00095085313","4067.1642455155","4063.1107540898","4067.3471698393","88.255311454892","205.50669088864","0","99"
"org.apache.tools.ant.util.StringUtils","1","0","0","0","0","0","0","0","6","14","24","14","0","116","0.9479940853986","7","4138.173993442","290.00000466313","302.20026472523","198.15650380444","179.00000755479","4131.879112462","4128.1483742714","4131.8359115531","91.923881554251","197.25364381932","0","29"
"org.apache.tools.ant.taskdefs.condition.Contains","1","0","0","0","0","0","0","0","5","3","9","1","2","64","0.97374202762294","0","4190.5380322818","297.00000116074","309.20058214693","208.55694665966","190.00000181442","4184.3159536536","4180.1302611282","4184.3614805607","92.114059730315","209.46837470129","0","13"
"org.apache.tools.ant.types.Description","1","0","0","0","0","0","0","0","2","3","8","0","3","28","0.98490587695133","0","4226.448272486","297.00000038356","310.04838332106","209.81182044871","190.00000059956","4220.2791376875","4216.1214403762","4220.3696520566","94.578010129205","211.6246677493","0","25"
"org.apache.tools.ant.taskdefs.Deltree","1","0","0","0","0","0","0","0","4","3","17","0","3","152","0.93531934865788","4","4102.4764472206","293.00000713923","305.64358327961","208.97128989409","190.00001100944","4096.408671019","4092.1251202767","4096.5019223723","92.698435801258","210.79136604709","0","14"
"org.apache.tools.ant.taskdefs.Taskdef","1","0","0","0","0","0","0","0","2","4","4","0","4","11","0.88374332311152","0","4243.4064146626","297.00002275356","310.04838332106","208.90667772955","189.00003575559","4237.2172472036","4233.1135113531","4237.3521213135","94.244363226667","211.6246677493","0","45"
"org.apache.tools.zip.ZipLong","1","0","0","0","0","0","0","0","7","2","8","2","0","147","0.94815982828862","3","4107.5351489671","294.00000457041","305.76461534978","208.65521800329","191.00000703509","4101.4497436882","4097.1494969064","4101.403296434","91","207.74022239326","0","34"
"org.apache.tools.ant.types.selectors.BaseSelector","1","0","0","0","0","0","0","0","6","15","8","12","3","39","0.91635533494724","12","4214.6470789379","285.00001227444","297.40544715926","197.25364381932","178.00001965289","4208.7657335613","4205.121758047","4208.8507932689","90.824005637276","199.06029237394","0","107"
"org.apache.tools.ant.taskdefs.GZip","1","0","0","0","0","0","0","0","2","4","12","0","4","55","0.99316287878788","0","4199.5154482392","297.0000000787","310.04838332106","208.90667772955","189.00000012367","4193.2614991197","4189.1147036098","4193.397786998","94.244363226667","211.6246677493","0","38"
"org.apache.tools.ant.taskdefs.GUnzip","1","0","0","0","0","0","0","0","3","4","20","0","4","124","0.97245569315468","0","4130.6911044037","297.00000127725","309.76281248723","208.48261318393","189.00000200711","4124.3327945257","4120.116624563","4124.4713600654","93.300589494386","211.20606051911","0","29"
"org.apache.tools.ant.taskdefs.Copyfile","1","0","0","0","0","0","0","0","6","5","22","0","5","137","0.90809896193556","3","4117.5095628304","294.00001436361","306.04084694694","206.322562993","188.00002246223","4111.3006457811","4107.109567567","4111.4854979679","90.1387818866","209.97380789041","0","35"
"org.apache.tools.ant.types.selectors.DateSelector","1","0","0","0","0","0","0","0","11","11","38","4","7","391","0.79620456565233","7","3863.8981611839","290.00007160789","300.83217912983","198.80643852753","182.00011410046","3857.2960736765","3853.1017375616","3857.58382929","84.758480401668","204.31348462595","0","171"
"org.apache.tools.ant.taskdefs.Dirname","1","0","0","0","0","0","0","0","4","5","9","0","5","48","0.95473350335949","3","4206.287198944","294.00000348479","306.6023483276","207.15453169072","188.00000544962","4200.2095185836","4196.1072436247","4200.3904580408","92.027169901068","210.79136604709","0","34"
"org.apache.tools.ant.taskdefs.Rename","1","0","0","0","0","0","0","0","5","4","17","0","4","99","0.93210648667368","3","4155.4134571664","294.00000783934","306.32009401931","207.64633394308","189.00001219452","4149.3066890747","4145.1159211776","4149.4444206424","91.416628684283","210.38060747132","0","20"
"org.apache.tools.ant.util.facade.ImplementationSpecificArgument","1","0","0","0","0","0","0","0","3","6","6","5","1","25","0.98117517287197","2","4229.3008878537","295.00000060063","307.84574059097","206.67123650862","187.00000094752","4223.142195096","4219.1369970647","4223.142195096","94.339811320566","206.67123650862","0","29"
"org.apache.tools.ant.types.Commandline","1","0","0","0","0","0","0","0","28","31","57","29","4","602","0.47731044900035","63","3649.5095560911","234.00058376929","242.33241632105","173.81887124245","162.00084322116","3645.6011849899","3642.1319306143","3645.6457589843","70.213958726168","174.75125178379","0","91"
"org.apache.tools.zip.ExtraFieldUtils","1","0","0","0","0","0","0","0","8","4","39","1","3","377","0.87732716137538","1","3878.3121328743","296.00002541997","307.41665537183","206.42189806317","189.00003981117","3871.6159416967","3867.1324001125","3871.7140906839","88.955044826024","208.25465180879","0","71"
"org.apache.tools.ant.taskdefs.Filter","1","0","0","0","0","0","0","0","6","6","16","0","6","95","0.89256716854006","4","4159.3328792007","293.00001969593","305.08031729366","205.41178155111","187.00003086046","4153.212009999","4149.101348485","4153.4401404137","89.810912477271","209.97380789041","0","70"
"org.apache.tools.ant.types.FlexInteger","1","0","0","0","0","0","0","0","3","0","7","0","0","19","0.97744446879261","0","4235.4260706569","297.00000085648","309.76281248723","212.11553455605","193.00000131801","4229.4058684406","4225.1449679271","4229.3603535287","94.704804524375","211.20606051911","0","34"
"org.apache.tools.ant.taskdefs.DependSet","1","0","0","0","0","0","0","0","6","10","33","0","10","511","0.92353965353119","3","3744.5593866302","294.00000994249","306.04084694694","201.7771047468","183.00001597318","3737.48284277","3733.0837118929","3737.9343225905","88.600225733347","209.97380789041","0","30"
"org.apache.tools.ant.Main","0","4","1","0","0","2","1","0","19","12","103","1","12","1720","0.90134527244966","2","2541.1810246419","295.00001649619","303.65934861288","194.79476379","181.00002688606","2530.4815747205","2524.1047918024","2531.2165059512","75.584389922788","204.1200627082","14",""
"org.apache.tools.ant.taskdefs.Execute","0","3","1","1","0","1","0","0","24","31","85","12","20","708","0.62403256426557","30","3546.066130235","267.00026470308","275.2780412601","175.30829986056","162.00043626951","3539.7090275897","3536.0318154677","3540.5784838074","68.658575575087","192.06509313251","14",""
