@relation 'Ant15BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-2,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,1-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute #BugsBinary {0,1}

@data
0.74254,0.979777,0.960728,0.87815,0.896297,0.748487,0.757404,0.748566,0.796603,0.975324,0
0.134831,0.986515,0.940341,0.799044,0.875557,0.154082,0.183493,0.154014,0.499094,0.905656,1
0.134831,0.986515,0.940341,0.799044,0.875557,0.154082,0.183493,0.154014,0.499094,0.905656,1
0.134831,0.986515,0.940341,0.799044,0.875557,0.154082,0.183493,0.154014,0.499094,0.905656,1
0.134831,0.986515,0.940341,0.799044,0.875557,0.154082,0.183493,0.154014,0.499094,0.905656,1
0.6423,0.797875,0.69738,0.578275,0.678525,0.65109,0.663862,0.651329,0.340787,0.762185,1
0.6423,0.797875,0.69738,0.578275,0.678525,0.65109,0.663862,0.651329,0.340787,0.762185,1
0.6423,0.797875,0.69738,0.578275,0.678525,0.65109,0.663862,0.651329,0.340787,0.762185,1
0.759966,0.946096,0.903373,0.793891,0.844457,0.765585,0.774028,0.765544,0.665702,0.832939,1
0.759966,0.946096,0.903373,0.793891,0.844457,0.765585,0.774028,0.765544,0.665702,0.832939,1
0.759966,0.946096,0.903373,0.793891,0.844457,0.765585,0.774028,0.765544,0.665702,0.832939,1
0.926743,0.959566,0.931318,0.920404,0.948149,0.928643,0.931166,0.928632,0.804713,0.943953,1
0.926743,0.959566,0.931318,0.920404,0.948149,0.928643,0.931166,0.928632,0.804713,0.943953,1
0.693892,0.925884,0.849718,0.692572,0.802975,0.701051,0.711818,0.701228,0.30407,0.839901,1
0.693892,0.925884,0.849718,0.692572,0.802975,0.701051,0.711818,0.701228,0.30407,0.839901,1
0.89206,0.97304,0.945467,0.874385,0.906668,0.894609,0.898392,0.89472,0.7377,0.961085,1
0.89206,0.97304,0.945467,0.874385,0.906668,0.894609,0.898392,0.89472,0.7377,0.961085,1
0.817096,0.986516,0.94655,0.874778,0.937782,0.821381,0.827676,0.821369,0.617794,0.918479,1
0.817096,0.986516,0.94655,0.874778,0.937782,0.821381,0.827676,0.821369,0.617794,0.918479,1
0.831549,0.959566,0.913377,0.80137,0.865187,0.835485,0.841435,0.835522,0.601309,0.863188,1
0.831549,0.959566,0.913377,0.80137,0.865187,0.835485,0.841435,0.835522,0.601309,0.863188,1
0.973194,0.979777,0.958363,0.945708,0.968889,0.973948,0.974849,0.973891,0.851456,0.937861,1
0.881016,0.979779,0.951425,0.849077,0.88593,0.883741,0.887942,0.883892,0.702442,0.956435,1
0.997985,0.999989,0.997505,0.98425,0.979259,0.998076,0.998105,0.998053,0.9705,0.989229,1
0.758108,0.973046,0.92996,0.80137,0.8652,0.763664,0.77211,0.763795,0.557968,0.918479,1
0.900265,0.999989,0.99259,0.933597,0.937778,0.902548,0.906,0.902571,0.896556,0.979175,1
0.92883,0.97304,0.945467,0.915851,0.948149,0.930611,0.933068,0.930578,0.791825,0.92829,1
0.997411,0.986515,0.981124,0.953548,0.948149,0.997518,0.997634,0.997473,0.978681,0.946248,1
0.611632,0.973049,0.899437,0.813681,0.937798,0.620716,0.634015,0.620538,0.316631,0.821401,1
0.880475,0.97304,0.952505,0.929647,0.948149,0.883385,0.887487,0.8834,0.83177,0.975324,1
0.994962,0.999989,0.995035,0.989717,0.98963,0.995147,0.995257,0.995122,0.949132,0.994972,1
0.61872,0.979782,0.938254,0.738781,0.802977,0.627269,0.640608,0.627479,0.534417,0.907405,1
0.934479,0.993252,0.981957,0.959655,0.96889,0.936068,0.93829,0.936038,0.898276,0.974219,1
0.918252,0.97304,0.943172,0.890553,0.927408,0.920235,0.923089,0.920265,0.745787,0.934521,1
0.901703,0.986515,0.973744,0.857138,0.865186,0.903867,0.907402,0.904047,0.828344,0.974219,1
0.904184,0.979778,0.940383,0.87902,0.937779,0.906483,0.909801,0.906485,0.647549,0.9118,1
0.663551,0.986522,0.932435,0.761502,0.854835,0.671167,0.682867,0.671292,0.405055,0.889275,1
0.848996,0.831569,0.753952,0.776097,0.844468,0.85315,0.858501,0.853381,0.523567,0.925255,1
0.690771,0.993253,0.956963,0.816193,0.875559,0.697776,0.708504,0.697887,0.586401,0.933916,1
0.690771,0.993253,0.956963,0.816193,0.875559,0.697776,0.708504,0.697887,0.586401,0.933916,1
0.924296,0.973043,0.950133,0.883702,0.906674,0.926094,0.928772,0.926217,0.781324,0.97053,1
0.846741,0.784412,0.657738,0.487536,0.637072,0.850763,0.856585,0.851156,0.053483,0.727752,1
0.96492,0.838297,0.788537,0.950312,0.968891,0.966568,0.967725,0.96653,0.863977,0.953578,1
0.86673,0.946092,0.927,0.882469,0.885927,0.869966,0.874674,0.86995,0.904041,0.914503,1
0.406968,0.979783,0.936151,0.860055,0.927422,0.420581,0.440814,0.42034,0.614254,0.880896,1
0.78545,0.818093,0.746713,0.825063,0.875574,0.791234,0.798702,0.791302,0.643647,0.909734,1
0.78545,0.818093,0.746713,0.825063,0.875574,0.791234,0.798702,0.791302,0.643647,0.909734,1
0.78545,0.818093,0.746713,0.825063,0.875574,0.791234,0.798702,0.791302,0.643647,0.909734,1
0.810939,0.966315,0.921667,0.780471,0.844475,0.81527,0.821957,0.815392,0.564536,0.88528,1
0.810939,0.966315,0.921667,0.780471,0.844475,0.81527,0.821957,0.815392,0.564536,0.88528,1
0.765235,0.986516,0.955197,0.923379,0.968892,0.770791,0.77879,0.770684,0.719682,0.936278,1
0.765235,0.986516,0.955197,0.923379,0.968892,0.770791,0.77879,0.770684,0.719682,0.936278,1
0.546968,0.932629,0.873861,0.683754,0.761514,0.557329,0.573206,0.557458,0.479477,0.827885,1
0.546968,0.932629,0.873861,0.683754,0.761514,0.557329,0.573206,0.557458,0.479477,0.827885,1
0.943438,0.97304,0.947787,0.930772,0.958519,0.9449,0.946827,0.94492,0.796603,0.965784,1
0.943438,0.97304,0.947787,0.930772,0.958519,0.9449,0.946827,0.94492,0.796603,0.965784,1
0.807114,0.912406,0.842771,0.712793,0.802966,0.811736,0.818656,0.811668,0.491213,0.72621,1
0.807114,0.912406,0.842771,0.712793,0.802966,0.811736,0.818656,0.811668,0.491213,0.72621,1
0.875084,1,0.995035,0.9078,0.906694,0.877882,0.882255,0.877963,0.897294,0.984179,1
0.92448,0.912406,0.868996,0.797444,0.834076,0.926434,0.929271,0.926398,0.770638,0.803818,1
0.840185,0.973044,0.940905,0.813421,0.854826,0.843825,0.849486,0.844006,0.667907,0.940851,1
0.933939,0.986515,0.968953,0.950312,0.968889,0.935576,0.937819,0.935523,0.863977,0.953578,1
0.768177,0.973042,0.925767,0.824287,0.8963,0.773573,0.781613,0.773661,0.535158,0.921001,1
0.768177,0.973042,0.925767,0.824287,0.8963,0.773573,0.781613,0.773661,0.535158,0.921001,1
0.768177,0.973042,0.925767,0.824287,0.8963,0.773573,0.781613,0.773661,0.535158,0.921001,1
-0.105195,0.973052,0.850551,0.385765,0.637073,-0.082,-0.043941,-0.081431,-1,0.681315,1
-0.105195,0.973052,0.850551,0.385765,0.637073,-0.082,-0.043941,-0.081431,-1,0.681315,1
-0.105195,0.973052,0.850551,0.385765,0.637073,-0.082,-0.043941,-0.081431,-1,0.681315,1
0.904039,0.952829,0.916138,0.834127,0.875557,0.906349,0.909801,0.906326,0.732512,0.853317,1
0.904039,0.952829,0.916138,0.834127,0.875557,0.906349,0.909801,0.906326,0.732512,0.853317,1
0.904039,0.952829,0.916138,0.834127,0.875557,0.906349,0.909801,0.906326,0.732512,0.853317,1
0.842741,0.979777,0.949164,0.917314,0.958519,0.846515,0.8519,0.846419,0.758317,0.918914,1
0.842741,0.979777,0.949164,0.917314,0.958519,0.846515,0.8519,0.846419,0.758317,0.918914,1
0.933004,0.999999,0.987777,0.872697,0.885951,0.934414,0.936839,0.934561,0.818542,0.969309,1
0.933004,0.999999,0.987777,0.872697,0.885951,0.934414,0.936839,0.934561,0.818542,0.969309,1
0.556154,0.95284,0.885004,0.707127,0.813364,0.566308,0.581743,0.566506,0.307135,0.877536,1
0.556154,0.95284,0.885004,0.707127,0.813364,0.566308,0.581743,0.566506,0.307135,0.877536,1
0.769688,0.97304,0.945467,0.853707,0.885927,0.775025,0.783037,0.775113,0.730912,0.950144,1
0.769688,0.97304,0.945467,0.853707,0.885927,0.775025,0.783037,0.775113,0.730912,0.950144,1
0.769688,0.97304,0.945467,0.853707,0.885927,0.775025,0.783037,0.775113,0.730912,0.950144,1
0.728484,0.986524,0.926788,0.802996,0.90669,0.734739,0.744119,0.734763,0.380241,0.877536,1
0.728484,0.986524,0.926788,0.802996,0.90669,0.734739,0.744119,0.734763,0.380241,0.877536,1
0.891089,0.979778,0.960728,0.88843,0.90667,0.893625,0.897442,0.893735,0.803171,0.975324,1
0.875979,0.979787,0.951425,0.797444,0.834099,0.878711,0.883193,0.878878,0.696074,0.912643,1
0.84483,0.993252,0.963468,0.892032,0.937779,0.848436,0.853784,0.848435,0.702984,0.936278,1
0.866763,-0.253116,-0.544807,-0.252484,-0.213301,0.872707,0.878936,0.872642,0.452344,-0.29211,1
0.912316,0.993252,0.981957,0.959655,0.968889,0.914423,0.917404,0.914382,0.898276,0.974219,1
0.952145,0.999989,0.990171,0.939073,0.948149,0.953241,0.954893,0.953287,0.874934,0.985054,1
0.883424,0.959566,0.936066,0.909019,0.927409,0.886291,0.890339,0.88626,0.83949,0.931869,1
0.954052,0.979777,0.965535,0.928796,0.937778,0.955187,0.956796,0.95521,0.882496,0.963393,1
0.772205,0.97305,0.932096,0.837102,0.896321,0.777508,0.785417,0.777548,0.614963,0.9118,1
0.969775,0.999989,0.990171,0.949359,0.958519,0.970482,0.971515,0.97049,0.890278,0.974219,1
0.843748,0.979777,0.953711,0.822763,0.854816,0.847269,0.852812,0.847404,0.718072,0.92829,1
0.914769,0.885468,0.833719,0.823769,0.865213,0.917151,0.920228,0.917267,0.694173,0.907958,1
0.977835,1,0.995035,0.938444,0.937805,0.978309,0.979103,0.978365,0.918204,0.984179,1
0.965064,0.966303,0.94669,0.301789,0.28445,0.964855,0.967254,0.964802,0.893727,0.262542,1
0.953009,0.97304,0.957327,0.980276,0.98963,0.954315,0.955861,0.954248,0.914916,0.974219,1
0.85479,0.97304,0.945467,0.843383,0.875557,0.858137,0.863274,0.858115,0.7595,0.873817,1
0.996438,0.993252,0.97483,0.883702,0.906667,0.996448,0.996681,0.996424,0.842772,0.883604,0
0.997411,0.986515,0.971336,0.872697,0.885927,0.997389,0.997634,0.997345,0.893727,0.861288,0
0.779836,0.986518,0.948672,0.910542,0.968897,0.785055,0.79256,0.784954,0.665288,0.922854,0
0.96859,0.966303,0.949122,0.939073,0.948149,0.969476,0.970565,0.969484,0.890278,0.963393,0
0.634781,0.973045,0.940905,0.927752,0.968901,0.643416,0.655859,0.643196,0.767369,0.918914,0
0.943042,0.993252,0.97483,0.925002,0.948149,0.944386,0.946352,0.944405,0.818031,0.959631,0
0.933508,1,0.995035,0.9078,0.906694,0.93495,0.93732,0.935053,0.897294,0.984179,0
0.978338,0.999989,0.983066,0.770948,0.792594,0.978506,0.979596,0.978453,0.851456,0.754457,0
0.92575,0.865246,0.811424,0.73582,0.771854,0.927785,0.930688,0.92779,0.753842,0.760573,0
0.955167,0.999989,0.99259,0.943853,0.948149,0.956193,0.957742,0.95624,0.896556,0.98999,0
0.925916,0.993263,0.984383,0.90289,0.906695,0.92757,0.930199,0.927671,0.875431,0.979175,0
0.936493,0.993252,0.97483,0.925002,0.948149,0.93799,0.940181,0.938006,0.818031,0.959631,0
0.93196,0.993252,0.954847,0.707612,0.771854,0.933197,0.93587,0.933509,0.529223,0.88528,0
0.973628,0.966306,0.951579,0.933597,0.937785,0.974373,0.975316,0.974339,0.919663,0.936019,0
0.996942,0.993252,0.989313,0.994503,0.98963,0.997114,0.997159,0.997069,0.978681,0.989229,0
0.983376,0.999989,0.99259,0.954119,0.958519,0.983765,0.984331,0.98378,0.911745,0.979175,0
0.909798,0.993252,0.972506,0.87902,0.906668,0.911827,0.915009,0.911922,0.766452,0.954864,0
